,Time,TimeDST,TimeUTC,Energy Use: Total,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Heating Heat Pump Backup Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Range/Oven,End Use: Electricity: Ceiling Fan,End Use: Electricity: Plug Loads,End Use: Natural Gas: Heating Heat Pump Backup,End Use: Natural Gas: Hot Water,End Use: Natural Gas: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Total,Emissions: CO2e: LRMER_MidCase_15: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Net,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Heat Pump Backup Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Interior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Exterior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Mech Vent,Emissions: CO2e: LRMER_MidCase_15: Electricity: Refrigerator,Emissions: CO2e: LRMER_MidCase_15: Electricity: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Electricity: Ceiling Fan,Emissions: CO2e: LRMER_MidCase_15: Electricity: Plug Loads,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Heating Heat Pump Backup,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Hot Water,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Range/Oven,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Heating: Heat Pump Backup,Load: Cooling: Delivered,Load: Hot Water: Delivered,Load: Hot Water: Tank Losses,Unmet Hours: Heating,Unmet Hours: Cooling,Temperature: Conditioned Space,Temperature: Heating Setpoint,Temperature: Cooling Setpoint,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
1,2007-01-01T01:00:00,2007-01-01T01:00:00,2007-01-01T07:00:00Z,21.409,0.32,20.318,0.05,0.0,0.039,0.0,0.0,0.032,0.022,0.0,0.04,0.0,0.004,0.132,20.318,0.0,0.0,3.15106,3.15106,0.15826,0.15826,2.9928,0.02474,0.0,0.01937,0.0,0.0,0.01601,0.0111,0.0,0.01963,0.0,0.00217,0.06524,2.9928,0.0,0.0,0.0,0.0,16.388,16.388,0.0,0.0,0.452,0.0,0.0,69.0,69.0,69.0,97.911,0.0,0.0,-4.0,-4.897,68.0,4.698,0.0,0.0
2,2007-01-01T02:00:00,2007-01-01T02:00:00,2007-01-01T08:00:00Z,24.234,0.319,23.146,0.05,0.0,0.039,0.0,0.0,0.032,0.022,0.0,0.039,0.0,0.004,0.132,22.042,1.103,0.0,3.56748,3.56748,0.15812,0.15812,3.40936,0.02479,0.0,0.01941,0.0,0.0,0.01605,0.01113,0.0,0.01918,0.0,0.00217,0.06539,3.24686,0.1625,0.0,0.0,0.0,17.768,17.768,0.0,0.0,0.439,0.0,0.0,69.0,69.0,69.0,105.995,0.0,0.0,-5.8,-6.651,67.0,10.29,0.0,0.0
3,2007-01-01T03:00:00,2007-01-01T03:00:00,2007-01-01T09:00:00Z,22.655,0.318,21.57,0.05,0.0,0.039,0.0,0.0,0.032,0.022,0.0,0.038,0.0,0.004,0.132,21.57,0.0,0.0,3.33241,3.33241,0.15517,0.15517,3.17723,0.02441,0.0,0.01911,0.0,0.0,0.0158,0.01095,0.0,0.0184,0.0,0.00214,0.06437,3.17723,0.0,0.0,0.0,0.0,17.389,17.389,0.0,0.0,0.451,0.0,0.0,69.0,69.0,69.0,101.202,0.0,0.0,-5.8,-6.804,61.0,6.935,0.0,0.0
4,2007-01-01T04:00:00,2007-01-01T04:00:00,2007-01-01T10:00:00Z,24.072,0.317,22.99,0.05,0.0,0.039,0.0,0.0,0.032,0.022,0.0,0.037,0.0,0.004,0.132,21.887,1.103,0.0,3.54209,3.54209,0.1556,0.1556,3.38649,0.02455,0.0,0.01922,0.0,0.0,0.01589,0.01102,0.0,0.01802,0.0,0.00215,0.06475,3.22398,0.1625,0.0,0.0,0.0,17.643,17.643,0.0,0.0,0.44,0.0,0.0,69.0,69.0,69.0,102.496,0.0,0.0,-5.8,-6.804,61.0,8.053,0.0,0.0
5,2007-01-01T05:00:00,2007-01-01T05:00:00,2007-01-01T11:00:00Z,23.097,0.316,22.019,0.05,0.0,0.039,0.0,0.0,0.032,0.022,0.0,0.036,0.0,0.004,0.132,22.019,0.0,0.0,3.39537,3.39537,0.15191,0.15191,3.24346,0.02404,0.0,0.01883,0.0,0.0,0.01556,0.01079,0.0,0.01717,0.0,0.00211,0.06341,3.24346,0.0,0.0,0.0,0.0,17.749,17.749,0.0,0.0,0.449,0.0,0.0,69.0,69.0,69.0,102.496,0.0,0.0,-5.8,-6.649,67.0,8.053,0.0,0.0
6,2007-01-01T06:00:00,2007-01-01T06:00:00,2007-01-01T12:00:00Z,23.902,0.312,22.839,0.05,0.0,0.039,0.0,0.0,0.032,0.018,0.0,0.036,0.0,0.004,0.132,21.735,1.103,0.0,3.50745,3.50745,0.14334,0.14334,3.36411,0.02301,0.0,0.01801,0.0,0.0,0.01489,0.00831,0.0,0.01643,0.0,0.00202,0.06068,3.2016,0.16251,0.0,0.0,0.0,17.522,17.522,0.0,0.0,0.442,0.0,0.0,69.0,69.0,69.0,100.191,0.0,0.0,-5.8,-6.443,75.0,5.816,0.0,0.0
7,2007-01-01T07:00:00,2007-01-01T07:00:00,2007-01-01T13:00:00Z,25.505,0.583,23.517,0.05,0.0,0.039,0.0,0.0,0.232,0.017,0.0,0.038,0.0,0.01,0.197,21.203,2.314,0.0,3.73223,3.73223,0.2682,0.2682,3.46404,0.02302,0.0,0.01802,0.0,0.0,0.10677,0.00786,0.0,0.01735,0.0,0.0047,0.09047,3.12323,0.34081,0.0,1.771,0.632,17.096,17.096,0.0,1.66,0.446,0.0,0.0,69.0,69.0,69.0,101.012,0.0,0.0,-4.0,-4.896,68.0,8.053,0.0,0.0
8,2007-01-01T08:00:00,2007-01-01T08:00:00,2007-01-01T14:00:00Z,23.041,0.314,21.97,0.05,0.0,0.039,0.0,0.0,0.032,0.017,0.0,0.04,0.0,0.004,0.132,20.866,1.103,0.0,3.37368,3.37368,0.13757,0.13757,3.23611,0.0219,0.0,0.01715,0.0,0.0,0.01418,0.00727,0.0,0.01738,0.0,0.00192,0.05777,3.07362,0.16249,0.0,0.0,0.0,16.827,16.827,0.0,0.0,0.438,0.0,0.0,69.0,69.0,69.0,97.141,0.0,0.0,-2.2,-3.355,62.0,5.816,0.0,0.0
9,2007-01-01T09:00:00,2007-01-01T09:00:00,2007-01-01T15:00:00Z,22.701,0.315,21.628,0.05,0.0,0.039,0.0,0.0,0.032,0.016,0.0,0.041,0.0,0.004,0.132,21.628,0.0,0.0,3.28353,3.28353,0.09778,0.09778,3.18575,0.01554,0.0,0.01217,0.0,0.0,0.01006,0.005,0.0,0.01264,0.0,0.00136,0.04099,3.18575,0.0,0.0,0.0,0.0,17.436,17.436,0.0,0.0,0.452,0.0,0.0,69.0,69.0,69.0,101.158,0.0,0.0,-2.2,-3.355,62.0,9.171,0.0,0.0
10,2007-01-01T10:00:00,2007-01-01T10:00:00,2007-01-01T16:00:00Z,20.998,0.312,19.933,0.05,0.0,0.039,0.0,0.0,0.032,0.014,0.0,0.041,0.0,0.004,0.132,18.83,1.103,0.0,3.02248,3.02248,0.08629,0.08629,2.9362,0.01382,0.0,0.01082,0.0,0.0,0.00895,0.00378,0.0,0.01124,0.0,0.00121,0.03646,2.7737,0.1625,0.0,0.0,0.0,15.198,15.198,0.0,0.0,0.44,0.0,0.0,69.0,69.0,69.0,98.012,0.0,0.0,-0.4,-1.652,62.0,8.053,23.775,183.542
