Option=5A	source_count	source_weight	sampling_probability
1	1.10783e+07	1.34055e+08	1
# Created by: sources\spatial\tsv_maker.py
# Description: Climate zone according to ASHRAE 169 in 2004 and IECC in 2012 that the sample is located.
# Source: Spatial definitions are from the U.S. Census Bureau as of July 1, 2015.
# Source: Unit counts are from the American Community Survey 5-yr 2016.
# Source: Climate zone data are from ASHRAE 169 2006, IECC 2012, and M.C. Baechler 2015.
