Time,TimeDST,TimeUTC,Energy Use: Total,Fuel Use: Electricity: Total,End Use: Electricity: Heating,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Heating Heat Pump Backup,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Hot Water,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Ceiling Fan,End Use: Electricity: Plug Loads,Emissions: CO2e: LRMER_MidCase_15: Total,Emissions: CO2e: LRMER_MidCase_15: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Heat Pump Backup,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Hot Water,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Interior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Exterior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Mech Vent,Emissions: CO2e: LRMER_MidCase_15: Electricity: Refrigerator,Emissions: CO2e: LRMER_MidCase_15: Electricity: Dishwasher,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Washer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Dryer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Electricity: Ceiling Fan,Emissions: CO2e: LRMER_MidCase_15: Electricity: Plug Loads,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Heating: Heat Pump Backup,Load: Cooling: Delivered,Load: Hot Water: Delivered,Load: Hot Water: Tank Losses,Unmet Hours: Heating,Unmet Hours: Cooling,Temperature: Conditioned Space,Temperature: Heating Setpoint,Temperature: Cooling Setpoint,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
,,,kBtu,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,gal,gal,gal,gal,kBtu,kBtu,kBtu,kBtu,kBtu,hr,hr,F,F,F,cfm,cfm,cfm,F,F,%,mph,Btu/(hr*ft^2),Btu/(hr*ft^2)
2007-01-01T01:00:00,2007-01-01T01:00:00,2007-01-01T06:00:00Z,8.963,2.627,1.339,0.053,0.99,0.0,0.0,0.0,0.035,0.025,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.142,3.03807,3.03807,3.03807,3.03807,1.54805,0.06122,1.14498,0.0,0.0,0.0,0.03998,0.02854,0.0,0.04589,0.0,0.0,0.0,0.0,0.00499,0.16443,0.0,0.0,0.455,0.179,13.037,3.378,0.0,0.396,0.123,0.0,0.0,70.0,70.0,70.0,104.479,0.0,0.0,10.4,8.787,69.0,10.29,0.0,0.0
2007-01-01T02:00:00,2007-01-01T02:00:00,2007-01-01T07:00:00Z,9.182,2.691,1.339,0.053,1.055,0.0,0.0,0.0,0.035,0.025,0.0,0.039,0.0,0.0,0.0,0.0,0.004,0.142,3.06845,3.06845,3.06845,3.06845,1.52621,0.06035,1.20321,0.0,0.0,0.0,0.03942,0.02814,0.0,0.04411,0.0,0.0,0.0,0.0,0.00492,0.16211,0.0,0.0,0.0,0.0,13.259,3.601,0.0,0.0,0.12,0.0,0.0,70.0,70.0,70.0,104.479,0.0,0.0,10.4,8.787,69.0,10.29,0.0,0.0
2007-01-01T03:00:00,2007-01-01T03:00:00,2007-01-01T08:00:00Z,10.1,2.96,1.291,0.053,1.372,0.0,0.0,0.0,0.035,0.025,0.0,0.038,0.0,0.0,0.0,0.0,0.004,0.142,3.37252,3.37252,3.37252,3.37252,1.47142,0.06031,1.56346,0.0,0.0,0.0,0.03939,0.02811,0.0,0.04294,0.0,0.0,0.0,0.0,0.00491,0.16198,0.0,0.0,0.0,0.0,13.757,4.682,0.0,0.0,0.118,0.0,0.0,70.0,70.0,70.0,104.6,0.0,0.0,8.6,7.44,76.0,9.171,0.0,0.0
2007-01-01T04:00:00,2007-01-01T04:00:00,2007-01-01T09:00:00Z,11.766,3.448,1.247,0.053,1.669,0.0,0.0,0.237,0.035,0.025,0.0,0.037,0.0,0.0,0.0,0.0,0.004,0.142,3.95469,3.95469,3.95469,3.95469,1.43003,0.0607,1.91425,0.0,0.0,0.27168,0.03965,0.0283,0.0,0.04209,0.0,0.0,0.0,0.0,0.00495,0.16305,0.0,0.0,0.0,0.0,14.288,5.695,0.0,0.0,0.122,0.0,0.0,70.0,70.0,70.0,105.035,0.0,0.0,6.8,5.721,76.0,8.053,0.0,0.0
2007-01-01T05:00:00,2007-01-01T05:00:00,2007-01-01T10:00:00Z,11.413,3.345,1.247,0.053,1.804,0.0,0.0,0.0,0.035,0.025,0.0,0.036,0.0,0.0,0.0,0.0,0.004,0.142,3.85742,3.85742,3.85742,3.85742,1.43802,0.06104,2.07993,0.0,0.0,0.0,0.03987,0.02846,0.0,0.04118,0.0,0.0,0.0,0.0,0.00497,0.16396,0.0,0.0,0.0,0.0,14.747,6.154,0.0,0.0,0.124,0.0,0.0,70.0,70.0,70.0,108.042,0.0,0.0,6.8,5.722,76.0,10.29,0.0,0.0
2007-01-01T06:00:00,2007-01-01T06:00:00,2007-01-01T11:00:00Z,13.429,3.936,1.247,0.053,1.842,0.0,0.0,0.557,0.035,0.02,0.0,0.036,0.0,0.0,0.0,0.0,0.004,0.142,4.61605,4.61605,4.61605,4.61605,1.4625,0.06208,2.1601,0.0,0.0,0.65386,0.04055,0.02328,0.0,0.04188,0.0,0.0,0.0,0.0,0.00506,0.16674,0.0,0.0,2.052,0.809,14.877,6.284,0.0,1.781,0.121,0.0,0.0,70.0,70.0,70.0,106.403,0.0,0.0,6.8,5.723,76.0,9.171,0.0,0.0
2007-01-01T07:00:00,2007-01-01T07:00:00,2007-01-01T12:00:00Z,13.044,3.823,1.199,0.053,1.803,0.0,0.0,0.0,0.141,0.019,0.0,0.038,0.0,0.0,0.0,0.386,0.007,0.177,4.54611,4.54611,4.54611,4.54611,1.42593,0.06294,2.14431,0.0,0.0,0.0,0.1678,0.02233,0.0,0.04482,0.0,0.0,0.0,0.45893,0.00855,0.21051,0.0,0.0,0.0,0.0,14.257,6.153,0.0,0.0,0.123,0.0,0.0,70.0,70.0,70.0,104.906,0.0,0.0,5.0,4.0,76.0,5.816,0.0,0.0
2007-01-01T08:00:00,2007-01-01T08:00:00,2007-01-01T13:00:00Z,13.019,3.816,1.148,0.053,2.184,0.0,0.0,0.0,0.174,0.018,0.0,0.04,0.0,0.0,0.0,0.0,0.008,0.191,4.47168,4.47168,4.47168,4.47168,1.34509,0.06203,2.56002,0.0,0.0,0.0,0.20341,0.02138,0.0,0.0465,0.0,0.0,0.0,0.0,0.00895,0.22431,0.0,0.0,0.0,0.0,15.004,7.453,0.0,0.0,0.122,0.0,0.0,70.0,70.0,70.0,105.279,0.0,0.0,3.2,2.545,83.0,0.0,0.0,0.0
2007-01-01T09:00:00,2007-01-01T09:00:00,2007-01-01T14:00:00Z,11.517,3.375,1.247,0.053,1.633,0.0,0.0,0.0,0.183,0.018,0.0,0.041,0.0,0.0,0.0,0.0,0.006,0.194,3.0101,3.0101,3.0101,3.0101,1.11202,0.0472,1.45664,0.0,0.0,0.0,0.16358,0.01579,0.0,0.03626,0.0,0.0,0.0,0.0,0.00547,0.17313,0.0,0.0,0.0,0.0,14.167,5.573,0.0,0.0,0.12,0.0,0.0,70.0,70.0,70.0,101.555,0.0,0.0,6.8,5.725,76.0,0.0,0.0,0.0
