Time,TimeDST,TimeUTC,Energy Use: Total,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Ceiling Fan,End Use: Electricity: Plug Loads,End Use: Natural Gas: Heating,End Use: Natural Gas: Hot Water,Emissions: CO2e: LRMER_MidCase_15: Total,Emissions: CO2e: LRMER_MidCase_15: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Net,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Interior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Exterior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Mech Vent,Emissions: CO2e: LRMER_MidCase_15: Electricity: Refrigerator,Emissions: CO2e: LRMER_MidCase_15: Electricity: Dishwasher,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Washer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Dryer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Electricity: Ceiling Fan,Emissions: CO2e: LRMER_MidCase_15: Electricity: Plug Loads,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Heating,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Hot Water,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Cooling: Delivered,Load: Hot Water: Delivered,Load: Hot Water: Tank Losses,Unmet Hours: Heating,Unmet Hours: Cooling,Temperature: Conditioned Space,Temperature: Heating Setpoint,Temperature: Cooling Setpoint,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
,,,kBtu,kWh,kBtu,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kBtu,kBtu,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,gal,gal,gal,gal,kBtu,kBtu,kBtu,kBtu,hr,hr,F,F,F,cfm,cfm,cfm,F,F,%,mph,Btu/(hr*ft^2),Btu/(hr*ft^2)
2007-01-01T01:00:00,2007-01-01T01:00:00,2007-01-01T06:00:00Z,18.885,0.437,17.395,0.13,0.05,0.0,0.035,0.025,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.153,17.395,0.0,3.06724,3.06724,0.50493,0.50493,2.56231,0.15036,0.05783,0.0,0.03998,0.02854,0.0,0.04589,0.0,0.0,0.0,0.0,0.00499,0.17736,2.56231,0.0,0.0,0.0,0.457,0.18,14.36,0.0,0.396,0.437,0.0,0.0,70.0,70.0,72.0,124.294,0.0,0.0,10.4,8.787,69.0,10.29,0.0,0.0
2007-01-01T02:00:00,2007-01-01T02:00:00,2007-01-01T07:00:00Z,20.298,0.438,18.804,0.132,0.05,0.0,0.035,0.025,0.0,0.039,0.0,0.0,0.0,0.0,0.004,0.153,17.701,1.103,3.26909,3.26909,0.49928,0.49928,2.76981,0.15084,0.05701,0.0,0.03942,0.02814,0.0,0.04411,0.0,0.0,0.0,0.0,0.00492,0.17486,2.6073,0.16252,0.0,0.0,0.0,0.0,14.612,0.0,0.0,0.444,0.0,0.0,70.0,70.0,72.0,124.294,0.0,0.0,10.4,8.787,69.0,10.29,0.0,0.0
2007-01-01T03:00:00,2007-01-01T03:00:00,2007-01-01T08:00:00Z,20.693,0.441,19.187,0.137,0.05,0.0,0.035,0.025,0.0,0.038,0.0,0.0,0.0,0.0,0.004,0.153,18.279,0.908,3.32896,3.32896,0.50269,0.50269,2.82627,0.15564,0.05697,0.0,0.03939,0.02811,0.0,0.04294,0.0,0.0,0.0,0.0,0.00491,0.17472,2.69247,0.1338,0.0,0.0,0.0,0.0,15.089,0.0,0.0,0.43,0.0,0.0,70.0,70.0,72.0,123.467,0.0,0.0,8.6,7.44,76.0,9.171,0.0,0.0
2007-01-01T04:00:00,2007-01-01T04:00:00,2007-01-01T09:00:00Z,20.632,0.445,19.114,0.141,0.05,0.0,0.035,0.025,0.0,0.037,0.0,0.0,0.0,0.0,0.004,0.153,18.919,0.195,3.32577,3.32577,0.51035,0.51035,2.81542,0.16215,0.05734,0.0,0.03965,0.0283,0.0,0.04209,0.0,0.0,0.0,0.0,0.00495,0.17587,2.78676,0.02866,0.0,0.0,0.0,0.0,15.618,0.0,0.0,0.444,0.0,0.0,70.0,70.0,72.0,123.162,0.0,0.0,6.8,5.721,76.0,8.053,0.0,0.0
2007-01-01T05:00:00,2007-01-01T05:00:00,2007-01-01T10:00:00Z,22.313,0.45,20.778,0.147,0.05,0.0,0.035,0.025,0.0,0.036,0.0,0.0,0.0,0.0,0.004,0.153,19.676,1.103,3.57924,3.57924,0.51857,0.51857,3.06067,0.16958,0.05766,0.0,0.03987,0.02846,0.0,0.04118,0.0,0.0,0.0,0.0,0.00497,0.17685,2.89821,0.16246,0.0,0.0,0.0,0.0,16.242,0.0,0.0,0.431,0.0,0.0,70.0,70.0,72.0,128.283,0.0,0.0,6.8,5.722,76.0,10.29,0.0,0.0
2007-01-01T06:00:00,2007-01-01T06:00:00,2007-01-01T11:00:00Z,23.605,0.445,22.085,0.148,0.05,0.0,0.035,0.02,0.0,0.036,0.0,0.0,0.0,0.0,0.004,0.153,19.764,2.321,3.77566,3.77566,0.52251,0.52251,3.25316,0.17324,0.05864,0.0,0.04055,0.02328,0.0,0.04188,0.0,0.0,0.0,0.0,0.00506,0.17986,2.91126,0.3419,0.0,0.0,2.05,0.808,16.315,0.0,1.781,0.438,0.0,0.0,70.0,70.0,72.0,125.499,0.0,0.0,6.8,5.723,76.0,9.171,0.0,0.0
2007-01-01T07:00:00,2007-01-01T07:00:00,2007-01-01T12:00:00Z,23.294,0.973,19.975,0.141,0.05,0.0,0.141,0.019,0.0,0.038,0.0,0.0,0.0,0.386,0.007,0.191,18.872,1.103,4.09898,4.09898,1.15667,1.15667,2.94231,0.16772,0.05946,0.0,0.1678,0.02233,0.0,0.04482,0.0,0.0,0.0,0.45893,0.00855,0.22707,2.77985,0.16246,0.0,0.0,0.0,0.0,15.579,0.0,0.0,0.431,0.0,0.0,70.0,70.0,72.0,121.879,0.0,0.0,5.0,4.0,76.0,5.816,0.0,0.0
2007-01-01T08:00:00,2007-01-01T08:00:00,2007-01-01T13:00:00Z,22.015,0.644,19.819,0.148,0.05,0.0,0.174,0.018,0.0,0.04,0.0,0.0,0.0,0.0,0.008,0.206,19.819,0.0,3.67367,3.67367,0.75437,0.75437,2.9193,0.17359,0.0586,0.0,0.20341,0.02138,0.0,0.0465,0.0,0.0,0.0,0.0,0.00895,0.24195,2.9193,0.0,0.0,0.0,0.0,0.0,16.36,0.0,0.0,0.443,0.0,0.0,70.0,70.0,72.0,121.447,0.0,0.0,3.2,2.545,83.0,0.0,0.0,0.0
2007-01-01T09:00:00,2007-01-01T09:00:00,2007-01-01T14:00:00Z,22.032,0.647,19.824,0.14,0.05,0.0,0.183,0.018,0.0,0.041,0.0,0.0,0.0,0.0,0.006,0.209,18.721,1.103,3.49721,3.49721,0.57721,0.57721,2.92,0.12477,0.04459,0.0,0.16358,0.01579,0.0,0.03626,0.0,0.0,0.0,0.0,0.00547,0.18675,2.75754,0.16246,0.0,0.0,0.0,0.0,15.454,0.0,0.0,0.431,0.0,0.0,70.0,70.0,72.0,117.151,0.0,0.0,6.8,5.725,76.0,0.0,0.0,0.0
2007-01-01T10:00:00,2007-01-01T10:00:00,2007-01-01T15:00:00Z,19.29,0.636,17.119,0.128,0.05,0.0,0.188,0.015,0.0,0.041,0.0,0.0,0.0,0.0,0.005,0.209,17.119,0.0,3.00434,3.00434,0.48268,0.48268,2.52166,0.09706,0.03793,0.0,0.1429,0.01139,0.0,0.03085,0.0,0.0,0.0,0.0,0.00368,0.15886,2.52166,0.0,0.0,0.0,0.0,0.0,14.132,0.0,0.0,0.443,0.0,0.0,70.0,70.0,72.0,115.614,0.0,0.0,8.6,7.445,76.0,3.355,33.285,64.034
2007-01-01T11:00:00,2007-01-01T11:00:00,2007-01-01T16:00:00Z,20.898,0.614,18.804,0.114,0.05,0.0,0.183,0.012,0.0,0.04,0.0,0.0,0.0,0.0,0.005,0.209,15.3,3.504,3.22942,3.22942,0.45956,0.45956,2.76986,0.08563,0.03745,0.0,0.13738,0.00884,0.0,0.02971,0.0,0.0,0.0,0.0,0.00372,0.15683,2.25369,0.51617,0.0,0.0,2.285,0.901,12.63,0.0,1.98,0.437,0.0,0.0,70.0,70.0,72.0,108.976,0.0,0.0,14.0,11.861,64.0,3.355,54.524,37.089
2007-01-01T12:00:00,2007-01-01T12:00:00,2007-01-01T17:00:00Z,16.584,0.601,14.533,0.109,0.05,0.0,0.177,0.008,0.0,0.04,0.0,0.0,0.0,0.0,0.005,0.213,14.533,0.0,2.58921,2.58921,0.44853,0.44853,2.14068,0.08103,0.0373,0.0,0.13211,0.006,0.0,0.0296,0.0,0.0,0.0,0.0,0.00379,0.15869,2.14068,0.0,0.0,0.0,0.0,0.0,11.997,0.0,0.0,0.438,0.0,0.0,70.0,70.0,72.0,107.682,0.0,0.0,15.8,13.515,64.0,4.698,64.668,40.576
2007-01-01T13:00:00,2007-01-01T13:00:00,2007-01-01T18:00:00Z,20.894,0.812,18.123,0.118,0.05,0.0,0.173,0.006,0.0,0.042,0.202,0.0,0.0,0.0,0.005,0.216,15.847,2.275,3.27302,3.27302,0.60357,0.60357,2.66946,0.08802,0.03716,0.0,0.12846,0.00478,0.0,0.03096,0.15021,0.0,0.0,0.0,0.00369,0.16029,2.33428,0.33517,0.0,1.739,0.0,0.0,13.082,0.0,1.082,0.437,0.0,0.0,70.0,70.0,72.0,126.533,0.0,0.0,15.8,13.901,70.0,12.751,59.913,7.608
2007-01-01T14:00:00,2007-01-01T14:00:00,2007-01-01T19:00:00Z,18.466,0.706,16.056,0.103,0.05,0.0,0.035,0.006,0.0,0.042,0.314,0.0,0.0,0.0,0.004,0.153,13.732,2.324,2.88527,2.88527,0.52023,0.52023,2.36504,0.07559,0.03683,0.0,0.02546,0.00435,0.0,0.03068,0.23118,0.0,0.0,0.0,0.00318,0.11295,2.02278,0.34226,0.0,0.982,1.375,0.542,11.336,0.0,1.8,0.436,0.0,0.0,70.0,70.0,72.0,106.104,0.0,0.0,19.4,16.437,59.0,6.935,64.985,37.723
2007-01-01T15:00:00,2007-01-01T15:00:00,2007-01-01T20:00:00Z,15.969,0.391,14.635,0.101,0.05,0.0,0.035,0.006,0.0,0.042,0.0,0.0,0.0,0.0,0.004,0.153,13.532,1.103,2.44427,2.44427,0.28854,0.28854,2.15573,0.07464,0.03691,0.0,0.02552,0.00436,0.0,0.03075,0.0,0.0,0.0,0.0,0.00318,0.11319,1.99322,0.16251,0.0,0.0,0.0,0.0,11.17,0.0,0.0,0.443,0.0,0.0,70.0,70.0,72.0,104.397,0.0,0.0,19.4,16.067,54.0,5.816,57.06,46.599
2007-01-01T16:00:00,2007-01-01T16:00:00,2007-01-01T21:00:00Z,20.243,0.61,18.162,0.109,0.05,0.0,0.178,0.006,0.0,0.041,0.0,0.0,0.0,0.0,0.006,0.219,14.616,3.546,3.15279,3.15279,0.47746,0.47746,2.67533,0.08554,0.03915,0.0,0.13978,0.00504,0.0,0.03185,0.0,0.0,0.0,0.0,0.00462,0.17148,2.15299,0.52235,0.0,0.0,2.745,1.082,12.066,0.0,2.38,0.437,0.0,0.0,70.0,70.0,72.0,119.707,0.0,0.0,17.6,14.402,53.0,11.408,35.504,25.36
2007-01-01T17:00:00,2007-01-01T17:00:00,2007-01-01T22:00:00Z,17.81,1.022,14.323,0.099,0.05,0.0,0.202,0.01,0.0,0.044,0.0,0.0,0.0,0.386,0.007,0.225,13.22,1.103,3.19838,3.19838,1.08867,1.08867,2.10971,0.10525,0.05326,0.0,0.21495,0.01086,0.0,0.04649,0.0,0.0,0.0,0.41111,0.00716,0.2396,1.94725,0.16247,0.0,0.0,0.0,0.0,10.913,0.0,0.0,0.432,0.0,0.0,70.0,70.0,72.0,113.06,0.0,0.0,17.6,14.749,58.0,9.171,11.412,4.755
2007-01-01T18:00:00,2007-01-01T18:00:00,2007-01-01T23:00:00Z,22.861,1.083,19.164,0.126,0.05,0.0,0.476,0.02,0.03,0.048,0.0,0.0,0.0,0.0,0.012,0.321,16.857,2.308,4.12447,4.12447,1.30156,1.30156,2.8229,0.15137,0.06008,0.0,0.5722,0.02385,0.03605,0.0572,0.0,0.0,0.0,0.0,0.01488,0.38594,2.483,0.33991,0.0,0.0,1.821,0.718,13.915,0.0,1.581,0.438,0.0,0.0,70.0,70.0,72.0,58.039,99.99,0.0,15.8,13.517,64.0,6.935,0.0,0.0
2007-01-01T19:00:00,2007-01-01T19:00:00,2007-01-02T00:00:00Z,20.031,1.467,15.024,0.095,0.05,0.0,0.622,0.026,0.0,0.05,0.282,0.0,0.0,0.0,0.015,0.327,12.715,2.309,3.967,3.967,1.75395,1.75395,2.21305,0.11359,0.05977,0.0,0.74383,0.03142,0.0,0.05928,0.33701,0.0,0.0,0.0,0.0176,0.39145,1.87292,0.34012,0.0,2.562,0.0,0.0,10.496,0.0,1.594,0.437,0.0,0.0,70.0,70.0,72.0,112.624,0.0,0.0,15.8,13.127,58.0,8.053,0.0,0.0
2007-01-01T20:00:00,2007-01-01T20:00:00,2007-01-02T01:00:00Z,19.748,1.49,14.664,0.093,0.05,0.0,0.706,0.035,0.0,0.048,0.234,0.0,0.0,0.0,0.016,0.309,12.485,2.179,3.92341,3.92341,1.76335,1.76335,2.16006,0.11042,0.05917,0.0,0.83495,0.04126,0.0,0.05634,0.27697,0.0,0.0,0.0,0.01853,0.3657,1.83903,0.32102,0.0,0.0,0.916,0.361,10.306,0.0,0.792,0.435,0.0,0.0,70.0,70.0,72.0,116.142,0.0,0.0,17.6,14.751,58.0,10.29,0.0,0.0
2007-01-01T21:00:00,2007-01-01T21:00:00,2007-01-02T02:00:00Z,21.411,1.204,17.304,0.102,0.05,0.0,0.65,0.049,0.0,0.047,0.0,0.0,0.0,0.0,0.017,0.29,13.589,3.714,3.96897,3.96897,1.42013,1.42013,2.54883,0.11983,0.059,0.0,0.76669,0.0576,0.0,0.055,0.0,0.0,0.0,0.0,0.01958,0.34243,2.0017,0.54713,0.0,0.0,3.656,1.441,11.218,0.0,3.17,0.437,0.0,0.0,70.0,70.0,72.0,124.611,0.0,0.0,17.6,14.751,58.0,12.751,0.0,0.0
2007-01-01T22:00:00,2007-01-01T22:00:00,2007-01-02T03:00:00Z,22.661,1.069,19.012,0.116,0.05,0.0,0.507,0.056,0.0,0.046,0.0,0.0,0.0,0.0,0.016,0.278,15.527,3.486,4.07223,4.07223,1.2717,1.2717,2.80053,0.13799,0.05946,0.0,0.60323,0.06698,0.0,0.05426,0.0,0.0,0.0,0.0,0.01918,0.3306,2.28707,0.51346,0.0,0.0,2.07,0.816,12.817,0.0,1.797,0.438,0.0,0.0,70.0,70.0,72.0,145.551,0.0,0.0,17.6,14.751,58.0,17.224,0.0,0.0
2007-01-01T23:00:00,2007-01-01T23:00:00,2007-01-02T04:00:00Z,20.351,0.704,17.948,0.117,0.05,0.0,0.236,0.049,0.0,0.044,0.0,0.0,0.0,0.0,0.009,0.2,15.652,2.295,3.48513,3.48513,0.84142,0.84142,2.64371,0.13975,0.05973,0.0,0.28152,0.05832,0.0,0.05214,0.0,0.0,0.0,0.0,0.0108,0.23915,2.30561,0.3381,0.0,0.0,1.602,0.631,12.921,0.0,1.39,0.437,0.0,0.0,70.0,70.0,72.0,131.059,0.0,0.0,15.8,13.515,64.0,13.869,0.0,0.0
2007-01-02T00:00:00,2007-01-02T00:00:00,2007-01-02T05:00:00Z,24.683,0.573,22.727,0.134,0.05,0.0,0.104,0.034,0.015,0.041,0.0,0.0,0.0,0.0,0.008,0.188,17.871,4.856,4.02457,4.02457,0.67695,0.67695,3.34763,0.15767,0.05903,0.0,0.12327,0.0399,0.01771,0.04801,0.0,0.0,0.0,0.0,0.00943,0.22192,2.63234,0.71529,0.0,0.0,3.753,1.479,14.752,0.0,3.253,0.437,0.0,0.0,70.0,70.0,72.0,99.462,50.006,0.0,15.8,13.513,64.0,14.987,0.0,0.0
2007-01-02T01:00:00,2007-01-02T01:00:00,2007-01-02T06:00:00Z,23.191,0.442,21.682,0.136,0.05,0.0,0.035,0.025,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.153,18.177,3.504,3.70538,3.70538,0.51169,0.51169,3.19369,0.15711,0.05783,0.0,0.03998,0.02854,0.0,0.04589,0.0,0.0,0.0,0.0,0.00499,0.17736,2.67749,0.51619,0.0,0.0,2.289,0.902,15.005,0.0,1.985,0.436,0.0,0.0,70.0,70.0,72.0,147.201,0.0,0.0,15.8,13.512,64.0,17.224,0.0,0.0
2007-01-02T02:00:00,2007-01-02T02:00:00,2007-01-02T07:00:00Z,19.343,0.439,17.845,0.133,0.05,0.0,0.035,0.025,0.0,0.039,0.0,0.0,0.0,0.0,0.004,0.153,17.845,0.0,3.12904,3.12904,0.50051,0.50051,2.62853,0.15207,0.05701,0.0,0.03942,0.02814,0.0,0.04411,0.0,0.0,0.0,0.0,0.00492,0.17486,2.62853,0.0,0.0,0.0,0.0,0.0,14.731,0.0,0.0,0.444,0.0,0.0,70.0,70.0,72.0,141.413,0.0,0.0,15.8,13.51,64.0,16.106,0.0,0.0
2007-01-02T03:00:00,2007-01-02T03:00:00,2007-01-02T08:00:00Z,18.99,0.451,17.451,0.122,0.05,0.0,0.035,0.025,0.0,0.038,0.0,0.0,0.0,0.0,0.006,0.175,16.348,1.103,3.08444,3.08444,0.5139,0.5139,2.57054,0.1392,0.05697,0.0,0.03939,0.02811,0.0,0.04294,0.0,0.0,0.0,0.0,0.00739,0.1999,2.40808,0.16246,0.0,0.0,0.0,0.0,13.495,0.0,0.0,0.431,0.0,0.0,70.0,70.0,72.0,121.707,0.0,0.0,15.8,14.346,77.0,11.408,0.0,0.0
2007-01-02T04:00:00,2007-01-02T04:00:00,2007-01-02T09:00:00Z,19.77,0.461,18.198,0.136,0.05,0.0,0.035,0.025,0.0,0.037,0.0,0.0,0.0,0.0,0.006,0.172,18.198,0.0,3.20898,3.20898,0.52846,0.52846,2.68053,0.15597,0.05734,0.0,0.03965,0.0283,0.0,0.04209,0.0,0.0,0.0,0.0,0.0073,0.19781,2.68053,0.0,0.0,0.0,0.0,0.0,15.022,0.0,0.0,0.443,0.0,0.0,70.0,70.0,72.0,137.807,0.0,0.0,14.0,13.054,84.0,14.987,0.0,0.0
2007-01-02T05:00:00,2007-01-02T05:00:00,2007-01-02T10:00:00Z,21.857,0.446,20.334,0.144,0.05,0.0,0.035,0.025,0.0,0.036,0.0,0.0,0.0,0.0,0.004,0.153,19.231,1.103,3.50995,3.50995,0.51474,0.51474,2.99521,0.16575,0.05766,0.0,0.03987,0.02846,0.0,0.04118,0.0,0.0,0.0,0.0,0.00497,0.17685,2.83275,0.16247,0.0,0.0,0.0,0.0,15.875,0.0,0.0,0.432,0.0,0.0,70.0,70.0,72.0,148.848,0.0,0.0,14.0,13.052,84.0,17.224,0.0,0.0
2007-01-02T06:00:00,2007-01-02T06:00:00,2007-01-02T11:00:00Z,22.427,0.446,20.906,0.148,0.05,0.0,0.035,0.02,0.0,0.036,0.0,0.0,0.0,0.0,0.004,0.153,19.782,1.124,3.60216,3.60216,0.52267,0.52267,3.07949,0.1734,0.05864,0.0,0.04055,0.02328,0.0,0.04188,0.0,0.0,0.0,0.0,0.00506,0.17986,2.91395,0.16554,0.0,0.0,0.775,0.305,16.33,0.0,0.674,0.439,0.0,0.0,70.0,70.0,72.0,159.889,0.0,0.0,15.8,14.342,77.0,19.461,0.0,0.0
2007-01-02T07:00:00,2007-01-02T07:00:00,2007-01-02T12:00:00Z,20.771,0.578,18.799,0.132,0.05,0.0,0.141,0.019,0.0,0.038,0.0,0.0,0.0,0.0,0.007,0.191,17.671,1.128,3.45621,3.45621,0.68707,0.68707,2.76914,0.15705,0.05946,0.0,0.1678,0.02233,0.0,0.04482,0.0,0.0,0.0,0.0,0.00855,0.22707,2.60299,0.16615,0.0,0.0,0.914,0.36,14.588,0.0,0.794,0.437,0.0,0.0,70.0,70.0,72.0,136.026,0.0,0.0,15.8,14.789,84.0,14.987,0.0,0.0
2007-01-02T08:00:00,2007-01-02T08:00:00,2007-01-02T13:00:00Z,24.664,0.447,23.14,0.147,0.05,0.0,0.035,0.018,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.153,19.603,3.538,3.93202,3.93202,0.52346,0.52346,3.40856,0.1717,0.0586,0.0,0.04052,0.02138,0.0,0.0465,0.0,0.0,0.0,0.0,0.00505,0.17972,2.88746,0.5211,0.0,0.0,2.641,1.041,16.182,0.0,2.293,0.437,0.0,0.0,70.0,70.0,72.0,153.366,0.0,0.0,15.8,14.788,84.0,18.343,0.0,0.0
2007-01-02T09:00:00,2007-01-02T09:00:00,2007-01-02T14:00:00Z,21.807,0.765,19.198,0.135,0.05,0.0,0.183,0.018,0.0,0.041,0.122,0.0,0.0,0.0,0.006,0.209,18.076,1.122,3.50977,3.50977,0.68197,0.68197,2.8278,0.12047,0.04459,0.0,0.16358,0.01579,0.0,0.03626,0.10905,0.0,0.0,0.0,0.00547,0.18675,2.66259,0.16522,0.0,0.943,0.0,0.0,14.922,0.0,0.586,0.436,0.0,0.0,70.0,70.0,72.0,141.413,0.0,0.0,15.8,14.787,84.0,16.106,0.0,0.0
2007-01-02T10:00:00,2007-01-02T10:00:00,2007-01-02T15:00:00Z,24.86,0.98,21.516,0.152,0.05,0.0,0.188,0.015,0.0,0.041,0.319,0.0,0.0,0.0,0.005,0.209,20.398,1.118,3.91281,3.91281,0.74349,0.74349,3.16933,0.11565,0.03793,0.0,0.1429,0.01139,0.0,0.03085,0.24222,0.0,0.0,0.0,0.00368,0.15886,3.00463,0.16469,0.0,0.757,0.0,0.0,16.839,0.0,0.471,0.436,0.0,0.0,70.0,70.0,72.0,175.39,0.0,0.0,15.8,14.786,84.0,21.922,12.046,0.0
2007-01-02T11:00:00,2007-01-02T11:00:00,2007-01-02T16:00:00Z,22.636,0.516,20.876,0.148,0.05,0.0,0.035,0.012,0.0,0.04,0.074,0.0,0.0,0.0,0.004,0.153,19.773,1.103,3.46138,3.46138,0.38635,0.38635,3.07504,0.11067,0.03745,0.0,0.02589,0.00884,0.0,0.02971,0.05572,0.0,0.0,0.0,0.00323,0.11485,2.91252,0.16252,0.0,0.0,0.0,0.0,16.322,0.0,0.0,0.443,0.0,0.0,70.0,70.0,72.0,159.889,0.0,0.0,15.8,15.294,92.0,19.461,19.02,0.0
2007-01-02T12:00:00,2007-01-02T12:00:00,2007-01-02T17:00:00Z,20.597,0.429,19.133,0.139,0.05,0.0,0.035,0.008,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.153,18.623,0.51,3.13848,3.13848,0.32016,0.32016,2.81832,0.10384,0.0373,0.0,0.02579,0.006,0.0,0.0296,0.0,0.0,0.0,0.0,0.00322,0.11441,2.74324,0.07508,0.0,0.0,0.0,0.0,15.374,0.0,0.0,0.43,0.0,0.0,70.0,70.0,72.0,156.856,0.0,0.0,19.4,18.248,84.0,19.461,21.873,0.0
2007-01-02T13:00:00,2007-01-02T13:00:00,2007-01-02T18:00:00Z,21.793,0.806,19.044,0.129,0.05,0.0,0.035,0.006,0.0,0.042,0.0,0.0,0.0,0.386,0.004,0.153,17.31,1.735,3.40397,3.40397,0.59872,0.59872,2.80525,0.09614,0.03716,0.0,0.02569,0.00478,0.0,0.03096,0.0,0.0,0.0,0.28681,0.0032,0.11397,2.54969,0.25556,0.0,0.0,0.912,0.359,14.289,0.0,0.794,0.44,0.0,0.0,70.0,70.0,72.0,162.405,0.0,0.0,23.0,21.125,77.0,20.804,23.141,0.0
2007-01-02T14:00:00,2007-01-02T14:00:00,2007-01-02T19:00:00Z,18.21,0.603,16.154,0.112,0.05,0.0,0.171,0.006,0.0,0.042,0.0,0.0,0.0,0.0,0.005,0.216,15.039,1.115,2.82327,2.82327,0.44379,0.44379,2.37948,0.08278,0.03683,0.0,0.12628,0.00435,0.0,0.03068,0.0,0.0,0.0,0.0,0.004,0.15886,2.2152,0.16428,0.0,0.0,0.456,0.18,12.414,0.0,0.397,0.437,0.0,0.0,70.0,70.0,72.0,138.941,0.0,0.0,24.8,22.812,77.0,17.224,22.19,0.0
2007-01-02T15:00:00,2007-01-02T15:00:00,2007-01-02T20:00:00Z,19.063,0.615,16.965,0.127,0.05,0.0,0.172,0.006,0.0,0.042,0.0,0.0,0.0,0.0,0.006,0.213,16.965,0.0,2.95283,2.95283,0.45393,0.45393,2.4989,0.09358,0.03691,0.0,0.12706,0.00436,0.0,0.03075,0.0,0.0,0.0,0.0,0.00427,0.15701,2.4989,0.0,0.0,0.0,0.0,0.0,14.004,0.0,0.0,0.433,0.0,0.0,70.0,70.0,72.0,183.173,0.0,0.0,26.6,24.497,77.0,24.159,28.213,0.0
2007-01-02T16:00:00,2007-01-02T16:00:00,2007-01-02T21:00:00Z,17.34,0.606,15.271,0.106,0.05,0.0,0.178,0.006,0.0,0.041,0.0,0.0,0.0,0.0,0.006,0.219,14.168,1.103,2.72429,2.72429,0.47483,0.47483,2.24945,0.08292,0.03915,0.0,0.13978,0.00504,0.0,0.03185,0.0,0.0,0.0,0.0,0.00462,0.17148,2.08695,0.1625,0.0,0.0,0.0,0.0,11.696,0.0,0.0,0.441,0.0,0.0,70.0,70.0,72.0,156.716,0.0,0.0,30.2,27.24,71.0,20.804,22.824,0.0
2007-01-02T17:00:00,2007-01-02T17:00:00,2007-01-02T22:00:00Z,16.335,0.621,14.217,0.083,0.05,0.0,0.202,0.01,0.0,0.044,0.0,0.0,0.0,0.0,0.007,0.225,11.166,3.051,2.75537,2.75537,0.66121,0.66121,2.09416,0.0889,0.05326,0.0,0.21495,0.01086,0.0,0.04649,0.0,0.0,0.0,0.0,0.00716,0.2396,1.64474,0.44942,0.0,0.0,2.213,0.872,9.217,0.0,1.918,0.436,0.0,0.0,70.0,70.0,72.0,117.957,0.0,0.0,33.8,29.989,67.0,14.987,6.023,0.0
2007-01-02T18:00:00,2007-01-02T18:00:00,2007-01-02T23:00:00Z,14.349,1.035,10.817,0.078,0.05,0.0,0.476,0.02,0.03,0.048,0.0,0.0,0.0,0.0,0.012,0.321,10.391,0.427,2.8369,2.8369,1.2435,1.2435,1.59341,0.0933,0.06008,0.0,0.5722,0.02385,0.03605,0.0572,0.0,0.0,0.0,0.0,0.01488,0.38594,1.53053,0.06288,0.0,0.0,0.457,0.18,8.577,0.0,0.397,0.437,0.0,0.0,70.0,70.0,72.0,38.965,99.99,0.0,35.6,31.528,67.0,6.935,0.0,0.0
