,Time,TimeDST,TimeUTC,Energy Use: Total,Fuel Use: Electricity: Total,End Use: Electricity: Heating,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Heating Heat Pump Backup,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Hot Water,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Range/Oven,End Use: Electricity: Ceiling Fan,End Use: Electricity: Plug Loads,Emissions: CO2e: LRMER_MidCase_15: Total,Emissions: CO2e: LRMER_MidCase_15: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Heat Pump Backup,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Hot Water,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Interior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Exterior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Mech Vent,Emissions: CO2e: LRMER_MidCase_15: Electricity: Refrigerator,Emissions: CO2e: LRMER_MidCase_15: Electricity: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Electricity: Ceiling Fan,Emissions: CO2e: LRMER_MidCase_15: Electricity: Plug Loads,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Heating: Heat Pump Backup,Load: Cooling: Delivered,Load: Hot Water: Delivered,Load: Hot Water: Tank Losses,Unmet Hours: Heating,Unmet Hours: Cooling,Temperature: Conditioned Space,Temperature: Heating Setpoint,Temperature: Cooling Setpoint,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
627,2007-01-27T03:00:00,2007-01-27T03:00:00,2007-01-27T09:00:00Z,2.108,0.618,0.411,0.008,0.0,0.0,0.0,0.0,0.027,0.02,0.0,0.038,0.0,0.004,0.11,0.30158,0.30158,0.30158,0.30158,0.20081,0.0037,0.0,0.0,0.0,0.0,0.01323,0.00985,0.0,0.0184,0.0,0.00214,0.05345,0.0,0.0,4.273,0.0,0.0,0.0,0.134,0.0,0.0,65.0,65.0,70.0,51.286,0.0,0.0,28.4,27.639,92.0,5.816,0.0,0.0
628,2007-01-27T04:00:00,2007-01-27T04:00:00,2007-01-27T10:00:00Z,3.045,0.892,0.435,0.009,0.0,0.0,0.0,0.251,0.027,0.02,0.0,0.037,0.0,0.004,0.11,0.43819,0.43819,0.43819,0.43819,0.21358,0.00419,0.0,0.0,0.0,0.12327,0.01331,0.00991,0.0,0.01802,0.0,0.00215,0.05376,0.448,0.16,4.479,0.0,0.0,0.433,0.131,0.0,0.0,65.0,65.0,70.0,53.207,0.0,0.0,28.4,27.639,92.0,8.053,0.0,0.0
629,2007-01-27T05:00:00,2007-01-27T05:00:00,2007-01-27T11:00:00Z,2.23,0.653,0.447,0.009,0.0,0.0,0.0,0.0,0.027,0.021,0.0,0.036,0.0,0.004,0.11,0.3142,0.3142,0.3142,0.3142,0.21498,0.00434,0.0,0.0,0.0,0.0,0.01304,0.00992,0.0,0.01717,0.0,0.00211,0.05265,0.0,0.0,4.585,0.0,0.0,0.0,0.136,0.0,0.0,65.0,65.0,70.0,54.521,0.0,0.0,28.4,27.639,92.0,9.171,0.0,0.0
630,2007-01-27T06:00:00,2007-01-27T06:00:00,2007-01-27T12:00:00Z,2.241,0.657,0.451,0.009,0.0,0.0,0.0,0.0,0.027,0.02,0.0,0.036,0.0,0.004,0.11,0.30213,0.30213,0.30213,0.30213,0.20733,0.00422,0.0,0.0,0.0,0.0,0.01247,0.00928,0.0,0.01643,0.0,0.00202,0.05038,0.0,0.0,4.616,0.0,0.0,0.0,0.134,0.0,0.0,65.0,65.0,70.0,54.521,0.0,0.0,28.4,27.639,92.0,9.171,0.0,0.0
631,2007-01-27T07:00:00,2007-01-27T07:00:00,2007-01-27T13:00:00Z,2.362,0.692,0.483,0.01,0.0,0.0,0.0,0.0,0.027,0.02,0.0,0.038,0.0,0.004,0.11,0.31862,0.31862,0.31862,0.31862,0.22252,0.00476,0.0,0.0,0.0,0.0,0.01248,0.00908,0.0,0.01735,0.0,0.00202,0.05041,0.0,0.0,4.875,0.0,0.0,0.0,0.133,0.0,0.0,65.0,65.0,70.0,55.966,0.0,0.0,26.6,25.878,92.0,9.171,0.0,0.0
632,2007-01-27T08:00:00,2007-01-27T08:00:00,2007-01-27T14:00:00Z,2.344,0.687,0.478,0.01,0.0,0.0,0.0,0.0,0.027,0.018,0.0,0.04,0.0,0.004,0.11,0.30094,0.30094,0.30094,0.30094,0.20931,0.00443,0.0,0.0,0.0,0.0,0.01188,0.00805,0.0,0.01738,0.0,0.00192,0.04797,0.0,0.0,4.826,0.0,0.0,0.0,0.132,0.0,0.0,65.0,65.0,70.0,54.688,0.0,0.0,26.6,25.878,92.0,8.053,0.0,0.0
633,2007-01-27T09:00:00,2007-01-27T09:00:00,2007-01-27T15:00:00Z,2.236,0.655,0.449,0.009,0.0,0.0,0.0,0.0,0.027,0.016,0.0,0.041,0.0,0.004,0.11,0.20369,0.20369,0.20369,0.20369,0.13943,0.00278,0.0,0.0,0.0,0.0,0.00843,0.00502,0.0,0.01264,0.0,0.00136,0.03404,0.0,0.0,4.571,0.0,0.0,0.0,0.13,0.0,0.0,65.0,65.0,70.0,51.723,0.0,0.0,26.6,25.879,92.0,3.355,10.461,0.0
634,2007-01-27T10:00:00,2007-01-27T10:00:00,2007-01-27T16:00:00Z,2.468,0.723,0.458,0.009,0.0,0.0,0.0,0.061,0.027,0.013,0.0,0.041,0.0,0.004,0.11,0.19994,0.19994,0.19994,0.19994,0.12667,0.00258,0.0,0.0,0.0,0.01676,0.0075,0.00372,0.0,0.01124,0.0,0.00121,0.03027,0.0,0.0,4.656,0.0,0.0,0.0,0.129,0.0,0.0,65.0,65.0,70.0,53.642,0.0,0.0,26.6,25.879,92.0,6.935,16.167,0.0
635,2007-01-27T11:00:00,2007-01-27T11:00:00,2007-01-27T17:00:00Z,2.945,0.863,0.484,0.011,0.0,0.0,0.0,0.178,0.027,0.011,0.0,0.04,0.0,0.004,0.11,0.22756,0.22756,0.22756,0.22756,0.1275,0.00278,0.0,0.0,0.0,0.04681,0.00715,0.00284,0.0,0.01046,0.0,0.00116,0.02887,0.0,0.0,4.755,0.0,0.0,0.0,0.136,0.0,0.0,65.0,65.0,70.0,55.966,0.0,0.0,26.6,26.6,100.0,9.171,18.703,0.0
636,2007-01-27T12:00:00,2007-01-27T12:00:00,2007-01-27T18:00:00Z,2.15,0.63,0.434,0.008,0.0,0.0,0.0,0.0,0.027,0.007,0.0,0.04,0.0,0.004,0.11,0.16185,0.16185,0.16185,0.16185,0.11142,0.00218,0.0,0.0,0.0,0.0,0.00696,0.00184,0.0,0.01019,0.0,0.00113,0.02812,0.0,0.0,4.473,0.0,0.0,0.0,0.134,0.0,0.0,65.0,65.0,70.0,54.521,0.0,0.0,28.4,27.641,92.0,9.171,21.873,0.0
637,2007-01-27T13:00:00,2007-01-27T13:00:00,2007-01-27T19:00:00Z,2.13,0.624,0.428,0.008,0.0,0.0,0.0,0.0,0.027,0.005,0.0,0.042,0.0,0.004,0.11,0.15411,0.15411,0.15411,0.15411,0.10565,0.00203,0.0,0.0,0.0,0.0,0.00669,0.00133,0.0,0.01029,0.0,0.00108,0.02704,0.0,0.0,4.42,0.0,0.0,0.0,0.133,0.0,0.0,65.0,65.0,70.0,54.521,0.0,0.0,28.4,27.641,92.0,9.171,22.824,0.0
638,2007-01-27T14:00:00,2007-01-27T14:00:00,2007-01-27T20:00:00Z,2.887,0.846,0.348,0.005,0.0,0.0,0.0,0.0,0.241,0.005,0.0,0.042,0.0,0.007,0.199,0.20461,0.20461,0.20461,0.20461,0.08411,0.00121,0.0,0.0,0.0,0.0,0.0584,0.00119,0.0,0.01007,0.0,0.00161,0.04801,0.0,0.0,3.718,0.0,0.0,0.0,0.132,0.0,0.0,65.0,65.0,70.0,51.286,0.0,0.0,28.4,27.642,92.0,5.816,22.19,0.0
639,2007-01-27T15:00:00,2007-01-27T15:00:00,2007-01-27T21:00:00Z,2.775,0.813,0.316,0.004,0.0,0.0,0.0,0.0,0.245,0.005,0.0,0.042,0.0,0.007,0.194,0.20168,0.20168,0.20168,0.20168,0.07843,0.00089,0.0,0.0,0.0,0.0,0.06085,0.00122,0.0,0.01033,0.0,0.00183,0.04813,0.0,0.0,3.527,0.0,0.0,0.0,0.13,0.0,0.0,65.0,65.0,70.0,51.286,0.0,0.0,28.4,26.97,85.0,5.816,20.922,0.0
640,2007-01-27T16:00:00,2007-01-27T16:00:00,2007-01-27T22:00:00Z,2.823,0.827,0.298,0.003,0.0,0.0,0.0,0.0,0.269,0.005,0.0,0.041,0.0,0.008,0.203,0.2391,0.2391,0.2391,0.2391,0.08621,0.00083,0.0,0.0,0.0,0.0,0.07789,0.00156,0.0,0.01175,0.0,0.0022,0.05867,0.0,0.0,3.367,0.0,0.0,0.0,0.129,0.0,0.0,65.0,65.0,70.0,52.132,0.0,0.0,28.4,26.971,85.0,6.935,29.798,16.167
641,2007-01-27T17:00:00,2007-01-27T17:00:00,2007-01-27T23:00:00Z,3.85,1.128,0.283,0.002,0.0,0.0,0.0,0.238,0.332,0.009,0.0,0.044,0.0,0.009,0.212,0.48661,0.48661,0.48661,0.48661,0.12215,0.00102,0.0,0.0,0.0,0.10271,0.14295,0.00367,0.0,0.01882,0.0,0.004,0.09129,0.0,0.0,3.153,0.0,0.0,0.0,0.135,0.0,0.0,65.0,65.0,70.0,50.656,0.0,0.0,28.4,27.643,92.0,4.698,9.827,4.755
642,2007-01-27T18:00:00,2007-01-27T18:00:00,2007-01-28T00:00:00Z,5.578,1.635,0.579,0.014,0.0,0.0,0.0,0.265,0.44,0.017,0.03,0.048,0.0,0.013,0.229,0.72795,0.72795,0.72795,0.72795,0.25768,0.00639,0.0,0.0,0.0,0.1182,0.19578,0.00759,0.01336,0.0212,0.0,0.00561,0.10215,0.891,0.318,5.746,0.0,0.0,0.865,0.133,0.0,0.0,65.0,65.0,70.0,17.033,99.99,0.0,28.4,27.643,92.0,4.698,0.0,0.0
643,2007-01-27T19:00:00,2007-01-27T19:00:00,2007-01-28T01:00:00Z,7.305,2.141,0.255,0.001,0.0,0.0,0.0,1.027,0.537,0.022,0.0,0.05,0.0,0.015,0.234,0.9794,0.9794,0.9794,0.9794,0.11676,0.00056,0.0,0.0,0.0,0.46992,0.2458,0.00985,0.0,0.02269,0.0,0.00685,0.10697,3.711,1.325,2.908,0.0,0.0,3.598,0.132,0.0,0.0,65.0,65.0,70.0,50.656,0.0,0.0,28.4,27.643,92.0,4.698,0.0,0.0
644,2007-01-27T20:00:00,2007-01-27T20:00:00,2007-01-28T02:00:00Z,7.95,2.33,0.271,0.002,0.0,0.0,0.0,1.204,0.542,0.027,0.0,0.048,0.0,0.016,0.221,0.99596,0.99596,0.99596,0.99596,0.11596,0.0008,0.0,0.0,0.0,0.51464,0.23157,0.0115,0.0,0.02035,0.0,0.00681,0.09432,4.303,1.537,3.049,0.0,0.0,4.184,0.133,0.0,0.0,65.0,65.0,70.0,53.207,0.0,0.0,28.4,27.644,92.0,8.053,0.0,0.0
645,2007-01-27T21:00:00,2007-01-27T21:00:00,2007-01-28T03:00:00Z,5.822,1.706,0.313,0.004,0.0,0.0,0.0,0.634,0.448,0.037,0.0,0.047,0.0,0.017,0.207,0.72484,0.72484,0.72484,0.72484,0.13284,0.00152,0.0,0.0,0.0,0.26915,0.1905,0.01581,0.0,0.0198,0.0,0.00717,0.08804,2.145,0.766,3.3,0.0,0.0,2.083,0.132,0.0,0.0,65.0,65.0,70.0,54.688,0.0,0.0,26.6,26.6,100.0,8.053,0.0,0.0
646,2007-01-27T22:00:00,2007-01-27T22:00:00,2007-01-28T04:00:00Z,4.039,1.184,0.3,0.003,0.0,0.0,0.0,0.238,0.338,0.044,0.0,0.046,0.0,0.016,0.199,0.54284,0.54284,0.54284,0.54284,0.13761,0.00135,0.0,0.0,0.0,0.10921,0.15504,0.02015,0.0,0.02092,0.0,0.00752,0.09103,0.0,0.0,3.277,0.0,0.0,0.0,0.13,0.0,0.0,65.0,65.0,70.0,52.82,0.0,0.0,26.6,25.882,92.0,5.816,0.0,0.0
647,2007-01-27T23:00:00,2007-01-27T23:00:00,2007-01-28T05:00:00Z,3.064,0.898,0.329,0.004,0.0,0.0,0.0,0.0,0.293,0.038,0.0,0.044,0.0,0.014,0.176,0.40424,0.40424,0.40424,0.40424,0.14817,0.00185,0.0,0.0,0.0,0.0,0.13169,0.01716,0.0,0.01965,0.0,0.00631,0.0794,0.445,0.159,3.531,0.0,0.0,0.433,0.133,0.0,0.0,65.0,65.0,70.0,53.642,0.0,0.0,26.6,25.882,92.0,6.935,0.0,0.0
648,2007-01-28T00:00:00,2007-01-28T00:00:00,2007-01-28T06:00:00Z,4.516,1.324,0.525,0.012,0.0,0.0,0.0,0.563,0.027,0.026,0.015,0.041,0.0,0.004,0.11,0.64749,0.64749,0.64749,0.64749,0.25682,0.00588,0.0,0.0,0.0,0.27565,0.01326,0.01294,0.00734,0.01989,0.0,0.00215,0.05357,1.337,0.478,5.245,0.0,0.0,1.299,0.132,0.0,0.0,65.0,65.0,70.0,27.762,50.006,0.0,26.6,25.882,92.0,6.935,0.0,0.0
649,2007-01-28T01:00:00,2007-01-28T01:00:00,2007-01-28T07:00:00Z,2.102,0.616,0.408,0.007,0.0,0.0,0.0,0.0,0.027,0.021,0.0,0.04,0.0,0.004,0.11,0.30478,0.30478,0.30478,0.30478,0.20167,0.00352,0.0,0.0,0.0,0.0,0.01341,0.0102,0.0,0.01963,0.0,0.00217,0.05417,0.0,0.0,4.324,0.0,0.0,0.0,0.135,0.0,0.0,65.0,65.0,70.0,52.82,0.0,0.0,26.6,25.156,84.0,5.816,0.0,0.0
650,2007-01-28T02:00:00,2007-01-28T02:00:00,2007-01-28T08:00:00Z,2.315,0.678,0.469,0.009,0.0,0.0,0.0,0.0,0.027,0.021,0.0,0.039,0.0,0.004,0.11,0.33638,0.33638,0.33638,0.33638,0.23239,0.00467,0.0,0.0,0.0,0.0,0.01344,0.01023,0.0,0.01918,0.0,0.00217,0.05429,0.0,0.0,4.817,0.0,0.0,0.0,0.133,0.0,0.0,65.0,65.0,70.0,56.149,0.0,0.0,24.8,23.433,84.0,8.053,0.0,0.0
651,2007-01-28T03:00:00,2007-01-28T03:00:00,2007-01-28T09:00:00Z,2.401,0.704,0.494,0.011,0.0,0.0,0.0,0.0,0.027,0.02,0.0,0.038,0.0,0.004,0.11,0.34343,0.34343,0.34343,0.34343,0.24118,0.00518,0.0,0.0,0.0,0.0,0.01323,0.00985,0.0,0.0184,0.0,0.00214,0.05345,0.0,0.0,4.934,0.0,0.0,0.0,0.132,0.0,0.0,65.0,65.0,70.0,56.149,0.0,0.0,24.8,24.12,92.0,8.053,0.0,0.0
652,2007-01-28T04:00:00,2007-01-28T04:00:00,2007-01-28T10:00:00Z,2.389,0.7,0.492,0.01,0.0,0.0,0.0,0.0,0.027,0.02,0.0,0.037,0.0,0.004,0.11,0.34379,0.34379,0.34379,0.34379,0.24156,0.00508,0.0,0.0,0.0,0.0,0.01331,0.00991,0.0,0.01802,0.0,0.00215,0.05376,0.0,0.0,5.025,0.0,0.0,0.0,0.131,0.0,0.0,65.0,65.0,70.0,56.149,0.0,0.0,24.8,23.434,84.0,8.053,0.0,0.0
653,2007-01-28T05:00:00,2007-01-28T05:00:00,2007-01-28T11:00:00Z,2.368,0.694,0.487,0.01,0.0,0.0,0.0,0.0,0.027,0.021,0.0,0.036,0.0,0.004,0.11,0.33373,0.33373,0.33373,0.33373,0.23397,0.00487,0.0,0.0,0.0,0.0,0.01304,0.00992,0.0,0.01717,0.0,0.00211,0.05265,0.0,0.0,4.977,0.0,0.0,0.0,0.13,0.0,0.0,65.0,65.0,70.0,54.332,0.0,0.0,24.8,23.434,84.0,5.816,0.0,0.0
654,2007-01-28T06:00:00,2007-01-28T06:00:00,2007-01-28T12:00:00Z,3.345,0.98,0.533,0.012,0.0,0.0,0.0,0.238,0.027,0.02,0.0,0.036,0.0,0.004,0.11,0.45099,0.45099,0.45099,0.45099,0.24527,0.00554,0.0,0.0,0.0,0.10959,0.01247,0.00928,0.0,0.01643,0.0,0.00202,0.05038,0.0,0.0,5.228,0.0,0.0,0.0,0.133,0.0,0.0,65.0,65.0,70.0,55.243,0.0,0.0,23.0,22.358,92.0,4.698,0.0,0.0
655,2007-01-28T07:00:00,2007-01-28T07:00:00,2007-01-28T13:00:00Z,2.573,0.754,0.543,0.012,0.0,0.0,0.0,0.0,0.027,0.02,0.0,0.038,0.0,0.004,0.11,0.34718,0.34718,0.34718,0.34718,0.25011,0.00573,0.0,0.0,0.0,0.0,0.01248,0.00908,0.0,0.01735,0.0,0.00202,0.05041,0.0,0.0,5.318,0.0,0.0,0.0,0.135,0.0,0.0,65.0,65.0,70.0,55.822,0.0,0.0,23.0,22.358,92.0,5.816,0.0,0.0
656,2007-01-28T08:00:00,2007-01-28T08:00:00,2007-01-28T14:00:00Z,2.705,0.793,0.58,0.014,0.0,0.0,0.0,0.0,0.027,0.018,0.0,0.04,0.0,0.004,0.11,0.34729,0.34729,0.34729,0.34729,0.25405,0.00604,0.0,0.0,0.0,0.0,0.01188,0.00805,0.0,0.01738,0.0,0.00192,0.04797,0.0,0.0,5.577,0.0,0.0,0.0,0.134,0.0,0.0,65.0,65.0,70.0,56.728,0.0,0.0,21.2,20.594,92.0,4.698,0.0,0.0
657,2007-01-28T09:00:00,2007-01-28T09:00:00,2007-01-28T15:00:00Z,2.557,0.749,0.54,0.012,0.0,0.0,0.0,0.0,0.027,0.016,0.0,0.041,0.0,0.004,0.11,0.23298,0.23298,0.23298,0.23298,0.16772,0.00377,0.0,0.0,0.0,0.0,0.00843,0.00502,0.0,0.01264,0.0,0.00136,0.03404,0.0,0.0,5.39,0.0,0.0,0.0,0.132,0.0,0.0,65.0,65.0,70.0,56.6,0.0,0.0,23.0,21.711,84.0,6.935,10.461,0.0
658,2007-01-28T10:00:00,2007-01-28T10:00:00,2007-01-28T16:00:00Z,2.294,0.672,0.468,0.009,0.0,0.0,0.0,0.0,0.027,0.013,0.0,0.041,0.0,0.004,0.11,0.18589,0.18589,0.18589,0.18589,0.12935,0.0026,0.0,0.0,0.0,0.0,0.0075,0.00372,0.0,0.01124,0.0,0.00121,0.03027,0.0,0.0,4.812,0.0,0.0,0.0,0.131,0.0,0.0,65.0,65.0,70.0,53.737,0.0,0.0,24.8,23.436,84.0,4.698,33.285,4.121
659,2007-01-28T11:00:00,2007-01-28T11:00:00,2007-01-28T17:00:00Z,2.248,0.659,0.459,0.009,0.0,0.0,0.0,0.0,0.027,0.011,0.0,0.04,0.0,0.004,0.11,0.17375,0.17375,0.17375,0.17375,0.1209,0.00238,0.0,0.0,0.0,0.0,0.00715,0.00284,0.0,0.01046,0.0,0.00116,0.02887,0.0,0.0,4.729,0.0,0.0,0.0,0.13,0.0,0.0,65.0,65.0,70.0,54.332,0.0,0.0,24.8,23.437,84.0,5.816,45.014,1.902
660,2007-01-28T12:00:00,2007-01-28T12:00:00,2007-01-28T18:00:00Z,2.827,0.829,0.396,0.007,0.0,0.0,0.0,0.238,0.027,0.007,0.0,0.04,0.0,0.004,0.11,0.2128,0.2128,0.2128,0.2128,0.10171,0.00167,0.0,0.0,0.0,0.06117,0.00696,0.00184,0.0,0.01019,0.0,0.00113,0.02812,0.0,0.0,4.31,0.0,0.0,0.0,0.132,0.0,0.0,65.0,65.0,70.0,54.688,0.0,0.0,26.6,24.52,77.0,8.053,62.766,65.302
661,2007-01-28T13:00:00,2007-01-28T13:00:00,2007-01-28T19:00:00Z,5.144,1.507,0.355,0.005,0.0,0.0,0.0,0.653,0.244,0.005,0.0,0.042,0.0,0.006,0.199,0.37221,0.37221,0.37221,0.37221,0.08758,0.00121,0.0,0.0,0.0,0.16121,0.06017,0.00133,0.0,0.01029,0.0,0.00141,0.04902,2.339,0.835,3.933,0.0,0.0,2.275,0.133,0.0,0.0,65.0,65.0,70.0,54.688,0.0,0.0,26.6,24.521,77.0,8.053,54.524,5.706
662,2007-01-28T14:00:00,2007-01-28T14:00:00,2007-01-28T20:00:00Z,3.367,0.987,0.316,0.003,0.0,0.0,0.0,0.175,0.241,0.005,0.0,0.042,0.0,0.007,0.199,0.23867,0.23867,0.23867,0.23867,0.07631,0.00081,0.0,0.0,0.0,0.04226,0.0584,0.00119,0.0,0.01007,0.0,0.00161,0.04801,0.501,0.179,3.576,0.0,0.0,0.486,0.131,0.0,0.0,65.0,65.0,70.0,54.688,0.0,0.0,26.6,24.52,77.0,8.053,61.815,62.132
663,2007-01-28T15:00:00,2007-01-28T15:00:00,2007-01-28T21:00:00Z,2.134,0.625,0.359,0.005,0.0,0.0,0.0,0.073,0.027,0.005,0.0,0.042,0.0,0.004,0.11,0.15509,0.15509,0.15509,0.15509,0.0891,0.00126,0.0,0.0,0.0,0.01821,0.00672,0.00122,0.0,0.01033,0.0,0.00109,0.02716,0.0,0.0,3.975,0.0,0.0,0.0,0.136,0.0,0.0,65.0,65.0,70.0,53.642,0.0,0.0,26.6,24.52,77.0,6.935,40.259,158.182
664,2007-01-28T16:00:00,2007-01-28T16:00:00,2007-01-28T22:00:00Z,2.799,0.82,0.292,0.002,0.0,0.0,0.0,0.0,0.269,0.005,0.0,0.041,0.0,0.008,0.203,0.23711,0.23711,0.23711,0.23711,0.08435,0.00069,0.0,0.0,0.0,0.0,0.07789,0.00156,0.0,0.01175,0.0,0.0022,0.05867,0.0,0.0,3.359,0.0,0.0,0.0,0.134,0.0,0.0,65.0,65.0,70.0,52.82,0.0,0.0,26.6,24.52,77.0,5.816,22.19,181.957
665,2007-01-28T17:00:00,2007-01-28T17:00:00,2007-01-28T23:00:00Z,5.316,1.558,0.349,0.005,0.0,0.0,0.0,0.6,0.332,0.009,0.0,0.044,0.0,0.009,0.212,0.67189,0.67189,0.67189,0.67189,0.15032,0.00196,0.0,0.0,0.0,0.25888,0.14295,0.00367,0.0,0.01882,0.0,0.004,0.09129,1.787,0.638,3.749,0.0,0.0,1.733,0.132,0.0,0.0,65.0,65.0,70.0,55.675,0.0,0.0,23.72,22.153,81.0,6.487,11.729,53.573
666,2007-01-28T18:00:00,2007-01-28T18:00:00,2007-01-29T00:00:00Z,3.82,1.12,0.859,0.025,0.0,0.0,0.0,0.0,0.027,0.017,0.03,0.048,0.0,0.004,0.11,0.49856,0.49856,0.49856,0.49856,0.38264,0.01098,0.0,0.0,0.0,0.0,0.01207,0.00759,0.01336,0.0212,0.0,0.00195,0.04877,0.446,0.159,8.13,0.0,0.0,0.433,0.133,0.0,0.0,65.0,65.0,70.0,21.323,99.99,0.0,21.2,19.985,84.0,6.935,0.0,0.0
667,2007-01-28T19:00:00,2007-01-28T19:00:00,2007-01-29T01:00:00Z,2.643,0.775,0.55,0.012,0.0,0.0,0.0,0.0,0.027,0.022,0.0,0.05,0.0,0.004,0.11,0.35433,0.35433,0.35433,0.35433,0.25161,0.00569,0.0,0.0,0.0,0.0,0.0124,0.00985,0.0,0.02269,0.0,0.00201,0.05009,0.0,0.0,5.251,0.0,0.0,0.0,0.129,0.0,0.0,65.0,65.0,70.0,57.757,0.0,0.0,19.4,18.83,92.0,3.355,0.0,0.0
668,2007-01-28T20:00:00,2007-01-28T20:00:00,2007-01-29T02:00:00Z,4.748,1.392,0.598,0.014,0.0,0.0,0.0,0.563,0.027,0.027,0.0,0.048,0.0,0.004,0.11,0.59485,0.59485,0.59485,0.59485,0.25572,0.00614,0.0,0.0,0.0,0.24086,0.01159,0.0115,0.0,0.02035,0.0,0.00188,0.04681,1.335,0.477,5.664,0.0,0.0,1.3,0.133,0.0,0.0,65.0,65.0,70.0,59.483,0.0,0.0,19.4,18.83,92.0,6.935,0.0,0.0
669,2007-01-28T21:00:00,2007-01-28T21:00:00,2007-01-29T03:00:00Z,5.146,1.508,0.666,0.017,0.0,0.0,0.0,0.6,0.027,0.037,0.0,0.047,0.0,0.004,0.11,0.6407,0.6407,0.6407,0.6407,0.28302,0.00719,0.0,0.0,0.0,0.25497,0.01152,0.01581,0.0,0.0198,0.0,0.00186,0.04652,1.784,0.637,6.167,0.0,0.0,1.733,0.132,0.0,0.0,65.0,65.0,70.0,60.898,0.0,0.0,17.6,17.064,92.0,6.935,0.0,0.0
670,2007-01-28T22:00:00,2007-01-28T22:00:00,2007-01-29T04:00:00Z,4.6,1.348,0.688,0.018,0.0,0.0,0.0,0.0,0.338,0.044,0.0,0.046,0.0,0.016,0.199,0.61816,0.61816,0.61816,0.61816,0.31534,0.00816,0.0,0.0,0.0,0.0,0.15504,0.02015,0.0,0.02092,0.0,0.00752,0.09103,0.0,0.0,6.181,0.0,0.0,0.0,0.135,0.0,0.0,65.0,65.0,70.0,69.309,0.0,0.0,15.8,15.8,100.0,12.751,0.0,0.0
671,2007-01-28T23:00:00,2007-01-28T23:00:00,2007-01-29T05:00:00Z,4.17,1.222,0.641,0.016,0.0,0.0,0.0,0.0,0.293,0.038,0.0,0.044,0.0,0.014,0.176,0.55014,0.55014,0.55014,0.55014,0.28874,0.00718,0.0,0.0,0.0,0.0,0.13169,0.01716,0.0,0.01965,0.0,0.00631,0.0794,0.0,0.0,5.796,0.0,0.0,0.0,0.133,0.0,0.0,65.0,65.0,70.0,63.199,0.0,0.0,15.8,15.8,100.0,8.053,0.0,0.0
672,2007-01-29T00:00:00,2007-01-29T00:00:00,2007-01-29T06:00:00Z,3.584,1.05,0.805,0.022,0.0,0.0,0.0,0.0,0.027,0.026,0.015,0.041,0.0,0.004,0.11,0.5138,0.5138,0.5138,0.5138,0.39369,0.01096,0.0,0.0,0.0,0.0,0.01326,0.01294,0.00734,0.01989,0.0,0.00215,0.05357,0.0,0.0,7.345,0.0,0.0,0.0,0.132,0.0,0.0,65.0,65.0,70.0,34.176,50.006,0.0,17.6,17.065,92.0,8.053,0.0,0.0
673,2007-01-29T01:00:00,2007-01-29T01:00:00,2007-01-29T07:00:00Z,2.895,0.848,0.632,0.016,0.0,0.0,0.0,0.0,0.027,0.021,0.0,0.04,0.0,0.004,0.11,0.41975,0.41975,0.41975,0.41975,0.31249,0.00767,0.0,0.0,0.0,0.0,0.01341,0.0102,0.0,0.01963,0.0,0.00217,0.05417,0.0,0.0,6.046,0.0,0.0,0.0,0.131,0.0,0.0,65.0,65.0,70.0,60.427,0.0,0.0,19.4,18.257,84.0,8.053,0.0,0.0
674,2007-01-29T02:00:00,2007-01-29T02:00:00,2007-01-29T08:00:00Z,2.916,0.854,0.638,0.016,0.0,0.0,0.0,0.0,0.027,0.021,0.0,0.039,0.0,0.004,0.11,0.42366,0.42366,0.42366,0.42366,0.31652,0.00782,0.0,0.0,0.0,0.0,0.01344,0.01023,0.0,0.01918,0.0,0.00217,0.05429,0.0,0.0,6.104,0.0,0.0,0.0,0.129,0.0,0.0,65.0,65.0,70.0,59.483,0.0,0.0,19.4,18.257,84.0,6.935,0.0,0.0
