Time,TimeDST,TimeUTC,Energy Use: Total,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Heating Heat Pump Backup Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Garage,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Ceiling Fan,End Use: Electricity: Plug Loads,End Use: Natural Gas: Heating Heat Pump Backup,End Use: Natural Gas: Hot Water,End Use: Natural Gas: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Total,Emissions: CO2e: LRMER_MidCase_15: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Net,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Heat Pump Backup Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Interior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Garage,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Exterior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Mech Vent,Emissions: CO2e: LRMER_MidCase_15: Electricity: Refrigerator,Emissions: CO2e: LRMER_MidCase_15: Electricity: Dishwasher,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Washer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Dryer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Electricity: Ceiling Fan,Emissions: CO2e: LRMER_MidCase_15: Electricity: Plug Loads,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Heating Heat Pump Backup,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Hot Water,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Range/Oven,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Heating: Heat Pump Backup,Load: Cooling: Delivered,Load: Hot Water: Delivered,Load: Hot Water: Tank Losses,Unmet Hours: Heating,Unmet Hours: Cooling,Temperature: Attic - Vented,Temperature: Conditioned Space,Temperature: Garage,Temperature: Heating Setpoint,Temperature: Cooling Setpoint,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
2007-01-01T10:00:00,2007-01-01T10:00:00,2007-01-01T15:00:00Z,44.037,0.607,41.966,0.05,0.0,0.067,0.0,0.0,0.137,0.003,0.006,0.0,0.036,0.0,0.0,0.0,0.0,0.005,0.302,40.494,1.472,0.0,6.6421,6.6421,0.46051,0.46051,6.18159,0.03793,0.0,0.051,0.0,0.0,0.10389,0.00244,0.00482,0.0,0.02729,0.0,0.0,0.0,0.0,0.00368,0.22946,5.96478,0.21681,0.0,0.0,0.0,0.0,0.0,32.625,32.625,0.0,0.0,0.443,0.0,0.0,6.988,68.0,36.505,68.0,72.0,169.17,0.0,0.0,8.6,7.445,76.0,3.355,33.285,64.034
2007-01-01T11:00:00,2007-01-01T11:00:00,2007-01-01T16:00:00Z,42.655,0.601,40.604,0.05,0.0,0.067,0.0,0.0,0.133,0.003,0.005,0.0,0.035,0.0,0.0,0.0,0.0,0.005,0.302,37.475,3.129,0.0,6.4312,6.4312,0.45028,0.45028,5.98092,0.03745,0.0,0.05035,0.0,0.0,0.09987,0.00234,0.00374,0.0,0.02628,0.0,0.0,0.0,0.0,0.00372,0.22652,5.52006,0.46086,0.0,0.0,0.0,2.596,0.997,30.209,30.209,0.0,2.238,0.452,0.0,0.0,14.586,68.0,37.351,68.0,72.0,159.09,0.0,0.0,14.0,11.861,64.0,3.355,54.524,37.089
2007-01-01T12:00:00,2007-01-01T12:00:00,2007-01-01T17:00:00Z,37.534,0.6,35.487,0.05,0.0,0.067,0.0,0.0,0.129,0.003,0.003,0.0,0.035,0.0,0.0,0.0,0.0,0.005,0.307,35.487,0.0,0.0,5.67479,5.67479,0.44749,0.44749,5.2273,0.0373,0.0,0.05016,0.0,0.0,0.09605,0.00225,0.00254,0.0,0.02618,0.0,0.0,0.0,0.0,0.00379,0.22921,5.2273,0.0,0.0,0.0,0.0,0.0,0.0,28.619,28.619,0.0,0.0,0.453,0.0,0.0,21.415,68.0,38.25,68.0,72.0,156.638,0.0,0.0,15.8,13.515,64.0,4.698,64.668,40.576
2007-01-01T13:00:00,2007-01-01T13:00:00,2007-01-01T18:00:00Z,42.209,0.825,39.395,0.05,0.0,0.067,0.0,0.0,0.126,0.003,0.003,0.0,0.037,0.223,0.0,0.0,0.0,0.005,0.312,36.355,3.04,0.0,6.41571,6.41571,0.6128,0.6128,5.80291,0.03716,0.0,0.04997,0.0,0.0,0.09339,0.00219,0.00202,0.0,0.02738,0.16548,0.0,0.0,0.0,0.00369,0.23152,5.35507,0.44784,0.0,0.0,1.916,0.0,0.0,29.313,29.313,0.0,1.188,0.449,0.0,0.0,21.388,68.0,38.654,68.0,72.0,176.294,0.0,0.0,15.8,13.901,70.0,12.751,59.913,7.608
2007-01-01T14:00:00,2007-01-01T14:00:00,2007-01-01T19:00:00Z,38.424,0.754,35.851,0.05,0.0,0.067,0.0,0.0,0.025,0.001,0.002,0.0,0.037,0.346,0.0,0.0,0.0,0.004,0.221,32.742,3.11,0.0,5.8362,5.8362,0.55528,0.55528,5.28092,0.03683,0.0,0.04952,0.0,0.0,0.01851,0.00043,0.00184,0.0,0.02714,0.25468,0.0,0.0,0.0,0.00318,0.16315,4.82286,0.45805,0.0,0.0,1.082,1.562,0.6,26.423,26.423,0.0,2.018,0.451,0.0,0.0,25.121,68.0,39.197,68.0,72.0,152.742,0.0,0.0,19.4,16.437,59.0,6.935,64.985,37.723
2007-01-01T15:00:00,2007-01-01T15:00:00,2007-01-01T20:00:00Z,33.342,0.408,31.95,0.05,0.0,0.067,0.0,0.0,0.025,0.001,0.002,0.0,0.037,0.0,0.0,0.0,0.0,0.004,0.221,31.95,0.0,0.0,5.00741,5.00741,0.30123,0.30123,4.70618,0.03691,0.0,0.04963,0.0,0.0,0.01855,0.00044,0.00184,0.0,0.0272,0.0,0.0,0.0,0.0,0.00318,0.16349,4.70618,0.0,0.0,0.0,0.0,0.0,0.0,25.789,25.789,0.0,0.0,0.458,0.0,0.0,26.887,68.0,39.672,68.0,72.0,150.988,0.0,0.0,19.4,16.067,54.0,5.816,57.06,46.599
2007-01-01T16:00:00,2007-01-01T16:00:00,2007-01-01T21:00:00Z,39.936,0.611,37.851,0.05,0.0,0.067,0.0,0.0,0.13,0.003,0.003,0.0,0.036,0.0,0.0,0.0,0.0,0.006,0.316,33.273,4.578,0.0,6.05391,6.05391,0.47841,0.47841,5.5755,0.03915,0.0,0.05265,0.0,0.0,0.10162,0.00239,0.00213,0.0,0.02817,0.0,0.0,0.0,0.0,0.00462,0.24768,4.90116,0.67434,0.0,0.0,0.0,3.131,1.203,26.848,26.848,0.0,2.69,0.45,0.0,0.0,24.229,68.0,39.761,68.0,72.0,168.028,0.0,0.0,17.6,14.402,53.0,11.408,35.504,25.36
2007-01-01T17:00:00,2007-01-01T17:00:00,2007-01-01T22:00:00Z,36.544,0.669,34.26,0.05,0.0,0.067,0.0,0.0,0.147,0.003,0.004,0.0,0.039,0.0,0.0,0.0,0.028,0.007,0.325,31.344,0.166,2.75,5.75957,5.75957,0.71306,0.71306,5.04651,0.05326,0.0,0.07162,0.0,0.0,0.15627,0.00367,0.00459,0.0,0.04112,0.0,0.0,0.0,0.0293,0.00716,0.34606,4.61702,0.02439,0.4051,0.0,0.0,0.0,0.0,25.305,25.305,0.0,0.0,0.459,0.0,0.0,22.045,68.0,39.766,68.0,72.0,161.059,0.0,0.0,17.6,14.749,58.0,9.171,11.412,4.755
2007-01-01T18:00:00,2007-01-01T18:00:00,2007-01-01T23:00:00Z,41.917,1.028,38.408,0.05,0.0,0.067,0.0,0.0,0.346,0.008,0.008,0.03,0.042,0.0,0.0,0.0,0.0,0.012,0.464,35.318,3.091,0.0,6.89321,6.89321,1.23567,1.23567,5.65754,0.06008,0.0,0.08078,0.0,0.0,0.41599,0.00976,0.01009,0.03605,0.0506,0.0,0.0,0.0,0.0,0.01488,0.55744,5.2023,0.45524,0.0,0.0,0.0,2.078,0.798,28.484,28.484,0.0,1.787,0.451,0.0,0.0,19.154,68.0,39.485,68.0,72.0,98.091,99.99,0.0,15.8,13.517,64.0,6.935,0.0,0.0
2007-01-01T19:00:00,2007-01-01T19:00:00,2007-01-02T00:00:00Z,40.363,1.434,35.471,0.05,0.0,0.067,0.0,0.0,0.452,0.011,0.011,0.0,0.044,0.311,0.0,0.0,0.0,0.015,0.473,32.384,3.087,0.0,6.93854,6.93854,1.71359,1.71359,5.22495,0.05977,0.0,0.08037,0.0,0.0,0.54077,0.01269,0.01329,0.0,0.05244,0.37127,0.0,0.0,0.0,0.0176,0.5654,4.77017,0.45478,0.0,0.0,2.822,0.0,0.0,26.137,26.137,0.0,1.753,0.45,0.0,0.0,17.138,68.0,39.141,68.0,72.0,161.707,0.0,0.0,15.8,13.127,58.0,8.053,0.0,0.0
2007-01-01T20:00:00,2007-01-01T20:00:00,2007-01-02T01:00:00Z,38.749,1.419,33.907,0.05,0.0,0.067,0.0,0.0,0.513,0.012,0.015,0.0,0.042,0.258,0.0,0.0,0.0,0.016,0.446,32.4,1.507,0.0,6.67367,6.67367,1.67915,1.67915,4.99452,0.05917,0.0,0.07957,0.0,0.0,0.60701,0.01425,0.01746,0.0,0.04984,0.30513,0.0,0.0,0.0,0.01853,0.5282,4.7725,0.22202,0.0,0.0,0.0,1.039,0.399,26.149,26.149,0.0,0.895,0.452,0.0,0.0,16.992,68.0,38.961,68.0,72.0,164.278,0.0,0.0,17.6,14.751,58.0,10.29,0.0,0.0
2007-01-01T21:00:00,2007-01-01T21:00:00,2007-01-02T02:00:00Z,42.584,1.098,38.836,0.05,0.0,0.067,0.0,0.0,0.472,0.011,0.021,0.0,0.041,0.0,0.0,0.0,0.0,0.017,0.419,33.956,4.88,0.0,7.01654,7.01654,1.29599,1.29599,5.72056,0.059,0.0,0.07933,0.0,0.0,0.55739,0.01308,0.02437,0.0,0.04865,0.0,0.0,0.0,0.0,0.01958,0.49459,5.00169,0.71886,0.0,0.0,0.0,4.161,1.598,27.394,27.394,0.0,3.583,0.451,0.0,0.0,17.329,68.0,38.831,68.0,72.0,173.231,0.0,0.0,17.6,14.751,58.0,12.751,0.0,0.0
2007-01-01T22:00:00,2007-01-01T22:00:00,2007-01-02T03:00:00Z,42.632,0.977,39.3,0.05,0.0,0.067,0.0,0.0,0.369,0.009,0.024,0.0,0.04,0.0,0.0,0.0,0.0,0.016,0.402,36.188,3.112,0.0,6.95009,6.95009,1.16128,1.16128,5.78882,0.05946,0.0,0.07995,0.0,0.0,0.43855,0.01029,0.02834,0.0,0.04799,0.0,0.0,0.0,0.0,0.01918,0.47751,5.33043,0.45839,0.0,0.0,0.0,2.36,0.906,29.179,29.179,0.0,2.031,0.451,0.0,0.0,17.578,68.0,38.649,68.0,72.0,195.944,0.0,0.0,17.6,14.751,58.0,17.224,0.0,0.0
2007-01-01T23:00:00,2007-01-01T23:00:00,2007-01-02T04:00:00Z,41.871,0.65,39.653,0.05,0.0,0.067,0.0,0.0,0.171,0.004,0.021,0.0,0.039,0.0,0.0,0.0,0.0,0.009,0.289,36.581,3.072,0.0,6.61748,6.61748,0.77654,0.77654,5.84093,0.05973,0.0,0.08032,0.0,0.0,0.20467,0.0048,0.02467,0.0,0.04612,0.0,0.0,0.0,0.0,0.0108,0.34542,5.38838,0.45255,0.0,0.0,0.0,1.826,0.701,29.494,29.494,0.0,1.571,0.45,0.0,0.0,16.699,68.0,38.54,68.0,72.0,181.128,0.0,0.0,15.8,13.515,64.0,13.869,0.0,0.0
2007-01-02T00:00:00,2007-01-02T00:00:00,2007-01-02T05:00:00Z,47.276,0.555,45.383,0.05,0.0,0.067,0.0,0.0,0.076,0.002,0.014,0.03,0.036,0.0,0.0,0.0,0.0,0.008,0.272,40.489,4.894,0.0,7.33982,7.33982,0.65486,0.65486,6.68496,0.05903,0.0,0.07938,0.0,0.0,0.08962,0.0021,0.01688,0.03542,0.04247,0.0,0.0,0.0,0.0,0.00943,0.32054,5.9641,0.72086,0.0,0.0,0.0,4.271,1.64,32.621,32.621,0.0,3.677,0.451,0.0,0.0,16.347,68.0,38.4,68.0,72.0,121.388,99.99,0.0,15.8,13.513,64.0,14.987,0.0,0.0
2007-01-02T01:00:00,2007-01-02T01:00:00,2007-01-02T06:00:00Z,43.806,0.414,42.392,0.05,0.0,0.067,0.0,0.0,0.025,0.001,0.01,0.0,0.035,0.0,0.0,0.0,0.0,0.004,0.221,39.261,3.131,0.0,6.72349,6.72349,0.47915,0.47915,6.24434,0.05783,0.0,0.07776,0.0,0.0,0.02907,0.00068,0.01207,0.0,0.04059,0.0,0.0,0.0,0.0,0.00499,0.25617,5.78316,0.46118,0.0,0.0,0.0,2.604,1.0,31.638,31.638,0.0,2.244,0.45,0.0,0.0,16.205,68.0,38.214,68.0,72.0,198.657,0.0,0.0,15.8,13.512,64.0,17.224,0.0,0.0
2007-01-02T02:00:00,2007-01-02T02:00:00,2007-01-02T07:00:00Z,41.83,0.413,40.42,0.05,0.0,0.067,0.0,0.0,0.025,0.001,0.01,0.0,0.034,0.0,0.0,0.0,0.0,0.004,0.221,38.948,1.472,0.0,6.4252,6.4252,0.47139,0.47139,5.95381,0.05701,0.0,0.07666,0.0,0.0,0.02866,0.00067,0.0119,0.0,0.03901,0.0,0.0,0.0,0.0,0.00492,0.25256,5.73697,0.21684,0.0,0.0,0.0,0.0,0.0,31.387,31.387,0.0,0.0,0.45,0.0,0.0,16.128,68.0,38.142,68.0,72.0,192.325,0.0,0.0,15.8,13.51,64.0,16.106,0.0,0.0
2007-01-02T03:00:00,2007-01-02T03:00:00,2007-01-02T08:00:00Z,38.952,0.447,37.428,0.05,0.0,0.067,0.0,0.0,0.025,0.001,0.01,0.0,0.033,0.0,0.0,0.0,0.0,0.006,0.253,37.428,0.0,0.0,6.02202,6.02202,0.50887,0.50887,5.51315,0.05697,0.0,0.0766,0.0,0.0,0.02864,0.00067,0.01189,0.0,0.03798,0.0,0.0,0.0,0.0,0.00739,0.28872,5.51315,0.0,0.0,0.0,0.0,0.0,0.0,30.172,30.172,0.0,0.0,0.454,0.0,0.0,16.085,68.0,38.211,68.0,72.0,171.183,0.0,0.0,15.8,14.346,77.0,11.408,0.0,0.0
2007-01-02T04:00:00,2007-01-02T04:00:00,2007-01-02T09:00:00Z,41.166,0.441,39.66,0.05,0.0,0.067,0.0,0.0,0.025,0.001,0.01,0.0,0.032,0.0,0.0,0.0,0.0,0.006,0.249,39.66,0.0,0.0,6.34809,6.34809,0.50616,0.50616,5.84193,0.05734,0.0,0.07711,0.0,0.0,0.02882,0.00068,0.01197,0.0,0.03723,0.0,0.0,0.0,0.0,0.0073,0.2857,5.84193,0.0,0.0,0.0,0.0,0.0,0.0,31.958,31.958,0.0,0.0,0.443,0.0,0.0,15.071,68.0,37.988,68.0,72.0,189.354,0.0,0.0,14.0,13.054,84.0,14.987,0.0,0.0
2007-01-02T05:00:00,2007-01-02T05:00:00,2007-01-02T10:00:00Z,43.744,0.411,42.342,0.05,0.0,0.067,0.0,0.0,0.025,0.001,0.01,0.0,0.032,0.0,0.0,0.0,0.0,0.004,0.221,40.87,1.472,0.0,6.71076,6.71076,0.47374,0.47374,6.23702,0.05766,0.0,0.07754,0.0,0.0,0.02898,0.00068,0.01204,0.0,0.03642,0.0,0.0,0.0,0.0,0.00497,0.25544,6.02016,0.21686,0.0,0.0,0.0,0.0,0.0,32.925,32.925,0.0,0.0,0.458,0.0,0.0,14.672,68.0,37.767,68.0,72.0,201.361,0.0,0.0,14.0,13.052,84.0,17.224,0.0,0.0
2007-01-02T06:00:00,2007-01-02T06:00:00,2007-01-02T11:00:00Z,44.215,0.409,42.82,0.05,0.0,0.067,0.0,0.0,0.025,0.001,0.008,0.0,0.032,0.0,0.0,0.0,0.0,0.004,0.221,41.318,1.502,0.0,6.78676,6.78676,0.4794,0.4794,6.30736,0.05864,0.0,0.07886,0.0,0.0,0.02948,0.00069,0.00985,0.0,0.03704,0.0,0.0,0.0,0.0,0.00506,0.25978,6.0861,0.22126,0.0,0.0,0.0,0.883,0.339,33.284,33.284,0.0,0.762,0.451,0.0,0.0,15.545,68.0,37.708,68.0,72.0,212.696,0.0,0.0,15.8,14.342,77.0,19.461,0.0,0.0
2007-01-02T07:00:00,2007-01-02T07:00:00,2007-01-02T12:00:00Z,42.529,0.546,40.665,0.05,0.0,0.067,0.0,0.0,0.103,0.002,0.008,0.0,0.033,0.0,0.0,0.0,0.0,0.007,0.276,39.157,1.508,0.0,6.63977,6.63977,0.64987,0.64987,5.9899,0.05946,0.0,0.07995,0.0,0.0,0.12199,0.00286,0.00945,0.0,0.03965,0.0,0.0,0.0,0.0,0.00855,0.32797,5.76781,0.22209,0.0,0.0,0.0,1.041,0.4,31.555,31.555,0.0,0.897,0.451,0.0,0.0,15.891,68.0,37.826,68.0,72.0,186.476,0.0,0.0,15.8,14.789,84.0,14.987,0.0,0.0
