,Time,TimeDST,TimeUTC,Energy Use: Total,Fuel Use: Electricity: Total,End Use: Electricity: Heating,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Hot Water,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Ceiling Fan,End Use: Electricity: Plug Loads,Emissions: CO2e: LRMER_MidCase_15: Total,Emissions: CO2e: LRMER_MidCase_15: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Hot Water,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Interior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Exterior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Mech Vent,Emissions: CO2e: LRMER_MidCase_15: Electricity: Refrigerator,Emissions: CO2e: LRMER_MidCase_15: Electricity: Dishwasher,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Washer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Dryer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Electricity: Ceiling Fan,Emissions: CO2e: LRMER_MidCase_15: Electricity: Plug Loads,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Cooling: Delivered,Load: Hot Water: Delivered,Load: Hot Water: Tank Losses,Unmet Hours: Heating,Unmet Hours: Cooling,Temperature: Conditioned Space,Temperature: Heating Setpoint,Temperature: Cooling Setpoint,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
1,2007-01-01T01:00:00,2007-01-01T01:00:00,2007-01-01T07:00:00Z,7.187,2.106,1.798,0.043,0.05,0.0,0.0,0.032,0.022,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.117,1.04204,1.04204,1.04204,1.04204,0.88928,0.02128,0.02474,0.0,0.0,0.01601,0.0111,0.0,0.01963,0.0,0.0,0.0,0.0,0.00217,0.05784,0.0,0.0,0.0,0.0,6.28,0.0,0.0,0.125,0.0,0.0,70.0,70.0,70.0,44.912,0.0,0.0,-4.0,-4.897,68.0,4.698,0.0,0.0
2,2007-01-01T02:00:00,2007-01-01T02:00:00,2007-01-01T08:00:00Z,7.765,2.276,1.964,0.047,0.05,0.0,0.0,0.032,0.022,0.0,0.039,0.0,0.0,0.0,0.0,0.004,0.117,1.12835,1.12835,1.12835,1.12835,0.97376,0.0233,0.02479,0.0,0.0,0.01605,0.01113,0.0,0.01918,0.0,0.0,0.0,0.0,0.00217,0.05797,0.0,0.0,0.0,0.0,6.862,0.0,0.0,0.123,0.0,0.0,70.0,70.0,70.0,47.603,0.0,0.0,-5.8,-6.651,67.0,10.29,0.0,0.0
3,2007-01-01T03:00:00,2007-01-01T03:00:00,2007-01-01T09:00:00Z,7.727,2.264,1.954,0.047,0.05,0.0,0.0,0.032,0.022,0.0,0.038,0.0,0.0,0.0,0.0,0.004,0.117,1.1053,1.1053,1.1053,1.1053,0.95372,0.02282,0.02441,0.0,0.0,0.0158,0.01095,0.0,0.0184,0.0,0.0,0.0,0.0,0.00214,0.05707,0.0,0.0,0.0,0.0,6.827,0.0,0.0,0.122,0.0,0.0,70.0,70.0,70.0,46.14,0.0,0.0,-5.8,-6.804,61.0,6.935,0.0,0.0
4,2007-01-01T04:00:00,2007-01-01T04:00:00,2007-01-01T10:00:00Z,7.886,2.311,2.0,0.048,0.05,0.0,0.0,0.032,0.022,0.0,0.037,0.0,0.0,0.0,0.0,0.004,0.117,1.13472,1.13472,1.13472,1.13472,0.98218,0.0235,0.02455,0.0,0.0,0.01589,0.01102,0.0,0.01802,0.0,0.0,0.0,0.0,0.00215,0.0574,0.0,0.0,0.0,0.0,6.989,0.0,0.0,0.121,0.0,0.0,70.0,70.0,70.0,46.533,0.0,0.0,-5.8,-6.804,61.0,8.053,0.0,0.0
5,2007-01-01T05:00:00,2007-01-01T05:00:00,2007-01-01T11:00:00Z,7.987,2.341,2.03,0.049,0.05,0.0,0.0,0.032,0.022,0.0,0.036,0.0,0.0,0.0,0.0,0.004,0.117,1.12549,1.12549,1.12549,1.12549,0.97624,0.02336,0.02404,0.0,0.0,0.01556,0.01079,0.0,0.01717,0.0,0.0,0.0,0.0,0.00211,0.05622,0.0,0.0,0.0,0.0,7.093,0.0,0.0,0.12,0.0,0.0,70.0,70.0,70.0,46.533,0.0,0.0,-5.8,-6.649,67.0,8.053,0.0,0.0
6,2007-01-01T06:00:00,2007-01-01T06:00:00,2007-01-01T12:00:00Z,7.959,2.333,2.027,0.048,0.05,0.0,0.0,0.032,0.018,0.0,0.036,0.0,0.0,0.0,0.0,0.004,0.117,1.07324,1.07324,1.07324,1.07324,0.93248,0.02231,0.02301,0.0,0.0,0.01489,0.00831,0.0,0.01643,0.0,0.0,0.0,0.0,0.00202,0.0538,0.0,0.0,0.0,0.0,7.081,0.0,0.0,0.119,0.0,0.0,70.0,70.0,70.0,45.835,0.0,0.0,-5.8,-6.443,75.0,5.816,0.0,0.0
7,2007-01-01T07:00:00,2007-01-01T07:00:00,2007-01-01T13:00:00Z,10.395,3.046,1.928,0.046,0.05,0.0,0.551,0.232,0.017,0.0,0.038,0.0,0.0,0.0,0.0,0.01,0.174,1.40232,1.40232,1.40232,1.40232,0.88744,0.02123,0.02302,0.0,0.25372,0.10677,0.00786,0.0,0.01735,0.0,0.0,0.0,0.0,0.0047,0.08021,0.0,0.0,1.772,0.633,6.736,0.0,1.66,0.121,0.0,0.0,70.0,70.0,70.0,45.85,0.0,0.0,-4.0,-4.896,68.0,8.053,0.0,0.0
8,2007-01-01T08:00:00,2007-01-01T08:00:00,2007-01-01T14:00:00Z,7.767,2.276,1.969,0.047,0.05,0.0,0.0,0.032,0.017,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.117,0.99717,0.99717,0.99717,0.99717,0.86266,0.02064,0.0219,0.0,0.0,0.01418,0.00727,0.0,0.01738,0.0,0.0,0.0,0.0,0.00192,0.05122,0.0,0.0,0.0,0.0,6.88,0.0,0.0,0.118,0.0,0.0,70.0,70.0,70.0,44.441,0.0,0.0,-2.2,-3.355,62.0,5.816,0.0,0.0
9,2007-01-01T09:00:00,2007-01-01T09:00:00,2007-01-01T15:00:00Z,8.829,2.588,2.041,0.049,0.05,0.0,0.237,0.032,0.016,0.0,0.041,0.0,0.0,0.0,0.0,0.004,0.117,0.80438,0.80438,0.80438,0.80438,0.6346,0.01518,0.01554,0.0,0.07364,0.01006,0.005,0.0,0.01264,0.0,0.0,0.0,0.0,0.00136,0.03634,0.0,0.0,0.0,0.0,7.133,0.0,0.0,0.122,0.0,0.0,70.0,70.0,70.0,45.661,0.0,0.0,-2.2,-3.355,62.0,9.171,0.0,0.0
10,2007-01-01T10:00:00,2007-01-01T10:00:00,2007-01-01T16:00:00Z,7.72,2.263,1.958,0.047,0.05,0.0,0.0,0.032,0.014,0.0,0.041,0.0,0.0,0.0,0.0,0.004,0.117,0.62552,0.62552,0.62552,0.62552,0.54124,0.01295,0.01382,0.0,0.0,0.00895,0.00378,0.0,0.01124,0.0,0.0,0.0,0.0,0.00121,0.03232,0.0,0.0,0.0,0.0,6.84,0.0,0.0,0.124,0.0,0.0,70.0,70.0,70.0,44.467,0.0,0.0,-0.4,-1.652,62.0,8.053,23.775,183.542
11,2007-01-01T11:00:00,2007-01-01T11:00:00,2007-01-01T17:00:00Z,7.612,2.231,1.931,0.046,0.05,0.0,0.0,0.032,0.011,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.117,0.58822,0.58822,0.58822,0.58822,0.50905,0.01218,0.01318,0.0,0.0,0.00853,0.00283,0.0,0.01046,0.0,0.0,0.0,0.0,0.00116,0.03083,0.0,0.0,0.441,0.158,6.745,0.0,0.413,0.121,0.0,0.0,70.0,70.0,70.0,44.903,0.0,0.0,1.4,0.043,62.0,10.29,23.141,227.288
12,2007-01-01T12:00:00,2007-01-01T12:00:00,2007-01-01T18:00:00Z,8.155,2.39,1.858,0.044,0.05,0.0,0.237,0.032,0.007,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.117,0.61381,0.61381,0.61381,0.61381,0.47717,0.01142,0.01284,0.0,0.06084,0.00831,0.00188,0.0,0.01019,0.0,0.0,0.0,0.0,0.00113,0.03003,0.0,0.0,0.0,0.0,6.491,0.0,0.0,0.12,0.0,0.0,70.0,70.0,70.0,44.215,0.0,0.0,3.2,1.499,56.0,10.29,19.654,257.72
13,2007-01-01T13:00:00,2007-01-01T13:00:00,2007-01-01T19:00:00Z,6.979,2.045,1.752,0.042,0.05,0.0,0.0,0.032,0.006,0.0,0.042,0.0,0.0,0.0,0.0,0.004,0.117,0.50503,0.50503,0.50503,0.50503,0.43266,0.01035,0.01235,0.0,0.0,0.00799,0.00145,0.0,0.01029,0.0,0.0,0.0,0.0,0.00108,0.02887,0.0,0.0,0.0,0.0,6.122,0.0,0.0,0.124,0.0,0.0,70.0,70.0,70.0,42.884,0.0,0.0,5.0,2.952,51.0,9.171,37.723,218.412
14,2007-01-01T14:00:00,2007-01-01T14:00:00,2007-01-01T20:00:00Z,6.95,2.037,1.744,0.042,0.05,0.0,0.0,0.032,0.005,0.0,0.042,0.0,0.0,0.0,0.0,0.004,0.117,0.49261,0.49261,0.49261,0.49261,0.42188,0.01009,0.01209,0.0,0.0,0.00783,0.0013,0.0,0.01007,0.0,0.0,0.0,0.0,0.00106,0.02828,0.0,0.0,0.0,0.0,6.095,0.0,0.0,0.123,0.0,0.0,70.0,70.0,70.0,43.523,0.0,0.0,5.0,2.952,51.0,10.29,47.867,61.815
15,2007-01-01T15:00:00,2007-01-01T15:00:00,2007-01-01T21:00:00Z,6.621,1.94,1.65,0.039,0.05,0.0,0.0,0.032,0.005,0.0,0.042,0.0,0.0,0.0,0.0,0.004,0.117,0.48125,0.48125,0.48125,0.48125,0.40928,0.00979,0.0124,0.0,0.0,0.00803,0.00133,0.0,0.01033,0.0,0.0,0.0,0.0,0.00109,0.029,0.0,0.0,0.0,0.0,5.765,0.0,0.0,0.122,0.0,0.0,70.0,70.0,70.0,41.633,0.0,0.0,6.8,4.412,47.0,8.053,27.262,0.0
16,2007-01-01T16:00:00,2007-01-01T16:00:00,2007-01-01T22:00:00Z,6.563,1.923,1.634,0.039,0.05,0.0,0.0,0.032,0.006,0.0,0.041,0.0,0.0,0.0,0.0,0.004,0.117,0.55592,0.55592,0.55592,0.55592,0.47231,0.0113,0.01445,0.0,0.0,0.00936,0.00169,0.0,0.01175,0.0,0.0,0.0,0.0,0.00127,0.03379,0.0,0.0,0.0,0.0,5.709,0.0,0.0,0.121,0.0,0.0,70.0,70.0,70.0,41.633,0.0,0.0,6.8,4.411,47.0,8.053,17.752,32.651
17,2007-01-01T17:00:00,2007-01-01T17:00:00,2007-01-01T23:00:00Z,7.767,2.276,1.445,0.035,0.05,0.0,0.0,0.032,0.009,0.0,0.044,0.0,0.0,0.0,0.54,0.004,0.117,0.98154,0.98154,0.98154,0.98154,0.62331,0.01491,0.02156,0.0,0.0,0.01396,0.004,0.0,0.01882,0.0,0.0,0.0,0.23266,0.00189,0.05042,0.0,0.0,0.0,0.0,5.05,0.0,0.0,0.119,0.0,0.0,70.0,70.0,70.0,42.825,0.0,0.0,6.8,4.64,52.0,10.29,1.585,22.19
18,2007-01-01T18:00:00,2007-01-01T18:00:00,2007-01-02T00:00:00Z,12.966,3.8,2.805,0.067,0.05,0.0,0.0,0.525,0.018,0.03,0.048,0.0,0.0,0.0,0.0,0.013,0.245,1.69219,1.69219,1.69219,1.69219,1.24903,0.02988,0.02227,0.0,0.0,0.23373,0.00804,0.01336,0.0212,0.0,0.0,0.0,0.0,0.00561,0.10906,0.0,0.0,0.0,0.0,9.799,0.0,0.0,0.118,0.0,0.0,70.0,70.0,70.0,12.512,99.99,0.0,6.8,4.867,57.0,9.171,0.0,0.0
19,2007-01-01T19:00:00,2007-01-01T19:00:00,2007-01-02T01:00:00Z,11.372,3.333,1.124,0.027,0.05,0.0,0.894,0.641,0.024,0.0,0.05,0.258,0.0,0.0,0.0,0.015,0.25,1.52466,1.52466,1.52466,1.52466,0.51437,0.01231,0.02287,0.0,0.40884,0.29345,0.01094,0.0,0.02269,0.11813,0.0,0.0,0.0,0.00685,0.11422,0.0,3.506,0.0,0.0,3.928,0.0,2.422,0.121,0.0,0.0,70.0,70.0,70.0,42.825,0.0,0.0,6.8,5.411,69.0,10.29,0.0,0.0
20,2007-01-01T20:00:00,2007-01-01T20:00:00,2007-01-02T02:00:00Z,8.343,2.445,1.142,0.027,0.05,0.0,0.249,0.647,0.032,0.0,0.048,0.0,0.0,0.0,0.0,0.016,0.236,1.04528,1.04528,1.04528,1.04528,0.48803,0.01168,0.02137,0.0,0.10631,0.27645,0.01356,0.0,0.02035,0.0,0.0,0.0,0.0,0.00681,0.10071,0.0,0.819,0.0,0.0,3.989,0.0,0.565,0.121,0.0,0.0,70.0,70.0,70.0,42.884,0.0,0.0,5.0,4.295,83.0,9.171,0.0,0.0
21,2007-01-01T21:00:00,2007-01-01T21:00:00,2007-01-02T03:00:00Z,7.021,2.058,1.116,0.027,0.05,0.0,0.0,0.535,0.044,0.0,0.047,0.0,0.0,0.0,0.0,0.017,0.221,0.87413,0.87413,0.87413,0.87413,0.47428,0.01135,0.02124,0.0,0.0,0.22742,0.01886,0.0,0.0198,0.0,0.0,0.0,0.0,0.00717,0.094,0.0,0.0,0.441,0.157,3.9,0.0,0.413,0.122,0.0,0.0,70.0,70.0,70.0,42.175,0.0,0.0,6.8,5.725,76.0,9.171,0.0,0.0
22,2007-01-01T22:00:00,2007-01-01T22:00:00,2007-01-02T04:00:00Z,8.638,2.532,1.174,0.028,0.05,0.0,0.551,0.404,0.051,0.0,0.046,0.0,0.0,0.0,0.0,0.016,0.212,1.16094,1.16094,1.16094,1.16094,0.5384,0.01288,0.02293,0.0,0.25251,0.18509,0.02349,0.0,0.02092,0.0,0.0,0.0,0.0,0.00752,0.0972,0.0,0.0,1.762,0.629,4.102,0.0,1.652,0.121,0.0,0.0,70.0,70.0,70.0,41.633,0.0,0.0,6.8,5.725,76.0,8.053,0.0,0.0
23,2007-01-01T23:00:00,2007-01-01T23:00:00,2007-01-02T05:00:00Z,9.602,2.814,1.43,0.034,0.05,0.0,1.058,0.032,0.044,0.0,0.044,0.0,0.0,0.0,0.0,0.004,0.117,1.26683,1.26683,1.26683,1.26683,0.64387,0.01541,0.02251,0.0,0.47623,0.01457,0.01999,0.0,0.01965,0.0,0.0,0.0,0.0,0.00197,0.05264,0.0,0.0,3.971,1.418,4.997,0.0,3.716,0.121,0.0,0.0,70.0,70.0,70.0,41.633,0.0,0.0,6.8,6.04,83.0,8.053,0.0,0.0
24,2007-01-02T00:00:00,2007-01-02T00:00:00,2007-01-02T06:00:00Z,9.87,2.893,2.059,0.049,0.05,0.0,0.494,0.032,0.031,0.015,0.041,0.0,0.0,0.0,0.0,0.004,0.117,1.41509,1.41509,1.41509,1.41509,1.00746,0.0241,0.02446,0.0,0.24162,0.01583,0.01504,0.00734,0.01989,0.0,0.0,0.0,0.0,0.00215,0.0572,0.0,0.0,0.881,0.315,7.195,0.0,0.825,0.121,0.0,0.0,70.0,70.0,70.0,18.607,50.006,0.0,6.8,6.04,83.0,6.935,0.0,0.0
25,2007-01-02T01:00:00,2007-01-02T01:00:00,2007-01-02T07:00:00Z,7.096,2.08,1.513,0.036,0.05,0.0,0.264,0.032,0.022,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.117,1.02879,1.02879,1.02879,1.02879,0.74856,0.01791,0.02474,0.0,0.13083,0.01601,0.0111,0.0,0.01963,0.0,0.0,0.0,0.0,0.00217,0.05784,0.0,0.0,1.32,0.472,5.286,0.0,1.242,0.122,0.0,0.0,70.0,70.0,70.0,41.194,0.0,0.0,6.8,6.039,83.0,6.935,0.0,0.0
26,2007-01-02T02:00:00,2007-01-02T02:00:00,2007-01-02T08:00:00Z,6.106,1.789,1.489,0.036,0.05,0.0,0.0,0.032,0.022,0.0,0.039,0.0,0.0,0.0,0.0,0.004,0.117,0.88726,0.88726,0.88726,0.88726,0.7383,0.01766,0.02479,0.0,0.0,0.01605,0.01113,0.0,0.01918,0.0,0.0,0.0,0.0,0.00217,0.05797,0.0,0.0,0.0,0.0,5.202,0.0,0.0,0.12,0.0,0.0,70.0,70.0,70.0,40.909,0.0,0.0,8.6,7.782,83.0,8.053,0.0,0.0
27,2007-01-02T03:00:00,2007-01-02T03:00:00,2007-01-02T09:00:00Z,6.129,1.796,1.497,0.036,0.05,0.0,0.0,0.032,0.022,0.0,0.038,0.0,0.0,0.0,0.0,0.004,0.117,0.87671,0.87671,0.87671,0.87671,0.73047,0.01748,0.02441,0.0,0.0,0.0158,0.01095,0.0,0.0184,0.0,0.0,0.0,0.0,0.00214,0.05707,0.0,0.0,0.0,0.0,5.229,0.0,0.0,0.119,0.0,0.0,70.0,70.0,70.0,40.462,0.0,0.0,8.6,8.168,91.0,6.935,0.0,0.0
28,2007-01-02T04:00:00,2007-01-02T04:00:00,2007-01-02T10:00:00Z,6.966,2.042,1.506,0.036,0.05,0.0,0.237,0.032,0.022,0.0,0.037,0.0,0.0,0.0,0.0,0.004,0.117,1.00233,1.00233,1.00233,1.00233,0.7393,0.01769,0.02455,0.0,0.1163,0.01589,0.01102,0.0,0.01802,0.0,0.0,0.0,0.0,0.00215,0.0574,0.0,0.0,0.0,0.0,5.261,0.0,0.0,0.12,0.0,0.0,70.0,70.0,70.0,41.413,0.0,0.0,10.4,9.522,83.0,10.29,0.0,0.0
29,2007-01-02T05:00:00,2007-01-02T05:00:00,2007-01-02T11:00:00Z,6.133,1.798,1.5,0.036,0.05,0.0,0.0,0.032,0.022,0.0,0.036,0.0,0.0,0.0,0.0,0.004,0.117,0.86431,0.86431,0.86431,0.86431,0.72116,0.01725,0.02404,0.0,0.0,0.01556,0.01079,0.0,0.01717,0.0,0.0,0.0,0.0,0.00211,0.05622,0.0,0.0,0.0,0.0,5.24,0.0,0.0,0.124,0.0,0.0,70.0,70.0,70.0,40.741,0.0,0.0,10.4,9.522,83.0,9.171,0.0,0.0
30,2007-01-02T06:00:00,2007-01-02T06:00:00,2007-01-02T12:00:00Z,6.193,1.815,1.521,0.036,0.05,0.0,0.0,0.032,0.018,0.0,0.036,0.0,0.0,0.0,0.0,0.004,0.117,0.83508,0.83508,0.83508,0.83508,0.69989,0.01675,0.02301,0.0,0.0,0.01489,0.00831,0.0,0.01643,0.0,0.0,0.0,0.0,0.00202,0.0538,0.0,0.0,0.0,0.0,5.315,0.0,0.0,0.123,0.0,0.0,70.0,70.0,70.0,41.413,0.0,0.0,10.4,9.521,83.0,10.29,0.0,0.0
31,2007-01-02T07:00:00,2007-01-02T07:00:00,2007-01-02T13:00:00Z,7.615,2.232,1.411,0.034,0.05,0.0,0.266,0.232,0.017,0.0,0.038,0.0,0.0,0.0,0.0,0.01,0.174,1.02729,1.02729,1.02729,1.02729,0.64932,0.01554,0.02302,0.0,0.12252,0.10677,0.00786,0.0,0.01735,0.0,0.0,0.0,0.0,0.0047,0.08021,0.0,0.0,1.389,0.496,4.928,0.0,1.302,0.121,0.0,0.0,70.0,70.0,70.0,40.915,0.0,0.0,10.94,10.043,83.0,9.843,0.0,0.0
32,2007-01-02T08:00:00,2007-01-02T08:00:00,2007-01-02T14:00:00Z,6.863,2.011,1.479,0.035,0.05,0.0,0.237,0.032,0.017,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.117,0.8811,0.8811,0.8811,0.8811,0.64795,0.0155,0.0219,0.0,0.10378,0.01418,0.00727,0.0,0.01738,0.0,0.0,0.0,0.0,0.00192,0.05122,0.0,0.0,0.0,0.0,5.168,0.0,0.0,0.124,0.0,0.0,70.0,70.0,70.0,40.014,0.0,0.0,12.2,11.315,84.0,9.171,0.0,0.0
33,2007-01-02T09:00:00,2007-01-02T09:00:00,2007-01-02T15:00:00Z,6.173,1.809,1.512,0.036,0.05,0.0,0.0,0.032,0.016,0.0,0.041,0.0,0.0,0.0,0.0,0.004,0.117,0.56235,0.56235,0.56235,0.56235,0.47014,0.01125,0.01554,0.0,0.0,0.01006,0.005,0.0,0.01264,0.0,0.0,0.0,0.0,0.00136,0.03634,0.0,0.0,0.0,0.0,5.284,0.0,0.0,0.124,0.0,0.0,70.0,70.0,70.0,40.698,0.0,0.0,12.2,11.315,84.0,10.29,0.0,0.0
34,2007-01-02T10:00:00,2007-01-02T10:00:00,2007-01-02T16:00:00Z,6.012,1.762,1.469,0.035,0.05,0.0,0.0,0.032,0.014,0.0,0.041,0.0,0.0,0.0,0.0,0.004,0.117,0.48714,0.48714,0.48714,0.48714,0.4061,0.00972,0.01382,0.0,0.0,0.00895,0.00378,0.0,0.01124,0.0,0.0,0.0,0.0,0.00121,0.03232,0.0,0.0,0.0,0.0,5.132,0.0,0.0,0.122,0.0,0.0,70.0,70.0,70.0,40.792,0.0,0.0,14.0,12.576,76.0,11.408,28.53,35.187
35,2007-01-02T11:00:00,2007-01-02T11:00:00,2007-01-02T17:00:00Z,8.139,2.385,1.52,0.036,0.05,0.0,0.574,0.032,0.011,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.117,0.6289,0.6289,0.6289,0.6289,0.4009,0.00959,0.01318,0.0,0.15142,0.00853,0.00283,0.0,0.01046,0.0,0.0,0.0,0.0,0.00116,0.03083,0.0,0.0,2.207,0.788,5.312,0.0,2.069,0.121,0.0,0.0,70.0,70.0,70.0,41.498,0.0,0.0,12.2,11.315,84.0,11.408,48.818,156.914
36,2007-01-02T12:00:00,2007-01-02T12:00:00,2007-01-02T18:00:00Z,6.1,1.788,1.501,0.036,0.05,0.0,0.0,0.032,0.007,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.117,0.45916,0.45916,0.45916,0.45916,0.38555,0.00922,0.01284,0.0,0.0,0.00831,0.00188,0.0,0.01019,0.0,0.0,0.0,0.0,0.00113,0.03003,0.0,0.0,0.0,0.0,5.245,0.0,0.0,0.119,0.0,0.0,70.0,70.0,70.0,41.498,0.0,0.0,12.2,11.314,84.0,11.408,19.654,0.0
37,2007-01-02T13:00:00,2007-01-02T13:00:00,2007-01-02T19:00:00Z,7.03,2.06,1.535,0.037,0.05,0.0,0.237,0.032,0.006,0.0,0.042,0.0,0.0,0.0,0.0,0.004,0.117,0.5087,0.5087,0.5087,0.5087,0.37912,0.00907,0.01235,0.0,0.05849,0.00799,0.00145,0.0,0.01029,0.0,0.0,0.0,0.0,0.00108,0.02887,0.0,0.0,0.0,0.0,5.364,0.0,0.0,0.119,0.0,0.0,70.0,70.0,70.0,43.669,0.0,0.0,12.2,11.313,84.0,13.869,28.53,0.0
38,2007-01-02T14:00:00,2007-01-02T14:00:00,2007-01-02T20:00:00Z,6.121,1.794,1.507,0.036,0.05,0.0,0.0,0.032,0.005,0.0,0.042,0.0,0.0,0.0,0.0,0.004,0.117,0.43387,0.43387,0.43387,0.43387,0.36452,0.00872,0.01209,0.0,0.0,0.00783,0.0013,0.0,0.01007,0.0,0.0,0.0,0.0,0.00106,0.02828,0.0,0.0,0.0,0.0,5.266,0.0,0.0,0.125,0.0,0.0,70.0,70.0,70.0,42.612,0.0,0.0,12.2,11.702,91.0,12.751,18.069,0.0
39,2007-01-02T15:00:00,2007-01-02T15:00:00,2007-01-02T21:00:00Z,5.528,1.62,1.337,0.032,0.05,0.0,0.0,0.032,0.005,0.0,0.042,0.0,0.0,0.0,0.0,0.004,0.117,0.40184,0.40184,0.40184,0.40184,0.33172,0.00794,0.0124,0.0,0.0,0.00803,0.00133,0.0,0.01033,0.0,0.0,0.0,0.0,0.00109,0.029,0.0,0.0,0.0,0.0,4.673,0.0,0.0,0.123,0.0,0.0,70.0,70.0,70.0,38.541,0.0,0.0,15.8,14.34,77.0,9.171,30.115,1.902
40,2007-01-02T16:00:00,2007-01-02T16:00:00,2007-01-02T22:00:00Z,5.632,1.65,1.368,0.033,0.05,0.0,0.0,0.032,0.006,0.0,0.041,0.0,0.0,0.0,0.0,0.004,0.117,0.47703,0.47703,0.47703,0.47703,0.39526,0.00946,0.01445,0.0,0.0,0.00936,0.00169,0.0,0.01175,0.0,0.0,0.0,0.0,0.00127,0.03379,0.0,0.0,0.0,0.0,4.778,0.0,0.0,0.122,0.0,0.0,70.0,70.0,70.0,40.08,0.0,0.0,15.8,14.787,84.0,11.408,15.85,0.0
41,2007-01-02T17:00:00,2007-01-02T17:00:00,2007-01-02T23:00:00Z,6.948,2.036,1.439,0.034,0.05,0.0,0.307,0.032,0.009,0.0,0.044,0.0,0.0,0.0,0.0,0.004,0.117,0.87809,0.87809,0.87809,0.87809,0.62034,0.01484,0.02156,0.0,0.13226,0.01396,0.004,0.0,0.01882,0.0,0.0,0.0,0.0,0.00189,0.05042,0.0,0.0,1.299,0.464,5.026,0.0,1.216,0.121,0.0,0.0,70.0,70.0,70.0,42.323,0.0,0.0,15.8,14.787,84.0,13.869,1.268,0.0
42,2007-01-02T18:00:00,2007-01-02T18:00:00,2007-01-03T00:00:00Z,12.203,3.576,2.384,0.057,0.05,0.0,0.207,0.525,0.018,0.03,0.048,0.0,0.0,0.0,0.0,0.013,0.245,1.59263,1.59263,1.59263,1.59263,1.06176,0.0254,0.02227,0.0,0.0922,0.23373,0.00804,0.01336,0.0212,0.0,0.0,0.0,0.0,0.00561,0.10906,0.0,0.0,0.516,0.184,8.33,0.0,0.485,0.122,0.0,0.0,70.0,70.0,70.0,12.587,99.99,0.0,15.8,14.788,84.0,13.869,0.0,0.0
43,2007-01-02T19:00:00,2007-01-02T19:00:00,2007-01-03T01:00:00Z,6.78,1.987,0.935,0.022,0.05,0.0,0.0,0.641,0.024,0.0,0.05,0.0,0.0,0.0,0.0,0.015,0.25,0.90901,0.90901,0.90901,0.90901,0.42777,0.01023,0.02287,0.0,0.0,0.29345,0.01094,0.0,0.02269,0.0,0.0,0.0,0.0,0.00685,0.11422,0.0,0.0,0.0,0.0,3.267,0.0,0.0,0.119,0.0,0.0,70.0,70.0,70.0,41.232,0.0,0.0,15.8,14.787,84.0,12.751,0.0,0.0
44,2007-01-02T20:00:00,2007-01-02T20:00:00,2007-01-03T02:00:00Z,7.162,2.099,0.815,0.02,0.05,0.0,0.237,0.647,0.032,0.0,0.048,0.0,0.0,0.0,0.0,0.016,0.236,0.89727,0.89727,0.89727,0.89727,0.34841,0.00834,0.02137,0.0,0.10126,0.27645,0.01356,0.0,0.02035,0.0,0.0,0.0,0.0,0.00681,0.10071,0.0,0.0,0.0,0.0,2.848,0.0,0.0,0.118,0.0,0.0,70.0,70.0,70.0,38.541,0.0,0.0,15.8,15.295,92.0,9.171,0.0,0.0
