,Time,TimeDST,TimeUTC,Energy Use: Total,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Heating Heat Pump Backup Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Ceiling Fan,End Use: Electricity: Plug Loads,End Use: Natural Gas: Heating Heat Pump Backup,End Use: Natural Gas: Hot Water,Emissions: CO2e: LRMER_MidCase_15: Total,Emissions: CO2e: LRMER_MidCase_15: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Net,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Heat Pump Backup Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Interior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Exterior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Mech Vent,Emissions: CO2e: LRMER_MidCase_15: Electricity: Refrigerator,Emissions: CO2e: LRMER_MidCase_15: Electricity: Dishwasher,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Washer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Dryer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Electricity: Ceiling Fan,Emissions: CO2e: LRMER_MidCase_15: Electricity: Plug Loads,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Heating Heat Pump Backup,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Hot Water,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Heating: Heat Pump Backup,Load: Cooling: Delivered,Load: Hot Water: Delivered,Load: Hot Water: Tank Losses,Unmet Hours: Heating,Unmet Hours: Cooling,Temperature: Conditioned Space,Temperature: Heating Setpoint,Temperature: Cooling Setpoint,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
24,2007-01-02T00:00:00,2007-01-02T00:00:00,2007-01-02T06:00:00Z,10.042,0.316,8.965,0.05,0.0,0.025,0.0,0.0,0.032,0.031,0.015,0.041,0.0,0.0,0.0,0.0,0.004,0.117,7.836,1.129,1.47497,1.47497,0.15437,0.15437,1.3206,0.02446,0.0,0.01246,0.0,0.0,0.01583,0.01504,0.00734,0.01989,0.0,0.0,0.0,0.0,0.00215,0.0572,1.15428,0.16632,0.0,0.0,0.882,0.315,6.356,6.356,0.0,0.825,0.435,0.0,0.0,70.0,70.0,70.0,35.817,50.006,0.0,6.8,6.04,83.0,6.935,0.0,0.0
25,2007-01-02T01:00:00,2007-01-02T01:00:00,2007-01-02T07:00:00Z,9.196,0.291,8.202,0.05,0.0,0.025,0.0,0.0,0.032,0.022,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.117,5.915,2.286,1.35222,1.35222,0.14409,0.14409,1.20813,0.02474,0.0,0.0126,0.0,0.0,0.01601,0.0111,0.0,0.01963,0.0,0.0,0.0,0.0,0.00217,0.05784,0.87135,0.33678,0.0,0.0,1.323,0.473,4.819,4.819,0.0,1.242,0.438,0.0,0.0,70.0,70.0,70.0,63.862,0.0,0.0,6.8,6.039,83.0,6.935,0.0,0.0
26,2007-01-02T02:00:00,2007-01-02T02:00:00,2007-01-02T08:00:00Z,7.835,0.29,6.845,0.05,0.0,0.025,0.0,0.0,0.032,0.022,0.0,0.039,0.0,0.0,0.0,0.0,0.004,0.117,5.742,1.103,1.15217,1.15217,0.14392,0.14392,1.00825,0.02479,0.0,0.01263,0.0,0.0,0.01605,0.01113,0.0,0.01918,0.0,0.0,0.0,0.0,0.00217,0.05797,0.84575,0.1625,0.0,0.0,0.0,0.0,4.68,4.68,0.0,0.0,0.439,0.0,0.0,70.0,70.0,70.0,63.773,0.0,0.0,8.6,7.782,83.0,8.053,0.0,0.0
27,2007-01-02T03:00:00,2007-01-02T03:00:00,2007-01-02T09:00:00Z,6.717,0.289,5.73,0.05,0.0,0.025,0.0,0.0,0.032,0.022,0.0,0.038,0.0,0.0,0.0,0.0,0.004,0.117,5.73,0.0,0.98525,0.98525,0.1412,0.1412,0.84405,0.02441,0.0,0.01244,0.0,0.0,0.0158,0.01095,0.0,0.0184,0.0,0.0,0.0,0.0,0.00214,0.05707,0.84405,0.0,0.0,0.0,0.0,0.0,4.671,4.671,0.0,0.0,0.434,0.0,0.0,70.0,70.0,70.0,62.753,0.0,0.0,8.6,8.168,91.0,6.935,0.0,0.0
28,2007-01-02T04:00:00,2007-01-02T04:00:00,2007-01-02T10:00:00Z,7.942,0.288,6.958,0.05,0.0,0.025,0.0,0.0,0.032,0.022,0.0,0.037,0.0,0.0,0.0,0.0,0.004,0.117,5.855,1.103,1.16645,1.16645,0.14154,0.14154,1.02491,0.02455,0.0,0.01251,0.0,0.0,0.01589,0.01102,0.0,0.01802,0.0,0.0,0.0,0.0,0.00215,0.0574,0.86241,0.1625,0.0,0.0,0.0,0.0,4.771,4.771,0.0,0.0,0.44,0.0,0.0,70.0,70.0,70.0,65.459,0.0,0.0,10.4,9.522,83.0,10.29,0.0,0.0
29,2007-01-02T05:00:00,2007-01-02T05:00:00,2007-01-02T11:00:00Z,6.74,0.287,5.76,0.05,0.0,0.025,0.0,0.0,0.032,0.022,0.0,0.036,0.0,0.0,0.0,0.0,0.004,0.117,5.76,0.0,0.9866,0.9866,0.13814,0.13814,0.84845,0.02404,0.0,0.01225,0.0,0.0,0.01556,0.01079,0.0,0.01717,0.0,0.0,0.0,0.0,0.00211,0.05622,0.84845,0.0,0.0,0.0,0.0,0.0,4.695,4.695,0.0,0.0,0.434,0.0,0.0,70.0,70.0,70.0,63.945,0.0,0.0,10.4,9.522,83.0,9.171,0.0,0.0
30,2007-01-02T06:00:00,2007-01-02T06:00:00,2007-01-02T12:00:00Z,8.014,0.283,7.049,0.05,0.0,0.025,0.0,0.0,0.032,0.018,0.0,0.036,0.0,0.0,0.0,0.0,0.004,0.117,5.945,1.103,1.16842,1.16842,0.13017,0.13017,1.03826,0.02301,0.0,0.01172,0.0,0.0,0.01489,0.00831,0.0,0.01643,0.0,0.0,0.0,0.0,0.00202,0.0538,0.87575,0.1625,0.0,0.0,0.0,0.0,4.843,4.843,0.0,0.0,0.441,0.0,0.0,70.0,70.0,70.0,65.459,0.0,0.0,10.4,9.521,83.0,10.29,0.0,0.0
31,2007-01-02T07:00:00,2007-01-02T07:00:00,2007-01-02T13:00:00Z,9.575,0.547,7.71,0.05,0.0,0.025,0.0,0.0,0.232,0.017,0.0,0.038,0.0,0.0,0.0,0.0,0.01,0.174,5.42,2.29,1.38727,1.38727,0.25164,0.25164,1.13563,0.02302,0.0,0.01173,0.0,0.0,0.10677,0.00786,0.0,0.01735,0.0,0.0,0.0,0.0,0.0047,0.08021,0.79839,0.33724,0.0,0.0,1.387,0.496,4.423,4.423,0.0,1.302,0.437,0.0,0.0,70.0,70.0,70.0,64.503,0.0,0.0,10.94,10.043,83.0,9.843,0.0,0.0
32,2007-01-02T08:00:00,2007-01-02T08:00:00,2007-01-02T14:00:00Z,6.587,0.285,5.614,0.05,0.0,0.025,0.0,0.0,0.032,0.017,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.117,5.614,0.0,0.9519,0.9519,0.12503,0.12503,0.82687,0.0219,0.0,0.01116,0.0,0.0,0.01418,0.00727,0.0,0.01738,0.0,0.0,0.0,0.0,0.00192,0.05122,0.82687,0.0,0.0,0.0,0.0,0.0,4.578,4.578,0.0,0.0,0.434,0.0,0.0,70.0,70.0,70.0,62.858,0.0,0.0,12.2,11.315,84.0,9.171,0.0,0.0
33,2007-01-02T09:00:00,2007-01-02T09:00:00,2007-01-02T15:00:00Z,7.928,0.286,6.952,0.05,0.0,0.025,0.0,0.0,0.032,0.016,0.0,0.041,0.0,0.0,0.0,0.0,0.004,0.117,5.849,1.103,1.11296,1.11296,0.08888,0.08888,1.02408,0.01554,0.0,0.00792,0.0,0.0,0.01006,0.005,0.0,0.01264,0.0,0.0,0.0,0.0,0.00136,0.03634,0.86158,0.1625,0.0,0.0,0.0,0.0,4.766,4.766,0.0,0.0,0.44,0.0,0.0,70.0,70.0,70.0,64.397,0.0,0.0,12.2,11.315,84.0,10.29,0.0,0.0
34,2007-01-02T10:00:00,2007-01-02T10:00:00,2007-01-02T16:00:00Z,6.598,0.283,5.631,0.05,0.0,0.025,0.0,0.0,0.032,0.014,0.0,0.041,0.0,0.0,0.0,0.0,0.004,0.117,5.631,0.0,0.90783,0.90783,0.07837,0.07837,0.82946,0.01382,0.0,0.00704,0.0,0.0,0.00895,0.00378,0.0,0.01124,0.0,0.0,0.0,0.0,0.00121,0.03232,0.82946,0.0,0.0,0.0,0.0,0.0,4.592,4.592,0.0,0.0,0.434,0.0,0.0,70.0,70.0,70.0,65.142,0.0,0.0,14.0,12.576,76.0,11.408,28.53,35.187
35,2007-01-02T11:00:00,2007-01-02T11:00:00,2007-01-02T17:00:00Z,10.44,0.28,9.486,0.05,0.0,0.025,0.0,0.0,0.032,0.011,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.117,5.972,3.514,1.471,1.471,0.07371,0.07371,1.39729,0.01318,0.0,0.00672,0.0,0.0,0.00853,0.00283,0.0,0.01046,0.0,0.0,0.0,0.0,0.00116,0.03083,0.87966,0.51763,0.0,0.0,2.204,0.787,4.864,4.864,0.0,2.069,0.438,0.0,0.0,70.0,70.0,70.0,66.182,0.0,0.0,12.2,11.315,84.0,11.408,48.818,156.914
