,Time,TimeDST,TimeUTC,Energy Use: Total,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Heating Heat Pump Backup Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Ceiling Fan,End Use: Electricity: Plug Loads,End Use: Natural Gas: Heating Heat Pump Backup,End Use: Natural Gas: Hot Water,Emissions: CO2e: LRMER_MidCase_15: Total,Emissions: CO2e: LRMER_MidCase_15: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Net,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Heat Pump Backup Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Interior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Exterior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Mech Vent,Emissions: CO2e: LRMER_MidCase_15: Electricity: Refrigerator,Emissions: CO2e: LRMER_MidCase_15: Electricity: Dishwasher,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Washer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Dryer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Electricity: Ceiling Fan,Emissions: CO2e: LRMER_MidCase_15: Electricity: Plug Loads,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Heating Heat Pump Backup,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Hot Water,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Heating: Heat Pump Backup,Load: Cooling: Delivered,Load: Hot Water: Delivered,Load: Hot Water: Tank Losses,Unmet Hours: Heating,Unmet Hours: Cooling,Temperature: Conditioned Space,Temperature: Heating Setpoint,Temperature: Cooling Setpoint,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
1,2007-01-01T01:00:00,2007-01-01T01:00:00,2007-01-01T07:00:00Z,8.734,0.291,7.74,0.05,0.0,0.025,0.0,0.0,0.032,0.022,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.117,7.74,0.0,1.28421,1.28421,0.14409,0.14409,1.14011,0.02474,0.0,0.0126,0.0,0.0,0.01601,0.0111,0.0,0.01963,0.0,0.0,0.0,0.0,0.00217,0.05784,1.14011,0.0,0.0,0.0,0.0,0.0,6.279,6.279,0.0,0.0,0.444,0.0,0.0,70.0,70.0,70.0,69.081,0.0,0.0,-4.0,-4.897,68.0,4.698,0.0,0.0
2,2007-01-01T02:00:00,2007-01-01T02:00:00,2007-01-01T08:00:00Z,10.928,0.29,9.937,0.05,0.0,0.025,0.0,0.0,0.032,0.022,0.0,0.039,0.0,0.0,0.0,0.0,0.004,0.117,8.834,1.103,1.60769,1.60769,0.14392,0.14392,1.46377,0.02479,0.0,0.01263,0.0,0.0,0.01605,0.01113,0.0,0.01918,0.0,0.0,0.0,0.0,0.00217,0.05797,1.30131,0.16246,0.0,0.0,0.0,0.0,7.154,7.154,0.0,0.0,0.431,0.0,0.0,70.0,70.0,70.0,74.696,0.0,0.0,-5.8,-6.651,67.0,10.29,0.0,0.0
3,2007-01-01T03:00:00,2007-01-01T03:00:00,2007-01-01T09:00:00Z,9.578,0.289,8.591,0.05,0.0,0.025,0.0,0.0,0.032,0.022,0.0,0.038,0.0,0.0,0.0,0.0,0.004,0.117,8.591,0.0,1.40667,1.40667,0.1412,0.1412,1.26547,0.02441,0.0,0.01244,0.0,0.0,0.0158,0.01095,0.0,0.0184,0.0,0.0,0.0,0.0,0.00214,0.05707,1.26547,0.0,0.0,0.0,0.0,0.0,6.96,6.96,0.0,0.0,0.443,0.0,0.0,70.0,70.0,70.0,71.368,0.0,0.0,-5.8,-6.804,61.0,6.935,0.0,0.0
4,2007-01-01T04:00:00,2007-01-01T04:00:00,2007-01-01T10:00:00Z,10.899,0.288,9.916,0.05,0.0,0.025,0.0,0.0,0.032,0.022,0.0,0.037,0.0,0.0,0.0,0.0,0.004,0.117,8.813,1.103,1.60211,1.60211,0.14154,0.14154,1.46057,0.02455,0.0,0.01251,0.0,0.0,0.01589,0.01102,0.0,0.01802,0.0,0.0,0.0,0.0,0.00215,0.0574,1.29811,0.16246,0.0,0.0,0.0,0.0,7.137,7.137,0.0,0.0,0.431,0.0,0.0,70.0,70.0,70.0,72.267,0.0,0.0,-5.8,-6.804,61.0,8.053,0.0,0.0
5,2007-01-01T05:00:00,2007-01-01T05:00:00,2007-01-01T11:00:00Z,9.89,0.287,8.909,0.05,0.0,0.025,0.0,0.0,0.032,0.022,0.0,0.036,0.0,0.0,0.0,0.0,0.004,0.117,8.909,0.0,1.45048,1.45048,0.13814,0.13814,1.31234,0.02404,0.0,0.01225,0.0,0.0,0.01556,0.01079,0.0,0.01717,0.0,0.0,0.0,0.0,0.00211,0.05622,1.31234,0.0,0.0,0.0,0.0,0.0,7.214,7.214,0.0,0.0,0.443,0.0,0.0,70.0,70.0,70.0,72.267,0.0,0.0,-5.8,-6.649,67.0,8.053,0.0,0.0
6,2007-01-01T06:00:00,2007-01-01T06:00:00,2007-01-01T12:00:00Z,10.823,0.283,9.858,0.05,0.0,0.025,0.0,0.0,0.032,0.018,0.0,0.036,0.0,0.0,0.0,0.0,0.004,0.117,8.755,1.103,1.58226,1.58226,0.13017,0.13017,1.45209,0.02301,0.0,0.01172,0.0,0.0,0.01489,0.00831,0.0,0.01643,0.0,0.0,0.0,0.0,0.00202,0.0538,1.28962,0.16247,0.0,0.0,0.0,0.0,7.091,7.091,0.0,0.0,0.432,0.0,0.0,70.0,70.0,70.0,70.667,0.0,0.0,-5.8,-6.443,75.0,5.816,0.0,0.0
7,2007-01-01T07:00:00,2007-01-01T07:00:00,2007-01-01T13:00:00Z,12.44,0.547,10.575,0.05,0.0,0.025,0.0,0.0,0.232,0.017,0.0,0.038,0.0,0.0,0.0,0.0,0.01,0.174,8.262,2.313,1.80927,1.80927,0.25164,0.25164,1.55763,0.02302,0.0,0.01173,0.0,0.0,0.10677,0.00786,0.0,0.01735,0.0,0.0,0.0,0.0,0.0047,0.08021,1.21693,0.3407,0.0,0.0,1.769,0.632,6.696,6.696,0.0,1.66,0.438,0.0,0.0,70.0,70.0,70.0,71.233,0.0,0.0,-4.0,-4.896,68.0,8.053,0.0,0.0
8,2007-01-01T08:00:00,2007-01-01T08:00:00,2007-01-01T14:00:00Z,9.164,0.285,8.19,0.05,0.0,0.025,0.0,0.0,0.032,0.017,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.117,8.19,0.0,1.33144,1.33144,0.12503,0.12503,1.20641,0.0219,0.0,0.01116,0.0,0.0,0.01418,0.00727,0.0,0.01738,0.0,0.0,0.0,0.0,0.00192,0.05122,1.20641,0.0,0.0,0.0,0.0,0.0,6.639,6.639,0.0,0.0,0.432,0.0,0.0,70.0,70.0,70.0,68.543,0.0,0.0,-2.2,-3.355,62.0,5.816,0.0,0.0
9,2007-01-01T09:00:00,2007-01-01T09:00:00,2007-01-01T15:00:00Z,10.718,0.286,9.742,0.05,0.0,0.025,0.0,0.0,0.032,0.016,0.0,0.041,0.0,0.0,0.0,0.0,0.004,0.117,8.639,1.103,1.52387,1.52387,0.08888,0.08888,1.43499,0.01554,0.0,0.00792,0.0,0.0,0.01006,0.005,0.0,0.01264,0.0,0.0,0.0,0.0,0.00136,0.03634,1.27248,0.16251,0.0,0.0,0.0,0.0,6.998,6.998,0.0,0.0,0.442,0.0,0.0,70.0,70.0,70.0,71.33,0.0,0.0,-2.2,-3.355,62.0,9.171,0.0,0.0
10,2007-01-01T10:00:00,2007-01-01T10:00:00,2007-01-01T16:00:00Z,9.012,0.283,8.044,0.05,0.0,0.025,0.0,0.0,0.032,0.014,0.0,0.041,0.0,0.0,0.0,0.0,0.004,0.117,8.044,0.0,1.2633,1.2633,0.07837,0.07837,1.18493,0.01382,0.0,0.00704,0.0,0.0,0.00895,0.00378,0.0,0.01124,0.0,0.0,0.0,0.0,0.00121,0.03232,1.18493,0.0,0.0,0.0,0.0,0.0,6.522,6.522,0.0,0.0,0.431,0.0,0.0,70.0,70.0,70.0,69.142,0.0,0.0,-0.4,-1.652,62.0,8.053,23.775,183.542
11,2007-01-01T11:00:00,2007-01-01T11:00:00,2007-01-01T17:00:00Z,10.027,0.28,9.073,0.05,0.0,0.025,0.0,0.0,0.032,0.011,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.117,7.957,1.116,1.41022,1.41022,0.07371,0.07371,1.3365,0.01318,0.0,0.00672,0.0,0.0,0.00853,0.00283,0.0,0.01046,0.0,0.0,0.0,0.0,0.00116,0.03083,1.17208,0.16442,0.0,0.0,0.44,0.157,6.453,6.453,0.0,0.413,0.437,0.0,0.0,70.0,70.0,70.0,70.658,0.0,0.0,1.4,0.043,62.0,10.29,23.141,227.288
12,2007-01-01T12:00:00,2007-01-01T12:00:00,2007-01-01T18:00:00Z,9.577,0.276,8.635,0.05,0.0,0.025,0.0,0.0,0.032,0.007,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.117,7.531,1.103,1.3428,1.3428,0.07092,0.07092,1.27187,0.01284,0.0,0.00654,0.0,0.0,0.00831,0.00188,0.0,0.01019,0.0,0.0,0.0,0.0,0.00113,0.03003,1.10936,0.16251,0.0,0.0,0.0,0.0,6.112,6.112,0.0,0.0,0.443,0.0,0.0,70.0,70.0,70.0,69.633,0.0,0.0,3.2,1.499,56.0,10.29,19.654,257.72
13,2007-01-01T13:00:00,2007-01-01T13:00:00,2007-01-01T19:00:00Z,7.877,0.277,6.933,0.05,0.0,0.025,0.0,0.0,0.032,0.006,0.0,0.042,0.0,0.0,0.0,0.0,0.004,0.117,6.933,0.0,1.08949,1.08949,0.06831,0.06831,1.02118,0.01235,0.0,0.00629,0.0,0.0,0.00799,0.00145,0.0,0.01029,0.0,0.0,0.0,0.0,0.00108,0.02887,1.02118,0.0,0.0,0.0,0.0,0.0,5.633,5.633,0.0,0.0,0.431,0.0,0.0,70.0,70.0,70.0,67.157,0.0,0.0,5.0,2.952,51.0,9.171,37.723,218.412
14,2007-01-01T14:00:00,2007-01-01T14:00:00,2007-01-01T20:00:00Z,9.121,0.276,8.179,0.05,0.0,0.025,0.0,0.0,0.032,0.005,0.0,0.042,0.0,0.0,0.0,0.0,0.004,0.117,7.076,1.103,1.27154,1.27154,0.06679,0.06679,1.20474,0.01209,0.0,0.00616,0.0,0.0,0.00783,0.0013,0.0,0.01007,0.0,0.0,0.0,0.0,0.00106,0.02828,1.04223,0.16252,0.0,0.0,0.0,0.0,5.747,5.747,0.0,0.0,0.443,0.0,0.0,70.0,70.0,70.0,68.6,0.0,0.0,5.0,2.952,51.0,10.29,47.867,61.815
15,2007-01-01T15:00:00,2007-01-01T15:00:00,2007-01-01T21:00:00Z,7.465,0.276,6.523,0.05,0.0,0.025,0.0,0.0,0.032,0.005,0.0,0.042,0.0,0.0,0.0,0.0,0.004,0.117,6.523,0.0,1.0293,1.0293,0.0685,0.0685,0.9608,0.0124,0.0,0.00632,0.0,0.0,0.00803,0.00133,0.0,0.01033,0.0,0.0,0.0,0.0,0.00109,0.029,0.9608,0.0,0.0,0.0,0.0,0.0,5.305,5.305,0.0,0.0,0.43,0.0,0.0,70.0,70.0,70.0,64.864,0.0,0.0,6.8,4.412,47.0,8.053,27.262,0.0
16,2007-01-01T16:00:00,2007-01-01T16:00:00,2007-01-01T22:00:00Z,8.613,0.276,7.672,0.05,0.0,0.025,0.0,0.0,0.032,0.006,0.0,0.041,0.0,0.0,0.0,0.0,0.004,0.117,6.569,1.103,1.20981,1.20981,0.07968,0.07968,1.13013,0.01445,0.0,0.00736,0.0,0.0,0.00936,0.00169,0.0,0.01175,0.0,0.0,0.0,0.0,0.00127,0.03379,0.96761,0.16252,0.0,0.0,0.0,0.0,5.342,5.342,0.0,0.0,0.444,0.0,0.0,70.0,70.0,70.0,64.864,0.0,0.0,6.8,4.411,47.0,8.053,17.752,32.651
17,2007-01-01T17:00:00,2007-01-01T17:00:00,2007-01-01T23:00:00Z,9.872,0.822,7.069,0.05,0.0,0.025,0.0,0.0,0.032,0.009,0.0,0.044,0.0,0.0,0.0,0.54,0.004,0.117,5.966,1.103,1.39549,1.39549,0.35429,0.35429,1.0412,0.02156,0.0,0.01099,0.0,0.0,0.01396,0.004,0.0,0.01882,0.0,0.0,0.0,0.23266,0.00189,0.05042,0.87874,0.16246,0.0,0.0,0.0,0.0,4.859,4.859,0.0,0.0,0.43,0.0,0.0,70.0,70.0,70.0,67.56,0.0,0.0,6.8,4.64,52.0,10.29,1.585,22.19
18,2007-01-01T18:00:00,2007-01-01T18:00:00,2007-01-02T00:00:00Z,14.244,0.953,10.99,0.05,0.0,0.025,0.0,0.0,0.525,0.018,0.03,0.048,0.0,0.0,0.0,0.0,0.013,0.245,10.99,0.0,2.0435,2.0435,0.42462,0.42462,1.61889,0.02227,0.0,0.01135,0.0,0.0,0.23373,0.00804,0.01336,0.0212,0.0,0.0,0.0,0.0,0.00561,0.10906,1.61889,0.0,0.0,0.0,0.0,0.0,8.879,8.879,0.0,0.0,0.444,0.0,0.0,70.0,70.0,70.0,26.303,99.99,0.0,6.8,4.867,57.0,9.171,0.0,0.0
19,2007-01-01T19:00:00,2007-01-01T19:00:00,2007-01-02T01:00:00Z,12.956,1.313,8.474,0.05,0.0,0.025,0.0,0.0,0.641,0.024,0.0,0.05,0.258,0.0,0.0,0.0,0.015,0.25,4.924,3.551,1.84906,1.84906,0.60079,0.60079,1.24827,0.02287,0.0,0.01165,0.0,0.0,0.29345,0.01094,0.0,0.02269,0.11813,0.0,0.0,0.0,0.00685,0.11422,0.72528,0.52299,0.0,3.506,0.0,0.0,4.026,4.026,0.0,2.42,0.437,0.0,0.0,70.0,70.0,70.0,67.56,0.0,0.0,6.8,5.411,69.0,10.29,0.0,0.0
20,2007-01-01T20:00:00,2007-01-01T20:00:00,2007-01-02T02:00:00Z,9.634,1.053,6.041,0.05,0.0,0.025,0.0,0.0,0.647,0.032,0.0,0.048,0.0,0.0,0.0,0.0,0.016,0.236,4.92,1.121,1.33992,1.33992,0.45015,0.45015,0.88977,0.02137,0.0,0.01089,0.0,0.0,0.27645,0.01356,0.0,0.02035,0.0,0.0,0.0,0.0,0.00681,0.10071,0.72466,0.1651,0.0,0.819,0.0,0.0,4.023,4.023,0.0,0.565,0.436,0.0,0.0,70.0,70.0,70.0,67.157,0.0,0.0,5.0,4.295,83.0,9.171,0.0,0.0
21,2007-01-01T21:00:00,2007-01-01T21:00:00,2007-01-02T03:00:00Z,8.981,0.94,5.773,0.05,0.0,0.025,0.0,0.0,0.535,0.044,0.0,0.047,0.0,0.0,0.0,0.0,0.017,0.221,4.657,1.116,1.24973,1.24973,0.39933,0.39933,0.8504,0.02124,0.0,0.01082,0.0,0.0,0.22742,0.01886,0.0,0.0198,0.0,0.0,0.0,0.0,0.00717,0.094,0.686,0.16441,0.0,0.0,0.441,0.158,3.813,3.813,0.0,0.413,0.437,0.0,0.0,70.0,70.0,70.0,66.095,0.0,0.0,6.8,5.725,76.0,9.171,0.0,0.0
22,2007-01-01T22:00:00,2007-01-01T22:00:00,2007-01-02T04:00:00Z,11.023,0.804,8.279,0.05,0.0,0.025,0.0,0.0,0.404,0.051,0.0,0.046,0.0,0.0,0.0,0.0,0.016,0.212,4.808,3.471,1.58829,1.58829,0.36883,0.36883,1.21946,0.02293,0.0,0.01168,0.0,0.0,0.18509,0.02349,0.0,0.02092,0.0,0.0,0.0,0.0,0.00752,0.0972,0.70821,0.51125,0.0,0.0,1.764,0.63,3.933,3.933,0.0,1.652,0.437,0.0,0.0,70.0,70.0,70.0,64.864,0.0,0.0,6.8,5.725,76.0,8.053,0.0,0.0
23,2007-01-01T23:00:00,2007-01-01T23:00:00,2007-01-02T05:00:00Z,11.894,0.317,10.812,0.05,0.0,0.025,0.0,0.0,0.032,0.044,0.0,0.044,0.0,0.0,0.0,0.0,0.004,0.117,5.887,4.925,1.73537,1.73537,0.14279,0.14279,1.59257,0.02251,0.0,0.01147,0.0,0.0,0.01457,0.01999,0.0,0.01965,0.0,0.0,0.0,0.0,0.00197,0.05264,0.86714,0.72544,0.0,0.0,3.965,1.416,4.796,4.796,0.0,3.716,0.438,0.0,0.0,70.0,70.0,70.0,64.864,0.0,0.0,6.8,6.04,83.0,8.053,0.0,0.0
