Time,TimeDST,TimeUTC,Energy Use: Total,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Heating Heat Pump Backup Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Ceiling Fan,End Use: Electricity: Plug Loads,End Use: Natural Gas: Heating Heat Pump Backup,End Use: Natural Gas: Hot Water,Emissions: CO2e: LRMER_MidCase_15: Total,Emissions: CO2e: LRMER_MidCase_15: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Net,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Heat Pump Backup Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Interior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Exterior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Mech Vent,Emissions: CO2e: LRMER_MidCase_15: Electricity: Refrigerator,Emissions: CO2e: LRMER_MidCase_15: Electricity: Dishwasher,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Washer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Dryer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Electricity: Ceiling Fan,Emissions: CO2e: LRMER_MidCase_15: Electricity: Plug Loads,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Heating Heat Pump Backup,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Hot Water,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Heating: Heat Pump Backup,Load: Cooling: Delivered,Load: Hot Water: Delivered,Load: Hot Water: Tank Losses,Unmet Hours: Heating,Unmet Hours: Cooling,Temperature: Conditioned Space,Temperature: Heating Setpoint,Temperature: Cooling Setpoint,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
,,,kBtu,kWh,kBtu,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kBtu,kBtu,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,gal,gal,gal,gal,kBtu,kBtu,kBtu,kBtu,kBtu,hr,hr,F,F,F,cfm,cfm,cfm,F,F,%,mph,Btu/(hr*ft^2),Btu/(hr*ft^2)
2007-01-01T01:00:00,2007-01-01T01:00:00,2007-01-01T06:00:00Z,17.476,0.329,16.353,0.05,0.0,0.04,0.0,0.0,0.029,0.022,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.143,16.353,0.0,2.78945,2.78945,0.38073,0.38073,2.40872,0.05783,0.0,0.04681,0.0,0.0,0.03333,0.02596,0.0,0.04589,0.0,0.0,0.0,0.0,0.00499,0.16594,2.40872,0.0,0.0,0.0,0.457,0.18,13.22,13.22,0.0,0.396,0.437,0.0,0.0,70.0,70.0,72.0,93.184,0.0,0.0,10.4,8.787,69.0,10.29,0.0,0.0
2007-01-01T02:00:00,2007-01-01T02:00:00,2007-01-01T07:00:00Z,18.887,0.328,17.767,0.05,0.0,0.04,0.0,0.0,0.029,0.022,0.0,0.039,0.0,0.0,0.0,0.0,0.004,0.143,16.664,1.103,2.99132,2.99132,0.37423,0.37423,2.61709,0.05701,0.0,0.04615,0.0,0.0,0.03286,0.02559,0.0,0.04411,0.0,0.0,0.0,0.0,0.00492,0.1636,2.45457,0.16252,0.0,0.0,0.0,0.0,13.469,13.469,0.0,0.0,0.444,0.0,0.0,70.0,70.0,72.0,93.184,0.0,0.0,10.4,8.787,69.0,10.29,0.0,0.0
2007-01-01T03:00:00,2007-01-01T03:00:00,2007-01-01T08:00:00Z,19.22,0.327,18.104,0.05,0.0,0.04,0.0,0.0,0.029,0.022,0.0,0.038,0.0,0.0,0.0,0.0,0.004,0.143,17.196,0.908,3.0395,3.0395,0.37281,0.37281,2.66669,0.05697,0.0,0.04611,0.0,0.0,0.03283,0.02557,0.0,0.04294,0.0,0.0,0.0,0.0,0.00491,0.16347,2.5329,0.13379,0.0,0.0,0.0,0.0,13.895,13.895,0.0,0.0,0.43,0.0,0.0,70.0,70.0,72.0,92.564,0.0,0.0,8.6,7.44,76.0,9.171,0.0,0.0
2007-01-01T04:00:00,2007-01-01T04:00:00,2007-01-01T09:00:00Z,19.107,0.326,17.994,0.05,0.0,0.04,0.0,0.0,0.029,0.022,0.0,0.037,0.0,0.0,0.0,0.0,0.004,0.143,17.799,0.195,3.02459,3.02459,0.37412,0.37412,2.65047,0.05734,0.0,0.04642,0.0,0.0,0.03305,0.02574,0.0,0.04209,0.0,0.0,0.0,0.0,0.00495,0.16454,2.62181,0.02866,0.0,0.0,0.0,0.0,14.377,14.377,0.0,0.0,0.444,0.0,0.0,70.0,70.0,72.0,92.335,0.0,0.0,6.8,5.721,76.0,8.053,0.0,0.0
2007-01-01T05:00:00,2007-01-01T05:00:00,2007-01-01T10:00:00Z,20.705,0.325,19.596,0.05,0.0,0.04,0.0,0.0,0.029,0.022,0.0,0.036,0.0,0.0,0.0,0.0,0.004,0.143,18.493,1.103,3.26149,3.26149,0.37507,0.37507,2.88642,0.05766,0.0,0.04667,0.0,0.0,0.03323,0.02588,0.0,0.04118,0.0,0.0,0.0,0.0,0.00497,0.16546,2.72396,0.16246,0.0,0.0,0.0,0.0,14.932,14.932,0.0,0.0,0.431,0.0,0.0,70.0,70.0,72.0,96.174,0.0,0.0,6.8,5.722,76.0,10.29,0.0,0.0
2007-01-01T06:00:00,2007-01-01T06:00:00,2007-01-01T11:00:00Z,22.072,0.321,20.977,0.05,0.0,0.04,0.0,0.0,0.029,0.018,0.0,0.036,0.0,0.0,0.0,0.0,0.004,0.143,18.656,2.321,3.46625,3.46625,0.3763,0.3763,3.08995,0.05864,0.0,0.04747,0.0,0.0,0.0338,0.02117,0.0,0.04188,0.0,0.0,0.0,0.0,0.00506,0.16828,2.74805,0.3419,0.0,0.0,2.05,0.808,15.063,15.063,0.0,1.781,0.438,0.0,0.0,70.0,70.0,72.0,94.087,0.0,0.0,6.8,5.723,76.0,9.171,0.0,0.0
2007-01-01T07:00:00,2007-01-01T07:00:00,2007-01-01T12:00:00Z,21.684,0.835,18.836,0.05,0.0,0.04,0.0,0.0,0.118,0.017,0.0,0.038,0.0,0.0,0.0,0.386,0.007,0.179,17.733,1.103,3.76706,3.76706,0.99251,0.99251,2.77454,0.05946,0.0,0.04813,0.0,0.0,0.13988,0.02031,0.0,0.04482,0.0,0.0,0.0,0.45893,0.00855,0.21245,2.61208,0.16246,0.0,0.0,0.0,0.0,14.325,14.325,0.0,0.0,0.431,0.0,0.0,70.0,70.0,72.0,91.373,0.0,0.0,5.0,4.0,76.0,5.816,0.0,0.0
2007-01-01T08:00:00,2007-01-01T08:00:00,2007-01-01T13:00:00Z,20.317,0.492,18.638,0.05,0.0,0.04,0.0,0.0,0.145,0.017,0.0,0.04,0.0,0.0,0.0,0.0,0.008,0.193,18.638,0.0,3.32219,3.32219,0.57685,0.57685,2.74533,0.0586,0.0,0.04743,0.0,0.0,0.16956,0.01944,0.0,0.0465,0.0,0.0,0.0,0.0,0.00895,0.22637,2.74533,0.0,0.0,0.0,0.0,0.0,15.048,15.048,0.0,0.0,0.443,0.0,0.0,70.0,70.0,72.0,91.049,0.0,0.0,3.2,2.545,83.0,0.0,0.0,0.0
2007-01-01T09:00:00,2007-01-01T09:00:00,2007-01-01T14:00:00Z,20.601,0.502,18.887,0.05,0.0,0.04,0.0,0.0,0.153,0.016,0.0,0.041,0.0,0.0,0.0,0.0,0.006,0.196,17.784,1.103,3.22995,3.22995,0.44786,0.44786,2.78209,0.04459,0.0,0.03609,0.0,0.0,0.13636,0.01436,0.0,0.03626,0.0,0.0,0.0,0.0,0.00547,0.17472,2.61963,0.16246,0.0,0.0,0.0,0.0,14.366,14.366,0.0,0.0,0.431,0.0,0.0,70.0,70.0,72.0,87.829,0.0,0.0,6.8,5.725,76.0,0.0,0.0,0.0
