Time,TimeDST,TimeUTC,Energy Use: Total,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Heating Heat Pump Backup Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Ceiling Fan,End Use: Electricity: Plug Loads,End Use: Natural Gas: Heating Heat Pump Backup,End Use: Natural Gas: Hot Water,Emissions: CO2e: LRMER_MidCase_15: Total,Emissions: CO2e: LRMER_MidCase_15: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Net,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Heat Pump Backup Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Interior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Exterior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Mech Vent,Emissions: CO2e: LRMER_MidCase_15: Electricity: Refrigerator,Emissions: CO2e: LRMER_MidCase_15: Electricity: Dishwasher,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Washer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Dryer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Electricity: Ceiling Fan,Emissions: CO2e: LRMER_MidCase_15: Electricity: Plug Loads,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Heating Heat Pump Backup,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Hot Water,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Heating: Heat Pump Backup,Load: Cooling: Delivered,Load: Hot Water: Delivered,Load: Hot Water: Tank Losses,Unmet Hours: Heating,Unmet Hours: Cooling,Temperature: Conditioned Space,Temperature: Heating Setpoint,Temperature: Cooling Setpoint,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
,,,kBtu,kWh,kBtu,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kBtu,kBtu,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,gal,gal,gal,gal,kBtu,kBtu,kBtu,kBtu,kBtu,hr,hr,F,F,F,cfm,cfm,cfm,F,F,%,mph,Btu/(hr*ft^2),Btu/(hr*ft^2)
2007-01-01T01:00:00,2007-01-01T01:00:00,2007-01-01T06:00:00Z,18.896,0.423,17.453,0.05,0.0,0.116,0.0,0.0,0.035,0.025,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.153,17.453,0.0,3.06005,3.06005,0.48919,0.48919,2.57086,0.05783,0.0,0.13461,0.0,0.0,0.03998,0.02854,0.0,0.04589,0.0,0.0,0.0,0.0,0.00499,0.17736,2.57086,0.0,0.0,0.0,0.457,0.18,14.36,14.36,0.0,0.396,0.437,0.0,0.0,70.0,70.0,72.0,124.294,0.0,0.0,10.4,8.787,69.0,10.29,0.0,0.0
2007-01-01T02:00:00,2007-01-01T02:00:00,2007-01-01T07:00:00Z,20.312,0.422,18.872,0.05,0.0,0.116,0.0,0.0,0.035,0.025,0.0,0.039,0.0,0.0,0.0,0.0,0.004,0.153,17.768,1.103,3.26096,3.26096,0.48116,0.48116,2.7798,0.05701,0.0,0.13271,0.0,0.0,0.03942,0.02814,0.0,0.04411,0.0,0.0,0.0,0.0,0.00492,0.17486,2.61728,0.16252,0.0,0.0,0.0,0.0,14.612,14.612,0.0,0.0,0.444,0.0,0.0,70.0,70.0,72.0,124.294,0.0,0.0,10.4,8.787,69.0,10.29,0.0,0.0
2007-01-01T03:00:00,2007-01-01T03:00:00,2007-01-01T08:00:00Z,20.71,0.421,19.273,0.05,0.0,0.116,0.0,0.0,0.035,0.025,0.0,0.038,0.0,0.0,0.0,0.0,0.004,0.153,18.365,0.908,3.31863,3.31863,0.47966,0.47966,2.83897,0.05697,0.0,0.13261,0.0,0.0,0.03939,0.02811,0.0,0.04294,0.0,0.0,0.0,0.0,0.00491,0.17472,2.70518,0.13379,0.0,0.0,0.0,0.0,15.089,15.089,0.0,0.0,0.43,0.0,0.0,70.0,70.0,72.0,123.467,0.0,0.0,8.6,7.44,76.0,9.171,0.0,0.0
2007-01-01T04:00:00,2007-01-01T04:00:00,2007-01-01T09:00:00Z,20.653,0.42,19.22,0.05,0.0,0.116,0.0,0.0,0.035,0.025,0.0,0.037,0.0,0.0,0.0,0.0,0.004,0.153,19.026,0.195,3.3128,3.3128,0.48168,0.48168,2.83113,0.05734,0.0,0.13348,0.0,0.0,0.03965,0.0283,0.0,0.04209,0.0,0.0,0.0,0.0,0.00495,0.17587,2.80247,0.02866,0.0,0.0,0.0,0.0,15.618,15.618,0.0,0.0,0.444,0.0,0.0,70.0,70.0,72.0,123.162,0.0,0.0,6.8,5.721,76.0,8.053,0.0,0.0
2007-01-01T05:00:00,2007-01-01T05:00:00,2007-01-01T10:00:00Z,22.339,0.419,20.909,0.05,0.0,0.116,0.0,0.0,0.035,0.025,0.0,0.036,0.0,0.0,0.0,0.0,0.004,0.153,19.806,1.103,3.56315,3.56315,0.48322,0.48322,3.07993,0.05766,0.0,0.13423,0.0,0.0,0.03987,0.02846,0.0,0.04118,0.0,0.0,0.0,0.0,0.00497,0.17685,2.91747,0.16246,0.0,0.0,0.0,0.0,16.242,16.242,0.0,0.0,0.431,0.0,0.0,70.0,70.0,72.0,128.283,0.0,0.0,6.8,5.722,76.0,10.29,0.0,0.0
2007-01-01T06:00:00,2007-01-01T06:00:00,2007-01-01T11:00:00Z,23.632,0.414,22.219,0.05,0.0,0.116,0.0,0.0,0.035,0.02,0.0,0.036,0.0,0.0,0.0,0.0,0.004,0.153,19.898,2.321,3.75861,3.75861,0.48578,0.48578,3.27283,0.05864,0.0,0.13651,0.0,0.0,0.04055,0.02328,0.0,0.04188,0.0,0.0,0.0,0.0,0.00506,0.17986,2.93093,0.3419,0.0,0.0,2.05,0.808,16.315,16.315,0.0,1.781,0.438,0.0,0.0,70.0,70.0,72.0,125.499,0.0,0.0,6.8,5.723,76.0,9.171,0.0,0.0
2007-01-01T07:00:00,2007-01-01T07:00:00,2007-01-01T12:00:00Z,23.315,0.948,20.08,0.05,0.0,0.116,0.0,0.0,0.141,0.019,0.0,0.038,0.0,0.0,0.0,0.386,0.007,0.191,18.977,1.103,4.08516,4.08516,1.12736,1.12736,2.9578,0.05946,0.0,0.13841,0.0,0.0,0.1678,0.02233,0.0,0.04482,0.0,0.0,0.0,0.45893,0.00855,0.22707,2.79534,0.16246,0.0,0.0,0.0,0.0,15.579,15.579,0.0,0.0,0.431,0.0,0.0,70.0,70.0,72.0,121.879,0.0,0.0,5.0,4.0,76.0,5.816,0.0,0.0
2007-01-01T08:00:00,2007-01-01T08:00:00,2007-01-01T13:00:00Z,22.042,0.612,19.954,0.05,0.0,0.116,0.0,0.0,0.174,0.018,0.0,0.04,0.0,0.0,0.0,0.0,0.008,0.206,19.954,0.0,3.65642,3.65642,0.71719,0.71719,2.93923,0.0586,0.0,0.13641,0.0,0.0,0.20341,0.02138,0.0,0.0465,0.0,0.0,0.0,0.0,0.00895,0.24195,2.93923,0.0,0.0,0.0,0.0,0.0,16.36,16.36,0.0,0.0,0.443,0.0,0.0,70.0,70.0,72.0,121.447,0.0,0.0,3.2,2.545,83.0,0.0,0.0,0.0
2007-01-01T09:00:00,2007-01-01T09:00:00,2007-01-01T14:00:00Z,22.052,0.624,19.924,0.05,0.0,0.116,0.0,0.0,0.183,0.018,0.0,0.041,0.0,0.0,0.0,0.0,0.006,0.209,18.821,1.103,3.49101,3.49101,0.55624,0.55624,2.93478,0.04459,0.0,0.1038,0.0,0.0,0.16358,0.01579,0.0,0.03626,0.0,0.0,0.0,0.0,0.00547,0.18675,2.77231,0.16246,0.0,0.0,0.0,0.0,15.454,15.454,0.0,0.0,0.431,0.0,0.0,70.0,70.0,72.0,117.151,0.0,0.0,6.8,5.725,76.0,0.0,0.0,0.0
2007-01-01T10:00:00,2007-01-01T10:00:00,2007-01-01T15:00:00Z,19.3,0.625,17.168,0.05,0.0,0.116,0.0,0.0,0.188,0.015,0.0,0.041,0.0,0.0,0.0,0.0,0.005,0.209,17.168,0.0,3.00284,3.00284,0.47392,0.47392,2.52892,0.03793,0.0,0.0883,0.0,0.0,0.1429,0.01139,0.0,0.03085,0.0,0.0,0.0,0.0,0.00368,0.15886,2.52892,0.0,0.0,0.0,0.0,0.0,14.132,14.132,0.0,0.0,0.443,0.0,0.0,70.0,70.0,72.0,115.614,0.0,0.0,8.6,7.445,76.0,3.355,33.285,64.034
2007-01-01T11:00:00,2007-01-01T11:00:00,2007-01-01T16:00:00Z,20.896,0.616,18.795,0.05,0.0,0.116,0.0,0.0,0.183,0.012,0.0,0.04,0.0,0.0,0.0,0.0,0.005,0.209,15.291,3.504,3.22966,3.22966,0.46109,0.46109,2.76857,0.03745,0.0,0.08717,0.0,0.0,0.13738,0.00884,0.0,0.02971,0.0,0.0,0.0,0.0,0.00372,0.15683,2.2524,0.51617,0.0,0.0,2.285,0.901,12.63,12.63,0.0,1.98,0.437,0.0,0.0,70.0,70.0,72.0,108.976,0.0,0.0,14.0,11.861,64.0,3.355,54.524,37.089
2007-01-01T12:00:00,2007-01-01T12:00:00,2007-01-01T17:00:00Z,16.578,0.609,14.5,0.05,0.0,0.116,0.0,0.0,0.177,0.008,0.0,0.04,0.0,0.0,0.0,0.0,0.005,0.213,14.5,0.0,2.59013,2.59013,0.45434,0.45434,2.13579,0.0373,0.0,0.08683,0.0,0.0,0.13211,0.006,0.0,0.0296,0.0,0.0,0.0,0.0,0.00379,0.15869,2.13579,0.0,0.0,0.0,0.0,0.0,11.997,11.997,0.0,0.0,0.438,0.0,0.0,70.0,70.0,72.0,107.682,0.0,0.0,15.8,13.515,64.0,4.698,64.668,40.576
2007-01-01T13:00:00,2007-01-01T13:00:00,2007-01-01T18:00:00Z,20.895,0.81,18.131,0.05,0.0,0.116,0.0,0.0,0.173,0.006,0.0,0.042,0.202,0.0,0.0,0.0,0.005,0.216,15.856,2.275,3.27279,3.27279,0.60205,0.60205,2.67074,0.03716,0.0,0.0865,0.0,0.0,0.12846,0.00478,0.0,0.03096,0.15021,0.0,0.0,0.0,0.00369,0.16029,2.33557,0.33517,0.0,1.739,0.0,0.0,13.082,13.082,0.0,1.082,0.437,0.0,0.0,70.0,70.0,72.0,126.533,0.0,0.0,15.8,13.901,70.0,12.751,59.913,7.608
2007-01-01T14:00:00,2007-01-01T14:00:00,2007-01-01T19:00:00Z,18.454,0.72,15.997,0.05,0.0,0.116,0.0,0.0,0.035,0.006,0.0,0.042,0.314,0.0,0.0,0.0,0.004,0.153,13.674,2.324,2.88676,2.88676,0.53036,0.53036,2.3564,0.03683,0.0,0.08573,0.0,0.0,0.02546,0.00435,0.0,0.03068,0.23118,0.0,0.0,0.0,0.00318,0.11295,2.01413,0.34226,0.0,0.982,1.375,0.542,11.336,11.336,0.0,1.8,0.436,0.0,0.0,70.0,70.0,72.0,106.104,0.0,0.0,19.4,16.437,59.0,6.935,64.985,37.723
2007-01-01T15:00:00,2007-01-01T15:00:00,2007-01-01T20:00:00Z,15.956,0.406,14.57,0.05,0.0,0.116,0.0,0.0,0.035,0.006,0.0,0.042,0.0,0.0,0.0,0.0,0.004,0.153,13.467,1.103,2.44595,2.44595,0.29981,0.29981,2.14614,0.03691,0.0,0.08591,0.0,0.0,0.02552,0.00436,0.0,0.03075,0.0,0.0,0.0,0.0,0.00318,0.11319,1.98363,0.16251,0.0,0.0,0.0,0.0,11.17,11.17,0.0,0.0,0.443,0.0,0.0,70.0,70.0,72.0,104.397,0.0,0.0,19.4,16.067,54.0,5.816,57.06,46.599
2007-01-01T16:00:00,2007-01-01T16:00:00,2007-01-01T21:00:00Z,20.237,0.617,18.132,0.05,0.0,0.116,0.0,0.0,0.178,0.006,0.0,0.041,0.0,0.0,0.0,0.0,0.006,0.219,14.586,3.546,3.1539,3.1539,0.48306,0.48306,2.67084,0.03915,0.0,0.09114,0.0,0.0,0.13978,0.00504,0.0,0.03185,0.0,0.0,0.0,0.0,0.00462,0.17148,2.14849,0.52235,0.0,0.0,2.745,1.082,12.066,12.066,0.0,2.38,0.437,0.0,0.0,70.0,70.0,72.0,119.707,0.0,0.0,17.6,14.402,53.0,11.408,35.504,25.36
2007-01-01T17:00:00,2007-01-01T17:00:00,2007-01-01T22:00:00Z,17.795,1.04,14.248,0.05,0.0,0.116,0.0,0.0,0.202,0.01,0.0,0.044,0.0,0.0,0.0,0.386,0.007,0.225,13.145,1.103,3.20607,3.20607,1.10742,1.10742,2.09866,0.05326,0.0,0.12399,0.0,0.0,0.21495,0.01086,0.0,0.04649,0.0,0.0,0.0,0.41111,0.00716,0.2396,1.93619,0.16247,0.0,0.0,0.0,0.0,10.913,10.913,0.0,0.0,0.432,0.0,0.0,70.0,70.0,72.0,113.06,0.0,0.0,17.6,14.749,58.0,9.171,11.412,4.755
2007-01-01T18:00:00,2007-01-01T18:00:00,2007-01-01T23:00:00Z,22.869,1.074,19.205,0.05,0.0,0.116,0.0,0.0,0.476,0.02,0.03,0.048,0.0,0.0,0.0,0.0,0.012,0.321,16.898,2.308,4.11897,4.11897,1.29004,1.29004,2.82892,0.06008,0.0,0.13985,0.0,0.0,0.5722,0.02385,0.03605,0.0572,0.0,0.0,0.0,0.0,0.01488,0.38594,2.48902,0.33991,0.0,0.0,1.821,0.718,13.915,13.915,0.0,1.581,0.438,0.0,0.0,70.0,70.0,72.0,58.039,99.99,0.0,15.8,13.517,64.0,6.935,0.0,0.0
2007-01-01T19:00:00,2007-01-01T19:00:00,2007-01-02T00:00:00Z,20.013,1.489,14.933,0.05,0.0,0.116,0.0,0.0,0.622,0.026,0.0,0.05,0.282,0.0,0.0,0.0,0.015,0.327,12.624,2.309,3.97911,3.97911,1.77949,1.77949,2.19962,0.05977,0.0,0.13913,0.0,0.0,0.74383,0.03142,0.0,0.05928,0.33701,0.0,0.0,0.0,0.0176,0.39145,1.8595,0.34012,0.0,2.562,0.0,0.0,10.496,10.496,0.0,1.594,0.437,0.0,0.0,70.0,70.0,72.0,112.624,0.0,0.0,15.8,13.127,58.0,8.053,0.0,0.0
2007-01-01T20:00:00,2007-01-01T20:00:00,2007-01-02T01:00:00Z,19.729,1.513,14.566,0.05,0.0,0.116,0.0,0.0,0.706,0.035,0.0,0.048,0.234,0.0,0.0,0.0,0.016,0.309,12.386,2.179,3.93622,3.93622,1.79067,1.79067,2.14555,0.05917,0.0,0.13774,0.0,0.0,0.83495,0.04126,0.0,0.05634,0.27697,0.0,0.0,0.0,0.01853,0.3657,1.82453,0.32102,0.0,0.0,0.916,0.361,10.306,10.306,0.0,0.792,0.435,0.0,0.0,70.0,70.0,72.0,116.142,0.0,0.0,17.6,14.751,58.0,10.29,0.0,0.0
2007-01-01T21:00:00,2007-01-01T21:00:00,2007-01-02T02:00:00Z,21.398,1.218,17.24,0.05,0.0,0.116,0.0,0.0,0.65,0.049,0.0,0.047,0.0,0.0,0.0,0.0,0.017,0.29,13.526,3.714,3.97715,3.97715,1.43763,1.43763,2.53952,0.059,0.0,0.13733,0.0,0.0,0.76669,0.0576,0.0,0.055,0.0,0.0,0.0,0.0,0.01958,0.34243,1.99238,0.54713,0.0,0.0,3.656,1.441,11.218,11.218,0.0,3.17,0.437,0.0,0.0,70.0,70.0,72.0,124.611,0.0,0.0,17.6,14.751,58.0,12.751,0.0,0.0
2007-01-01T22:00:00,2007-01-01T22:00:00,2007-01-02T03:00:00Z,22.661,1.07,19.011,0.05,0.0,0.116,0.0,0.0,0.507,0.056,0.0,0.046,0.0,0.0,0.0,0.0,0.016,0.278,15.525,3.486,4.07243,4.07243,1.27212,1.27212,2.80031,0.05946,0.0,0.13841,0.0,0.0,0.60323,0.06698,0.0,0.05426,0.0,0.0,0.0,0.0,0.01918,0.3306,2.28685,0.51346,0.0,0.0,2.07,0.816,12.817,12.817,0.0,1.797,0.438,0.0,0.0,70.0,70.0,72.0,145.551,0.0,0.0,17.6,14.751,58.0,17.224,0.0,0.0
2007-01-01T23:00:00,2007-01-01T23:00:00,2007-01-02T04:00:00Z,20.351,0.704,17.95,0.05,0.0,0.116,0.0,0.0,0.236,0.049,0.0,0.044,0.0,0.0,0.0,0.0,0.009,0.2,15.655,2.295,3.4848,3.4848,0.84072,0.84072,2.64408,0.05973,0.0,0.13905,0.0,0.0,0.28152,0.05832,0.0,0.05214,0.0,0.0,0.0,0.0,0.0108,0.23915,2.30598,0.3381,0.0,0.0,1.602,0.631,12.921,12.921,0.0,1.39,0.437,0.0,0.0,70.0,70.0,72.0,131.059,0.0,0.0,15.8,13.515,64.0,13.869,0.0,0.0
2007-01-02T00:00:00,2007-01-02T00:00:00,2007-01-02T05:00:00Z,24.698,0.556,22.8,0.05,0.0,0.116,0.0,0.0,0.104,0.034,0.015,0.041,0.0,0.0,0.0,0.0,0.008,0.188,17.944,4.856,4.01509,4.01509,0.65668,0.65668,3.35841,0.05903,0.0,0.13741,0.0,0.0,0.12327,0.0399,0.01771,0.04801,0.0,0.0,0.0,0.0,0.00943,0.22192,2.64312,0.71529,0.0,0.0,3.753,1.479,14.752,14.752,0.0,3.253,0.437,0.0,0.0,70.0,70.0,72.0,99.462,50.006,0.0,15.8,13.513,64.0,14.987,0.0,0.0
