,Time,TimeDST,TimeUTC,Energy Use: Total,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Heating Heat Pump Backup,End Use: Electricity: Heating Heat Pump Backup Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Garage,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Freezer,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Ceiling Fan,End Use: Electricity: Plug Loads,End Use: Natural Gas: Hot Water,End Use: Natural Gas: Clothes Dryer,Emissions: CO2e: LRMER_MidCase_15: Total,Emissions: CO2e: LRMER_MidCase_15: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Net,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Heat Pump Backup,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Heat Pump Backup Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Interior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Garage,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Exterior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Mech Vent,Emissions: CO2e: LRMER_MidCase_15: Electricity: Refrigerator,Emissions: CO2e: LRMER_MidCase_15: Electricity: Freezer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Dishwasher,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Washer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Dryer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Electricity: Ceiling Fan,Emissions: CO2e: LRMER_MidCase_15: Electricity: Plug Loads,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Hot Water,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Clothes Dryer,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Heating: Heat Pump Backup,Load: Cooling: Delivered,Load: Hot Water: Delivered,Load: Hot Water: Tank Losses,Unmet Hours: Heating,Unmet Hours: Cooling,Temperature: Attic - Vented,Temperature: Conditioned Space,Temperature: Garage,Temperature: Heating Setpoint,Temperature: Cooling Setpoint,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
1,2007-01-01T01:00:00,2007-01-01T01:00:00,2007-01-01T07:00:00Z,5.596,1.64,0.0,1.073,0.186,0.0,0.0,0.0,0.0,0.055,0.002,0.033,0.0,0.04,0.029,0.0,0.0,0.0,0.0,0.004,0.217,0.0,0.0,0.81132,0.81132,0.81132,0.81132,0.0,0.53101,0.09209,0.0,0.0,0.0,0.0,0.02728,0.00116,0.01626,0.0,0.01963,0.01449,0.0,0.0,0.0,0.0,0.00213,0.10727,0.0,0.0,0.0,0.0,0.527,0.202,16.31,0.0,0.0,0.504,0.455,0.0,0.0,1.732,68.0,17.516,68.0,72.0,93.751,0.0,0.0,-4.0,-4.897,68.0,4.698,0.0,0.0
2,2007-01-01T02:00:00,2007-01-01T02:00:00,2007-01-01T08:00:00Z,7.373,1.73,1.472,1.151,0.2,0.0,0.0,0.0,0.0,0.055,0.002,0.033,0.0,0.039,0.029,0.0,0.0,0.0,0.0,0.004,0.217,1.472,0.0,1.07431,1.07431,0.85755,0.85755,0.21676,0.57081,0.09895,0.0,0.0,0.0,0.0,0.02734,0.00116,0.01629,0.0,0.01918,0.01416,0.0,0.0,0.0,0.0,0.00214,0.10751,0.21676,0.0,0.0,0.0,0.0,0.0,17.991,0.0,0.0,0.0,0.455,0.0,0.0,-1.146,68.0,16.083,68.0,72.0,100.804,0.0,0.0,-5.8,-6.651,67.0,10.29,0.0,0.0
3,2007-01-01T03:00:00,2007-01-01T03:00:00,2007-01-01T09:00:00Z,5.902,1.73,0.0,1.153,0.199,0.0,0.0,0.0,0.0,0.055,0.002,0.033,0.0,0.038,0.028,0.0,0.0,0.0,0.0,0.004,0.217,0.0,0.0,0.84426,0.84426,0.84426,0.84426,0.0,0.56295,0.09728,0.0,0.0,0.0,0.0,0.02692,0.00114,0.01604,0.0,0.0184,0.01359,0.0,0.0,0.0,0.0,0.0021,0.10583,0.0,0.0,0.0,0.0,0.0,0.0,18.115,0.0,0.0,0.0,0.455,0.0,0.0,-2.572,68.0,14.657,68.0,72.0,96.731,0.0,0.0,-5.8,-6.804,61.0,6.935,0.0,0.0
4,2007-01-01T04:00:00,2007-01-01T04:00:00,2007-01-01T10:00:00Z,7.504,1.768,1.471,1.186,0.207,0.0,0.0,0.0,0.0,0.055,0.002,0.033,0.0,0.037,0.027,0.0,0.0,0.0,0.0,0.004,0.217,1.471,0.0,1.08483,1.08483,0.8681,0.8681,0.21673,0.58239,0.10145,0.0,0.0,0.0,0.0,0.02708,0.00115,0.01613,0.0,0.01802,0.01331,0.0,0.0,0.0,0.0,0.00212,0.10646,0.21673,0.0,0.0,0.0,0.0,0.0,18.635,0.0,0.0,0.0,0.446,0.0,0.0,-3.545,68.0,13.574,68.0,72.0,97.828,0.0,0.0,-5.8,-6.804,61.0,8.053,0.0,0.0
5,2007-01-01T05:00:00,2007-01-01T05:00:00,2007-01-01T11:00:00Z,6.122,1.794,0.0,1.209,0.212,0.0,0.0,0.0,0.0,0.055,0.002,0.033,0.0,0.036,0.026,0.0,0.0,0.0,0.0,0.004,0.217,0.0,0.0,0.86272,0.86272,0.86272,0.86272,0.0,0.58123,0.10188,0.0,0.0,0.0,0.0,0.02652,0.00112,0.0158,0.0,0.01717,0.01268,0.0,0.0,0.0,0.0,0.00207,0.10426,0.0,0.0,0.0,0.0,0.0,0.0,18.974,0.0,0.0,0.0,0.461,0.0,0.0,-4.027,68.0,12.764,68.0,72.0,97.828,0.0,0.0,-5.8,-6.649,67.0,8.053,0.0,0.0
6,2007-01-01T06:00:00,2007-01-01T06:00:00,2007-01-01T12:00:00Z,9.308,1.803,3.155,1.221,0.215,0.0,0.0,0.0,0.0,0.055,0.002,0.026,0.0,0.036,0.026,0.0,0.0,0.0,0.0,0.004,0.217,3.155,0.0,1.29448,1.29448,0.82972,0.82972,0.46476,0.56193,0.09887,0.0,0.0,0.0,0.0,0.02537,0.00108,0.01216,0.0,0.01643,0.01213,0.0,0.0,0.0,0.0,0.00198,0.09976,0.46476,0.0,0.0,0.0,2.51,0.964,19.151,0.0,0.0,2.397,0.453,0.0,0.0,-4.05,68.0,12.182,68.0,72.0,95.874,0.0,0.0,-5.8,-6.443,75.0,5.816,0.0,0.0
7,2007-01-01T07:00:00,2007-01-01T07:00:00,2007-01-01T13:00:00Z,9.594,2.38,1.472,1.171,0.205,0.0,0.0,0.0,0.0,0.226,0.01,0.025,0.0,0.038,0.028,0.0,0.0,0.0,0.402,0.007,0.27,1.472,0.0,1.31252,1.31252,1.09576,1.09576,0.21676,0.53906,0.09428,0.0,0.0,0.0,0.0,0.10381,0.0044,0.01151,0.0,0.01735,0.01281,0.0,0.0,0.0,0.18495,0.00331,0.12428,0.21676,0.0,0.0,0.0,0.0,0.0,18.196,0.0,0.0,0.0,0.453,0.0,0.0,-3.303,68.0,11.825,68.0,72.0,96.379,0.0,0.0,-4.0,-4.896,68.0,8.053,0.0,0.0
8,2007-01-01T08:00:00,2007-01-01T08:00:00,2007-01-01T14:00:00Z,7.031,2.06,0.0,1.173,0.205,0.0,0.0,0.0,0.0,0.278,0.012,0.024,0.0,0.04,0.029,0.0,0.0,0.0,0.0,0.008,0.292,0.0,0.0,0.90261,0.90261,0.90261,0.90261,0.0,0.51364,0.08997,0.0,0.0,0.0,0.0,0.12177,0.00516,0.01064,0.0,0.01738,0.01283,0.0,0.0,0.0,0.0,0.00335,0.12787,0.0,0.0,0.0,0.0,0.0,0.0,18.191,0.0,0.0,0.0,0.456,0.0,0.0,-2.371,68.0,11.723,68.0,72.0,92.904,0.0,0.0,-2.2,-3.355,62.0,5.816,0.0,0.0
9,2007-01-01T09:00:00,2007-01-01T09:00:00,2007-01-01T15:00:00Z,7.204,2.111,0.0,1.198,0.211,0.0,0.0,0.0,0.0,0.294,0.012,0.024,0.0,0.041,0.03,0.0,0.0,0.0,0.0,0.006,0.296,0.0,0.0,0.65626,0.65626,0.65626,0.65626,0.0,0.37233,0.06554,0.0,0.0,0.0,0.0,0.09127,0.00387,0.00733,0.0,0.01264,0.00934,0.0,0.0,0.0,0.0,0.00191,0.09204,0.0,0.0,0.0,0.0,0.0,0.0,18.618,0.0,0.0,0.0,0.445,0.0,0.0,-1.912,68.0,11.667,68.0,72.0,96.314,0.0,0.0,-2.2,-3.355,62.0,9.171,0.0,0.0
10,2007-01-01T10:00:00,2007-01-01T10:00:00,2007-01-01T16:00:00Z,8.457,2.047,1.472,1.143,0.2,0.0,0.0,0.0,0.0,0.3,0.013,0.02,0.0,0.041,0.03,0.0,0.0,0.0,0.0,0.005,0.296,1.472,0.0,0.78272,0.78272,0.56594,0.56594,0.21679,0.31594,0.05518,0.0,0.0,0.0,0.0,0.08302,0.00352,0.00553,0.0,0.01124,0.0083,0.0,0.0,0.0,0.0,0.00134,0.08186,0.21679,0.0,0.0,0.0,0.0,0.0,17.615,0.0,0.0,0.0,0.461,0.0,0.0,2.395,68.0,12.255,68.0,72.0,93.448,0.0,0.0,-0.4,-1.652,62.0,8.053,23.775,183.542
11,2007-01-01T11:00:00,2007-01-01T11:00:00,2007-01-01T17:00:00Z,9.982,1.998,3.166,1.112,0.193,0.0,0.0,0.0,0.0,0.294,0.012,0.016,0.0,0.04,0.029,0.0,0.0,0.0,0.0,0.005,0.296,3.166,0.0,0.99311,0.99311,0.52669,0.52669,0.46642,0.29329,0.05099,0.0,0.0,0.0,0.0,0.07741,0.00328,0.00414,0.0,0.01046,0.00773,0.0,0.0,0.0,0.0,0.00131,0.07807,0.46642,0.0,0.0,0.0,2.634,1.012,17.074,0.0,0.0,2.514,0.452,0.0,0.0,7.132,68.0,13.892,68.0,72.0,95.123,0.0,0.0,1.4,0.043,62.0,10.29,23.141,227.288
12,2007-01-01T12:00:00,2007-01-01T12:00:00,2007-01-01T18:00:00Z,8.047,1.927,1.472,1.064,0.183,0.0,0.0,0.0,0.0,0.282,0.012,0.011,0.0,0.04,0.029,0.0,0.0,0.0,0.0,0.005,0.301,1.472,0.0,0.71168,0.71168,0.49491,0.49491,0.21676,0.27317,0.04711,0.0,0.0,0.0,0.0,0.07254,0.00308,0.00275,0.0,0.01019,0.00753,0.0,0.0,0.0,0.0,0.0013,0.07725,0.21676,0.0,0.0,0.0,0.0,0.0,16.241,0.0,0.0,0.0,0.454,0.0,0.0,11.093,68.0,15.922,68.0,72.0,93.679,0.0,0.0,3.2,1.499,56.0,10.29,19.654,257.72
13,2007-01-01T13:00:00,2007-01-01T13:00:00,2007-01-01T19:00:00Z,8.624,2.08,1.528,1.007,0.172,0.0,0.0,0.0,0.0,0.276,0.012,0.009,0.0,0.042,0.031,0.223,0.0,0.0,0.0,0.005,0.305,1.528,0.0,0.73856,0.73856,0.51352,0.51352,0.22504,0.24861,0.04243,0.0,0.0,0.0,0.0,0.06808,0.00289,0.00212,0.0,0.01029,0.0076,0.05498,0.0,0.0,0.0,0.00123,0.0753,0.22504,0.0,0.0,1.916,0.0,0.0,15.304,0.0,0.0,1.322,0.453,0.0,0.0,14.523,68.0,17.985,68.0,72.0,90.448,0.0,0.0,5.0,2.952,51.0,9.171,37.723,218.412
14,2007-01-01T14:00:00,2007-01-01T14:00:00,2007-01-01T20:00:00Z,9.783,1.94,3.163,1.054,0.181,0.0,0.0,0.0,0.0,0.055,0.002,0.008,0.0,0.042,0.031,0.346,0.0,0.0,0.0,0.004,0.217,3.163,0.0,0.9351,0.9351,0.46923,0.46923,0.46588,0.25496,0.04384,0.0,0.0,0.0,0.0,0.01334,0.00057,0.0019,0.0,0.01007,0.00744,0.08363,0.0,0.0,0.0,0.00104,0.05244,0.46588,0.0,0.0,1.082,1.582,0.608,16.113,0.0,0.0,2.254,0.452,0.0,0.0,13.963,68.0,19.214,68.0,72.0,92.223,0.0,0.0,5.0,2.952,51.0,10.29,47.867,61.815
15,2007-01-01T15:00:00,2007-01-01T15:00:00,2007-01-01T21:00:00Z,6.879,1.59,1.453,1.051,0.181,0.0,0.0,0.0,0.0,0.055,0.002,0.008,0.0,0.042,0.031,0.0,0.0,0.0,0.0,0.004,0.217,1.453,0.0,0.60841,0.60841,0.3944,0.3944,0.21401,0.26057,0.04481,0.0,0.0,0.0,0.0,0.01368,0.00058,0.00195,0.0,0.01033,0.00763,0.0,0.0,0.0,0.0,0.00107,0.05378,0.21401,0.0,0.0,0.0,0.0,0.0,16.033,0.0,0.0,0.0,0.461,0.0,0.0,12.904,68.0,19.284,68.0,72.0,87.441,0.0,0.0,6.8,4.412,47.0,8.053,27.262,0.0
16,2007-01-01T16:00:00,2007-01-01T16:00:00,2007-01-01T22:00:00Z,11.355,1.914,4.823,1.029,0.176,0.0,0.0,0.0,0.0,0.301,0.013,0.009,0.0,0.041,0.03,0.0,0.0,0.0,0.0,0.006,0.31,4.823,0.0,1.26374,1.26374,0.55328,0.55328,0.71047,0.2974,0.05096,0.0,0.0,0.0,0.0,0.08712,0.00369,0.00248,0.0,0.01175,0.00868,0.0,0.0,0.0,0.0,0.00171,0.08949,0.71047,0.0,0.0,0.0,3.161,1.214,15.665,0.0,0.0,3.017,0.453,0.0,0.0,11.769,68.0,18.71,68.0,72.0,87.441,0.0,0.0,6.8,4.411,47.0,8.053,17.752,32.651
17,2007-01-01T17:00:00,2007-01-01T17:00:00,2007-01-01T23:00:00Z,8.082,2.369,0.0,1.001,0.171,0.0,0.0,0.0,0.0,0.365,0.015,0.014,0.0,0.044,0.032,0.0,0.0,0.0,0.402,0.007,0.318,0.0,0.0,1.02144,1.02144,1.02144,1.02144,0.0,0.43185,0.07364,0.0,0.0,0.0,0.0,0.15742,0.00667,0.00585,0.0,0.01882,0.0139,0.0,0.0,0.0,0.17325,0.0029,0.13714,0.0,0.0,0.0,0.0,0.0,0.0,15.211,0.0,0.0,0.0,0.457,0.0,0.0,10.305,68.0,18.095,68.0,72.0,90.758,0.0,0.0,6.8,4.64,52.0,10.29,1.585,22.19
18,2007-01-01T18:00:00,2007-01-01T18:00:00,2007-01-02T00:00:00Z,13.138,2.936,3.119,1.189,0.209,0.0,0.0,0.0,0.0,0.894,0.038,0.026,0.03,0.048,0.035,0.0,0.0,0.0,0.0,0.012,0.454,3.119,0.0,1.76711,1.76711,1.30765,1.30765,0.45946,0.52958,0.09321,0.0,0.0,0.0,0.0,0.39822,0.01688,0.01177,0.01336,0.0212,0.01566,0.0,0.0,0.0,0.0,0.00552,0.20226,0.45946,0.0,0.0,0.0,2.106,0.809,18.43,0.0,0.0,2.012,0.453,0.0,0.0,9.111,68.0,17.565,68.0,72.0,41.878,99.99,0.0,6.8,4.867,57.0,9.171,0.0,0.0
19,2007-01-01T19:00:00,2007-01-01T19:00:00,2007-01-02T01:00:00Z,13.796,3.131,3.113,0.926,0.156,0.0,0.0,0.0,0.0,1.093,0.046,0.035,0.0,0.05,0.037,0.311,0.0,0.0,0.0,0.015,0.463,3.113,0.0,1.89081,1.89081,1.43221,1.43221,0.4586,0.42355,0.07141,0.0,0.0,0.0,0.0,0.49996,0.0212,0.01601,0.0,0.02269,0.01675,0.14209,0.0,0.0,0.0,0.00674,0.21182,0.4586,0.0,0.0,2.822,0.0,0.0,13.93,0.0,0.0,1.948,0.453,0.0,0.0,8.316,68.0,17.012,68.0,72.0,90.758,0.0,0.0,6.8,5.411,69.0,10.29,0.0,0.0
20,2007-01-01T20:00:00,2007-01-01T20:00:00,2007-01-02T02:00:00Z,12.009,3.076,1.514,0.931,0.157,0.0,0.0,0.0,0.0,1.102,0.047,0.046,0.0,0.048,0.035,0.258,0.0,0.0,0.0,0.016,0.437,1.514,0.0,1.53778,1.53778,1.31472,1.31472,0.22306,0.39786,0.06696,0.0,0.0,0.0,0.0,0.47101,0.01997,0.01985,0.0,0.02035,0.01503,0.11022,0.0,0.0,0.0,0.00669,0.18677,0.22306,0.0,0.0,0.0,1.057,0.406,14.064,0.0,0.0,1.008,0.452,0.0,0.0,7.098,68.0,16.492,68.0,72.0,90.448,0.0,0.0,5.0,4.295,83.0,9.171,0.0,0.0
21,2007-01-01T21:00:00,2007-01-01T21:00:00,2007-01-02T03:00:00Z,15.59,2.623,6.64,0.941,0.159,0.0,0.0,0.0,0.0,0.912,0.039,0.065,0.0,0.047,0.034,0.0,0.0,0.0,0.0,0.017,0.41,6.64,0.0,2.09244,2.09244,1.11436,1.11436,0.97808,0.39967,0.06737,0.0,0.0,0.0,0.0,0.38747,0.01643,0.02762,0.0,0.0198,0.01463,0.0,0.0,0.0,0.0,0.00705,0.17433,0.97808,0.0,0.0,0.0,4.222,1.622,14.233,0.0,0.0,4.034,0.453,0.0,0.0,7.306,68.0,16.113,68.0,72.0,88.953,0.0,0.0,6.8,5.725,76.0,9.171,0.0,0.0
22,2007-01-01T22:00:00,2007-01-01T22:00:00,2007-01-02T04:00:00Z,11.335,2.398,3.154,0.956,0.162,0.0,0.0,0.0,0.0,0.688,0.029,0.075,0.0,0.046,0.034,0.0,0.0,0.0,0.0,0.016,0.393,3.154,0.0,1.56407,1.56407,1.09954,1.09954,0.46453,0.43833,0.07408,0.0,0.0,0.0,0.0,0.31534,0.01337,0.0344,0.0,0.02092,0.01545,0.0,0.0,0.0,0.0,0.0074,0.18026,0.46453,0.0,0.0,0.0,2.497,0.959,14.481,0.0,0.0,2.386,0.453,0.0,0.0,7.353,68.0,15.877,68.0,72.0,87.441,0.0,0.0,6.8,5.725,76.0,8.053,0.0,0.0
23,2007-01-01T23:00:00,2007-01-01T23:00:00,2007-01-02T05:00:00Z,9.762,1.952,3.103,1.008,0.172,0.0,0.0,0.0,0.0,0.325,0.014,0.065,0.0,0.044,0.032,0.0,0.0,0.0,0.0,0.009,0.283,3.103,0.0,1.3357,1.3357,0.87857,0.87857,0.45713,0.45378,0.07742,0.0,0.0,0.0,0.0,0.14625,0.0062,0.02927,0.0,0.01965,0.01451,0.0,0.0,0.0,0.0,0.00407,0.12742,0.45713,0.0,0.0,0.0,1.926,0.74,15.335,0.0,0.0,1.84,0.453,0.0,0.0,7.311,68.0,15.719,68.0,72.0,87.441,0.0,0.0,6.8,6.04,83.0,8.053,0.0,0.0
24,2007-01-02T00:00:00,2007-01-02T00:00:00,2007-01-02T06:00:00Z,13.802,2.087,6.68,1.268,0.226,0.0,0.0,0.0,0.0,0.166,0.007,0.045,0.03,0.041,0.03,0.0,0.0,0.0,0.0,0.008,0.266,6.68,0.0,2.00508,2.00508,1.02107,1.02107,0.98401,0.62045,0.11058,0.0,0.0,0.0,0.0,0.08137,0.00345,0.02202,0.01468,0.01989,0.01469,0.0,0.0,0.0,0.0,0.00391,0.13003,0.98401,0.0,0.0,0.0,4.428,1.701,19.86,0.0,0.0,4.226,0.452,0.0,0.0,7.252,68.0,15.595,68.0,72.0,39.916,99.99,0.0,6.8,6.04,83.0,6.935,0.0,0.0
25,2007-01-02T01:00:00,2007-01-02T01:00:00,2007-01-02T07:00:00Z,8.762,1.64,3.166,1.074,0.186,0.0,0.0,0.0,0.0,0.055,0.002,0.033,0.0,0.04,0.029,0.0,0.0,0.0,0.0,0.004,0.217,3.166,0.0,1.27775,1.27775,0.81142,0.81142,0.46632,0.53116,0.09204,0.0,0.0,0.0,0.0,0.02728,0.00116,0.01626,0.0,0.01963,0.01449,0.0,0.0,0.0,0.0,0.00213,0.10727,0.46632,0.0,0.0,0.0,2.631,1.01,16.338,0.0,0.0,2.52,0.454,0.0,0.0,7.177,68.0,15.478,68.0,72.0,86.211,0.0,0.0,6.8,6.039,83.0,6.935,0.0,0.0
26,2007-01-02T02:00:00,2007-01-02T02:00:00,2007-01-02T08:00:00Z,5.562,1.63,0.0,1.067,0.185,0.0,0.0,0.0,0.0,0.055,0.002,0.033,0.0,0.039,0.029,0.0,0.0,0.0,0.0,0.004,0.217,0.0,0.0,0.80816,0.80816,0.80816,0.80816,0.0,0.52884,0.09154,0.0,0.0,0.0,0.0,0.02734,0.00116,0.01629,0.0,0.01918,0.01416,0.0,0.0,0.0,0.0,0.00214,0.10751,0.0,0.0,0.0,0.0,0.0,0.0,16.217,0.0,0.0,0.0,0.446,0.0,0.0,7.842,68.0,15.445,68.0,72.0,85.907,0.0,0.0,8.6,7.782,83.0,8.053,0.0,0.0
27,2007-01-02T03:00:00,2007-01-02T03:00:00,2007-01-02T09:00:00Z,7.139,1.661,1.472,1.066,0.185,0.0,0.0,0.0,0.0,0.055,0.002,0.033,0.0,0.038,0.028,0.0,0.0,0.0,0.0,0.006,0.248,1.472,0.0,1.02746,1.02746,0.81068,0.81068,0.21678,0.52027,0.09007,0.0,0.0,0.0,0.0,0.02692,0.00114,0.01604,0.0,0.0184,0.01359,0.0,0.0,0.0,0.0,0.00317,0.12108,0.21678,0.0,0.0,0.0,0.0,0.0,16.198,0.0,0.0,0.0,0.459,0.0,0.0,8.187,68.0,15.506,68.0,72.0,84.655,0.0,0.0,8.6,8.168,91.0,6.935,0.0,0.0
28,2007-01-02T04:00:00,2007-01-02T04:00:00,2007-01-02T10:00:00Z,5.665,1.66,0.0,1.07,0.185,0.0,0.0,0.0,0.0,0.055,0.002,0.033,0.0,0.037,0.027,0.0,0.0,0.0,0.0,0.006,0.244,0.0,0.0,0.8151,0.8151,0.8151,0.8151,0.0,0.5255,0.09106,0.0,0.0,0.0,0.0,0.02708,0.00115,0.01613,0.0,0.01802,0.01331,0.0,0.0,0.0,0.0,0.00313,0.11973,0.0,0.0,0.0,0.0,0.0,0.0,16.268,0.0,0.0,0.0,0.452,0.0,0.0,9.255,68.0,15.647,68.0,72.0,87.793,0.0,0.0,10.4,9.522,83.0,10.29,0.0,0.0
29,2007-01-02T05:00:00,2007-01-02T05:00:00,2007-01-02T11:00:00Z,7.028,1.629,1.471,1.07,0.185,0.0,0.0,0.0,0.0,0.055,0.002,0.033,0.0,0.036,0.026,0.0,0.0,0.0,0.0,0.004,0.217,1.471,0.0,0.99978,0.99978,0.78303,0.78303,0.21675,0.51428,0.08913,0.0,0.0,0.0,0.0,0.02652,0.00112,0.0158,0.0,0.01717,0.01268,0.0,0.0,0.0,0.0,0.00207,0.10426,0.21675,0.0,0.0,0.0,0.0,0.0,16.249,0.0,0.0,0.0,0.45,0.0,0.0,9.767,68.0,15.86,68.0,72.0,85.926,0.0,0.0,10.4,9.522,83.0,9.171,0.0,0.0
30,2007-01-02T06:00:00,2007-01-02T06:00:00,2007-01-02T12:00:00Z,7.097,1.638,1.509,1.082,0.188,0.0,0.0,0.0,0.0,0.055,0.002,0.026,0.0,0.036,0.026,0.0,0.0,0.0,0.0,0.004,0.217,1.509,0.0,0.97575,0.97575,0.75345,0.75345,0.2223,0.49801,0.08652,0.0,0.0,0.0,0.0,0.02537,0.00108,0.01216,0.0,0.01643,0.01213,0.0,0.0,0.0,0.0,0.00198,0.09976,0.2223,0.0,0.0,0.0,0.944,0.363,16.46,0.0,0.0,0.905,0.454,0.0,0.0,10.048,68.0,16.049,68.0,72.0,87.793,0.0,0.0,10.4,9.521,83.0,10.29,0.0,0.0
31,2007-01-02T07:00:00,2007-01-02T07:00:00,2007-01-02T13:00:00Z,7.797,1.841,1.514,1.056,0.183,0.0,0.0,0.0,0.0,0.226,0.01,0.025,0.0,0.038,0.028,0.0,0.0,0.0,0.0,0.007,0.27,1.514,0.0,1.07069,1.07069,0.84768,0.84768,0.22301,0.48611,0.0841,0.0,0.0,0.0,0.0,0.10381,0.0044,0.01151,0.0,0.01735,0.01281,0.0,0.0,0.0,0.0,0.00331,0.12428,0.22301,0.0,0.0,0.0,1.055,0.405,16.007,0.0,0.0,1.01,0.453,0.0,0.0,10.453,68.0,16.225,68.0,72.0,86.557,0.0,0.0,10.94,10.043,83.0,9.843,0.0,0.0
32,2007-01-02T08:00:00,2007-01-02T08:00:00,2007-01-02T14:00:00Z,10.364,1.625,4.82,1.068,0.185,0.0,0.0,0.0,0.0,0.055,0.002,0.024,0.0,0.04,0.029,0.0,0.0,0.0,0.0,0.004,0.217,4.82,0.0,1.42177,1.42177,0.7118,0.7118,0.70996,0.4678,0.08109,0.0,0.0,0.0,0.0,0.02416,0.00102,0.01064,0.0,0.01738,0.01283,0.0,0.0,0.0,0.0,0.00189,0.09498,0.70996,0.0,0.0,0.0,3.128,1.201,16.21,0.0,0.0,2.992,0.453,0.0,0.0,11.196,68.0,16.417,68.0,72.0,84.394,0.0,0.0,12.2,11.315,84.0,9.171,0.0,0.0
33,2007-01-02T09:00:00,2007-01-02T09:00:00,2007-01-02T15:00:00Z,8.518,2.056,1.501,1.04,0.179,0.0,0.0,0.0,0.0,0.294,0.012,0.024,0.0,0.041,0.03,0.135,0.0,0.0,0.0,0.006,0.296,1.501,0.0,0.86034,0.86034,0.6392,0.6392,0.22114,0.32317,0.05576,0.0,0.0,0.0,0.0,0.09127,0.00387,0.00733,0.0,0.01264,0.00934,0.04188,0.0,0.0,0.0,0.00191,0.09204,0.22114,0.0,0.0,1.038,0.0,0.0,15.731,0.0,0.0,0.718,0.453,0.0,0.0,11.598,68.0,16.643,68.0,72.0,86.294,0.0,0.0,12.2,11.315,84.0,10.29,0.0,0.0
34,2007-01-02T10:00:00,2007-01-02T10:00:00,2007-01-02T16:00:00Z,9.089,2.225,1.495,0.998,0.171,0.0,0.0,0.0,0.0,0.3,0.013,0.02,0.0,0.041,0.03,0.352,0.0,0.0,0.0,0.005,0.296,1.495,0.0,0.8355,0.8355,0.61525,0.61525,0.22025,0.27594,0.04725,0.0,0.0,0.0,0.0,0.08302,0.00352,0.00553,0.0,0.01124,0.0083,0.09725,0.0,0.0,0.0,0.00134,0.08186,0.22025,0.0,0.0,0.834,0.0,0.0,15.053,0.0,0.0,0.576,0.452,0.0,0.0,14.172,68.0,17.176,68.0,72.0,87.029,0.0,0.0,14.0,12.576,76.0,11.408,28.53,35.187
35,2007-01-02T11:00:00,2007-01-02T11:00:00,2007-01-02T17:00:00Z,5.605,1.643,0.0,1.022,0.176,0.0,0.0,0.0,0.0,0.055,0.002,0.016,0.0,0.04,0.029,0.082,0.0,0.0,0.0,0.004,0.217,0.0,0.0,0.43313,0.43313,0.43313,0.43313,0.0,0.26943,0.0463,0.0,0.0,0.0,0.0,0.01454,0.00062,0.00414,0.0,0.01046,0.00773,0.02161,0.0,0.0,0.0,0.00114,0.05717,0.0,0.0,0.0,0.0,0.0,0.0,15.459,0.0,0.0,0.0,0.456,0.0,0.0,17.228,68.0,18.452,68.0,72.0,88.501,0.0,0.0,12.2,11.315,84.0,11.408,48.818,156.914
