,Time,TimeDST,TimeUTC,Energy Use: Total,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Heating Heat Pump Backup,End Use: Electricity: Heating Heat Pump Backup Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Garage,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Freezer,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Ceiling Fan,End Use: Electricity: Plug Loads,End Use: Natural Gas: Hot Water,End Use: Natural Gas: Clothes Dryer,Emissions: CO2e: LRMER_MidCase_15: Total,Emissions: CO2e: LRMER_MidCase_15: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Net,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Heat Pump Backup,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Heat Pump Backup Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Interior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Garage,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Exterior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Mech Vent,Emissions: CO2e: LRMER_MidCase_15: Electricity: Refrigerator,Emissions: CO2e: LRMER_MidCase_15: Electricity: Freezer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Dishwasher,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Washer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Dryer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Electricity: Ceiling Fan,Emissions: CO2e: LRMER_MidCase_15: Electricity: Plug Loads,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Hot Water,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Clothes Dryer,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Heating: Heat Pump Backup,Load: Cooling: Delivered,Load: Hot Water: Delivered,Load: Hot Water: Tank Losses,Unmet Hours: Heating,Unmet Hours: Cooling,Temperature: Attic - Vented,Temperature: Conditioned Space,Temperature: Garage,Temperature: Heating Setpoint,Temperature: Cooling Setpoint,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
1170,2007-02-18T18:00:00,2007-02-18T18:00:00,2007-02-19T00:00:00Z,11.786,2.544,3.105,0.982,0.17,0.0,0.0,0.0,0.0,0.733,0.031,0.027,0.03,0.047,0.035,0.018,0.0,0.0,0.0,0.012,0.457,3.105,0.0,1.58529,1.58529,1.12787,1.12787,0.45742,0.43518,0.07557,0.0,0.0,0.0,0.0,0.32517,0.01379,0.01212,0.0133,0.02106,0.01555,0.0078,0.0,0.0,0.0,0.00553,0.20281,0.45742,0.0,0.0,0.346,1.602,0.615,14.414,0.0,0.0,1.854,0.454,0.0,0.0,22.987,68.0,27.898,68.0,72.0,44.261,99.99,0.0,19.4,16.778,64.0,14.987,2.536,33.285
1171,2007-02-18T19:00:00,2007-02-18T19:00:00,2007-02-19T01:00:00Z,16.293,2.795,6.755,0.73,0.121,0.0,0.0,0.0,0.0,0.95,0.04,0.035,0.0,0.049,0.037,0.352,0.0,0.0,0.0,0.015,0.466,6.755,0.0,2.1585,2.1585,1.16355,1.16355,0.99495,0.30394,0.05056,0.0,0.0,0.0,0.0,0.39543,0.01677,0.01438,0.0,0.02059,0.01521,0.14641,0.0,0.0,0.0,0.00617,0.19409,0.99495,0.0,0.0,1.883,3.203,1.23,10.476,0.0,0.0,4.569,0.453,0.0,0.0,21.369,68.0,26.822,68.0,72.0,82.549,0.0,0.0,19.4,16.78,64.0,11.408,0.0,0.0
1172,2007-02-18T20:00:00,2007-02-18T20:00:00,2007-02-19T02:00:00Z,12.681,2.801,3.124,0.769,0.128,0.0,0.0,0.0,0.0,1.088,0.046,0.043,0.0,0.047,0.035,0.187,0.0,0.0,0.0,0.016,0.44,3.124,0.0,1.64076,1.64076,1.18055,1.18055,0.46021,0.32411,0.05415,0.0,0.0,0.0,0.0,0.45881,0.01945,0.0182,0.0,0.02002,0.01479,0.07903,0.0,0.0,0.0,0.00665,0.18535,0.46021,0.0,0.0,2.113,0.535,0.206,11.11,0.0,0.0,2.063,0.453,0.0,0.0,19.261,68.0,25.621,68.0,72.0,93.588,0.0,0.0,17.6,15.139,64.0,14.987,0.0,0.0
1173,2007-02-18T21:00:00,2007-02-18T21:00:00,2007-02-19T03:00:00Z,11.775,2.548,3.082,0.772,0.129,0.0,0.0,0.0,0.0,1.032,0.044,0.06,0.0,0.047,0.034,0.0,0.0,0.0,0.0,0.017,0.414,3.082,0.0,1.48632,1.48632,1.03234,1.03234,0.45398,0.31299,0.05232,0.0,0.0,0.0,0.0,0.41798,0.01772,0.0242,0.0,0.01884,0.01392,0.0,0.0,0.0,0.0,0.00677,0.1676,0.45398,0.0,0.0,0.0,1.601,0.615,11.164,0.0,0.0,1.603,0.454,0.0,0.0,18.346,68.0,24.65,68.0,72.0,90.277,0.0,0.0,17.6,15.556,70.0,13.869,0.0,0.0
1174,2007-02-18T22:00:00,2007-02-18T22:00:00,2007-02-19T04:00:00Z,9.42,2.316,1.517,0.763,0.127,0.0,0.0,0.0,0.0,0.829,0.035,0.071,0.0,0.046,0.034,0.0,0.0,0.0,0.0,0.016,0.396,1.517,0.0,1.19267,1.19267,0.96923,0.96923,0.22345,0.31912,0.05324,0.0,0.0,0.0,0.0,0.34707,0.01472,0.02951,0.0,0.01905,0.01407,0.0,0.0,0.0,0.0,0.0068,0.16565,0.22345,0.0,0.0,0.0,1.071,0.411,11.018,0.0,0.0,1.071,0.452,0.0,0.0,17.772,68.0,24.061,68.0,72.0,81.725,0.0,0.0,17.6,15.558,70.0,10.29,0.0,0.0
1175,2007-02-18T23:00:00,2007-02-18T23:00:00,2007-02-19T05:00:00Z,8.999,2.206,1.472,0.806,0.135,0.0,0.0,0.0,0.0,0.731,0.031,0.061,0.0,0.044,0.032,0.0,0.0,0.0,0.0,0.014,0.352,1.472,0.0,1.15737,1.15737,0.94062,0.94062,0.21675,0.34352,0.05773,0.0,0.0,0.0,0.0,0.31177,0.01322,0.02608,0.0,0.01856,0.01371,0.0,0.0,0.0,0.0,0.00592,0.15011,0.21675,0.0,0.0,0.0,0.0,0.0,11.685,0.0,0.0,0.0,0.452,0.0,0.0,16.369,68.0,23.489,68.0,72.0,83.26,0.0,0.0,15.8,13.497,64.0,10.29,0.0,0.0
1176,2007-02-19T00:00:00,2007-02-19T00:00:00,2007-02-19T06:00:00Z,6.351,1.861,0.0,1.08,0.19,0.0,0.0,0.0,0.0,0.166,0.007,0.042,0.03,0.041,0.03,0.0,0.0,0.0,0.0,0.008,0.267,0.0,0.0,0.80385,0.80385,0.80385,0.80385,0.0,0.46628,0.08227,0.0,0.0,0.0,0.0,0.07184,0.00305,0.01833,0.01296,0.01752,0.01294,0.0,0.0,0.0,0.0,0.00347,0.11519,0.0,0.0,0.0,0.0,0.0,0.0,16.043,0.0,0.0,0.0,0.456,0.0,0.0,15.482,68.0,22.877,68.0,72.0,36.452,99.99,0.0,15.8,13.886,70.0,9.171,0.0,0.0
1177,2007-02-19T01:00:00,2007-02-19T01:00:00,2007-02-19T07:00:00Z,4.977,1.459,0.0,0.92,0.158,0.0,0.0,0.0,0.0,0.055,0.002,0.033,0.0,0.04,0.029,0.0,0.0,0.0,0.0,0.004,0.217,0.0,0.0,0.65146,0.65146,0.65146,0.65146,0.0,0.41073,0.07077,0.0,0.0,0.0,0.0,0.02463,0.00104,0.01478,0.0,0.01768,0.01306,0.0,0.0,0.0,0.0,0.00193,0.09685,0.0,0.0,0.0,0.0,0.0,0.0,13.363,0.0,0.0,0.0,0.445,0.0,0.0,14.952,68.0,22.349,68.0,72.0,81.289,0.0,0.0,15.8,13.886,70.0,9.171,0.0,0.0
1178,2007-02-19T02:00:00,2007-02-19T02:00:00,2007-02-19T08:00:00Z,6.593,1.501,1.472,0.956,0.166,0.0,0.0,0.0,0.0,0.055,0.002,0.033,0.0,0.039,0.028,0.0,0.0,0.0,0.0,0.004,0.217,1.472,0.0,0.89547,0.89547,0.67869,0.67869,0.21679,0.43248,0.07492,0.0,0.0,0.0,0.0,0.02494,0.00106,0.01497,0.0,0.01745,0.01289,0.0,0.0,0.0,0.0,0.00195,0.09804,0.21679,0.0,0.0,0.0,0.0,0.0,13.97,0.0,0.0,0.0,0.46,0.0,0.0,15.249,68.0,22.0,68.0,72.0,85.546,0.0,0.0,15.8,14.338,77.0,11.408,0.0,0.0
1179,2007-02-19T03:00:00,2007-02-19T03:00:00,2007-02-19T09:00:00Z,4.998,1.465,0.0,0.928,0.16,0.0,0.0,0.0,0.0,0.055,0.002,0.033,0.0,0.038,0.028,0.0,0.0,0.0,0.0,0.004,0.217,0.0,0.0,0.67525,0.67525,0.67525,0.67525,0.0,0.42765,0.07376,0.0,0.0,0.0,0.0,0.02542,0.00108,0.01526,0.0,0.01733,0.0128,0.0,0.0,0.0,0.0,0.00199,0.09996,0.0,0.0,0.0,0.0,0.0,0.0,13.499,0.0,0.0,0.0,0.451,0.0,0.0,16.25,68.0,21.929,68.0,72.0,78.025,0.0,0.0,17.6,15.561,70.0,8.053,0.0,0.0
1180,2007-02-19T04:00:00,2007-02-19T04:00:00,2007-02-19T10:00:00Z,6.482,1.468,1.472,0.932,0.161,0.0,0.0,0.0,0.0,0.055,0.002,0.033,0.0,0.037,0.027,0.0,0.0,0.0,0.0,0.004,0.217,1.472,0.0,0.92309,0.92309,0.70634,0.70634,0.21675,0.44838,0.07738,0.0,0.0,0.0,0.0,0.02653,0.00112,0.01592,0.0,0.01761,0.01301,0.0,0.0,0.0,0.0,0.00207,0.10431,0.21675,0.0,0.0,0.0,0.0,0.0,13.572,0.0,0.0,0.0,0.451,0.0,0.0,16.601,68.0,21.976,68.0,72.0,76.644,0.0,0.0,17.6,15.561,70.0,6.935,0.0,0.0
1181,2007-02-19T05:00:00,2007-02-19T05:00:00,2007-02-19T11:00:00Z,8.245,1.479,3.2,0.942,0.163,0.0,0.0,0.0,0.0,0.055,0.002,0.033,0.0,0.036,0.026,0.0,0.0,0.0,0.0,0.004,0.217,3.2,0.0,1.15163,1.15163,0.68028,0.68028,0.47135,0.43341,0.07494,0.0,0.0,0.0,0.0,0.02537,0.00108,0.01523,0.0,0.01639,0.0121,0.0,0.0,0.0,0.0,0.00198,0.09976,0.47135,0.0,0.0,0.0,2.865,1.1,13.725,0.0,0.0,2.866,0.453,0.0,0.0,16.675,68.0,22.015,68.0,72.0,75.56,0.0,0.0,17.6,16.042,77.0,5.816,0.0,0.0
1182,2007-02-19T06:00:00,2007-02-19T06:00:00,2007-02-19T12:00:00Z,8.509,1.582,3.111,0.953,0.165,0.0,0.0,0.0,0.0,0.111,0.005,0.027,0.0,0.036,0.026,0.0,0.0,0.0,0.0,0.006,0.254,3.111,0.0,1.15478,1.15478,0.6966,0.6966,0.45818,0.4195,0.0727,0.0,0.0,0.0,0.0,0.04885,0.00207,0.01172,0.0,0.01568,0.01158,0.0,0.0,0.0,0.0,0.00281,0.11168,0.45818,0.0,0.0,0.0,1.909,0.733,13.891,0.0,0.0,1.911,0.453,0.0,0.0,15.8,68.0,21.912,68.0,72.0,76.429,0.0,0.0,15.8,14.786,84.0,4.698,0.0,0.0
1183,2007-02-19T07:00:00,2007-02-19T07:00:00,2007-02-19T13:00:00Z,10.505,1.683,4.76,0.922,0.159,0.0,0.0,0.0,0.0,0.223,0.009,0.025,0.0,0.038,0.028,0.0,0.0,0.0,0.0,0.007,0.271,4.76,0.0,1.43309,1.43309,0.73187,0.73187,0.70122,0.40105,0.06915,0.0,0.0,0.0,0.0,0.09707,0.00412,0.01095,0.0,0.01635,0.01207,0.0,0.0,0.0,0.0,0.00314,0.11799,0.70122,0.0,0.0,0.0,2.578,0.99,13.406,0.0,0.0,2.581,0.453,0.0,0.0,15.854,68.0,21.767,68.0,72.0,74.114,0.0,0.0,17.6,15.561,70.0,3.355,0.0,0.0
1184,2007-02-19T08:00:00,2007-02-19T08:00:00,2007-02-19T14:00:00Z,5.081,1.489,0.0,0.952,0.165,0.0,0.0,0.0,0.0,0.055,0.002,0.024,0.0,0.04,0.029,0.0,0.0,0.0,0.0,0.004,0.217,0.0,0.0,0.47499,0.47499,0.47499,0.47499,0.0,0.30373,0.05263,0.0,0.0,0.0,0.0,0.01759,0.00075,0.0078,0.0,0.01263,0.00932,0.0,0.0,0.0,0.0,0.00138,0.06917,0.0,0.0,0.0,0.0,0.0,0.0,13.88,0.0,0.0,0.0,0.453,0.0,0.0,16.194,68.0,21.658,68.0,72.0,75.56,0.0,0.0,17.6,15.562,70.0,5.816,0.0,0.0
1185,2007-02-19T09:00:00,2007-02-19T09:00:00,2007-02-19T15:00:00Z,6.514,1.478,1.471,0.942,0.163,0.0,0.0,0.0,0.0,0.055,0.002,0.024,0.0,0.041,0.03,0.0,0.0,0.0,0.0,0.004,0.217,1.471,0.0,0.57611,0.57611,0.35937,0.35937,0.21674,0.22906,0.03964,0.0,0.0,0.0,0.0,0.01341,0.00057,0.00577,0.0,0.00987,0.00729,0.0,0.0,0.0,0.0,0.00105,0.05273,0.21674,0.0,0.0,0.0,0.0,0.0,13.71,0.0,0.0,0.0,0.448,0.0,0.0,18.805,68.0,21.93,68.0,72.0,76.402,0.0,0.0,19.4,16.789,64.0,8.053,29.481,19.02
1186,2007-02-19T10:00:00,2007-02-19T10:00:00,2007-02-19T16:00:00Z,5.756,1.687,0.0,0.842,0.143,0.0,0.0,0.0,0.0,0.296,0.013,0.02,0.0,0.041,0.03,0.0,0.0,0.0,0.0,0.005,0.297,0.0,0.0,0.39978,0.39978,0.39978,0.39978,0.0,0.19962,0.03393,0.0,0.0,0.0,0.0,0.07011,0.00297,0.00477,0.0,0.00961,0.0071,0.0,0.0,0.0,0.0,0.00115,0.07051,0.0,0.0,0.0,0.0,0.535,0.206,12.16,0.0,0.0,0.536,0.453,0.0,0.0,24.691,68.0,23.411,68.0,72.0,74.909,0.0,0.0,23.0,20.639,71.0,9.171,46.599,185.761
1187,2007-02-19T11:00:00,2007-02-19T11:00:00,2007-02-19T17:00:00Z,6.862,1.58,1.472,0.765,0.128,0.0,0.0,0.0,0.0,0.288,0.012,0.016,0.0,0.04,0.029,0.0,0.0,0.0,0.0,0.005,0.297,1.472,0.0,0.56577,0.56577,0.34899,0.34899,0.21678,0.16889,0.02827,0.0,0.0,0.0,0.0,0.06362,0.0027,0.0035,0.0,0.00874,0.00646,0.0,0.0,0.0,0.0,0.0011,0.06572,0.21678,0.0,0.0,0.0,0.0,0.0,10.997,0.0,0.0,0.0,0.459,0.0,0.0,33.052,68.0,25.918,68.0,72.0,71.626,0.0,0.0,26.6,23.399,65.0,9.171,31.066,247.576
1188,2007-02-19T12:00:00,2007-02-19T12:00:00,2007-02-19T18:00:00Z,5.033,1.475,0.0,0.685,0.113,0.0,0.0,0.0,0.0,0.278,0.012,0.011,0.0,0.04,0.029,0.0,0.0,0.0,0.0,0.005,0.302,0.0,0.0,0.30992,0.30992,0.30992,0.30992,0.0,0.14402,0.02374,0.0,0.0,0.0,0.0,0.0584,0.00248,0.00227,0.0,0.00832,0.00614,0.0,0.0,0.0,0.0,0.00107,0.06348,0.0,0.0,0.0,0.0,0.0,0.0,9.825,0.0,0.0,0.0,0.452,0.0,0.0,41.119,68.0,29.902,68.0,72.0,64.663,0.0,0.0,30.2,26.111,60.0,6.935,27.262,279.593
1189,2007-02-19T13:00:00,2007-02-19T13:00:00,2007-02-19T19:00:00Z,6.27,1.406,1.471,0.63,0.103,0.0,0.0,0.0,0.0,0.27,0.011,0.009,0.0,0.042,0.031,0.0,0.0,0.0,0.0,0.005,0.306,1.471,0.0,0.51564,0.51564,0.29889,0.29889,0.21675,0.13387,0.02182,0.0,0.0,0.0,0.0,0.05742,0.00243,0.00184,0.0,0.00883,0.00652,0.0,0.0,0.0,0.0,0.00106,0.06511,0.21675,0.0,0.0,0.0,0.0,0.0,9.014,0.0,0.0,0.0,0.45,0.0,0.0,45.638,68.0,33.181,68.0,72.0,62.765,0.0,0.0,33.8,28.739,56.0,8.053,27.579,283.397
1190,2007-02-19T14:00:00,2007-02-19T14:00:00,2007-02-19T20:00:00Z,5.579,1.383,0.858,0.612,0.099,0.0,0.0,0.0,0.0,0.269,0.011,0.008,0.0,0.042,0.031,0.0,0.0,0.0,0.0,0.005,0.306,0.858,0.0,0.41742,0.41742,0.29098,0.29098,0.12644,0.12868,0.02088,0.0,0.0,0.0,0.0,0.05659,0.0024,0.00166,0.0,0.00874,0.00645,0.0,0.0,0.0,0.0,0.00115,0.06443,0.12644,0.0,0.0,0.0,0.536,0.206,8.762,0.0,0.0,0.536,0.451,0.0,0.0,46.345,68.0,35.261,68.0,72.0,72.414,0.0,0.0,35.6,30.341,57.0,12.751,28.847,278.008
1191,2007-02-19T15:00:00,2007-02-19T15:00:00,2007-02-19T21:00:00Z,5.167,1.331,0.625,0.57,0.092,0.0,0.0,0.0,0.0,0.27,0.011,0.008,0.0,0.042,0.031,0.0,0.0,0.0,0.0,0.006,0.302,0.625,0.0,0.38643,0.38643,0.29431,0.29431,0.09212,0.12594,0.02027,0.0,0.0,0.0,0.0,0.05974,0.00253,0.00175,0.0,0.00919,0.00679,0.0,0.0,0.0,0.0,0.00128,0.06682,0.09212,0.0,0.0,0.0,0.0,0.0,8.144,0.0,0.0,0.0,0.462,0.0,0.0,45.834,68.0,36.414,68.0,72.0,68.512,0.0,0.0,35.6,30.954,62.0,11.408,23.775,268.181
1192,2007-02-19T16:00:00,2007-02-19T16:00:00,2007-02-19T22:00:00Z,8.326,1.018,4.851,0.569,0.091,0.0,0.0,0.0,0.0,0.055,0.002,0.009,0.0,0.041,0.03,0.0,0.0,0.0,0.0,0.004,0.217,4.851,0.0,0.96427,0.96427,0.24966,0.24966,0.71461,0.13951,0.02243,0.0,0.0,0.0,0.0,0.01352,0.00057,0.00212,0.0,0.00995,0.00734,0.0,0.0,0.0,0.0,0.00106,0.05316,0.71461,0.0,0.0,0.0,3.206,1.231,8.149,0.0,0.0,3.207,0.453,0.0,0.0,45.426,68.0,36.952,68.0,72.0,66.896,0.0,0.0,37.4,32.314,58.0,11.408,20.288,242.821
1193,2007-02-19T17:00:00,2007-02-19T17:00:00,2007-02-19T23:00:00Z,6.661,1.035,3.13,0.574,0.092,0.0,0.0,0.0,0.0,0.055,0.002,0.014,0.0,0.044,0.032,0.0,0.0,0.0,0.0,0.004,0.217,3.13,0.0,0.81174,0.81174,0.35064,0.35064,0.4611,0.19464,0.0313,0.0,0.0,0.0,0.0,0.01869,0.00079,0.00463,0.0,0.01475,0.01089,0.0,0.0,0.0,0.0,0.00146,0.07347,0.4611,0.0,0.0,0.0,2.136,0.82,8.237,0.0,0.0,2.138,0.453,0.0,0.0,43.743,68.0,37.031,68.0,72.0,61.359,0.0,0.0,37.4,32.942,63.0,9.171,14.582,187.98
1194,2007-02-19T18:00:00,2007-02-19T18:00:00,2007-02-20T00:00:00Z,7.322,1.708,1.494,0.698,0.115,0.0,0.0,0.0,0.0,0.394,0.017,0.027,0.03,0.047,0.035,0.0,0.0,0.0,0.0,0.008,0.337,1.494,0.0,0.97727,0.97727,0.75725,0.75725,0.22002,0.30942,0.05082,0.0,0.0,0.0,0.0,0.17471,0.00741,0.0118,0.0133,0.02106,0.01555,0.0,0.0,0.0,0.0,0.00372,0.14947,0.22002,0.0,0.0,0.0,0.535,0.206,10.105,0.0,0.0,0.536,0.452,0.0,0.0,39.798,68.0,36.374,68.0,72.0,20.03,99.99,0.0,35.6,31.559,67.0,3.355,2.853,59.279
1195,2007-02-19T19:00:00,2007-02-19T19:00:00,2007-02-20T01:00:00Z,7.067,1.633,1.494,0.549,0.088,0.0,0.0,0.0,0.0,0.502,0.021,0.035,0.0,0.049,0.037,0.0,0.0,0.0,0.0,0.01,0.342,1.494,0.0,0.89989,0.89989,0.67989,0.67989,0.22,0.22859,0.03661,0.0,0.0,0.0,0.0,0.2091,0.00887,0.01468,0.0,0.02059,0.01521,0.0,0.0,0.0,0.0,0.00399,0.14227,0.22,0.0,0.0,0.0,0.536,0.206,7.859,0.0,0.0,0.536,0.452,0.0,0.0,35.496,68.0,34.97,68.0,72.0,57.831,0.0,0.0,33.8,30.595,72.0,3.355,0.0,0.0
1196,2007-02-19T20:00:00,2007-02-19T20:00:00,2007-02-20T02:00:00Z,7.931,2.324,0.0,0.522,0.083,0.0,0.0,0.0,0.0,1.088,0.046,0.047,0.0,0.047,0.035,0.0,0.0,0.0,0.0,0.016,0.44,0.0,0.0,0.97981,0.97981,0.97981,0.97981,0.0,0.21999,0.03504,0.0,0.0,0.0,0.0,0.45881,0.01945,0.01971,0.0,0.02002,0.01479,0.0,0.0,0.0,0.0,0.00665,0.18535,0.0,0.0,0.0,0.0,0.0,0.0,7.466,0.0,0.0,0.0,0.457,0.0,0.0,30.569,68.0,33.335,68.0,72.0,63.503,0.0,0.0,28.4,26.976,85.0,3.355,0.0,0.0
1197,2007-02-19T21:00:00,2007-02-19T21:00:00,2007-02-20T03:00:00Z,14.401,2.271,6.653,0.534,0.085,0.0,0.0,0.0,0.0,1.032,0.044,0.065,0.0,0.047,0.034,0.0,0.0,0.0,0.0,0.017,0.414,6.653,0.0,1.90007,1.90007,0.92014,0.92014,0.97993,0.21628,0.03449,0.0,0.0,0.0,0.0,0.41798,0.01772,0.02653,0.0,0.01884,0.01392,0.0,0.0,0.0,0.0,0.00677,0.1676,0.97993,0.0,0.0,0.0,4.095,1.573,7.65,0.0,0.0,4.094,0.452,0.0,0.0,28.272,68.0,31.891,68.0,72.0,65.185,0.0,0.0,28.4,26.975,85.0,5.816,0.0,0.0
1198,2007-02-19T22:00:00,2007-02-19T22:00:00,2007-02-20T04:00:00Z,8.468,2.037,1.516,0.523,0.083,0.0,0.0,0.0,0.0,0.829,0.035,0.076,0.0,0.046,0.034,0.0,0.0,0.0,0.0,0.016,0.396,1.516,0.0,1.07583,1.07583,0.85247,0.85247,0.22336,0.21871,0.0348,0.0,0.0,0.0,0.0,0.34707,0.01472,0.03161,0.0,0.01905,0.01407,0.0,0.0,0.0,0.0,0.0068,0.16565,0.22336,0.0,0.0,0.0,1.068,0.41,7.491,0.0,0.0,1.071,0.455,0.0,0.0,28.762,68.0,30.83,68.0,72.0,64.54,0.0,0.0,32.0,30.425,85.0,8.053,0.0,0.0
1199,2007-02-19T23:00:00,2007-02-19T23:00:00,2007-02-20T05:00:00Z,6.64,1.508,1.494,0.572,0.092,0.0,0.0,0.0,0.0,0.393,0.017,0.065,0.0,0.044,0.032,0.0,0.0,0.0,0.0,0.009,0.284,1.494,0.0,0.86315,0.86315,0.64315,0.64315,0.22,0.24401,0.03914,0.0,0.0,0.0,0.0,0.16755,0.0071,0.02792,0.0,0.01856,0.01371,0.0,0.0,0.0,0.0,0.00388,0.12128,0.22,0.0,0.0,0.0,0.535,0.205,8.235,0.0,0.0,0.536,0.452,0.0,0.0,30.213,68.0,30.346,68.0,72.0,64.855,0.0,0.0,33.8,31.387,79.0,9.171,0.0,0.0
1200,2007-02-20T00:00:00,2007-02-20T00:00:00,2007-02-20T06:00:00Z,6.741,1.538,1.493,0.809,0.135,0.0,0.0,0.0,0.0,0.166,0.007,0.045,0.03,0.041,0.03,0.0,0.0,0.0,0.0,0.008,0.267,1.493,0.0,0.88418,0.88418,0.6642,0.6642,0.21998,0.34929,0.05836,0.0,0.0,0.0,0.0,0.07184,0.00305,0.01958,0.01296,0.01752,0.01294,0.0,0.0,0.0,0.0,0.00347,0.11519,0.21998,0.0,0.0,0.0,0.536,0.206,11.853,0.0,0.0,0.536,0.451,0.0,0.0,28.665,68.0,30.084,68.0,72.0,26.43,99.99,0.0,30.2,29.405,92.0,8.053,0.0,0.0
1201,2007-02-20T01:00:00,2007-02-20T01:00:00,2007-02-20T07:00:00Z,9.27,1.271,4.933,0.687,0.113,0.0,0.0,0.0,0.0,0.097,0.004,0.033,0.0,0.04,0.029,0.0,0.0,0.0,0.0,0.007,0.263,4.933,0.0,1.29437,1.29437,0.56778,0.56778,0.7266,0.30667,0.0503,0.0,0.0,0.0,0.0,0.04313,0.00183,0.01478,0.0,0.01768,0.01306,0.0,0.0,0.0,0.0,0.00307,0.11726,0.7266,0.0,0.0,0.0,3.747,1.439,9.924,0.0,0.0,3.753,0.454,0.0,0.0,28.017,68.0,29.803,68.0,72.0,68.276,0.0,0.0,30.2,29.405,92.0,9.171,0.0,0.0
1202,2007-02-20T02:00:00,2007-02-20T02:00:00,2007-02-20T08:00:00Z,4.056,1.189,0.0,0.696,0.114,0.0,0.0,0.0,0.0,0.055,0.002,0.033,0.0,0.039,0.028,0.0,0.0,0.0,0.0,0.004,0.217,0.0,0.0,0.53753,0.53753,0.53753,0.53753,0.0,0.31459,0.05165,0.0,0.0,0.0,0.0,0.02494,0.00106,0.01497,0.0,0.01745,0.01289,0.0,0.0,0.0,0.0,0.00195,0.09804,0.0,0.0,0.0,0.0,0.0,0.0,10.072,0.0,0.0,0.0,0.451,0.0,0.0,27.764,68.0,29.472,68.0,72.0,66.294,0.0,0.0,30.2,28.699,85.0,8.053,0.0,0.0
1203,2007-02-20T03:00:00,2007-02-20T03:00:00,2007-02-20T09:00:00Z,5.602,1.211,1.472,0.716,0.118,0.0,0.0,0.0,0.0,0.055,0.002,0.033,0.0,0.038,0.028,0.0,0.0,0.0,0.0,0.004,0.217,1.472,0.0,0.77485,0.77485,0.55809,0.55809,0.21675,0.32989,0.05437,0.0,0.0,0.0,0.0,0.02542,0.00108,0.01526,0.0,0.01733,0.0128,0.0,0.0,0.0,0.0,0.00199,0.09996,0.21675,0.0,0.0,0.0,0.0,0.0,10.371,0.0,0.0,0.0,0.452,0.0,0.0,27.706,68.0,29.208,68.0,72.0,68.276,0.0,0.0,30.2,28.698,85.0,9.171,0.0,0.0
1204,2007-02-20T04:00:00,2007-02-20T04:00:00,2007-02-20T10:00:00Z,7.263,1.219,3.105,0.724,0.119,0.0,0.0,0.0,0.0,0.055,0.002,0.033,0.0,0.037,0.027,0.0,0.0,0.0,0.0,0.004,0.217,3.105,0.0,1.0435,1.0435,0.58617,0.58617,0.45733,0.34812,0.05747,0.0,0.0,0.0,0.0,0.02653,0.00112,0.01592,0.0,0.01761,0.01301,0.0,0.0,0.0,0.0,0.00207,0.10431,0.45733,0.0,0.0,0.0,1.864,0.716,10.49,0.0,0.0,1.865,0.453,0.0,0.0,27.779,68.0,29.057,68.0,72.0,66.294,0.0,0.0,30.2,29.404,92.0,8.053,0.0,0.0
