Time,TimeDST,TimeUTC,Energy Use: Total,Fuel Use: Electricity: Total,End Use: Electricity: Heating,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Heating Heat Pump Backup,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Hot Water,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Ceiling Fan,End Use: Electricity: Plug Loads,Emissions: CO2e: LRMER_MidCase_15: Total,Emissions: CO2e: LRMER_MidCase_15: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Heat Pump Backup,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Hot Water,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Interior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Exterior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Mech Vent,Emissions: CO2e: LRMER_MidCase_15: Electricity: Refrigerator,Emissions: CO2e: LRMER_MidCase_15: Electricity: Dishwasher,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Washer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Dryer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Electricity: Ceiling Fan,Emissions: CO2e: LRMER_MidCase_15: Electricity: Plug Loads,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Heating: Heat Pump Backup,Load: Cooling: Delivered,Load: Hot Water: Delivered,Load: Hot Water: Tank Losses,Unmet Hours: Heating,Unmet Hours: Cooling,Temperature: Conditioned Space,Temperature: Heating Setpoint,Temperature: Cooling Setpoint,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
,,,kBtu,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,gal,gal,gal,gal,kBtu,kBtu,kBtu,kBtu,kBtu,hr,hr,F,F,F,cfm,cfm,cfm,F,F,%,mph,Btu/(hr*ft^2),Btu/(hr*ft^2)
2007-01-01T01:00:00,2007-01-01T01:00:00,2007-01-01T06:00:00Z,10.673,3.128,1.419,0.056,1.408,0.0,0.0,0.0,0.035,0.025,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.142,3.61759,3.61759,3.61759,3.61759,1.64083,0.06491,1.62803,0.0,0.0,0.0,0.03998,0.02854,0.0,0.04589,0.0,0.0,0.0,0.0,0.00499,0.16443,0.0,0.0,0.455,0.179,15.041,4.803,0.0,0.396,0.123,0.0,0.0,70.0,70.0,70.0,132.85,0.0,0.0,10.4,8.787,69.0,10.29,0.0,0.0
2007-01-01T02:00:00,2007-01-01T02:00:00,2007-01-01T07:00:00Z,10.892,3.192,1.419,0.056,1.473,0.0,0.0,0.0,0.035,0.025,0.0,0.039,0.0,0.0,0.0,0.0,0.004,0.142,3.6398,3.6398,3.6398,3.6398,1.61769,0.06399,1.67944,0.0,0.0,0.0,0.03942,0.02814,0.0,0.04411,0.0,0.0,0.0,0.0,0.00492,0.16211,0.0,0.0,0.0,0.0,15.264,5.026,0.0,0.0,0.12,0.0,0.0,70.0,70.0,70.0,132.85,0.0,0.0,10.4,8.787,69.0,10.29,0.0,0.0
2007-01-01T03:00:00,2007-01-01T03:00:00,2007-01-01T08:00:00Z,11.908,3.49,1.369,0.056,1.822,0.0,0.0,0.0,0.035,0.025,0.0,0.038,0.0,0.0,0.0,0.0,0.004,0.142,3.97628,3.97628,3.97628,3.97628,1.55961,0.06394,2.07539,0.0,0.0,0.0,0.03939,0.02811,0.0,0.04294,0.0,0.0,0.0,0.0,0.00491,0.16198,0.0,0.0,0.0,0.0,15.834,6.215,0.0,0.0,0.118,0.0,0.0,70.0,70.0,70.0,133.004,0.0,0.0,8.6,7.44,76.0,9.171,0.0,0.0
2007-01-01T04:00:00,2007-01-01T04:00:00,2007-01-01T09:00:00Z,13.672,4.007,1.322,0.056,2.15,0.0,0.0,0.237,0.035,0.025,0.0,0.037,0.0,0.0,0.0,0.0,0.004,0.142,4.59529,4.59529,4.59529,4.59529,1.51575,0.06436,2.46548,0.0,0.0,0.27168,0.03965,0.0283,0.0,0.04209,0.0,0.0,0.0,0.0,0.00495,0.16305,0.0,0.0,0.0,0.0,16.443,7.335,0.0,0.0,0.122,0.0,0.0,70.0,70.0,70.0,133.556,0.0,0.0,6.8,5.721,76.0,8.053,0.0,0.0
2007-01-01T05:00:00,2007-01-01T05:00:00,2007-01-01T10:00:00Z,13.383,3.922,1.322,0.056,2.303,0.0,0.0,0.0,0.035,0.025,0.0,0.036,0.0,0.0,0.0,0.0,0.004,0.142,4.52321,4.52321,4.52321,4.52321,1.52421,0.06472,2.65584,0.0,0.0,0.0,0.03987,0.02846,0.0,0.04118,0.0,0.0,0.0,0.0,0.00497,0.16396,0.0,0.0,0.0,0.0,16.966,7.858,0.0,0.0,0.124,0.0,0.0,70.0,70.0,70.0,137.38,0.0,0.0,6.8,5.722,76.0,10.29,0.0,0.0
2007-01-01T06:00:00,2007-01-01T06:00:00,2007-01-01T11:00:00Z,15.368,4.504,1.322,0.056,2.332,0.0,0.0,0.557,0.035,0.02,0.0,0.036,0.0,0.0,0.0,0.0,0.004,0.142,5.28234,5.28234,5.28234,5.28234,1.55016,0.06582,2.73499,0.0,0.0,0.65386,0.04055,0.02328,0.0,0.04188,0.0,0.0,0.0,0.0,0.00506,0.16674,0.0,0.0,2.052,0.809,17.065,7.957,0.0,1.781,0.121,0.0,0.0,70.0,70.0,70.0,135.296,0.0,0.0,6.8,5.723,76.0,9.171,0.0,0.0
2007-01-01T07:00:00,2007-01-01T07:00:00,2007-01-01T12:00:00Z,15.044,4.409,1.271,0.056,2.314,0.0,0.0,0.0,0.141,0.019,0.0,0.038,0.0,0.0,0.0,0.386,0.007,0.177,5.24292,5.24292,5.24292,5.24292,1.51139,0.06674,2.75186,0.0,0.0,0.0,0.1678,0.02233,0.0,0.04482,0.0,0.0,0.0,0.45893,0.00855,0.21051,0.0,0.0,0.0,0.0,16.486,7.896,0.0,0.0,0.123,0.0,0.0,70.0,70.0,70.0,133.393,0.0,0.0,5.0,4.0,76.0,5.816,0.0,0.0
2007-01-01T08:00:00,2007-01-01T08:00:00,2007-01-01T13:00:00Z,15.122,4.432,1.216,0.056,2.729,0.0,0.0,0.0,0.174,0.018,0.0,0.04,0.0,0.0,0.0,0.0,0.008,0.191,5.19407,5.19407,5.19407,5.19407,1.42571,0.06577,3.19805,0.0,0.0,0.0,0.20341,0.02138,0.0,0.0465,0.0,0.0,0.0,0.0,0.00895,0.22431,0.0,0.0,0.0,0.0,17.314,9.311,0.0,0.0,0.122,0.0,0.0,70.0,70.0,70.0,133.867,0.0,0.0,3.2,2.545,83.0,0.0,0.0,0.0
2007-01-01T09:00:00,2007-01-01T09:00:00,2007-01-01T14:00:00Z,13.362,3.916,1.322,0.056,2.096,0.0,0.0,0.0,0.183,0.018,0.0,0.041,0.0,0.0,0.0,0.0,0.006,0.194,3.4923,3.4923,3.4923,3.4923,1.17868,0.05005,1.86934,0.0,0.0,0.0,0.16358,0.01579,0.0,0.03626,0.0,0.0,0.0,0.0,0.00547,0.17313,0.0,0.0,0.0,0.0,16.261,7.153,0.0,0.0,0.12,0.0,0.0,70.0,70.0,70.0,129.132,0.0,0.0,6.8,5.725,76.0,0.0,0.0,0.0
2007-01-01T10:00:00,2007-01-01T10:00:00,2007-01-01T15:00:00Z,11.261,3.3,1.369,0.056,1.432,0.0,0.0,0.0,0.188,0.015,0.0,0.041,0.0,0.0,0.0,0.0,0.005,0.194,2.50353,2.50353,2.50353,2.50353,1.0385,0.04257,1.08635,0.0,0.0,0.0,0.1429,0.01139,0.0,0.03085,0.0,0.0,0.0,0.0,0.00368,0.14728,0.0,0.0,0.0,0.0,14.507,4.886,0.0,0.0,0.119,0.0,0.0,70.0,70.0,70.0,127.199,0.0,0.0,8.6,7.445,76.0,3.355,33.285,64.034
2007-01-01T11:00:00,2007-01-01T11:00:00,2007-01-01T16:00:00Z,10.421,3.054,1.509,0.056,0.421,0.0,0.0,0.634,0.183,0.012,0.0,0.04,0.0,0.0,0.0,0.0,0.005,0.194,2.28731,2.28731,2.28731,2.28731,1.13024,0.04203,0.31519,0.0,0.0,0.4748,0.13738,0.00884,0.0,0.02971,0.0,0.0,0.0,0.0,0.00372,0.1454,0.0,0.0,2.287,0.901,12.802,1.436,0.0,1.98,0.121,0.0,0.0,70.0,70.0,70.0,119.867,0.0,0.0,14.0,11.861,64.0,3.355,54.524,37.089
2007-01-01T12:00:00,2007-01-01T12:00:00,2007-01-01T17:00:00Z,7.898,2.315,1.549,0.056,0.1,0.0,0.0,0.183,0.177,0.008,0.0,0.04,0.0,0.0,0.0,0.0,0.005,0.197,1.72691,1.72691,1.72691,1.72691,1.15526,0.04187,0.07475,0.0,0.0,0.1364,0.13211,0.006,0.0,0.0296,0.0,0.0,0.0,0.0,0.00379,0.14712,0.0,0.0,0.0,0.0,12.22,0.342,0.0,0.0,0.125,0.0,0.0,70.0,70.0,70.0,118.078,0.0,0.0,15.8,13.515,64.0,4.698,64.668,40.576
2007-01-01T13:00:00,2007-01-01T13:00:00,2007-01-01T18:00:00Z,9.946,2.915,1.542,0.056,0.428,0.0,0.0,0.261,0.173,0.006,0.0,0.042,0.202,0.0,0.0,0.0,0.005,0.2,2.16633,2.16633,2.16633,2.16633,1.14601,0.04171,0.31824,0.0,0.0,0.19368,0.12846,0.00478,0.0,0.03096,0.15021,0.0,0.0,0.0,0.00369,0.1486,0.0,1.739,0.0,0.0,13.188,1.461,0.0,1.083,0.122,0.0,0.0,70.0,70.0,70.0,132.269,0.0,0.0,15.8,13.901,70.0,12.751,59.913,7.608
2007-01-01T14:00:00,2007-01-01T14:00:00,2007-01-01T19:00:00Z,8.798,2.579,1.43,0.047,0.0,0.0,0.0,0.559,0.035,0.006,0.0,0.042,0.314,0.0,0.0,0.0,0.004,0.142,1.89929,1.89929,1.89929,1.89929,1.05342,0.0347,0.0,0.0,0.0,0.4116,0.02546,0.00435,0.0,0.03068,0.23118,0.0,0.0,0.0,0.00318,0.10472,0.0,0.982,1.372,0.541,11.571,0.0,0.0,1.801,0.121,0.0,0.0,70.0,70.0,70.0,115.225,0.0,0.0,19.4,16.437,59.0,6.935,64.985,37.723
2007-01-01T15:00:00,2007-01-01T15:00:00,2007-01-01T20:00:00Z,5.754,1.686,1.412,0.046,0.0,0.0,0.0,0.0,0.035,0.006,0.0,0.042,0.0,0.0,0.0,0.0,0.004,0.142,1.24464,1.24464,1.24464,1.24464,1.04193,0.03397,0.0,0.0,0.0,0.0,0.02552,0.00436,0.0,0.03075,0.0,0.0,0.0,0.0,0.00318,0.10494,0.0,0.0,0.0,0.0,11.535,0.0,0.0,0.0,0.12,0.0,0.0,70.0,70.0,70.0,113.963,0.0,0.0,19.4,16.067,54.0,5.816,57.06,46.599
2007-01-01T16:00:00,2007-01-01T16:00:00,2007-01-01T21:00:00Z,10.078,2.954,1.574,0.055,0.0,0.0,0.0,0.89,0.178,0.006,0.0,0.041,0.0,0.0,0.0,0.0,0.006,0.203,2.31294,2.31294,2.31294,2.31294,1.23274,0.04297,0.0,0.0,0.0,0.69697,0.13978,0.00504,0.0,0.03185,0.0,0.0,0.0,0.0,0.00462,0.15897,0.0,0.0,2.748,1.083,12.502,0.0,0.0,2.38,0.121,0.0,0.0,70.0,70.0,70.0,126.271,0.0,0.0,17.6,14.402,53.0,11.408,35.504,25.36
2007-01-01T17:00:00,2007-01-01T17:00:00,2007-01-01T22:00:00Z,8.035,2.355,1.449,0.049,0.0,0.0,0.0,0.0,0.202,0.01,0.0,0.044,0.0,0.0,0.0,0.386,0.007,0.209,2.50841,2.50841,2.50841,2.50841,1.54315,0.05256,0.0,0.0,0.0,0.0,0.21495,0.01086,0.0,0.04649,0.0,0.0,0.0,0.41111,0.00716,0.22213,0.0,0.0,0.0,0.0,11.499,0.0,0.0,0.0,0.124,0.0,0.0,70.0,70.0,70.0,121.241,0.0,0.0,17.6,14.749,58.0,9.171,11.412,4.755
2007-01-01T18:00:00,2007-01-01T18:00:00,2007-01-01T23:00:00Z,12.939,3.792,1.549,0.056,0.765,0.0,0.0,0.539,0.476,0.02,0.03,0.048,0.0,0.0,0.0,0.0,0.012,0.298,4.5562,4.5562,4.5562,4.5562,1.86059,0.06743,0.91915,0.0,0.0,0.64705,0.5722,0.02385,0.03605,0.0572,0.0,0.0,0.0,0.0,0.01488,0.3578,0.0,0.0,1.827,0.72,14.488,2.61,0.0,1.581,0.121,0.0,0.0,70.0,70.0,70.0,65.603,99.99,0.0,15.8,13.517,64.0,6.935,0.0,0.0
2007-01-01T19:00:00,2007-01-01T19:00:00,2007-01-02T00:00:00Z,10.47,3.069,1.438,0.05,0.0,0.0,0.0,0.282,0.622,0.026,0.0,0.05,0.282,0.0,0.0,0.0,0.015,0.304,3.66796,3.66796,3.66796,3.66796,1.71853,0.06035,0.0,0.0,0.0,0.33703,0.74383,0.03142,0.0,0.05928,0.33701,0.0,0.0,0.0,0.0176,0.36291,0.0,2.562,0.0,0.0,11.197,0.0,0.0,1.593,0.121,0.0,0.0,70.0,70.0,70.0,121.731,0.0,0.0,15.8,13.127,58.0,8.053,0.0,0.0
2007-01-01T20:00:00,2007-01-01T20:00:00,2007-01-02T01:00:00Z,10.503,3.078,1.357,0.045,0.0,0.0,0.0,0.352,0.706,0.035,0.0,0.048,0.234,0.0,0.0,0.0,0.016,0.286,3.64278,3.64278,3.64278,3.64278,1.60587,0.05337,0.0,0.0,0.0,0.41645,0.83495,0.04126,0.0,0.05634,0.27697,0.0,0.0,0.0,0.01853,0.33903,0.0,0.0,0.914,0.36,10.839,0.0,0.0,0.792,0.121,0.0,0.0,70.0,70.0,70.0,123.563,0.0,0.0,17.6,14.751,58.0,10.29,0.0,0.0
2007-01-01T21:00:00,2007-01-01T21:00:00,2007-01-02T02:00:00Z,11.926,3.495,1.465,0.05,0.0,0.0,0.0,0.949,0.65,0.049,0.0,0.047,0.0,0.0,0.0,0.0,0.017,0.269,4.12406,4.12406,4.12406,4.12406,1.72891,0.05913,0.0,0.0,0.0,1.11969,0.76669,0.0576,0.0,0.055,0.0,0.0,0.0,0.0,0.01958,0.31746,0.0,0.0,3.656,1.441,11.619,0.0,0.0,3.17,0.121,0.0,0.0,70.0,70.0,70.0,130.032,0.0,0.0,17.6,14.751,58.0,12.751,0.0,0.0
2007-01-01T22:00:00,2007-01-01T22:00:00,2007-01-02T03:00:00Z,11.049,3.238,1.595,0.056,0.122,0.0,0.0,0.582,0.507,0.056,0.0,0.046,0.0,0.0,0.0,0.0,0.016,0.258,3.85078,3.85078,3.85078,3.85078,1.89685,0.06674,0.14473,0.0,0.0,0.69231,0.60323,0.06698,0.0,0.05426,0.0,0.0,0.0,0.0,0.01918,0.3065,0.0,0.0,2.073,0.817,12.969,0.415,0.0,1.797,0.121,0.0,0.0,70.0,70.0,70.0,146.493,0.0,0.0,17.6,14.751,58.0,17.224,0.0,0.0
2007-01-01T23:00:00,2007-01-01T23:00:00,2007-01-02T04:00:00Z,10.136,2.971,1.549,0.056,0.414,0.0,0.0,0.429,0.236,0.049,0.0,0.044,0.0,0.0,0.0,0.0,0.009,0.186,3.54904,3.54904,3.54904,3.54904,1.84999,0.06705,0.495,0.0,0.0,0.51251,0.28152,0.05832,0.0,0.05214,0.0,0.0,0.0,0.0,0.0108,0.22172,0.0,0.0,1.598,0.63,13.292,1.414,0.0,1.39,0.122,0.0,0.0,70.0,70.0,70.0,135.768,0.0,0.0,15.8,13.515,64.0,13.869,0.0,0.0
2007-01-02T00:00:00,2007-01-02T00:00:00,2007-01-02T05:00:00Z,13.24,3.88,1.549,0.056,0.919,0.0,0.0,0.98,0.104,0.034,0.015,0.041,0.0,0.0,0.0,0.0,0.008,0.174,4.58099,4.58099,4.58099,4.58099,1.82813,0.06625,1.08502,0.0,0.0,1.15753,0.12327,0.0399,0.01771,0.04801,0.0,0.0,0.0,0.0,0.00943,0.20574,0.0,0.0,3.752,1.479,15.014,3.136,0.0,3.253,0.121,0.0,0.0,70.0,70.0,70.0,102.823,50.006,0.0,15.8,13.513,64.0,14.987,0.0,0.0
2007-01-02T01:00:00,2007-01-02T01:00:00,2007-01-02T06:00:00Z,11.535,3.381,1.548,0.056,0.961,0.0,0.0,0.569,0.035,0.025,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.142,3.90975,3.90975,3.90975,3.90975,1.7909,0.06491,1.11154,0.0,0.0,0.65859,0.03998,0.02854,0.0,0.04589,0.0,0.0,0.0,0.0,0.00499,0.16443,0.0,0.0,2.288,0.902,15.157,3.279,0.0,1.985,0.121,0.0,0.0,70.0,70.0,70.0,148.482,0.0,0.0,15.8,13.512,64.0,17.224,0.0,0.0
2007-01-02T02:00:00,2007-01-02T02:00:00,2007-01-02T07:00:00Z,10.188,2.986,1.548,0.056,0.9,0.0,0.0,0.237,0.035,0.025,0.0,0.039,0.0,0.0,0.0,0.0,0.004,0.142,3.40435,3.40435,3.40435,3.40435,1.76563,0.06399,1.02594,0.0,0.0,0.2701,0.03942,0.02814,0.0,0.04411,0.0,0.0,0.0,0.0,0.00492,0.16211,0.0,0.0,0.0,0.0,14.947,3.07,0.0,0.0,0.12,0.0,0.0,70.0,70.0,70.0,143.885,0.0,0.0,15.8,13.51,64.0,16.106,0.0,0.0
