building_id,job_id,started_at,completed_at,completed_status,apply_upgrade.applicable,apply_upgrade.upgrade_name,qoi_report.applicable,report_simulation_output.applicable,report_utility_bills.applicable,upgrade_costs.applicable
1,run3,2024-08-10T02:58:24,2024-08-10T02:58:50,Invalid,true,MSHP,false,false,false,false
