building_id,job_id,started_at,completed_at,completed_status,apply_upgrade.applicable,apply_upgrade.upgrade_name,qoi_report.applicable,report_simulation_output.applicable,report_utility_bills.applicable,upgrade_costs.applicable
1,run2,2024-08-10T02:57:56,2024-08-10T02:58:22,Invalid,true,ASHP,false,false,false,false
