building_id,job_id,started_at,completed_at,completed_status,apply_upgrade.applicable,apply_upgrade.upgrade_name,qoi_report.applicable,report_simulation_output.applicable,report_utility_bills.applicable,upgrade_costs.applicable
1,run5,2024-08-10T03:00:20,2024-08-10T03:00:43,Invalid,true,GSHP,false,false,false,false
