Time,TimeDST,TimeUTC,Energy Use: Total,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Range/Oven,End Use: Electricity: Ceiling Fan,End Use: Electricity: Plug Loads,End Use: Natural Gas: Heating,End Use: Natural Gas: Hot Water,End Use: Natural Gas: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Total,Emissions: CO2e: LRMER_MidCase_15: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Net,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Interior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Exterior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Mech Vent,Emissions: CO2e: LRMER_MidCase_15: Electricity: Refrigerator,Emissions: CO2e: LRMER_MidCase_15: Electricity: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Electricity: Ceiling Fan,Emissions: CO2e: LRMER_MidCase_15: Electricity: Plug Loads,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Heating,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Hot Water,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Range/Oven,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Cooling: Delivered,Load: Hot Water: Delivered,Load: Hot Water: Tank Losses,Unmet Hours: Heating,Unmet Hours: Cooling,Temperature: Conditioned Space,Temperature: Heating Setpoint,Temperature: Cooling Setpoint,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
2007-07-01T19:00:00,2007-07-01T20:00:00,2007-07-02T01:00:00Z,3.395,0.666,1.123,0.0,0.343,0.072,0.032,0.019,0.0,0.062,0.0,0.004,0.132,0.0,1.123,0.0,0.45518,0.45518,0.28976,0.28976,0.16543,0.0,0.14932,0.03154,0.01409,0.00838,0.0,0.02713,0.0,0.00191,0.05739,0.0,0.16543,0.0,0.818,0.292,0.0,4.505,0.622,0.443,0.0,0.0,69.0,69.0,69.0,69.321,0.0,0.0,78.8,60.386,34.0,14.987,21.556,0.0
2007-07-01T20:00:00,2007-07-01T21:00:00,2007-07-02T02:00:00Z,3.195,0.61,1.113,0.0,0.29,0.064,0.032,0.027,0.0,0.061,0.0,0.004,0.132,0.0,1.113,0.0,0.44831,0.44831,0.28432,0.28432,0.16399,0.0,0.13503,0.02983,0.01509,0.01242,0.0,0.02845,0.0,0.00204,0.06146,0.0,0.16399,0.0,0.409,0.146,0.0,4.003,0.312,0.447,0.0,0.0,69.0,69.0,69.0,79.305,0.0,0.0,75.2,60.822,44.0,17.224,3.17,0.0
2007-07-01T21:00:00,2007-07-01T22:00:00,2007-07-02T03:00:00Z,6.998,1.036,3.462,0.0,0.283,0.064,0.429,0.031,0.0,0.06,0.0,0.011,0.157,0.0,3.462,0.0,0.97103,0.97103,0.46105,0.46105,0.50998,0.0,0.12612,0.02858,0.19094,0.01399,0.0,0.02658,0.0,0.0048,0.07003,0.0,0.50998,0.0,2.045,0.73,0.0,4.038,1.558,0.444,0.0,0.0,69.0,69.0,69.0,23.863,0.0,0.0,73.04,59.968,47.0,5.816,0.0,0.0
2007-07-01T22:00:00,2007-07-01T23:00:00,2007-07-02T04:00:00Z,3.163,0.927,0.0,0.0,0.278,0.064,0.351,0.027,0.0,0.057,0.0,0.009,0.14,0.0,0.0,0.0,0.43412,0.43412,0.43412,0.43412,0.0,0.0,0.13032,0.03002,0.16446,0.01277,0.0,0.02676,0.0,0.00432,0.06547,0.0,0.0,0.0,0.0,0.0,0.0,4.039,0.0,0.451,0.0,0.0,69.0,69.0,69.0,40.88,0.0,0.0,71.6,59.628,50.0,10.29,0.0,0.0
2007-07-01T23:00:00,2007-07-02T00:00:00,2007-07-02T05:00:00Z,3.367,0.663,1.103,0.0,0.225,0.054,0.163,0.019,0.015,0.053,0.0,0.008,0.126,0.0,1.103,0.0,0.47607,0.47607,0.31357,0.31357,0.1625,0.0,0.10653,0.0255,0.07712,0.00895,0.00709,0.02517,0.0,0.0037,0.05952,0.0,0.1625,0.0,0.0,0.0,0.0,3.403,0.0,0.44,0.0,0.0,69.0,69.0,69.0,16.144,50.006,0.0,68.0,58.176,56.0,9.843,0.0,0.0
2007-07-02T00:00:00,2007-07-02T01:00:00,2007-07-02T06:00:00Z,1.866,0.547,0.0,0.0,0.219,0.051,0.081,0.015,0.0,0.052,0.0,0.006,0.122,0.0,0.0,0.0,0.25391,0.25391,0.25391,0.25391,0.0,0.0,0.10168,0.02388,0.03772,0.00685,0.0,0.02412,0.0,0.0029,0.05675,0.0,0.0,0.0,0.0,0.0,0.0,3.224,0.0,0.449,0.0,0.0,69.0,69.0,69.0,26.066,0.0,0.0,69.8,58.932,53.0,7.382,0.0,0.0
2007-07-02T01:00:00,2007-07-02T02:00:00,2007-07-02T07:00:00Z,2.598,0.438,1.103,0.0,0.163,0.041,0.032,0.015,0.0,0.051,0.0,0.004,0.132,0.0,1.103,0.0,0.38459,0.38459,0.22208,0.22208,0.16251,0.0,0.08263,0.02077,0.01641,0.00749,0.0,0.02568,0.0,0.00222,0.06687,0.0,0.16251,0.0,0.0,0.0,0.0,2.588,0.0,0.442,0.0,0.0,69.0,69.0,69.0,35.708,0.0,0.0,62.6,56.215,68.0,8.277,0.0,0.0
2007-07-02T02:00:00,2007-07-02T03:00:00,2007-07-02T08:00:00Z,2.497,0.403,1.122,0.0,0.136,0.035,0.032,0.015,0.0,0.049,0.0,0.004,0.132,0.0,1.122,0.0,0.37907,0.37907,0.21374,0.21374,0.16534,0.0,0.07191,0.01832,0.01718,0.00783,0.0,0.02619,0.0,0.00233,0.06998,0.0,0.16534,0.0,0.815,0.291,0.0,2.18,0.62,0.446,0.0,0.0,69.0,69.0,69.0,41.165,0.0,0.0,60.8,56.423,77.0,9.171,0.0,0.0
2007-07-02T03:00:00,2007-07-02T04:00:00,2007-07-02T09:00:00Z,1.329,0.389,0.0,0.0,0.126,0.032,0.032,0.015,0.0,0.048,0.0,0.004,0.132,0.0,0.0,0.0,0.20559,0.20559,0.20559,0.20559,0.0,0.0,0.06646,0.01692,0.01709,0.0078,0.0,0.02537,0.0,0.00232,0.06963,0.0,0.0,0.0,0.0,0.0,0.0,2.016,0.0,0.442,0.0,0.0,69.0,69.0,69.0,45.77,0.0,0.0,60.8,55.42,72.0,10.29,0.0,0.0
2007-07-02T04:00:00,2007-07-02T05:00:00,2007-07-02T10:00:00Z,2.381,0.375,1.103,0.0,0.115,0.029,0.032,0.015,0.0,0.047,0.0,0.004,0.132,0.0,1.103,0.0,0.36963,0.36963,0.20709,0.20709,0.16254,0.0,0.06365,0.01619,0.0179,0.00816,0.0,0.02585,0.0,0.00243,0.07292,0.0,0.16254,0.0,0.0,0.0,0.0,1.835,0.0,0.449,0.0,0.0,69.0,69.0,69.0,49.695,0.0,0.0,60.8,55.42,72.0,11.185,0.0,0.0
2007-07-02T05:00:00,2007-07-02T06:00:00,2007-07-02T11:00:00Z,1.279,0.375,0.0,0.0,0.118,0.03,0.032,0.012,0.0,0.047,0.0,0.004,0.132,0.0,0.0,0.0,0.19706,0.19706,0.19706,0.19706,0.0,0.0,0.06206,0.01556,0.01701,0.00624,0.0,0.02457,0.0,0.00231,0.06931,0.0,0.0,0.0,0.0,0.0,0.0,1.844,0.0,0.44,0.0,0.0,69.0,69.0,69.0,52.392,0.0,0.0,62.6,57.059,72.0,12.079,0.0,0.0
2007-07-02T06:00:00,2007-07-02T07:00:00,2007-07-02T12:00:00Z,2.433,0.39,1.104,0.0,0.129,0.032,0.032,0.011,0.0,0.049,0.0,0.004,0.132,0.0,1.104,0.0,0.27463,0.27463,0.11208,0.11208,0.16255,0.0,0.03704,0.00909,0.00931,0.00323,0.0,0.0142,0.0,0.00126,0.03794,0.0,0.16255,0.0,0.0,0.0,0.0,1.956,0.0,0.45,0.0,0.0,69.0,69.0,69.0,55.204,0.0,0.0,64.94,58.091,67.0,12.974,10.778,0.0
2007-07-02T07:00:00,2007-07-02T08:00:00,2007-07-02T13:00:00Z,4.636,0.683,2.304,0.0,0.173,0.041,0.252,0.011,0.0,0.052,0.0,0.007,0.147,0.0,2.304,0.0,0.49656,0.49656,0.15713,0.15713,0.33944,0.0,0.03983,0.00937,0.05801,0.00251,0.0,0.01195,0.0,0.00169,0.03378,0.0,0.33944,0.0,1.99,0.711,0.0,2.502,1.514,0.445,0.0,0.0,69.0,69.0,69.0,76.908,0.0,0.0,69.26,60.492,61.0,17.224,19.971,0.0
2007-07-02T08:00:00,2007-07-02T09:00:00,2007-07-02T14:00:00Z,3.529,0.711,1.103,0.0,0.197,0.046,0.249,0.011,0.0,0.053,0.0,0.005,0.15,0.0,1.103,0.0,0.31219,0.31219,0.14967,0.14967,0.16251,0.0,0.04138,0.00966,0.05242,0.00223,0.0,0.01121,0.0,0.00112,0.03165,0.0,0.16251,0.0,0.0,0.0,0.0,2.803,0.0,0.442,0.0,0.0,69.0,69.0,69.0,64.359,0.0,0.0,69.8,60.712,60.0,14.987,36.455,0.0
2007-07-02T09:00:00,2007-07-02T10:00:00,2007-07-02T15:00:00Z,2.475,0.725,0.0,0.0,0.221,0.051,0.237,0.009,0.0,0.053,0.0,0.004,0.15,0.0,0.0,0.0,0.14408,0.14408,0.14408,0.14408,0.0,0.0,0.04397,0.01006,0.04712,0.00179,0.0,0.01058,0.0,0.00072,0.02986,0.0,0.0,0.0,0.0,0.0,0.0,3.07,0.0,0.447,0.0,0.0,69.0,69.0,69.0,71.312,0.0,0.0,71.6,62.27,60.0,16.106,44.38,0.0
2007-07-02T10:00:00,2007-07-02T11:00:00,2007-07-02T16:00:00Z,2.739,0.479,1.103,0.0,0.206,0.046,0.032,0.007,0.0,0.052,0.0,0.004,0.132,0.0,1.103,0.0,0.25808,0.25808,0.09556,0.09556,0.16252,0.0,0.04096,0.00923,0.00645,0.00141,0.0,0.01035,0.0,0.00087,0.02628,0.0,0.16252,0.0,0.0,0.0,0.0,2.776,0.0,0.444,0.0,0.0,69.0,69.0,69.0,59.745,0.0,0.0,72.86,62.833,58.0,13.869,56.109,0.0
2007-07-02T11:00:00,2007-07-02T12:00:00,2007-07-02T17:00:00Z,2.774,0.484,1.122,0.0,0.211,0.048,0.032,0.005,0.0,0.052,0.0,0.004,0.132,0.0,1.122,0.0,0.26162,0.26162,0.09628,0.09628,0.16534,0.0,0.0419,0.00956,0.00644,0.00096,0.0,0.01033,0.0,0.00087,0.02622,0.0,0.16534,0.0,0.815,0.291,0.0,2.878,0.62,0.446,0.0,0.0,69.0,69.0,69.0,59.05,0.0,0.0,71.6,62.27,60.0,13.869,132.188,17.435
2007-07-02T12:00:00,2007-07-02T13:00:00,2007-07-02T18:00:00Z,5.218,0.496,3.525,0.0,0.22,0.05,0.032,0.004,0.0,0.055,0.0,0.004,0.132,0.0,3.525,0.0,0.62022,0.62022,0.10099,0.10099,0.51923,0.0,0.04468,0.01011,0.00659,0.00078,0.0,0.0111,0.0,0.00089,0.02683,0.0,0.51923,0.0,2.859,1.021,0.0,2.961,2.174,0.445,0.0,0.0,69.0,69.0,69.0,71.633,0.0,0.0,72.32,62.632,59.0,16.106,128.067,18.069
2007-07-02T13:00:00,2007-07-02T14:00:00,2007-07-02T19:00:00Z,2.783,0.484,1.133,0.0,0.209,0.048,0.032,0.004,0.0,0.055,0.0,0.004,0.132,0.0,1.133,0.0,0.26636,0.26636,0.09951,0.09951,0.16685,0.0,0.04303,0.00985,0.00666,0.00073,0.0,0.01122,0.0,0.0009,0.02713,0.0,0.16685,0.0,1.227,0.438,0.0,2.844,0.932,0.444,0.0,0.0,69.0,69.0,69.0,71.086,0.0,0.0,71.06,63.309,66.0,16.106,84.639,0.0
2007-07-02T14:00:00,2007-07-02T15:00:00,2007-07-02T20:00:00Z,3.539,0.714,1.103,0.0,0.234,0.054,0.209,0.004,0.0,0.055,0.0,0.005,0.154,0.0,1.103,0.0,0.3051,0.3051,0.14256,0.14256,0.16254,0.0,0.04672,0.01082,0.04175,0.00071,0.0,0.0109,0.0,0.00097,0.0307,0.0,0.16254,0.0,0.0,0.0,0.0,3.214,0.0,0.449,0.0,0.0,69.0,69.0,69.0,70.632,0.0,0.0,69.8,61.701,64.0,16.106,81.469,0.0
2007-07-02T15:00:00,2007-07-02T16:00:00,2007-07-02T21:00:00Z,2.455,0.719,0.0,0.0,0.232,0.054,0.21,0.004,0.0,0.053,0.0,0.005,0.161,0.0,0.0,0.0,0.13957,0.13957,0.13957,0.13957,0.0,0.0,0.0451,0.01054,0.04068,0.00075,0.0,0.01033,0.0,0.00097,0.0312,0.0,0.0,0.0,0.0,0.0,0.0,3.214,0.0,0.44,0.0,0.0,69.0,69.0,69.0,70.49,0.0,0.0,68.72,63.554,76.0,16.106,73.544,0.0
2007-07-02T16:00:00,2007-07-02T17:00:00,2007-07-02T22:00:00Z,3.374,0.666,1.104,0.0,0.175,0.043,0.21,0.006,0.0,0.057,0.0,0.006,0.168,0.0,1.104,0.0,0.29944,0.29944,0.13689,0.13689,0.16255,0.0,0.03595,0.00888,0.04326,0.00125,0.0,0.01175,0.0,0.00126,0.03453,0.0,0.16255,0.0,0.0,0.0,0.0,2.555,0.0,0.45,0.0,0.0,69.0,69.0,69.0,73.501,0.0,0.0,62.06,61.311,96.0,16.106,61.498,0.0
2007-07-02T17:00:00,2007-07-02T18:00:00,2007-07-02T23:00:00Z,2.202,0.645,0.0,0.0,0.109,0.027,0.215,0.012,0.03,0.062,0.0,0.008,0.182,0.0,0.0,0.0,0.14272,0.14272,0.14272,0.14272,0.0,0.0,0.02408,0.00604,0.04752,0.00263,0.00663,0.01379,0.0,0.00183,0.0402,0.0,0.0,0.0,0.0,0.0,0.0,1.599,0.0,0.439,0.0,0.0,69.0,69.0,69.0,32.273,99.99,0.0,59.18,59.18,100.0,16.106,46.282,0.0
2007-07-02T18:00:00,2007-07-02T19:00:00,2007-07-03T00:00:00Z,4.592,0.676,2.287,0.0,0.135,0.034,0.231,0.016,0.0,0.065,0.0,0.01,0.185,0.0,2.287,0.0,0.54896,0.54896,0.21209,0.21209,0.33687,0.0,0.04245,0.01068,0.07241,0.00494,0.0,0.02039,0.0,0.0031,0.05814,0.0,0.33687,0.0,1.632,0.583,0.0,1.974,1.242,0.446,0.0,0.0,69.0,69.0,69.0,64.596,0.0,0.0,57.92,57.92,100.0,13.869,29.481,0.0
2007-07-02T19:00:00,2007-07-02T20:00:00,2007-07-03T01:00:00Z,4.691,0.717,2.246,0.0,0.144,0.036,0.269,0.021,0.0,0.062,0.0,0.01,0.175,0.0,2.246,0.0,0.64274,0.64274,0.31188,0.31188,0.33086,0.0,0.0626,0.01557,0.11691,0.00908,0.0,0.02713,0.0,0.00456,0.07603,0.0,0.33086,0.0,0.816,0.291,0.0,2.051,0.62,0.445,0.0,0.0,69.0,69.0,69.0,63.551,0.0,0.0,59.36,59.36,100.0,13.869,15.85,0.0
2007-07-02T20:00:00,2007-07-02T21:00:00,2007-07-03T02:00:00Z,2.538,0.744,0.0,0.0,0.111,0.028,0.339,0.029,0.0,0.061,0.0,0.011,0.164,0.0,0.0,0.0,0.34663,0.34663,0.34663,0.34663,0.0,0.0,0.05171,0.01298,0.15818,0.01361,0.0,0.02845,0.0,0.00517,0.07653,0.0,0.0,0.0,0.0,0.0,0.0,1.584,0.0,0.45,0.0,0.0,69.0,69.0,69.0,82.38,0.0,0.0,57.2,57.2,100.0,17.224,6.023,0.0
2007-07-02T21:00:00,2007-07-02T22:00:00,2007-07-03T03:00:00Z,3.363,0.315,2.286,0.0,0.043,0.011,0.032,0.034,0.0,0.06,0.0,0.004,0.132,0.0,2.286,0.0,0.47711,0.47711,0.14032,0.14032,0.33679,0.0,0.01894,0.00479,0.0144,0.01499,0.0,0.02658,0.0,0.00195,0.05867,0.0,0.33679,0.0,1.633,0.583,0.0,0.605,1.242,0.445,0.0,0.0,69.0,69.0,69.0,83.672,0.0,0.0,55.04,55.04,100.0,17.224,0.0,0.0
2007-07-02T22:00:00,2007-07-02T23:00:00,2007-07-03T04:00:00Z,4.459,0.283,3.493,0.0,0.022,0.006,0.032,0.029,0.0,0.057,0.0,0.004,0.132,0.0,3.493,0.0,0.64711,0.64711,0.13259,0.13259,0.51452,0.0,0.01052,0.00267,0.01516,0.01368,0.0,0.02676,0.0,0.00205,0.06175,0.0,0.51452,0.0,2.455,0.877,0.0,0.319,1.863,0.444,0.0,0.0,69.0,69.0,69.0,68.416,0.0,0.0,52.88,52.88,100.0,13.869,0.0,0.0
2007-07-02T23:00:00,2007-07-03T00:00:00,2007-07-03T05:00:00Z,0.877,0.257,0.0,0.0,0.0,0.0,0.032,0.02,0.015,0.053,0.0,0.004,0.132,0.0,0.0,0.0,0.12152,0.12152,0.12152,0.12152,0.0,0.0,0.0,0.0,0.0153,0.00956,0.00709,0.02517,0.0,0.00207,0.06233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.451,0.0,0.0,69.025,69.0,69.0,43.051,50.006,0.0,54.32,54.32,100.0,14.987,0.0,0.0
2007-07-03T00:00:00,2007-07-03T01:00:00,2007-07-03T06:00:00Z,1.989,0.26,1.103,0.0,0.019,0.005,0.032,0.015,0.0,0.052,0.0,0.004,0.132,0.0,1.103,0.0,0.28303,0.28303,0.12053,0.12053,0.1625,0.0,0.00899,0.00227,0.01503,0.00685,0.0,0.02412,0.0,0.00204,0.06123,0.0,0.1625,0.0,0.0,0.0,0.0,0.269,0.0,0.44,0.0,0.0,69.0,69.0,69.0,67.601,0.0,0.0,53.96,53.96,100.0,13.869,0.0,0.0
2007-07-03T01:00:00,2007-07-03T02:00:00,2007-07-03T07:00:00Z,0.85,0.249,0.0,0.0,0.012,0.003,0.032,0.015,0.0,0.051,0.0,0.004,0.132,0.0,0.0,0.0,0.12624,0.12624,0.12624,0.12624,0.0,0.0,0.00605,0.00152,0.01641,0.00749,0.0,0.02568,0.0,0.00222,0.06687,0.0,0.0,0.0,0.0,0.0,0.0,0.165,0.0,0.449,0.0,0.0,69.0,69.0,69.0,62.804,0.0,0.0,53.6,53.6,100.0,12.751,0.0,0.0
2007-07-03T02:00:00,2007-07-03T03:00:00,2007-07-03T08:00:00Z,1.964,0.252,1.103,0.0,0.016,0.004,0.032,0.015,0.0,0.049,0.0,0.004,0.132,0.0,1.103,0.0,0.29639,0.29639,0.13388,0.13388,0.16251,0.0,0.0083,0.00208,0.01718,0.00783,0.0,0.02619,0.0,0.00233,0.06998,0.0,0.16251,0.0,0.0,0.0,0.0,0.214,0.0,0.441,0.0,0.0,69.0,69.0,69.0,61.608,0.0,0.0,55.04,55.04,100.0,12.751,0.0,0.0
2007-07-03T03:00:00,2007-07-03T04:00:00,2007-07-03T09:00:00Z,0.981,0.288,0.0,0.0,0.045,0.011,0.032,0.015,0.0,0.048,0.0,0.004,0.132,0.0,0.0,0.0,0.15184,0.15184,0.15184,0.15184,0.0,0.0,0.02376,0.00587,0.01709,0.0078,0.0,0.02537,0.0,0.00232,0.06963,0.0,0.0,0.0,0.0,0.0,0.0,0.603,0.0,0.448,0.0,0.0,69.0,69.0,69.0,48.196,0.0,0.0,58.28,58.28,100.0,10.29,0.0,0.0
2007-07-03T04:00:00,2007-07-03T05:00:00,2007-07-03T10:00:00Z,2.114,0.296,1.103,0.0,0.053,0.013,0.032,0.015,0.0,0.047,0.0,0.004,0.132,0.0,1.103,0.0,0.32633,0.32633,0.16382,0.16382,0.16251,0.0,0.02937,0.0072,0.0179,0.00816,0.0,0.02585,0.0,0.00243,0.07292,0.0,0.16251,0.0,0.0,0.0,0.0,0.701,0.0,0.443,0.0,0.0,69.0,69.0,69.0,41.457,0.0,0.0,59.72,59.72,100.0,8.948,0.0,0.0
2007-07-03T05:00:00,2007-07-03T06:00:00,2007-07-03T11:00:00Z,1.009,0.296,0.0,0.0,0.055,0.013,0.032,0.012,0.0,0.047,0.0,0.004,0.132,0.0,0.0,0.0,0.15535,0.15535,0.15535,0.15535,0.0,0.0,0.0289,0.00701,0.01701,0.00624,0.0,0.02457,0.0,0.00231,0.06931,0.0,0.0,0.0,0.0,0.0,0.0,0.713,0.0,0.447,0.0,0.0,69.0,69.0,69.0,45.43,0.0,0.0,61.16,60.976,99.0,10.29,0.0,0.0
2007-07-03T06:00:00,2007-07-03T07:00:00,2007-07-03T12:00:00Z,5.838,0.289,4.853,0.0,0.048,0.012,0.032,0.011,0.0,0.049,0.0,0.004,0.132,0.0,4.853,0.0,0.79787,0.79787,0.08306,0.08306,0.71481,0.0,0.0138,0.00331,0.00931,0.00323,0.0,0.0142,0.0,0.00126,0.03794,0.0,0.71481,0.0,4.241,1.515,0.0,0.61,3.218,0.445,0.0,0.0,69.0,69.0,69.0,44.093,0.0,0.0,62.6,62.6,100.0,10.29,9.827,10.778
2007-07-03T07:00:00,2007-07-03T08:00:00,2007-07-03T13:00:00Z,2.163,0.311,1.103,0.0,0.064,0.015,0.032,0.011,0.0,0.052,0.0,0.004,0.132,0.0,1.103,0.0,0.23394,0.23394,0.07144,0.07144,0.1625,0.0,0.01472,0.00349,0.00744,0.00251,0.0,0.01195,0.0,0.00101,0.03032,0.0,0.1625,0.0,0.0,0.0,0.0,0.793,0.0,0.441,0.0,0.0,69.0,69.0,69.0,47.772,0.0,0.0,64.4,64.4,100.0,11.408,23.141,0.0
2007-07-03T08:00:00,2007-07-03T09:00:00,2007-07-03T14:00:00Z,1.146,0.336,0.0,0.0,0.084,0.02,0.032,0.011,0.0,0.053,0.0,0.004,0.132,0.0,0.0,0.0,0.07071,0.07071,0.07071,0.07071,0.0,0.0,0.01765,0.00411,0.00681,0.00223,0.0,0.01121,0.0,0.00092,0.02776,0.0,0.0,0.0,0.0,0.0,0.0,1.011,0.0,0.449,0.0,0.0,69.0,69.0,69.0,59.152,0.0,0.0,66.2,65.002,94.0,13.869,41.21,15.85
2007-07-03T09:00:00,2007-07-03T10:00:00,2007-07-03T15:00:00Z,2.252,0.337,1.103,0.0,0.086,0.02,0.032,0.009,0.0,0.053,0.0,0.004,0.132,0.0,1.103,0.0,0.22936,0.22936,0.06685,0.06685,0.16251,0.0,0.01702,0.00396,0.00643,0.00179,0.0,0.01058,0.0,0.00087,0.0262,0.0,0.16251,0.0,0.0,0.0,0.0,1.024,0.0,0.442,0.0,0.0,69.0,69.0,69.0,77.742,0.0,0.0,66.2,65.002,94.0,17.224,56.109,0.0
2007-07-03T10:00:00,2007-07-03T11:00:00,2007-07-03T16:00:00Z,1.272,0.373,0.0,0.0,0.118,0.027,0.032,0.007,0.0,0.052,0.0,0.004,0.132,0.0,0.0,0.0,0.07432,0.07432,0.07432,0.07432,0.0,0.0,0.02349,0.00546,0.00645,0.00141,0.0,0.01035,0.0,0.00087,0.02628,0.0,0.0,0.0,0.0,0.0,0.0,1.397,0.0,0.448,0.0,0.0,69.0,69.0,69.0,59.152,0.0,0.0,66.2,65.002,94.0,13.869,93.515,45.014
2007-07-03T11:00:00,2007-07-03T12:00:00,2007-07-03T17:00:00Z,2.435,0.39,1.103,0.0,0.134,0.031,0.032,0.005,0.0,0.052,0.0,0.004,0.132,0.0,1.103,0.0,0.24013,0.24013,0.07762,0.07762,0.16251,0.0,0.02669,0.0061,0.00644,0.00096,0.0,0.01033,0.0,0.00087,0.02622,0.0,0.16251,0.0,0.0,0.0,0.0,1.549,0.0,0.443,0.0,0.0,69.0,69.0,69.0,58.302,0.0,0.0,68.0,65.511,88.0,13.869,79.25,0.0
2007-07-03T12:00:00,2007-07-03T13:00:00,2007-07-03T18:00:00Z,1.35,0.396,0.0,0.0,0.137,0.031,0.032,0.004,0.0,0.055,0.0,0.004,0.132,0.0,0.0,0.0,0.08052,0.08052,0.08052,0.08052,0.0,0.0,0.02794,0.00638,0.00659,0.00078,0.0,0.0111,0.0,0.00089,0.02683,0.0,0.0,0.0,0.0,0.0,0.0,1.575,0.0,0.447,0.0,0.0,69.0,69.0,69.0,77.097,0.0,0.0,68.0,65.511,88.0,17.224,84.956,0.0
2007-07-03T13:00:00,2007-07-03T14:00:00,2007-07-03T19:00:00Z,2.56,0.427,1.103,0.0,0.163,0.037,0.032,0.004,0.0,0.055,0.0,0.004,0.132,0.0,1.103,0.0,0.25031,0.25031,0.08779,0.08779,0.16252,0.0,0.03361,0.00755,0.00666,0.00073,0.0,0.01122,0.0,0.0009,0.02713,0.0,0.16252,0.0,0.0,0.0,0.0,1.829,0.0,0.444,0.0,0.0,69.0,69.0,69.0,58.228,0.0,0.0,69.8,66.144,83.0,13.869,86.224,0.0
2007-07-03T14:00:00,2007-07-03T15:00:00,2007-07-03T20:00:00Z,1.559,0.457,0.0,0.0,0.189,0.042,0.032,0.004,0.0,0.055,0.0,0.004,0.132,0.0,0.0,0.0,0.09125,0.09125,0.09125,0.09125,0.0,0.0,0.03765,0.00832,0.00647,0.00071,0.0,0.0109,0.0,0.00088,0.02634,0.0,0.0,0.0,0.0,0.0,0.0,2.061,0.0,0.446,0.0,0.0,69.0,69.0,69.0,59.05,0.0,0.0,71.6,66.694,78.0,13.869,83.054,0.0
2007-07-03T15:00:00,2007-07-03T16:00:00,2007-07-03T21:00:00Z,2.738,0.479,1.103,0.0,0.208,0.045,0.032,0.004,0.0,0.053,0.0,0.004,0.132,0.0,1.103,0.0,0.25546,0.25546,0.09294,0.09294,0.16252,0.0,0.04038,0.00877,0.00628,0.00075,0.0,0.01033,0.0,0.00085,0.02558,0.0,0.16252,0.0,0.0,0.0,0.0,2.224,0.0,0.445,0.0,0.0,69.0,69.0,69.0,47.626,0.0,0.0,73.4,67.154,73.0,11.408,75.763,0.0
2007-07-03T16:00:00,2007-07-03T17:00:00,2007-07-03T22:00:00Z,4.972,0.773,2.335,0.0,0.268,0.057,0.21,0.006,0.0,0.057,0.0,0.006,0.168,0.0,2.335,0.0,0.50292,0.50292,0.15892,0.15892,0.344,0.0,0.05511,0.01175,0.04326,0.00125,0.0,0.01175,0.0,0.00126,0.03453,0.0,0.344,0.0,2.596,0.927,0.0,2.817,1.967,0.444,0.0,0.0,69.0,69.0,69.0,61.192,0.0,0.0,75.2,70.055,78.0,13.869,64.351,0.0
2007-07-03T17:00:00,2007-07-03T18:00:00,2007-07-03T23:00:00Z,4.077,0.871,1.104,0.0,0.298,0.065,0.215,0.012,0.03,0.062,0.0,0.008,0.182,0.0,1.104,0.0,0.35523,0.35523,0.19267,0.19267,0.16255,0.0,0.0658,0.01428,0.04752,0.00263,0.00663,0.01379,0.0,0.00183,0.0402,0.0,0.16255,0.0,0.0,0.0,0.0,3.202,0.0,0.451,0.0,0.0,69.0,69.0,69.0,22.54,99.99,0.0,73.4,69.564,83.0,13.869,49.769,0.0
