Time,TimeDST,TimeUTC,Energy Use: Total,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Range/Oven,End Use: Electricity: Ceiling Fan,End Use: Electricity: Plug Loads,End Use: Natural Gas: Heating,End Use: Natural Gas: Hot Water,End Use: Natural Gas: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Total,Emissions: CO2e: LRMER_MidCase_15: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Net,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Interior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Exterior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Mech Vent,Emissions: CO2e: LRMER_MidCase_15: Electricity: Refrigerator,Emissions: CO2e: LRMER_MidCase_15: Electricity: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Electricity: Ceiling Fan,Emissions: CO2e: LRMER_MidCase_15: Electricity: Plug Loads,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Heating,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Hot Water,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Range/Oven,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Cooling: Delivered,Load: Hot Water: Delivered,Load: Hot Water: Tank Losses,Unmet Hours: Heating,Unmet Hours: Cooling,Temperature: Conditioned Space,Temperature: Heating Setpoint,Temperature: Cooling Setpoint,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
2007-01-01T01:00:00,2007-01-01T01:00:00,2007-01-01T07:00:00Z,21.316,0.429,19.853,0.148,0.05,0.0,0.032,0.022,0.0,0.04,0.0,0.004,0.132,19.853,0.0,0.0,3.13648,3.13648,0.2122,0.2122,2.92428,0.07331,0.02474,0.0,0.01601,0.0111,0.0,0.01963,0.0,0.00217,0.06524,2.92428,0.0,0.0,0.0,0.0,16.388,0.0,0.0,0.452,0.0,0.0,69.0,69.0,69.0,97.911,0.0,0.0,-4.0,-4.897,68.0,4.698,0.0,0.0
2007-01-01T02:00:00,2007-01-01T02:00:00,2007-01-01T08:00:00Z,24.13,0.44,22.627,0.161,0.05,0.0,0.032,0.022,0.0,0.039,0.0,0.004,0.132,21.524,1.103,0.0,3.55137,3.55137,0.21837,0.21837,3.333,0.07966,0.02479,0.0,0.01605,0.01113,0.0,0.01918,0.0,0.00217,0.06539,3.1705,0.1625,0.0,0.0,0.0,17.767,0.0,0.0,0.439,0.0,0.0,69.0,69.0,69.0,105.995,0.0,0.0,-5.8,-6.651,67.0,10.29,0.0,0.0
2007-01-01T03:00:00,2007-01-01T03:00:00,2007-01-01T09:00:00Z,22.554,0.436,21.066,0.157,0.05,0.0,0.032,0.022,0.0,0.038,0.0,0.004,0.132,21.066,0.0,0.0,3.31584,3.31584,0.21282,0.21282,3.10303,0.07675,0.02441,0.0,0.0158,0.01095,0.0,0.0184,0.0,0.00214,0.06437,3.10303,0.0,0.0,0.0,0.0,17.389,0.0,0.0,0.451,0.0,0.0,69.0,69.0,69.0,101.202,0.0,0.0,-5.8,-6.804,61.0,6.935,0.0,0.0
2007-01-01T04:00:00,2007-01-01T04:00:00,2007-01-01T10:00:00Z,23.969,0.437,22.477,0.16,0.05,0.0,0.032,0.022,0.0,0.037,0.0,0.004,0.132,21.374,1.103,0.0,3.52554,3.52554,0.21471,0.21471,3.31084,0.07833,0.02455,0.0,0.01589,0.01102,0.0,0.01802,0.0,0.00215,0.06475,3.14833,0.1625,0.0,0.0,0.0,17.643,0.0,0.0,0.44,0.0,0.0,69.0,69.0,69.0,102.496,0.0,0.0,-5.8,-6.804,61.0,8.053,0.0,0.0
2007-01-01T05:00:00,2007-01-01T05:00:00,2007-01-01T11:00:00Z,22.994,0.437,21.502,0.16,0.05,0.0,0.032,0.022,0.0,0.036,0.0,0.004,0.132,21.502,0.0,0.0,3.37747,3.37747,0.21025,0.21025,3.16721,0.07717,0.02404,0.0,0.01556,0.01079,0.0,0.01717,0.0,0.00211,0.06341,3.16721,0.0,0.0,0.0,0.0,17.749,0.0,0.0,0.449,0.0,0.0,69.0,69.0,69.0,102.496,0.0,0.0,-5.8,-6.649,67.0,8.053,0.0,0.0
2007-01-01T06:00:00,2007-01-01T06:00:00,2007-01-01T12:00:00Z,23.8,0.431,22.33,0.158,0.05,0.0,0.032,0.018,0.0,0.036,0.0,0.004,0.132,21.226,1.103,0.0,3.48738,3.48738,0.19823,0.19823,3.28915,0.0729,0.02301,0.0,0.01489,0.00831,0.0,0.01643,0.0,0.00202,0.06068,3.12664,0.16251,0.0,0.0,0.0,17.522,0.0,0.0,0.442,0.0,0.0,69.0,69.0,69.0,100.191,0.0,0.0,-5.8,-6.443,75.0,5.816,0.0,0.0
2007-01-01T07:00:00,2007-01-01T07:00:00,2007-01-01T13:00:00Z,25.406,0.698,23.024,0.155,0.05,0.0,0.232,0.017,0.0,0.038,0.0,0.01,0.197,20.711,2.314,0.0,3.71283,3.71283,0.32134,0.32134,3.3915,0.07116,0.02302,0.0,0.10677,0.00786,0.0,0.01735,0.0,0.0047,0.09047,3.05069,0.34081,0.0,1.771,0.632,17.096,0.0,1.66,0.446,0.0,0.0,69.0,69.0,69.0,101.012,0.0,0.0,-4.0,-4.896,68.0,8.053,0.0,0.0
2007-01-01T08:00:00,2007-01-01T08:00:00,2007-01-01T14:00:00Z,22.945,0.427,21.487,0.152,0.05,0.0,0.032,0.017,0.0,0.04,0.0,0.004,0.132,20.384,1.103,0.0,3.35218,3.35218,0.18707,0.18707,3.1651,0.06665,0.0219,0.0,0.01418,0.00727,0.0,0.01738,0.0,0.00192,0.05777,3.00261,0.16249,0.0,0.0,0.0,16.827,0.0,0.0,0.438,0.0,0.0,69.0,69.0,69.0,97.141,0.0,0.0,-2.2,-3.355,62.0,5.816,0.0,0.0
2007-01-01T09:00:00,2007-01-01T09:00:00,2007-01-01T15:00:00Z,22.6,0.433,21.122,0.158,0.05,0.0,0.032,0.016,0.0,0.041,0.0,0.004,0.132,21.122,0.0,0.0,3.2459,3.2459,0.13462,0.13462,3.11128,0.04901,0.01554,0.0,0.01006,0.005,0.0,0.01264,0.0,0.00136,0.04099,3.11128,0.0,0.0,0.0,0.0,17.436,0.0,0.0,0.452,0.0,0.0,69.0,69.0,69.0,101.158,0.0,0.0,-2.2,-3.355,62.0,9.171,0.0,0.0
2007-01-01T10:00:00,2007-01-01T10:00:00,2007-01-01T16:00:00Z,20.915,0.41,19.514,0.137,0.05,0.0,0.032,0.014,0.0,0.041,0.0,0.004,0.132,18.411,1.103,0.0,2.9879,2.9879,0.11345,0.11345,2.87445,0.03799,0.01382,0.0,0.00895,0.00378,0.0,0.01124,0.0,0.00121,0.03646,2.71195,0.1625,0.0,0.0,0.0,15.198,0.0,0.0,0.44,0.0,0.0,69.0,69.0,69.0,98.012,0.0,0.0,-0.4,-1.652,62.0,8.053,23.775,183.542
2007-01-01T11:00:00,2007-01-01T11:00:00,2007-01-01T17:00:00Z,20.431,0.403,19.056,0.134,0.05,0.0,0.032,0.011,0.0,0.04,0.0,0.004,0.132,17.941,1.116,0.0,2.91327,2.91327,0.10625,0.10625,2.80702,0.03531,0.01318,0.0,0.00853,0.00283,0.0,0.01046,0.0,0.00116,0.03477,2.64267,0.16435,0.0,0.441,0.157,14.81,0.0,0.413,0.445,0.0,0.0,69.0,69.0,69.0,100.203,0.0,0.0,1.4,0.043,62.0,10.29,23.141,227.288
2007-01-01T12:00:00,2007-01-01T12:00:00,2007-01-01T18:00:00Z,19.353,0.4,17.989,0.134,0.05,0.0,0.032,0.007,0.0,0.04,0.0,0.004,0.132,17.989,0.0,0.0,2.75244,2.75244,0.10271,0.10271,2.64973,0.03449,0.01284,0.0,0.00831,0.00188,0.0,0.01019,0.0,0.00113,0.03387,2.64973,0.0,0.0,0.0,0.0,14.849,0.0,0.0,0.451,0.0,0.0,69.0,69.0,69.0,98.731,0.0,0.0,3.2,1.499,56.0,10.29,19.654,257.72
2007-01-01T13:00:00,2007-01-01T13:00:00,2007-01-01T19:00:00Z,19.946,0.397,18.592,0.131,0.05,0.0,0.032,0.006,0.0,0.042,0.0,0.004,0.132,17.489,1.103,0.0,2.83657,2.83657,0.09795,0.09795,2.73862,0.03223,0.01235,0.0,0.00799,0.00145,0.0,0.01029,0.0,0.00108,0.03256,2.57611,0.1625,0.0,0.0,0.0,14.437,0.0,0.0,0.44,0.0,0.0,69.0,69.0,69.0,95.169,0.0,0.0,5.0,2.952,51.0,9.171,37.723,218.412
2007-01-01T14:00:00,2007-01-01T14:00:00,2007-01-01T20:00:00Z,18.974,0.397,17.619,0.132,0.05,0.0,0.032,0.005,0.0,0.042,0.0,0.004,0.132,17.619,0.0,0.0,2.69132,2.69132,0.09605,0.09605,2.59527,0.03181,0.01209,0.0,0.00783,0.0013,0.0,0.01007,0.0,0.00106,0.03189,2.59527,0.0,0.0,0.0,0.0,14.544,0.0,0.0,0.449,0.0,0.0,69.0,69.0,69.0,97.249,0.0,0.0,5.0,2.952,51.0,10.29,47.867,61.815
2007-01-01T15:00:00,2007-01-01T15:00:00,2007-01-01T21:00:00Z,19.428,0.392,18.089,0.127,0.05,0.0,0.032,0.005,0.0,0.042,0.0,0.004,0.132,16.985,1.103,0.0,2.7618,2.7618,0.09733,0.09733,2.66447,0.03145,0.0124,0.0,0.00803,0.00133,0.0,0.01033,0.0,0.00109,0.03271,2.50196,0.16251,0.0,0.0,0.0,14.021,0.0,0.0,0.442,0.0,0.0,69.0,69.0,69.0,91.869,0.0,0.0,6.8,4.412,47.0,8.053,27.262,0.0
2007-01-01T16:00:00,2007-01-01T16:00:00,2007-01-01T22:00:00Z,18.133,0.391,16.801,0.125,0.05,0.0,0.032,0.006,0.0,0.041,0.0,0.004,0.132,16.801,0.0,0.0,2.58762,2.58762,0.11288,0.11288,2.47474,0.03625,0.01445,0.0,0.00936,0.00169,0.0,0.01175,0.0,0.00127,0.03812,2.47474,0.0,0.0,0.0,0.0,13.868,0.0,0.0,0.448,0.0,0.0,69.0,69.0,69.0,91.869,0.0,0.0,6.8,4.411,47.0,8.053,17.752,32.651
2007-01-01T17:00:00,2007-01-01T17:00:00,2007-01-01T23:00:00Z,22.077,0.427,20.622,0.118,0.05,0.0,0.032,0.009,0.0,0.044,0.037,0.004,0.132,15.832,1.103,3.686,3.22154,3.22154,0.18395,0.18395,3.03759,0.05096,0.02156,0.0,0.01396,0.004,0.0,0.01882,0.0159,0.00189,0.05687,2.33209,0.16251,0.54298,0.0,0.0,13.069,0.0,0.0,0.443,0.0,0.0,69.0,69.0,69.0,95.757,0.0,0.0,6.8,4.64,52.0,10.29,1.585,22.19
2007-01-01T18:00:00,2007-01-01T18:00:00,2007-01-02T00:00:00Z,24.227,1.112,20.433,0.153,0.05,0.0,0.525,0.018,0.03,0.048,0.0,0.013,0.276,20.433,0.0,0.0,3.505,3.505,0.49514,0.49514,3.00985,0.06792,0.02227,0.0,0.23373,0.00804,0.01336,0.0212,0.0,0.00561,0.12301,3.00985,0.0,0.0,0.0,0.0,16.867,0.0,0.0,0.447,0.0,0.0,69.0,69.0,69.0,45.288,99.99,0.0,6.8,4.867,57.0,9.171,0.0,0.0
2007-01-01T19:00:00,2007-01-01T19:00:00,2007-01-02T01:00:00Z,20.765,1.178,16.745,0.117,0.05,0.0,0.641,0.024,0.0,0.05,0.0,0.015,0.282,15.642,1.103,0.0,3.00555,3.00555,0.53903,0.53903,2.46651,0.05341,0.02287,0.0,0.29345,0.01094,0.0,0.02269,0.0,0.00685,0.12883,2.304,0.16252,0.0,0.0,0.0,12.912,0.0,0.0,0.444,0.0,0.0,69.0,69.0,69.0,95.757,0.0,0.0,6.8,5.411,69.0,10.29,0.0,0.0
2007-01-01T20:00:00,2007-01-01T20:00:00,2007-01-02T02:00:00Z,19.84,1.176,15.828,0.118,0.05,0.0,0.647,0.032,0.0,0.048,0.0,0.016,0.266,15.828,0.0,0.0,2.83411,2.83411,0.50265,0.50265,2.33147,0.0505,0.02137,0.0,0.27645,0.01356,0.0,0.02035,0.0,0.00681,0.11359,2.33147,0.0,0.0,0.0,0.0,13.066,0.0,0.0,0.446,0.0,0.0,69.0,69.0,69.0,95.169,0.0,0.0,5.0,4.295,83.0,9.171,0.0,0.0
2007-01-01T21:00:00,2007-01-01T21:00:00,2007-01-02T03:00:00Z,20.275,1.059,16.662,0.116,0.05,0.0,0.535,0.044,0.0,0.047,0.0,0.017,0.25,15.546,1.116,0.0,2.90415,2.90415,0.44982,0.44982,2.45433,0.0493,0.02124,0.0,0.22742,0.01886,0.0,0.0198,0.0,0.00717,0.10602,2.28989,0.16443,0.0,0.441,0.157,12.833,0.0,0.413,0.445,0.0,0.0,69.0,69.0,69.0,93.644,0.0,0.0,6.8,5.725,76.0,9.171,0.0,0.0
2007-01-01T22:00:00,2007-01-01T22:00:00,2007-01-02T04:00:00Z,22.37,0.923,19.219,0.118,0.05,0.0,0.404,0.051,0.0,0.046,0.0,0.016,0.239,15.747,3.472,0.0,3.25441,3.25441,0.42348,0.42348,2.83093,0.0539,0.02293,0.0,0.18509,0.02349,0.0,0.02092,0.0,0.00752,0.10963,2.31957,0.51136,0.0,1.765,0.631,12.999,0.0,1.652,0.444,0.0,0.0,69.0,69.0,69.0,91.869,0.0,0.0,6.8,5.725,76.0,8.053,0.0,0.0
2007-01-01T23:00:00,2007-01-01T23:00:00,2007-01-02T05:00:00Z,23.356,0.433,21.877,0.127,0.05,0.0,0.032,0.044,0.0,0.044,0.0,0.004,0.132,16.952,4.926,0.0,3.41756,3.41756,0.19502,0.19502,3.22254,0.05696,0.02251,0.0,0.01457,0.01999,0.0,0.01965,0.0,0.00197,0.05937,2.49697,0.72558,0.0,3.964,1.416,13.993,0.0,3.716,0.446,0.0,0.0,69.0,69.0,69.0,91.869,0.0,0.0,6.8,6.04,83.0,8.053,0.0,0.0
2007-01-02T00:00:00,2007-01-02T00:00:00,2007-01-02T06:00:00Z,21.201,0.444,19.688,0.139,0.05,0.0,0.032,0.031,0.015,0.041,0.0,0.004,0.132,18.558,1.129,0.0,3.117,3.117,0.21699,0.21699,2.90001,0.06777,0.02446,0.0,0.01583,0.01504,0.00734,0.01989,0.0,0.00215,0.06451,2.73366,0.16635,0.0,0.882,0.315,15.319,0.0,0.825,0.444,0.0,0.0,69.0,69.0,69.0,58.224,50.006,0.0,6.8,6.04,83.0,6.935,0.0,0.0
2007-01-02T01:00:00,2007-01-02T01:00:00,2007-01-02T07:00:00Z,20.799,0.409,19.405,0.128,0.05,0.0,0.032,0.022,0.0,0.04,0.0,0.004,0.132,17.118,2.287,0.0,3.06043,3.06043,0.2021,0.2021,2.85833,0.06321,0.02474,0.0,0.01601,0.0111,0.0,0.01963,0.0,0.00217,0.06524,2.52148,0.33685,0.0,1.323,0.473,14.13,0.0,1.242,0.446,0.0,0.0,69.0,69.0,69.0,90.423,0.0,0.0,6.8,6.039,83.0,6.935,0.0,0.0
2007-01-02T02:00:00,2007-01-02T02:00:00,2007-01-02T08:00:00Z,19.288,0.405,17.905,0.125,0.05,0.0,0.032,0.022,0.0,0.039,0.0,0.004,0.132,16.802,1.103,0.0,2.83833,2.83833,0.20089,0.20089,2.63744,0.06218,0.02479,0.0,0.01605,0.01113,0.0,0.01918,0.0,0.00217,0.06539,2.47491,0.16253,0.0,0.0,0.0,13.869,0.0,0.0,0.447,0.0,0.0,69.0,69.0,69.0,90.302,0.0,0.0,8.6,7.782,83.0,8.053,0.0,0.0
2007-01-02T03:00:00,2007-01-02T03:00:00,2007-01-02T09:00:00Z,18.055,0.403,16.679,0.125,0.05,0.0,0.032,0.022,0.0,0.038,0.0,0.004,0.132,16.679,0.0,0.0,2.65369,2.65369,0.19683,0.19683,2.45686,0.06077,0.02441,0.0,0.0158,0.01095,0.0,0.0184,0.0,0.00214,0.06437,2.45686,0.0,0.0,0.0,0.0,13.768,0.0,0.0,0.443,0.0,0.0,69.0,69.0,69.0,88.83,0.0,0.0,8.6,8.168,91.0,6.935,0.0,0.0
2007-01-02T04:00:00,2007-01-02T04:00:00,2007-01-02T10:00:00Z,19.289,0.403,17.913,0.125,0.05,0.0,0.032,0.022,0.0,0.037,0.0,0.004,0.132,16.81,1.103,0.0,2.83662,2.83662,0.19798,0.19798,2.63864,0.0616,0.02455,0.0,0.01589,0.01102,0.0,0.01802,0.0,0.00215,0.06475,2.4761,0.16254,0.0,0.0,0.0,13.876,0.0,0.0,0.448,0.0,0.0,69.0,69.0,69.0,92.742,0.0,0.0,10.4,9.522,83.0,10.29,0.0,0.0
2007-01-02T05:00:00,2007-01-02T05:00:00,2007-01-02T11:00:00Z,17.982,0.401,16.614,0.124,0.05,0.0,0.032,0.022,0.0,0.036,0.0,0.004,0.132,16.614,0.0,0.0,2.64003,2.64003,0.19271,0.19271,2.44731,0.05963,0.02404,0.0,0.01556,0.01079,0.0,0.01717,0.0,0.00211,0.06341,2.44731,0.0,0.0,0.0,0.0,13.715,0.0,0.0,0.441,0.0,0.0,69.0,69.0,69.0,90.558,0.0,0.0,10.4,9.522,83.0,9.171,0.0,0.0
2007-01-02T06:00:00,2007-01-02T06:00:00,2007-01-02T12:00:00Z,19.307,0.398,17.948,0.126,0.05,0.0,0.032,0.018,0.0,0.036,0.0,0.004,0.132,16.845,1.103,0.0,2.82694,2.82694,0.18318,0.18318,2.64377,0.05785,0.02301,0.0,0.01489,0.00831,0.0,0.01643,0.0,0.00202,0.06068,2.48123,0.16254,0.0,0.0,0.0,13.905,0.0,0.0,0.449,0.0,0.0,69.0,69.0,69.0,92.742,0.0,0.0,10.4,9.521,83.0,10.29,0.0,0.0
2007-01-02T07:00:00,2007-01-02T07:00:00,2007-01-02T13:00:00Z,20.747,0.664,18.481,0.121,0.05,0.0,0.232,0.017,0.0,0.038,0.0,0.01,0.197,16.19,2.29,0.0,3.02799,3.02799,0.3058,0.3058,2.72218,0.05563,0.02302,0.0,0.10677,0.00786,0.0,0.01735,0.0,0.0047,0.09047,2.38486,0.33733,0.0,1.387,0.496,13.365,0.0,1.302,0.445,0.0,0.0,69.0,69.0,69.0,91.366,0.0,0.0,10.94,10.043,83.0,9.843,0.0,0.0
2007-01-02T08:00:00,2007-01-02T08:00:00,2007-01-02T14:00:00Z,17.582,0.396,16.231,0.121,0.05,0.0,0.032,0.017,0.0,0.04,0.0,0.004,0.132,16.231,0.0,0.0,2.56432,2.56432,0.17349,0.17349,2.39083,0.05307,0.0219,0.0,0.01418,0.00727,0.0,0.01738,0.0,0.00192,0.05777,2.39083,0.0,0.0,0.0,0.0,13.398,0.0,0.0,0.441,0.0,0.0,69.0,69.0,69.0,88.997,0.0,0.0,12.2,11.315,84.0,9.171,0.0,0.0
2007-01-02T09:00:00,2007-01-02T09:00:00,2007-01-02T15:00:00Z,18.995,0.399,17.634,0.123,0.05,0.0,0.032,0.016,0.0,0.041,0.0,0.004,0.132,16.531,1.103,0.0,2.72148,2.72148,0.12396,0.12396,2.59751,0.03836,0.01554,0.0,0.01006,0.005,0.0,0.01264,0.0,0.00136,0.04099,2.43497,0.16254,0.0,0.0,0.0,13.646,0.0,0.0,0.449,0.0,0.0,69.0,69.0,69.0,91.218,0.0,0.0,12.2,11.315,84.0,10.29,0.0,0.0
2007-01-02T10:00:00,2007-01-02T10:00:00,2007-01-02T16:00:00Z,16.938,0.389,15.609,0.117,0.05,0.0,0.032,0.014,0.0,0.041,0.0,0.004,0.132,15.609,0.0,0.0,2.40691,2.40691,0.10767,0.10767,2.29924,0.03221,0.01382,0.0,0.00895,0.00378,0.0,0.01124,0.0,0.00121,0.03646,2.29924,0.0,0.0,0.0,0.0,12.885,0.0,0.0,0.44,0.0,0.0,69.0,69.0,69.0,92.3,0.0,0.0,14.0,12.576,76.0,11.408,28.53,35.187
2007-01-02T11:00:00,2007-01-02T11:00:00,2007-01-02T17:00:00Z,19.973,0.382,18.669,0.113,0.05,0.0,0.032,0.011,0.0,0.04,0.0,0.004,0.132,15.154,3.515,0.0,2.8507,2.8507,0.10076,0.10076,2.74994,0.02983,0.01318,0.0,0.00853,0.00283,0.0,0.01046,0.0,0.00116,0.03477,2.23217,0.51776,0.0,2.203,0.787,12.509,0.0,2.069,0.446,0.0,0.0,69.0,69.0,69.0,93.793,0.0,0.0,12.2,11.315,84.0,11.408,48.818,156.914
2007-01-02T12:00:00,2007-01-02T12:00:00,2007-01-02T18:00:00Z,18.19,0.383,16.881,0.118,0.05,0.0,0.032,0.007,0.0,0.04,0.0,0.004,0.132,15.778,1.103,0.0,2.58509,2.58509,0.09847,0.09847,2.48662,0.03025,0.01284,0.0,0.00831,0.00188,0.0,0.01019,0.0,0.00113,0.03387,2.3241,0.16252,0.0,0.0,0.0,13.024,0.0,0.0,0.444,0.0,0.0,69.0,69.0,69.0,93.793,0.0,0.0,12.2,11.314,84.0,11.408,19.654,0.0
2007-01-02T13:00:00,2007-01-02T13:00:00,2007-01-02T19:00:00Z,17.931,0.39,16.6,0.124,0.05,0.0,0.032,0.006,0.0,0.042,0.0,0.004,0.132,16.6,0.0,0.0,2.54156,2.54156,0.09631,0.09631,2.44525,0.0306,0.01235,0.0,0.00799,0.00145,0.0,0.01029,0.0,0.00108,0.03256,2.44525,0.0,0.0,0.0,0.0,13.703,0.0,0.0,0.446,0.0,0.0,69.0,69.0,69.0,100.68,0.0,0.0,12.2,11.313,84.0,13.869,28.53,0.0
2007-01-02T14:00:00,2007-01-02T14:00:00,2007-01-02T20:00:00Z,18.845,0.388,17.52,0.123,0.05,0.0,0.032,0.005,0.0,0.042,0.0,0.004,0.132,16.417,1.103,0.0,2.6746,2.6746,0.09388,0.09388,2.58071,0.02964,0.01209,0.0,0.00783,0.0013,0.0,0.01007,0.0,0.00106,0.03189,2.41819,0.16252,0.0,0.0,0.0,13.552,0.0,0.0,0.445,0.0,0.0,69.0,69.0,69.0,97.344,0.0,0.0,12.2,11.702,91.0,12.751,18.069,0.0
2007-01-02T15:00:00,2007-01-02T15:00:00,2007-01-02T21:00:00Z,15.882,0.375,14.603,0.109,0.05,0.0,0.032,0.005,0.0,0.042,0.0,0.004,0.132,14.603,0.0,0.0,2.24401,2.24401,0.09292,0.09292,2.15109,0.02704,0.0124,0.0,0.00803,0.00133,0.0,0.01033,0.0,0.00109,0.03271,2.15109,0.0,0.0,0.0,0.0,12.055,0.0,0.0,0.445,0.0,0.0,69.0,69.0,69.0,85.836,0.0,0.0,15.8,14.34,77.0,9.171,30.115,1.902
2007-01-02T16:00:00,2007-01-02T16:00:00,2007-01-02T22:00:00Z,17.471,0.378,16.182,0.113,0.05,0.0,0.032,0.006,0.0,0.041,0.0,0.004,0.132,15.079,1.103,0.0,2.49284,2.49284,0.10917,0.10917,2.38367,0.03253,0.01445,0.0,0.00936,0.00169,0.0,0.01175,0.0,0.00127,0.03812,2.22115,0.16253,0.0,0.0,0.0,12.447,0.0,0.0,0.446,0.0,0.0,69.0,69.0,69.0,90.799,0.0,0.0,15.8,14.787,84.0,11.408,15.85,0.0
2007-01-02T17:00:00,2007-01-02T17:00:00,2007-01-02T23:00:00Z,19.512,0.39,18.181,0.119,0.05,0.0,0.032,0.009,0.0,0.044,0.0,0.004,0.132,15.897,2.284,0.0,2.84633,2.84633,0.16826,0.16826,2.67807,0.05117,0.02156,0.0,0.01396,0.004,0.0,0.01882,0.0,0.00189,0.05687,2.34161,0.33646,0.0,1.296,0.463,13.122,0.0,1.216,0.445,0.0,0.0,69.0,69.0,69.0,97.897,0.0,0.0,15.8,14.787,84.0,13.869,1.268,0.0
2007-01-02T18:00:00,2007-01-02T18:00:00,2007-01-03T00:00:00Z,23.145,1.096,19.405,0.137,0.05,0.0,0.525,0.018,0.03,0.048,0.0,0.013,0.276,18.287,1.118,0.0,3.34643,3.34643,0.48801,0.48801,2.85842,0.06079,0.02227,0.0,0.23373,0.00804,0.01336,0.0212,0.0,0.00561,0.12301,2.69372,0.1647,0.0,0.516,0.184,15.096,0.0,0.485,0.446,0.0,0.0,69.0,69.0,69.0,48.431,99.99,0.0,15.8,14.788,84.0,13.869,0.0,0.0
2007-01-02T19:00:00,2007-01-02T19:00:00,2007-01-03T01:00:00Z,17.543,1.163,13.575,0.101,0.05,0.0,0.641,0.024,0.0,0.05,0.0,0.015,0.282,13.575,0.0,0.0,2.53157,2.53157,0.53198,0.53198,1.99959,0.04635,0.02287,0.0,0.29345,0.01094,0.0,0.02269,0.0,0.00685,0.12883,1.99959,0.0,0.0,0.0,0.0,11.206,0.0,0.0,0.445,0.0,0.0,69.0,69.0,69.0,94.463,0.0,0.0,15.8,14.787,84.0,12.751,0.0,0.0
2007-01-02T20:00:00,2007-01-02T20:00:00,2007-01-03T02:00:00Z,17.634,1.152,13.704,0.094,0.05,0.0,0.647,0.032,0.0,0.048,0.0,0.016,0.266,12.6,1.103,0.0,2.5109,2.5109,0.49235,0.49235,2.01855,0.04021,0.02137,0.0,0.27645,0.01356,0.0,0.02035,0.0,0.00681,0.11359,1.85603,0.16253,0.0,0.0,0.0,10.401,0.0,0.0,0.445,0.0,0.0,69.0,69.0,69.0,85.836,0.0,0.0,15.8,15.295,92.0,9.171,0.0,0.0
2007-01-02T21:00:00,2007-01-02T21:00:00,2007-01-03T03:00:00Z,20.373,1.051,16.787,0.108,0.05,0.0,0.535,0.044,0.0,0.047,0.0,0.017,0.25,14.473,2.314,0.0,2.91915,2.91915,0.44642,0.44642,2.47273,0.0459,0.02124,0.0,0.22742,0.01886,0.0,0.0198,0.0,0.00717,0.10602,2.13192,0.34081,0.0,1.764,0.63,11.947,0.0,1.656,0.445,0.0,0.0,69.0,69.0,69.0,105.746,0.0,0.0,15.8,13.888,70.0,16.106,0.0,0.0
2007-01-02T22:00:00,2007-01-02T22:00:00,2007-01-03T04:00:00Z,20.725,0.433,19.248,0.117,0.05,0.0,0.032,0.051,0.0,0.046,0.0,0.004,0.132,15.733,3.514,0.0,3.03373,3.03373,0.19852,0.19852,2.83521,0.05385,0.02293,0.0,0.01484,0.02349,0.0,0.02092,0.0,0.00201,0.06047,2.31753,0.51768,0.0,2.205,0.788,12.987,0.0,2.069,0.445,0.0,0.0,69.0,69.0,69.0,105.746,0.0,0.0,15.8,14.338,77.0,16.106,0.0,0.0
2007-01-02T23:00:00,2007-01-02T23:00:00,2007-01-03T05:00:00Z,20.402,0.431,18.932,0.124,0.05,0.0,0.032,0.044,0.0,0.044,0.0,0.004,0.132,16.646,2.286,0.0,2.98265,2.98265,0.19399,0.19399,2.78866,0.05594,0.02251,0.0,0.01457,0.01999,0.0,0.01965,0.0,0.00197,0.05937,2.45193,0.33673,0.0,1.324,0.473,13.741,0.0,1.242,0.445,0.0,0.0,69.0,69.0,69.0,104.346,0.0,0.0,12.2,10.862,76.0,14.987,0.0,0.0
