,Time,TimeDST,TimeUTC,Energy Use: Total,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Ceiling Fan,End Use: Electricity: Plug Loads,End Use: Natural Gas: Heating,End Use: Natural Gas: Hot Water,Emissions: CO2e: LRMER_MidCase_15: Total,Emissions: CO2e: LRMER_MidCase_15: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Net,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Interior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Exterior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Mech Vent,Emissions: CO2e: LRMER_MidCase_15: Electricity: Refrigerator,Emissions: CO2e: LRMER_MidCase_15: Electricity: Dishwasher,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Washer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Dryer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Electricity: Ceiling Fan,Emissions: CO2e: LRMER_MidCase_15: Electricity: Plug Loads,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Heating,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Hot Water,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Cooling: Delivered,Load: Hot Water: Delivered,Load: Hot Water: Tank Losses,Unmet Hours: Heating,Unmet Hours: Cooling,Temperature: Conditioned Space,Temperature: Heating Setpoint,Temperature: Cooling Setpoint,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
1,2007-01-01T01:00:00,2007-01-01T01:00:00,2007-01-01T07:00:00Z,8.707,0.323,7.606,0.057,0.05,0.0,0.032,0.022,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.117,7.606,0.0,1.27997,1.27997,0.15965,0.15965,1.12031,0.02816,0.02474,0.0,0.01601,0.0111,0.0,0.01963,0.0,0.0,0.0,0.0,0.00217,0.05784,1.12031,0.0,0.0,0.0,0.0,0.0,6.279,0.0,0.0,0.444,0.0,0.0,70.0,70.0,70.0,69.081,0.0,0.0,-4.0,-4.897,68.0,4.698,0.0,0.0
2,2007-01-01T02:00:00,2007-01-01T02:00:00,2007-01-01T08:00:00Z,10.894,0.33,9.769,0.065,0.05,0.0,0.032,0.022,0.0,0.039,0.0,0.0,0.0,0.0,0.004,0.117,8.666,1.103,1.60246,1.60246,0.16345,0.16345,1.43901,0.03216,0.02479,0.0,0.01605,0.01113,0.0,0.01918,0.0,0.0,0.0,0.0,0.00217,0.05797,1.27655,0.16246,0.0,0.0,0.0,0.0,7.154,0.0,0.0,0.431,0.0,0.0,70.0,70.0,70.0,74.696,0.0,0.0,-5.8,-6.651,67.0,10.29,0.0,0.0
3,2007-01-01T03:00:00,2007-01-01T03:00:00,2007-01-01T09:00:00Z,9.546,0.327,8.43,0.063,0.05,0.0,0.032,0.022,0.0,0.038,0.0,0.0,0.0,0.0,0.004,0.117,8.43,0.0,1.40138,1.40138,0.15956,0.15956,1.24181,0.0308,0.02441,0.0,0.0158,0.01095,0.0,0.0184,0.0,0.0,0.0,0.0,0.00214,0.05707,1.24181,0.0,0.0,0.0,0.0,0.0,6.96,0.0,0.0,0.443,0.0,0.0,70.0,70.0,70.0,71.368,0.0,0.0,-5.8,-6.804,61.0,6.935,0.0,0.0
4,2007-01-01T04:00:00,2007-01-01T04:00:00,2007-01-01T10:00:00Z,10.866,0.328,9.748,0.065,0.05,0.0,0.032,0.022,0.0,0.037,0.0,0.0,0.0,0.0,0.004,0.117,8.645,1.103,1.59671,1.59671,0.1608,0.1608,1.43591,0.03177,0.02455,0.0,0.01589,0.01102,0.0,0.01802,0.0,0.0,0.0,0.0,0.00215,0.0574,1.27344,0.16246,0.0,0.0,0.0,0.0,7.137,0.0,0.0,0.431,0.0,0.0,70.0,70.0,70.0,72.267,0.0,0.0,-5.8,-6.804,61.0,8.053,0.0,0.0
5,2007-01-01T05:00:00,2007-01-01T05:00:00,2007-01-01T11:00:00Z,9.855,0.327,8.739,0.065,0.05,0.0,0.032,0.022,0.0,0.036,0.0,0.0,0.0,0.0,0.004,0.117,8.739,0.0,1.44458,1.44458,0.15734,0.15734,1.28724,0.03145,0.02404,0.0,0.01556,0.01079,0.0,0.01717,0.0,0.0,0.0,0.0,0.00211,0.05622,1.28724,0.0,0.0,0.0,0.0,0.0,7.214,0.0,0.0,0.443,0.0,0.0,70.0,70.0,70.0,72.267,0.0,0.0,-5.8,-6.649,67.0,8.053,0.0,0.0
6,2007-01-01T06:00:00,2007-01-01T06:00:00,2007-01-01T12:00:00Z,10.79,0.322,9.692,0.064,0.05,0.0,0.032,0.018,0.0,0.036,0.0,0.0,0.0,0.0,0.004,0.117,8.589,1.103,1.57572,1.57572,0.14802,0.14802,1.42769,0.02958,0.02301,0.0,0.01489,0.00831,0.0,0.01643,0.0,0.0,0.0,0.0,0.00202,0.0538,1.26523,0.16247,0.0,0.0,0.0,0.0,7.091,0.0,0.0,0.432,0.0,0.0,70.0,70.0,70.0,70.667,0.0,0.0,-5.8,-6.443,75.0,5.816,0.0,0.0
7,2007-01-01T07:00:00,2007-01-01T07:00:00,2007-01-01T13:00:00Z,12.41,0.582,10.424,0.061,0.05,0.0,0.232,0.017,0.0,0.038,0.0,0.0,0.0,0.0,0.01,0.174,8.111,2.313,1.80334,1.80334,0.26786,0.26786,1.53549,0.02794,0.02302,0.0,0.10677,0.00786,0.0,0.01735,0.0,0.0,0.0,0.0,0.0047,0.08021,1.19479,0.3407,0.0,0.0,1.769,0.632,6.696,0.0,1.66,0.438,0.0,0.0,70.0,70.0,70.0,71.233,0.0,0.0,-4.0,-4.896,68.0,8.053,0.0,0.0
8,2007-01-01T08:00:00,2007-01-01T08:00:00,2007-01-01T14:00:00Z,9.134,0.32,8.042,0.06,0.05,0.0,0.032,0.017,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.117,8.042,0.0,1.32483,1.32483,0.14023,0.14023,1.18459,0.02637,0.0219,0.0,0.01418,0.00727,0.0,0.01738,0.0,0.0,0.0,0.0,0.00192,0.05122,1.18459,0.0,0.0,0.0,0.0,0.0,6.639,0.0,0.0,0.432,0.0,0.0,70.0,70.0,70.0,68.543,0.0,0.0,-2.2,-3.355,62.0,5.816,0.0,0.0
9,2007-01-01T09:00:00,2007-01-01T09:00:00,2007-01-01T15:00:00Z,10.685,0.324,9.58,0.063,0.05,0.0,0.032,0.016,0.0,0.041,0.0,0.0,0.0,0.0,0.004,0.117,8.477,1.103,1.51181,1.51181,0.10068,0.10068,1.41113,0.01972,0.01554,0.0,0.01006,0.005,0.0,0.01264,0.0,0.0,0.0,0.0,0.00136,0.03634,1.24862,0.16251,0.0,0.0,0.0,0.0,6.998,0.0,0.0,0.442,0.0,0.0,70.0,70.0,70.0,71.33,0.0,0.0,-2.2,-3.355,62.0,9.171,0.0,0.0
10,2007-01-01T10:00:00,2007-01-01T10:00:00,2007-01-01T16:00:00Z,8.983,0.317,7.901,0.059,0.05,0.0,0.032,0.014,0.0,0.041,0.0,0.0,0.0,0.0,0.004,0.117,7.901,0.0,1.25145,1.25145,0.08767,0.08767,1.16378,0.01635,0.01382,0.0,0.00895,0.00378,0.0,0.01124,0.0,0.0,0.0,0.0,0.00121,0.03232,1.16378,0.0,0.0,0.0,0.0,0.0,6.522,0.0,0.0,0.431,0.0,0.0,70.0,70.0,70.0,69.142,0.0,0.0,-0.4,-1.652,62.0,8.053,23.775,183.542
11,2007-01-01T11:00:00,2007-01-01T11:00:00,2007-01-01T17:00:00Z,9.999,0.313,8.932,0.058,0.05,0.0,0.032,0.011,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.117,7.816,1.116,1.39817,1.39817,0.08242,0.08242,1.31575,0.01542,0.01318,0.0,0.00853,0.00283,0.0,0.01046,0.0,0.0,0.0,0.0,0.00116,0.03083,1.15133,0.16442,0.0,0.0,0.44,0.157,6.453,0.0,0.413,0.437,0.0,0.0,70.0,70.0,70.0,70.658,0.0,0.0,1.4,0.043,62.0,10.29,23.141,227.288
12,2007-01-01T12:00:00,2007-01-01T12:00:00,2007-01-01T18:00:00Z,9.551,0.306,8.507,0.055,0.05,0.0,0.032,0.007,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.117,7.404,1.103,1.33167,1.33167,0.07861,0.07861,1.25306,0.01423,0.01284,0.0,0.00831,0.00188,0.0,0.01019,0.0,0.0,0.0,0.0,0.00113,0.03003,1.09055,0.16251,0.0,0.0,0.0,0.0,6.112,0.0,0.0,0.443,0.0,0.0,70.0,70.0,70.0,69.633,0.0,0.0,3.2,1.499,56.0,10.29,19.654,257.72
13,2007-01-01T13:00:00,2007-01-01T13:00:00,2007-01-01T19:00:00Z,7.855,0.302,6.823,0.051,0.05,0.0,0.032,0.006,0.0,0.042,0.0,0.0,0.0,0.0,0.004,0.117,6.823,0.0,1.07973,1.07973,0.07463,0.07463,1.0051,0.01261,0.01235,0.0,0.00799,0.00145,0.0,0.01029,0.0,0.0,0.0,0.0,0.00108,0.02887,1.0051,0.0,0.0,0.0,0.0,0.0,5.633,0.0,0.0,0.431,0.0,0.0,70.0,70.0,70.0,67.157,0.0,0.0,5.0,2.952,51.0,9.171,37.723,218.412
14,2007-01-01T14:00:00,2007-01-01T14:00:00,2007-01-01T20:00:00Z,9.098,0.303,8.065,0.052,0.05,0.0,0.032,0.005,0.0,0.042,0.0,0.0,0.0,0.0,0.004,0.117,6.962,1.103,1.26124,1.26124,0.07323,0.07323,1.18801,0.0126,0.01209,0.0,0.00783,0.0013,0.0,0.01007,0.0,0.0,0.0,0.0,0.00106,0.02828,1.02549,0.16252,0.0,0.0,0.0,0.0,5.747,0.0,0.0,0.443,0.0,0.0,70.0,70.0,70.0,68.6,0.0,0.0,5.0,2.952,51.0,10.29,47.867,61.815
15,2007-01-01T15:00:00,2007-01-01T15:00:00,2007-01-01T21:00:00Z,7.446,0.299,6.426,0.048,0.05,0.0,0.032,0.005,0.0,0.042,0.0,0.0,0.0,0.0,0.004,0.117,6.426,0.0,1.0207,1.0207,0.07411,0.07411,0.94659,0.01193,0.0124,0.0,0.00803,0.00133,0.0,0.01033,0.0,0.0,0.0,0.0,0.00109,0.029,0.94659,0.0,0.0,0.0,0.0,0.0,5.305,0.0,0.0,0.43,0.0,0.0,70.0,70.0,70.0,64.864,0.0,0.0,6.8,4.412,47.0,8.053,27.262,0.0
16,2007-01-01T16:00:00,2007-01-01T16:00:00,2007-01-01T22:00:00Z,8.593,0.299,7.574,0.048,0.05,0.0,0.032,0.006,0.0,0.041,0.0,0.0,0.0,0.0,0.004,0.117,6.471,1.103,1.20202,1.20202,0.08631,0.08631,1.11571,0.014,0.01445,0.0,0.00936,0.00169,0.0,0.01175,0.0,0.0,0.0,0.0,0.00127,0.03379,0.95319,0.16252,0.0,0.0,0.0,0.0,5.342,0.0,0.0,0.444,0.0,0.0,70.0,70.0,70.0,64.864,0.0,0.0,6.8,4.411,47.0,8.053,17.752,32.651
17,2007-01-01T17:00:00,2007-01-01T17:00:00,2007-01-01T23:00:00Z,9.856,0.84,6.989,0.044,0.05,0.0,0.032,0.009,0.0,0.044,0.0,0.0,0.0,0.54,0.004,0.117,5.886,1.103,1.39183,1.39183,0.36231,0.36231,1.02952,0.019,0.02156,0.0,0.01396,0.004,0.0,0.01882,0.0,0.0,0.0,0.23266,0.00189,0.05042,0.86707,0.16246,0.0,0.0,0.0,0.0,4.859,0.0,0.0,0.43,0.0,0.0,70.0,70.0,70.0,67.56,0.0,0.0,6.8,4.64,52.0,10.29,1.585,22.19
18,2007-01-01T18:00:00,2007-01-01T18:00:00,2007-01-02T00:00:00Z,14.197,1.008,10.756,0.08,0.05,0.0,0.525,0.018,0.03,0.048,0.0,0.0,0.0,0.0,0.013,0.245,10.756,0.0,2.03344,2.03344,0.44912,0.44912,1.58432,0.03585,0.02227,0.0,0.23373,0.00804,0.01336,0.0212,0.0,0.0,0.0,0.0,0.00561,0.10906,1.58432,0.0,0.0,0.0,0.0,0.0,8.879,0.0,0.0,0.444,0.0,0.0,70.0,70.0,70.0,26.303,99.99,0.0,6.8,4.867,57.0,9.171,0.0,0.0
19,2007-01-01T19:00:00,2007-01-01T19:00:00,2007-01-02T01:00:00Z,12.946,1.324,8.427,0.036,0.05,0.0,0.641,0.024,0.0,0.05,0.258,0.0,0.0,0.0,0.015,0.25,4.877,3.551,1.84718,1.84718,0.60584,0.60584,1.24134,0.0167,0.02287,0.0,0.29345,0.01094,0.0,0.02269,0.11813,0.0,0.0,0.0,0.00685,0.11422,0.71835,0.52299,0.0,3.506,0.0,0.0,4.026,0.0,2.42,0.437,0.0,0.0,70.0,70.0,70.0,67.56,0.0,0.0,6.8,5.411,69.0,10.29,0.0,0.0
20,2007-01-01T20:00:00,2007-01-01T20:00:00,2007-01-02T02:00:00Z,9.624,1.064,5.994,0.036,0.05,0.0,0.647,0.032,0.0,0.048,0.0,0.0,0.0,0.0,0.016,0.236,4.873,1.121,1.33771,1.33771,0.45485,0.45485,0.88286,0.01559,0.02137,0.0,0.27645,0.01356,0.0,0.02035,0.0,0.0,0.0,0.0,0.00681,0.10071,0.71776,0.1651,0.0,0.819,0.0,0.0,4.023,0.0,0.565,0.436,0.0,0.0,70.0,70.0,70.0,67.157,0.0,0.0,5.0,4.295,83.0,9.171,0.0,0.0
21,2007-01-01T21:00:00,2007-01-01T21:00:00,2007-01-02T03:00:00Z,8.973,0.949,5.734,0.035,0.05,0.0,0.535,0.044,0.0,0.047,0.0,0.0,0.0,0.0,0.017,0.221,4.618,1.116,1.24788,1.24788,0.40319,0.40319,0.84469,0.01468,0.02124,0.0,0.22742,0.01886,0.0,0.0198,0.0,0.0,0.0,0.0,0.00717,0.094,0.68028,0.16441,0.0,0.0,0.441,0.158,3.813,0.0,0.413,0.437,0.0,0.0,70.0,70.0,70.0,66.095,0.0,0.0,6.8,5.725,76.0,9.171,0.0,0.0
22,2007-01-01T22:00:00,2007-01-01T22:00:00,2007-01-02T04:00:00Z,11.015,0.815,8.235,0.036,0.05,0.0,0.404,0.051,0.0,0.046,0.0,0.0,0.0,0.0,0.016,0.212,4.764,3.471,1.58656,1.58656,0.3735,0.3735,1.21306,0.01635,0.02293,0.0,0.18509,0.02349,0.0,0.02092,0.0,0.0,0.0,0.0,0.00752,0.0972,0.70181,0.51125,0.0,0.0,1.764,0.63,3.933,0.0,1.652,0.437,0.0,0.0,70.0,70.0,70.0,64.864,0.0,0.0,6.8,5.725,76.0,8.053,0.0,0.0
23,2007-01-01T23:00:00,2007-01-01T23:00:00,2007-01-02T05:00:00Z,11.879,0.335,10.735,0.043,0.05,0.0,0.032,0.044,0.0,0.044,0.0,0.0,0.0,0.0,0.004,0.117,5.81,4.925,1.73216,1.73216,0.1509,0.1509,1.58126,0.01958,0.02251,0.0,0.01457,0.01999,0.0,0.01965,0.0,0.0,0.0,0.0,0.00197,0.05264,0.85582,0.72544,0.0,0.0,3.965,1.416,4.796,0.0,3.716,0.438,0.0,0.0,70.0,70.0,70.0,64.864,0.0,0.0,6.8,6.04,83.0,8.053,0.0,0.0
24,2007-01-02T00:00:00,2007-01-02T00:00:00,2007-01-02T06:00:00Z,10.015,0.348,8.828,0.058,0.05,0.0,0.032,0.031,0.015,0.041,0.0,0.0,0.0,0.0,0.004,0.117,7.699,1.129,1.47051,1.47051,0.1701,0.1701,1.30042,0.02819,0.02446,0.0,0.01583,0.01504,0.00734,0.01989,0.0,0.0,0.0,0.0,0.00215,0.0572,1.13409,0.16632,0.0,0.0,0.882,0.315,6.356,0.0,0.825,0.435,0.0,0.0,70.0,70.0,70.0,35.817,50.006,0.0,6.8,6.04,83.0,6.935,0.0,0.0
25,2007-01-02T01:00:00,2007-01-02T01:00:00,2007-01-02T07:00:00Z,9.18,0.309,8.124,0.044,0.05,0.0,0.032,0.022,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.117,5.838,2.286,1.34979,1.34979,0.15311,0.15311,1.19668,0.02161,0.02474,0.0,0.01601,0.0111,0.0,0.01963,0.0,0.0,0.0,0.0,0.00217,0.05784,0.8599,0.33678,0.0,0.0,1.323,0.473,4.819,0.0,1.242,0.438,0.0,0.0,70.0,70.0,70.0,63.862,0.0,0.0,6.8,6.039,83.0,6.935,0.0,0.0
26,2007-01-02T02:00:00,2007-01-02T02:00:00,2007-01-02T08:00:00Z,7.821,0.307,6.773,0.042,0.05,0.0,0.032,0.022,0.0,0.039,0.0,0.0,0.0,0.0,0.004,0.117,5.669,1.103,1.14992,1.14992,0.15233,0.15233,0.99759,0.02104,0.02479,0.0,0.01605,0.01113,0.0,0.01918,0.0,0.0,0.0,0.0,0.00217,0.05797,0.83509,0.1625,0.0,0.0,0.0,0.0,4.68,0.0,0.0,0.439,0.0,0.0,70.0,70.0,70.0,63.773,0.0,0.0,8.6,7.782,83.0,8.053,0.0,0.0
27,2007-01-02T03:00:00,2007-01-02T03:00:00,2007-01-02T09:00:00Z,6.703,0.306,5.658,0.042,0.05,0.0,0.032,0.022,0.0,0.038,0.0,0.0,0.0,0.0,0.004,0.117,5.658,0.0,0.98289,0.98289,0.14943,0.14943,0.83345,0.02067,0.02441,0.0,0.0158,0.01095,0.0,0.0184,0.0,0.0,0.0,0.0,0.00214,0.05707,0.83345,0.0,0.0,0.0,0.0,0.0,4.671,0.0,0.0,0.434,0.0,0.0,70.0,70.0,70.0,62.753,0.0,0.0,8.6,8.168,91.0,6.935,0.0,0.0
28,2007-01-02T04:00:00,2007-01-02T04:00:00,2007-01-02T10:00:00Z,7.926,0.306,6.882,0.043,0.05,0.0,0.032,0.022,0.0,0.037,0.0,0.0,0.0,0.0,0.004,0.117,5.779,1.103,1.16401,1.16401,0.15027,0.15027,1.01374,0.02123,0.02455,0.0,0.01589,0.01102,0.0,0.01802,0.0,0.0,0.0,0.0,0.00215,0.0574,0.85124,0.1625,0.0,0.0,0.0,0.0,4.771,0.0,0.0,0.44,0.0,0.0,70.0,70.0,70.0,65.459,0.0,0.0,10.4,9.522,83.0,10.29,0.0,0.0
29,2007-01-02T05:00:00,2007-01-02T05:00:00,2007-01-02T11:00:00Z,6.726,0.304,5.687,0.043,0.05,0.0,0.032,0.022,0.0,0.036,0.0,0.0,0.0,0.0,0.004,0.117,5.687,0.0,0.98407,0.98407,0.14636,0.14636,0.83772,0.02047,0.02404,0.0,0.01556,0.01079,0.0,0.01717,0.0,0.0,0.0,0.0,0.00211,0.05622,0.83772,0.0,0.0,0.0,0.0,0.0,4.695,0.0,0.0,0.434,0.0,0.0,70.0,70.0,70.0,63.945,0.0,0.0,10.4,9.522,83.0,9.171,0.0,0.0
30,2007-01-02T06:00:00,2007-01-02T06:00:00,2007-01-02T12:00:00Z,7.998,0.301,6.97,0.044,0.05,0.0,0.032,0.018,0.0,0.036,0.0,0.0,0.0,0.0,0.004,0.117,5.867,1.103,1.16532,1.16532,0.13865,0.13865,1.02667,0.0202,0.02301,0.0,0.01489,0.00831,0.0,0.01643,0.0,0.0,0.0,0.0,0.00202,0.0538,0.86417,0.1625,0.0,0.0,0.0,0.0,4.843,0.0,0.0,0.441,0.0,0.0,70.0,70.0,70.0,65.459,0.0,0.0,10.4,9.521,83.0,10.29,0.0,0.0
31,2007-01-02T07:00:00,2007-01-02T07:00:00,2007-01-02T13:00:00Z,9.562,0.561,7.647,0.04,0.05,0.0,0.232,0.017,0.0,0.038,0.0,0.0,0.0,0.0,0.01,0.174,5.358,2.29,1.38481,1.38481,0.25837,0.25837,1.12644,0.01846,0.02302,0.0,0.10677,0.00786,0.0,0.01735,0.0,0.0,0.0,0.0,0.0047,0.08021,0.7892,0.33724,0.0,0.0,1.387,0.496,4.423,0.0,1.302,0.437,0.0,0.0,70.0,70.0,70.0,64.503,0.0,0.0,10.94,10.043,83.0,9.843,0.0,0.0
32,2007-01-02T08:00:00,2007-01-02T08:00:00,2007-01-02T14:00:00Z,6.574,0.301,5.545,0.042,0.05,0.0,0.032,0.017,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.117,5.545,0.0,0.94885,0.94885,0.13205,0.13205,0.8168,0.01818,0.0219,0.0,0.01418,0.00727,0.0,0.01738,0.0,0.0,0.0,0.0,0.00192,0.05122,0.8168,0.0,0.0,0.0,0.0,0.0,4.578,0.0,0.0,0.434,0.0,0.0,70.0,70.0,70.0,62.858,0.0,0.0,12.2,11.315,84.0,9.171,0.0,0.0
33,2007-01-02T09:00:00,2007-01-02T09:00:00,2007-01-02T15:00:00Z,7.913,0.304,6.877,0.043,0.05,0.0,0.032,0.016,0.0,0.041,0.0,0.0,0.0,0.0,0.004,0.117,5.773,1.103,1.10733,1.10733,0.09439,0.09439,1.01294,0.01343,0.01554,0.0,0.01006,0.005,0.0,0.01264,0.0,0.0,0.0,0.0,0.00136,0.03634,0.85043,0.1625,0.0,0.0,0.0,0.0,4.766,0.0,0.0,0.44,0.0,0.0,70.0,70.0,70.0,64.397,0.0,0.0,12.2,11.315,84.0,10.29,0.0,0.0
34,2007-01-02T10:00:00,2007-01-02T10:00:00,2007-01-02T16:00:00Z,6.585,0.3,5.562,0.042,0.05,0.0,0.032,0.014,0.0,0.041,0.0,0.0,0.0,0.0,0.004,0.117,5.562,0.0,0.90215,0.90215,0.08284,0.08284,0.81931,0.01151,0.01382,0.0,0.00895,0.00378,0.0,0.01124,0.0,0.0,0.0,0.0,0.00121,0.03232,0.81931,0.0,0.0,0.0,0.0,0.0,4.592,0.0,0.0,0.434,0.0,0.0,70.0,70.0,70.0,65.142,0.0,0.0,14.0,12.576,76.0,11.408,28.53,35.187
35,2007-01-02T11:00:00,2007-01-02T11:00:00,2007-01-02T17:00:00Z,10.424,0.298,9.407,0.044,0.05,0.0,0.032,0.011,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.117,5.892,3.514,1.46421,1.46421,0.07862,0.07862,1.38559,0.01163,0.01318,0.0,0.00853,0.00283,0.0,0.01046,0.0,0.0,0.0,0.0,0.00116,0.03083,0.86796,0.51763,0.0,0.0,2.204,0.787,4.864,0.0,2.069,0.438,0.0,0.0,70.0,70.0,70.0,66.182,0.0,0.0,12.2,11.315,84.0,11.408,48.818,156.914
36,2007-01-02T12:00:00,2007-01-02T12:00:00,2007-01-02T18:00:00Z,7.928,0.294,6.924,0.044,0.05,0.0,0.032,0.007,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.117,5.821,1.103,1.09548,1.09548,0.07557,0.07557,1.01991,0.01119,0.01284,0.0,0.00831,0.00188,0.0,0.01019,0.0,0.0,0.0,0.0,0.00113,0.03003,0.85743,0.16247,0.0,0.0,0.0,0.0,4.805,0.0,0.0,0.434,0.0,0.0,70.0,70.0,70.0,66.182,0.0,0.0,12.2,11.314,84.0,11.408,19.654,0.0
37,2007-01-02T13:00:00,2007-01-02T13:00:00,2007-01-02T19:00:00Z,7.239,0.298,6.223,0.047,0.05,0.0,0.032,0.006,0.0,0.042,0.0,0.0,0.0,0.0,0.004,0.117,6.223,0.0,0.99015,0.99015,0.07352,0.07352,0.91663,0.0115,0.01235,0.0,0.00799,0.00145,0.0,0.01029,0.0,0.0,0.0,0.0,0.00108,0.02887,0.91663,0.0,0.0,0.0,0.0,0.0,5.137,0.0,0.0,0.44,0.0,0.0,70.0,70.0,70.0,70.961,0.0,0.0,12.2,11.313,84.0,13.869,28.53,0.0
38,2007-01-02T14:00:00,2007-01-02T14:00:00,2007-01-02T20:00:00Z,8.164,0.296,7.154,0.045,0.05,0.0,0.032,0.005,0.0,0.042,0.0,0.0,0.0,0.0,0.004,0.117,6.051,1.103,1.1254,1.1254,0.07158,0.07158,1.05382,0.01095,0.01209,0.0,0.00783,0.0013,0.0,0.01007,0.0,0.0,0.0,0.0,0.00106,0.02828,0.89134,0.16248,0.0,0.0,0.0,0.0,4.995,0.0,0.0,0.434,0.0,0.0,70.0,70.0,70.0,68.646,0.0,0.0,12.2,11.702,91.0,12.751,18.069,0.0
39,2007-01-02T15:00:00,2007-01-02T15:00:00,2007-01-02T21:00:00Z,5.938,0.288,4.956,0.037,0.05,0.0,0.032,0.005,0.0,0.042,0.0,0.0,0.0,0.0,0.004,0.117,4.956,0.0,0.80137,0.80137,0.07138,0.07138,0.73,0.0092,0.0124,0.0,0.00803,0.00133,0.0,0.01033,0.0,0.0,0.0,0.0,0.00109,0.029,0.73,0.0,0.0,0.0,0.0,0.0,4.091,0.0,0.0,0.44,0.0,0.0,70.0,70.0,70.0,60.656,0.0,0.0,15.8,14.34,77.0,9.171,30.115,1.902
40,2007-01-02T16:00:00,2007-01-02T16:00:00,2007-01-02T22:00:00Z,7.348,0.29,6.36,0.039,0.05,0.0,0.032,0.006,0.0,0.041,0.0,0.0,0.0,0.0,0.004,0.117,5.257,1.103,1.02052,1.02052,0.08368,0.08368,0.93683,0.01137,0.01445,0.0,0.00936,0.00169,0.0,0.01175,0.0,0.0,0.0,0.0,0.00127,0.03379,0.77435,0.16248,0.0,0.0,0.0,0.0,4.34,0.0,0.0,0.435,0.0,0.0,70.0,70.0,70.0,64.095,0.0,0.0,15.8,14.787,84.0,11.408,15.85,0.0
41,2007-01-02T17:00:00,2007-01-02T17:00:00,2007-01-02T23:00:00Z,9.087,0.3,8.064,0.043,0.05,0.0,0.032,0.009,0.0,0.044,0.0,0.0,0.0,0.0,0.004,0.117,5.781,2.283,1.31714,1.31714,0.1293,0.1293,1.18784,0.01866,0.02156,0.0,0.01396,0.004,0.0,0.01882,0.0,0.0,0.0,0.0,0.00189,0.05042,0.85148,0.33635,0.0,0.0,1.297,0.463,4.772,0.0,1.216,0.436,0.0,0.0,70.0,70.0,70.0,69.019,0.0,0.0,15.8,14.787,84.0,13.869,1.268,0.0
42,2007-01-02T18:00:00,2007-01-02T18:00:00,2007-01-03T00:00:00Z,13.479,0.995,10.084,0.067,0.05,0.0,0.525,0.018,0.03,0.048,0.0,0.0,0.0,0.0,0.013,0.245,8.966,1.118,1.92851,1.92851,0.44315,0.44315,1.48536,0.02988,0.02227,0.0,0.23373,0.00804,0.01336,0.0212,0.0,0.0,0.0,0.0,0.00561,0.10906,1.32071,0.16465,0.0,0.0,0.516,0.184,7.402,0.0,0.485,0.438,0.0,0.0,70.0,70.0,70.0,28.185,99.99,0.0,15.8,14.788,84.0,13.869,0.0,0.0
