,Time,TimeDST,TimeUTC,Energy Use: Total,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Heating Heat Pump Backup Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Ceiling Fan,End Use: Electricity: Plug Loads,End Use: Natural Gas: Heating Heat Pump Backup,End Use: Natural Gas: Hot Water,Emissions: CO2e: LRMER_MidCase_15: Total,Emissions: CO2e: LRMER_MidCase_15: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Net,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Heat Pump Backup Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Interior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Exterior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Mech Vent,Emissions: CO2e: LRMER_MidCase_15: Electricity: Refrigerator,Emissions: CO2e: LRMER_MidCase_15: Electricity: Dishwasher,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Washer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Dryer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Electricity: Ceiling Fan,Emissions: CO2e: LRMER_MidCase_15: Electricity: Plug Loads,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Heating Heat Pump Backup,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Hot Water,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Heating: Heat Pump Backup,Load: Cooling: Delivered,Load: Hot Water: Delivered,Load: Hot Water: Tank Losses,Unmet Hours: Heating,Unmet Hours: Cooling,Temperature: Attic - Vented,Temperature: Conditioned Space,Temperature: Heating Setpoint,Temperature: Cooling Setpoint,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
11,2007-01-01T11:00:00,2007-01-01T11:00:00,2007-01-01T17:00:00Z,36.058,0.767,33.439,0.05,0.0,0.139,0.0,0.0,0.24,0.014,0.0,0.035,0.0,0.0,0.0,0.0,0.005,0.285,29.78,3.659,5.12795,5.12795,0.20235,0.20235,4.9256,0.01318,0.0,0.03652,0.0,0.0,0.0633,0.00365,0.0,0.00925,0.0,0.0,0.0,0.0,0.00131,0.07514,4.38664,0.53896,0.0,0.0,2.315,0.912,24.297,24.297,0.0,2.225,0.42,0.0,0.0,5.944,72.0,72.0,75.0,247.733,0.0,0.0,1.4,0.043,62.0,10.29,23.141,227.288
12,2007-01-01T12:00:00,2007-01-01T12:00:00,2007-01-01T18:00:00Z,31.474,0.758,28.886,0.05,0.0,0.139,0.0,0.0,0.231,0.009,0.0,0.035,0.0,0.0,0.0,0.0,0.005,0.289,27.906,0.98,4.44977,4.44977,0.19481,0.19481,4.25496,0.01284,0.0,0.03557,0.0,0.0,0.05931,0.00242,0.0,0.00901,0.0,0.0,0.0,0.0,0.0013,0.07434,4.11054,0.14441,0.0,0.0,0.0,0.0,22.797,22.797,0.0,0.0,0.43,0.0,0.0,10.093,72.0,72.0,75.0,244.034,0.0,0.0,3.2,1.499,56.0,10.29,19.654,257.72
13,2007-01-01T13:00:00,2007-01-01T13:00:00,2007-01-01T19:00:00Z,30.607,0.959,27.335,0.05,0.0,0.139,0.0,0.0,0.225,0.008,0.0,0.037,0.202,0.0,0.0,0.0,0.005,0.293,25.814,1.521,4.26325,4.26325,0.23678,0.23678,4.02647,0.01235,0.0,0.0342,0.0,0.0,0.05567,0.00186,0.0,0.0091,0.04991,0.0,0.0,0.0,0.00123,0.07247,3.80242,0.22406,0.0,1.739,0.0,0.0,21.124,21.124,0.0,1.199,0.421,0.0,0.0,13.705,72.0,72.0,75.0,236.91,0.0,0.0,5.0,2.952,51.0,9.171,37.723,218.412
14,2007-01-01T14:00:00,2007-01-01T14:00:00,2007-01-01T20:00:00Z,32.889,0.804,30.145,0.05,0.0,0.139,0.0,0.0,0.045,0.007,0.0,0.037,0.314,0.0,0.0,0.0,0.004,0.209,27.029,3.117,4.63491,4.63491,0.1945,0.1945,4.44042,0.01209,0.0,0.0335,0.0,0.0,0.01091,0.00167,0.0,0.00891,0.07591,0.0,0.0,0.0,0.00104,0.05047,3.98131,0.4591,0.0,0.982,1.388,0.547,22.095,22.095,0.0,2.013,0.421,0.0,0.0,13.105,72.0,72.0,75.0,240.308,0.0,0.0,5.0,2.952,51.0,10.29,47.867,61.815
15,2007-01-01T15:00:00,2007-01-01T15:00:00,2007-01-01T21:00:00Z,29.102,0.49,27.429,0.05,0.0,0.139,0.0,0.0,0.045,0.007,0.0,0.037,0.0,0.0,0.0,0.0,0.004,0.209,25.959,1.47,4.1619,4.1619,0.12162,0.12162,4.04029,0.0124,0.0,0.03435,0.0,0.0,0.01118,0.00172,0.0,0.00914,0.0,0.0,0.0,0.0,0.00107,0.05176,3.82373,0.21656,0.0,0.0,0.0,0.0,21.24,21.24,0.0,0.0,0.419,0.0,0.0,12.051,72.0,72.0,75.0,230.221,0.0,0.0,6.8,4.412,47.0,8.053,27.262,0.0
16,2007-01-01T16:00:00,2007-01-01T16:00:00,2007-01-01T22:00:00Z,31.424,0.782,28.755,0.05,0.0,0.139,0.0,0.0,0.246,0.008,0.0,0.036,0.0,0.0,0.0,0.0,0.006,0.298,25.577,3.177,4.46169,4.46169,0.22612,0.22612,4.23557,0.01445,0.0,0.04003,0.0,0.0,0.07123,0.00218,0.0,0.0104,0.0,0.0,0.0,0.0,0.00171,0.08612,3.76754,0.46803,0.0,0.0,2.773,1.093,20.934,20.934,0.0,2.669,0.422,0.0,0.0,11.122,72.0,72.0,75.0,230.221,0.0,0.0,6.8,4.411,47.0,8.053,17.752,32.651
17,2007-01-01T17:00:00,2007-01-01T17:00:00,2007-01-01T23:00:00Z,31.147,1.236,26.929,0.05,0.0,0.139,0.0,0.0,0.298,0.012,0.0,0.039,0.0,0.0,0.0,0.386,0.007,0.306,25.459,1.47,4.49975,4.49975,0.5331,0.5331,3.96665,0.02156,0.0,0.05973,0.0,0.0,0.12872,0.00515,0.0,0.01665,0.0,0.0,0.0,0.16642,0.0029,0.13198,3.75011,0.21655,0.0,0.0,0.0,0.0,20.84,20.84,0.0,0.0,0.415,0.0,0.0,9.75,72.0,72.0,75.0,236.553,0.0,0.0,6.8,4.64,52.0,10.29,1.585,22.19
18,2007-01-01T18:00:00,2007-01-01T18:00:00,2007-01-02T00:00:00Z,34.132,1.465,29.135,0.05,0.0,0.139,0.0,0.0,0.731,0.023,0.03,0.042,0.0,0.0,0.0,0.0,0.012,0.437,27.588,1.547,4.94378,4.94378,0.6522,0.6522,4.29158,0.02227,0.0,0.06168,0.0,0.0,0.32561,0.01036,0.01336,0.01875,0.0,0.0,0.0,0.0,0.00552,0.19465,4.06373,0.22785,0.0,0.0,1.85,0.729,22.543,22.543,0.0,1.78,0.421,0.0,0.0,8.622,72.0,72.0,75.0,163.126,99.99,0.0,6.8,4.867,57.0,9.171,0.0,0.0
19,2007-01-01T19:00:00,2007-01-01T19:00:00,2007-01-02T01:00:00Z,33.822,1.899,27.342,0.05,0.0,0.139,0.0,0.0,0.894,0.031,0.0,0.044,0.282,0.0,0.0,0.0,0.015,0.446,24.247,3.095,4.89624,4.89624,0.86876,0.86876,4.02748,0.02287,0.0,0.06336,0.0,0.0,0.4088,0.01409,0.0,0.02007,0.12898,0.0,0.0,0.0,0.00674,0.20385,3.57164,0.45584,0.0,2.562,0.0,0.0,19.871,19.871,0.0,1.77,0.422,0.0,0.0,7.863,72.0,72.0,75.0,236.553,0.0,0.0,6.8,5.411,69.0,10.29,0.0,0.0
20,2007-01-01T20:00:00,2007-01-01T20:00:00,2007-01-02T02:00:00Z,32.739,1.843,26.452,0.05,0.0,0.139,0.0,0.0,0.901,0.041,0.0,0.042,0.234,0.0,0.0,0.0,0.016,0.42,24.944,1.508,4.68406,4.68406,0.78768,0.78768,3.89639,0.02137,0.0,0.05921,0.0,0.0,0.38513,0.01747,0.0,0.018,0.10005,0.0,0.0,0.0,0.00669,0.17975,3.67426,0.22213,0.0,0.0,0.927,0.366,20.428,20.428,0.0,0.892,0.42,0.0,0.0,6.585,72.0,72.0,75.0,236.91,0.0,0.0,5.0,4.295,83.0,9.171,0.0,0.0
21,2007-01-01T21:00:00,2007-01-01T21:00:00,2007-01-02T03:00:00Z,35.046,1.444,30.119,0.05,0.0,0.139,0.0,0.0,0.746,0.057,0.0,0.041,0.0,0.0,0.0,0.0,0.017,0.395,24.326,5.793,5.05001,5.05001,0.61355,0.61355,4.43646,0.02124,0.0,0.05884,0.0,0.0,0.31682,0.02431,0.0,0.01752,0.0,0.0,0.0,0.0,0.00705,0.16777,3.58318,0.85327,0.0,0.0,3.712,1.463,19.933,19.933,0.0,3.569,0.421,0.0,0.0,6.771,72.0,72.0,75.0,233.101,0.0,0.0,6.8,5.725,76.0,9.171,0.0,0.0
22,2007-01-01T22:00:00,2007-01-01T22:00:00,2007-01-02T04:00:00Z,32.462,1.252,28.191,0.05,0.0,0.139,0.0,0.0,0.562,0.066,0.0,0.04,0.0,0.0,0.0,0.0,0.016,0.378,24.354,3.837,4.72651,4.72651,0.57394,0.57394,4.15257,0.02293,0.0,0.06351,0.0,0.0,0.25784,0.03027,0.0,0.01851,0.0,0.0,0.0,0.0,0.0074,0.17348,3.58737,0.5652,0.0,0.0,2.193,0.864,19.956,19.956,0.0,2.111,0.422,0.0,0.0,6.682,72.0,72.0,75.0,230.221,0.0,0.0,6.8,5.725,76.0,8.053,0.0,0.0
23,2007-01-01T23:00:00,2007-01-01T23:00:00,2007-01-02T05:00:00Z,29.57,0.831,26.734,0.05,0.0,0.139,0.0,0.0,0.266,0.057,0.0,0.039,0.0,0.0,0.0,0.0,0.009,0.272,25.194,1.54,4.31214,4.31214,0.37428,0.37428,3.93786,0.02251,0.0,0.06235,0.0,0.0,0.11958,0.02576,0.0,0.01738,0.0,0.0,0.0,0.0,0.00407,0.12263,3.71104,0.22682,0.0,0.0,1.691,0.666,20.628,20.628,0.0,1.628,0.422,0.0,0.0,6.589,72.0,72.0,75.0,230.221,0.0,0.0,6.8,6.04,83.0,8.053,0.0,0.0
24,2007-01-02T00:00:00,2007-01-02T00:00:00,2007-01-02T06:00:00Z,37.557,0.694,35.19,0.05,0.0,0.139,0.0,0.0,0.136,0.04,0.03,0.036,0.0,0.0,0.0,0.0,0.008,0.256,28.633,6.557,5.52289,5.52289,0.33945,0.33945,5.18344,0.02446,0.0,0.06776,0.0,0.0,0.06654,0.01938,0.01468,0.0176,0.0,0.0,0.0,0.0,0.00391,0.12514,4.21762,0.96581,0.0,0.0,3.889,1.533,23.379,23.379,0.0,3.739,0.421,0.0,0.0,6.45,72.0,72.0,75.0,158.393,99.99,0.0,6.8,6.04,83.0,6.935,0.0,0.0
25,2007-01-02T01:00:00,2007-01-02T01:00:00,2007-01-02T07:00:00Z,30.963,0.511,29.22,0.05,0.0,0.139,0.0,0.0,0.045,0.029,0.0,0.035,0.0,0.0,0.0,0.0,0.004,0.209,26.07,3.15,4.55677,4.55677,0.2526,0.2526,4.30417,0.02474,0.0,0.06852,0.0,0.0,0.02231,0.01431,0.0,0.01736,0.0,0.0,0.0,0.0,0.00213,0.10323,3.84016,0.46401,0.0,0.0,2.311,0.911,21.329,21.329,0.0,2.23,0.422,0.0,0.0,6.322,72.0,72.0,75.0,227.89,0.0,0.0,6.8,6.039,83.0,6.935,0.0,0.0
26,2007-01-02T02:00:00,2007-01-02T02:00:00,2007-01-02T08:00:00Z,27.087,0.51,25.348,0.05,0.0,0.139,0.0,0.0,0.045,0.029,0.0,0.034,0.0,0.0,0.0,0.0,0.004,0.209,25.348,0.0,3.98644,3.98644,0.25273,0.25273,3.73371,0.02479,0.0,0.06867,0.0,0.0,0.02236,0.01434,0.0,0.01696,0.0,0.0,0.0,0.0,0.00214,0.10346,3.73371,0.0,0.0,0.0,0.0,0.0,20.751,20.751,0.0,0.0,0.425,0.0,0.0,7.14,72.0,72.0,75.0,226.332,0.0,0.0,8.6,7.782,83.0,8.053,0.0,0.0
27,2007-01-02T03:00:00,2007-01-02T03:00:00,2007-01-02T09:00:00Z,27.048,0.541,25.202,0.05,0.0,0.139,0.0,0.0,0.045,0.029,0.0,0.033,0.0,0.0,0.0,0.0,0.006,0.239,25.202,0.0,3.9763,3.9763,0.2641,0.2641,3.7122,0.02441,0.0,0.0676,0.0,0.0,0.02201,0.01412,0.0,0.01627,0.0,0.0,0.0,0.0,0.00317,0.11653,3.7122,0.0,0.0,0.0,0.0,0.0,20.634,20.634,0.0,0.0,0.414,0.0,0.0,7.423,72.0,72.0,75.0,223.96,0.0,0.0,8.6,8.168,91.0,6.935,0.0,0.0
28,2007-01-02T04:00:00,2007-01-02T04:00:00,2007-01-02T10:00:00Z,28.367,0.536,26.538,0.05,0.0,0.139,0.0,0.0,0.045,0.029,0.0,0.032,0.0,0.0,0.0,0.0,0.006,0.235,25.067,1.47,4.17218,4.17218,0.26318,0.26318,3.909,0.02455,0.0,0.068,0.0,0.0,0.02214,0.0142,0.0,0.01594,0.0,0.0,0.0,0.0,0.00313,0.11523,3.69242,0.21659,0.0,0.0,0.0,0.0,20.526,20.526,0.0,0.0,0.427,0.0,0.0,8.673,72.0,72.0,75.0,228.957,0.0,0.0,10.4,9.522,83.0,10.29,0.0,0.0
29,2007-01-02T05:00:00,2007-01-02T05:00:00,2007-01-02T11:00:00Z,26.581,0.507,24.851,0.05,0.0,0.139,0.0,0.0,0.045,0.029,0.0,0.032,0.0,0.0,0.0,0.0,0.004,0.209,24.851,0.0,3.90435,3.90435,0.24382,0.24382,3.66053,0.02404,0.0,0.0666,0.0,0.0,0.02168,0.01391,0.0,0.01519,0.0,0.0,0.0,0.0,0.00207,0.10034,3.66053,0.0,0.0,0.0,0.0,0.0,20.353,20.353,0.0,0.0,0.421,0.0,0.0,9.094,72.0,72.0,75.0,225.388,0.0,0.0,10.4,9.522,83.0,9.171,0.0,0.0
30,2007-01-02T06:00:00,2007-01-02T06:00:00,2007-01-02T12:00:00Z,28.495,0.501,26.784,0.05,0.0,0.139,0.0,0.0,0.045,0.023,0.0,0.032,0.0,0.0,0.0,0.0,0.004,0.209,25.28,1.504,4.17599,4.17599,0.23071,0.23071,3.94528,0.02301,0.0,0.06373,0.0,0.0,0.02075,0.0107,0.0,0.01453,0.0,0.0,0.0,0.0,0.00198,0.09601,3.72374,0.22153,0.0,0.0,0.831,0.327,20.697,20.697,0.0,0.801,0.421,0.0,0.0,9.4,72.0,72.0,75.0,228.957,0.0,0.0,10.4,9.521,83.0,10.29,0.0,0.0
31,2007-01-02T07:00:00,2007-01-02T07:00:00,2007-01-02T13:00:00Z,28.415,0.695,26.043,0.05,0.0,0.139,0.0,0.0,0.184,0.022,0.0,0.033,0.0,0.0,0.0,0.0,0.007,0.26,24.534,1.508,4.15611,4.15611,0.32004,0.32004,3.83607,0.02302,0.0,0.06376,0.0,0.0,0.08488,0.01013,0.0,0.01535,0.0,0.0,0.0,0.0,0.00331,0.11961,3.61392,0.22214,0.0,0.0,0.928,0.366,20.1,20.1,0.0,0.894,0.42,0.0,0.0,9.851,72.0,72.0,75.0,226.3,0.0,0.0,10.94,10.043,83.0,9.843,0.0,0.0
32,2007-01-02T08:00:00,2007-01-02T08:00:00,2007-01-02T14:00:00Z,30.69,0.503,28.974,0.05,0.0,0.139,0.0,0.0,0.045,0.021,0.0,0.035,0.0,0.0,0.0,0.0,0.004,0.209,24.208,4.765,4.48823,4.48823,0.22037,0.22037,4.26786,0.0219,0.0,0.06067,0.0,0.0,0.01975,0.00936,0.0,0.01537,0.0,0.0,0.0,0.0,0.00189,0.09141,3.56591,0.70195,0.0,0.0,2.745,1.082,19.839,19.839,0.0,2.647,0.422,0.0,0.0,10.677,72.0,72.0,75.0,221.483,0.0,0.0,12.2,11.315,84.0,9.171,0.0,0.0
33,2007-01-02T09:00:00,2007-01-02T09:00:00,2007-01-02T15:00:00Z,28.441,0.899,25.375,0.05,0.0,0.139,0.0,0.0,0.24,0.021,0.0,0.036,0.122,0.0,0.0,0.0,0.006,0.285,23.877,1.497,4.01703,4.01703,0.27936,0.27936,3.73767,0.01554,0.0,0.04305,0.0,0.0,0.07463,0.00645,0.0,0.01118,0.03801,0.0,0.0,0.0,0.00191,0.08858,3.51714,0.22053,0.0,0.942,0.0,0.0,19.575,19.575,0.0,0.651,0.421,0.0,0.0,11.072,72.0,72.0,75.0,225.114,0.0,0.0,12.2,11.315,84.0,10.29,0.0,0.0
34,2007-01-02T10:00:00,2007-01-02T10:00:00,2007-01-02T16:00:00Z,27.915,1.097,24.172,0.05,0.0,0.139,0.0,0.0,0.246,0.018,0.0,0.036,0.319,0.0,0.0,0.0,0.005,0.285,22.681,1.492,3.86381,3.86381,0.3032,0.3032,3.5606,0.01382,0.0,0.03829,0.0,0.0,0.06788,0.00487,0.0,0.00994,0.08827,0.0,0.0,0.0,0.00134,0.07878,3.3409,0.2197,0.0,0.757,0.0,0.0,18.617,18.617,0.0,0.522,0.419,0.0,0.0,13.888,72.0,72.0,75.0,225.559,0.0,0.0,14.0,12.576,76.0,11.408,28.53,35.187
