Time,TimeDST,TimeUTC,Energy Use: Total,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Ceiling Fan,End Use: Electricity: Plug Loads,End Use: Natural Gas: Heating,End Use: Natural Gas: Hot Water,End Use: Natural Gas: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Total,Emissions: CO2e: LRMER_MidCase_15: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Net,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Interior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Exterior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Mech Vent,Emissions: CO2e: LRMER_MidCase_15: Electricity: Refrigerator,Emissions: CO2e: LRMER_MidCase_15: Electricity: Dishwasher,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Washer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Dryer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Electricity: Ceiling Fan,Emissions: CO2e: LRMER_MidCase_15: Electricity: Plug Loads,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Heating,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Hot Water,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Range/Oven,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Cooling: Delivered,Load: Hot Water: Delivered,Load: Hot Water: Tank Losses,Unmet Hours: Heating,Unmet Hours: Cooling,Temperature: Conditioned Space,Temperature: Heating Setpoint,Temperature: Cooling Setpoint,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
,,,kBtu,kWh,kBtu,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kBtu,kBtu,kBtu,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,gal,gal,gal,gal,kBtu,kBtu,kBtu,kBtu,hr,hr,F,F,F,cfm,cfm,cfm,F,F,%,mph,Btu/(hr*ft^2),Btu/(hr*ft^2)
2007-01-01T01:00:00,2007-01-01T01:00:00,2007-01-01T06:00:00Z,24.849,0.477,23.221,0.174,0.05,0.0,0.015,0.007,0.0,0.035,0.0,0.0,0.0,0.0,0.004,0.192,23.221,0.0,0.0,3.97213,3.97213,0.55171,0.55171,3.42043,0.20099,0.05783,0.0,0.01684,0.00836,0.0,0.04059,0.0,0.0,0.0,0.0,0.00499,0.22212,3.42043,0.0,0.0,0.0,0.0,0.455,0.179,19.17,0.0,0.396,0.441,0.0,0.0,70.0,70.0,75.0,224.006,0.0,0.0,10.4,8.787,69.0,10.29,0.0,0.0
2007-01-01T02:00:00,2007-01-01T02:00:00,2007-01-01T07:00:00Z,26.639,0.479,25.007,0.176,0.05,0.0,0.015,0.007,0.0,0.034,0.0,0.0,0.0,0.0,0.004,0.192,23.536,1.471,0.0,4.22907,4.22907,0.54561,0.54561,3.68346,0.20084,0.05701,0.0,0.0166,0.00824,0.0,0.03901,0.0,0.0,0.0,0.0,0.00492,0.21898,3.46681,0.21665,0.0,0.0,0.0,0.0,0.0,19.43,0.0,0.0,0.434,0.0,0.0,70.0,70.0,75.0,224.006,0.0,0.0,10.4,8.787,69.0,10.29,0.0,0.0
2007-01-01T03:00:00,2007-01-01T03:00:00,2007-01-01T08:00:00Z,26.15,0.485,24.496,0.183,0.05,0.0,0.015,0.007,0.0,0.033,0.0,0.0,0.0,0.0,0.004,0.192,24.496,0.0,0.0,4.16061,4.16061,0.55238,0.55238,3.60823,0.20887,0.05697,0.0,0.01659,0.00824,0.0,0.03798,0.0,0.0,0.0,0.0,0.00491,0.21882,3.60823,0.0,0.0,0.0,0.0,0.0,0.0,20.222,0.0,0.0,0.442,0.0,0.0,70.0,70.0,75.0,224.273,0.0,0.0,8.6,7.44,76.0,9.171,0.0,0.0
2007-01-01T04:00:00,2007-01-01T04:00:00,2007-01-01T09:00:00Z,27.165,0.491,25.489,0.191,0.05,0.0,0.015,0.007,0.0,0.032,0.0,0.0,0.0,0.0,0.004,0.192,25.489,0.0,0.0,4.31804,4.31804,0.56353,0.56353,3.75451,0.21877,0.05734,0.0,0.0167,0.00829,0.0,0.03723,0.0,0.0,0.0,0.0,0.00495,0.22026,3.75451,0.0,0.0,0.0,0.0,0.0,0.0,21.042,0.0,0.0,0.431,0.0,0.0,70.0,70.0,75.0,225.21,0.0,0.0,6.8,5.721,76.0,8.053,0.0,0.0
2007-01-01T05:00:00,2007-01-01T05:00:00,2007-01-01T10:00:00Z,29.492,0.497,27.797,0.197,0.05,0.0,0.015,0.007,0.0,0.032,0.0,0.0,0.0,0.0,0.004,0.192,26.326,1.471,0.0,4.66737,4.66737,0.57288,0.57288,4.09449,0.22721,0.05766,0.0,0.01679,0.00834,0.0,0.03642,0.0,0.0,0.0,0.0,0.00497,0.22148,3.87781,0.21667,0.0,0.0,0.0,0.0,0.0,21.733,0.0,0.0,0.441,0.0,0.0,70.0,70.0,75.0,231.645,0.0,0.0,6.8,5.722,76.0,10.29,0.0,0.0
2007-01-01T06:00:00,2007-01-01T06:00:00,2007-01-01T11:00:00Z,31.093,0.495,29.403,0.197,0.05,0.0,0.015,0.006,0.0,0.032,0.0,0.0,0.0,0.0,0.004,0.192,26.308,3.096,0.0,4.91191,4.91191,0.58081,0.58081,4.3311,0.23092,0.05864,0.0,0.01707,0.00682,0.0,0.03704,0.0,0.0,0.0,0.0,0.00506,0.22525,3.8751,0.456,0.0,0.0,0.0,2.055,0.81,21.718,0.0,1.781,0.436,0.0,0.0,70.0,70.0,75.0,228.137,0.0,0.0,6.8,5.723,76.0,9.171,0.0,0.0
2007-01-01T07:00:00,2007-01-01T07:00:00,2007-01-01T12:00:00Z,30.147,0.611,28.062,0.19,0.05,0.0,0.059,0.006,0.0,0.033,0.0,0.0,0.0,0.026,0.007,0.239,25.421,0.0,2.641,4.86035,4.86035,0.72687,0.72687,4.13348,0.22624,0.05946,0.0,0.07066,0.00654,0.0,0.03965,0.0,0.0,0.0,0.0314,0.00855,0.28438,3.74453,0.0,0.38895,0.0,0.0,0.0,0.0,20.986,0.0,0.0,0.443,0.0,0.0,70.0,70.0,75.0,224.944,0.0,0.0,5.0,4.0,76.0,5.816,0.0,0.0
2007-01-01T08:00:00,2007-01-01T08:00:00,2007-01-01T13:00:00Z,29.513,0.634,27.348,0.205,0.05,0.0,0.073,0.005,0.0,0.035,0.0,0.0,0.0,0.0,0.008,0.259,27.348,0.0,0.0,4.77185,4.77185,0.74348,0.74348,4.02836,0.23987,0.0586,0.0,0.08566,0.00626,0.0,0.04113,0.0,0.0,0.0,0.0,0.00895,0.30301,4.02836,0.0,0.0,0.0,0.0,0.0,0.0,22.577,0.0,0.0,0.432,0.0,0.0,70.0,70.0,75.0,225.748,0.0,0.0,3.2,2.545,83.0,0.0,0.0,0.0
2007-01-01T09:00:00,2007-01-01T09:00:00,2007-01-01T14:00:00Z,29.05,0.627,26.91,0.19,0.05,0.0,0.077,0.005,0.0,0.036,0.0,0.0,0.0,0.0,0.006,0.262,25.439,1.471,0.0,4.52313,4.52313,0.55931,0.55931,3.96383,0.16978,0.04459,0.0,0.06889,0.00463,0.0,0.03208,0.0,0.0,0.0,0.0,0.00547,0.23388,3.74715,0.21667,0.0,0.0,0.0,0.0,0.0,21.001,0.0,0.0,0.44,0.0,0.0,70.0,70.0,75.0,217.764,0.0,0.0,6.8,5.725,76.0,0.0,0.0,0.0
2007-01-01T10:00:00,2007-01-01T10:00:00,2007-01-01T15:00:00Z,26.344,0.618,24.235,0.181,0.05,0.0,0.079,0.004,0.0,0.036,0.0,0.0,0.0,0.0,0.005,0.262,24.235,0.0,0.0,4.03878,4.03878,0.46896,0.46896,3.56981,0.13759,0.03793,0.0,0.06018,0.00334,0.0,0.02729,0.0,0.0,0.0,0.0,0.00368,0.19896,3.56981,0.0,0.0,0.0,0.0,0.0,0.0,20.007,0.0,0.0,0.438,0.0,0.0,70.0,70.0,75.0,214.504,0.0,0.0,8.6,7.445,76.0,3.355,33.285,64.034
2007-01-01T11:00:00,2007-01-01T11:00:00,2007-01-01T16:00:00Z,26.391,0.592,24.371,0.159,0.05,0.0,0.077,0.003,0.0,0.035,0.0,0.0,0.0,0.0,0.005,0.262,21.256,3.115,0.0,4.03329,4.03329,0.44344,0.44344,3.58985,0.11914,0.03745,0.0,0.05785,0.00259,0.0,0.02628,0.0,0.0,0.0,0.0,0.00372,0.19641,3.13101,0.45884,0.0,0.0,0.0,2.284,0.9,17.548,0.0,1.98,0.437,0.0,0.0,70.0,70.0,75.0,202.141,0.0,0.0,14.0,11.861,64.0,3.355,54.524,37.089
2007-01-01T12:00:00,2007-01-01T12:00:00,2007-01-01T17:00:00Z,23.446,0.583,21.456,0.15,0.05,0.0,0.075,0.002,0.0,0.035,0.0,0.0,0.0,0.0,0.005,0.266,19.985,1.471,0.0,3.59547,3.59547,0.435,0.435,3.16047,0.11159,0.0373,0.0,0.05564,0.00176,0.0,0.02618,0.0,0.0,0.0,0.0,0.00379,0.19874,2.94384,0.21664,0.0,0.0,0.0,0.0,0.0,16.499,0.0,0.0,0.43,0.0,0.0,70.0,70.0,75.0,199.123,0.0,0.0,15.8,13.515,64.0,4.698,64.668,40.576
2007-01-01T13:00:00,2007-01-01T13:00:00,2007-01-01T18:00:00Z,25.854,0.8,23.123,0.162,0.05,0.0,0.073,0.002,0.0,0.037,0.202,0.0,0.0,0.0,0.005,0.27,21.607,1.516,0.0,4.00085,4.00085,0.59485,0.59485,3.406,0.12017,0.03716,0.0,0.0541,0.0014,0.0,0.02738,0.15021,0.0,0.0,0.0,0.00369,0.20074,3.18266,0.22333,0.0,0.0,1.739,0.0,0.0,17.837,0.0,1.084,0.439,0.0,0.0,70.0,70.0,75.0,223.005,0.0,0.0,15.8,13.901,70.0,12.751,59.913,7.608
2007-01-01T14:00:00,2007-01-01T14:00:00,2007-01-01T19:00:00Z,23.954,0.75,21.393,0.137,0.05,0.0,0.015,0.002,0.0,0.037,0.314,0.0,0.0,0.0,0.004,0.192,18.296,3.098,0.0,3.70389,3.70389,0.55264,0.55264,3.15126,0.10085,0.03683,0.0,0.01072,0.00127,0.0,0.02714,0.23118,0.0,0.0,0.0,0.00318,0.14146,2.69496,0.45629,0.0,0.0,0.982,1.373,0.541,15.104,0.0,1.801,0.437,0.0,0.0,70.0,70.0,75.0,194.305,0.0,0.0,19.4,16.437,59.0,6.935,64.985,37.723
2007-01-01T15:00:00,2007-01-01T15:00:00,2007-01-01T20:00:00Z,19.55,0.435,18.066,0.135,0.05,0.0,0.015,0.002,0.0,0.037,0.0,0.0,0.0,0.0,0.004,0.192,18.066,0.0,0.0,2.98202,2.98202,0.32086,0.32086,2.66116,0.0998,0.03691,0.0,0.01075,0.00128,0.0,0.0272,0.0,0.0,0.0,0.0,0.00318,0.14176,2.66116,0.0,0.0,0.0,0.0,0.0,0.0,14.914,0.0,0.0,0.44,0.0,0.0,70.0,70.0,75.0,192.182,0.0,0.0,19.4,16.067,54.0,5.816,57.06,46.599
2007-01-01T16:00:00,2007-01-01T16:00:00,2007-01-01T21:00:00Z,25.082,0.592,23.062,0.149,0.05,0.0,0.075,0.002,0.0,0.036,0.0,0.0,0.0,0.0,0.006,0.274,19.909,3.153,0.0,3.86073,3.86073,0.46372,0.46372,3.39702,0.11668,0.03915,0.0,0.05886,0.00148,0.0,0.02817,0.0,0.0,0.0,0.0,0.00462,0.21476,2.93263,0.46439,0.0,0.0,0.0,2.749,1.083,16.436,0.0,2.38,0.436,0.0,0.0,70.0,70.0,75.0,212.902,0.0,0.0,17.6,14.402,53.0,11.408,35.504,25.36
2007-01-01T17:00:00,2007-01-01T17:00:00,2007-01-01T22:00:00Z,24.255,0.626,22.118,0.135,0.05,0.0,0.085,0.003,0.0,0.039,0.0,0.0,0.0,0.026,0.007,0.282,18.007,1.471,2.641,3.92501,3.92501,0.66699,0.66699,3.25801,0.14356,0.05326,0.0,0.09052,0.00318,0.0,0.04112,0.0,0.0,0.0,0.02813,0.00716,0.30006,2.65239,0.21668,0.38895,0.0,0.0,0.0,0.0,14.865,0.0,0.0,0.442,0.0,0.0,70.0,70.0,75.0,204.438,0.0,0.0,17.6,14.749,58.0,9.171,11.412,4.755
2007-01-01T18:00:00,2007-01-01T18:00:00,2007-01-01T23:00:00Z,26.941,0.904,23.856,0.161,0.05,0.0,0.201,0.006,0.03,0.042,0.0,0.0,0.0,0.0,0.012,0.402,21.521,2.335,0.0,4.60033,4.60033,1.08641,1.08641,3.51392,0.19352,0.06008,0.0,0.24096,0.00699,0.03605,0.0506,0.0,0.0,0.0,0.0,0.01488,0.48335,3.17004,0.34388,0.0,0.0,0.0,1.829,0.721,17.766,0.0,1.581,0.435,0.0,0.0,70.0,70.0,75.0,135.71,99.99,0.0,15.8,13.517,64.0,6.935,0.0,0.0
2007-01-01T19:00:00,2007-01-01T19:00:00,2007-01-02T00:00:00Z,25.279,1.212,21.145,0.141,0.05,0.0,0.262,0.008,0.0,0.044,0.282,0.0,0.0,0.0,0.015,0.41,18.862,2.283,0.0,4.56287,4.56287,1.44824,1.44824,3.11464,0.16874,0.05977,0.0,0.31324,0.00921,0.0,0.05244,0.33701,0.0,0.0,0.0,0.0176,0.49024,2.77832,0.33631,0.0,0.0,2.562,0.0,0.0,15.571,0.0,1.596,0.439,0.0,0.0,70.0,70.0,75.0,205.27,0.0,0.0,15.8,13.127,58.0,8.053,0.0,0.0
2007-01-01T20:00:00,2007-01-01T20:00:00,2007-01-02T01:00:00Z,24.099,1.175,20.089,0.139,0.05,0.0,0.297,0.01,0.0,0.042,0.234,0.0,0.0,0.0,0.016,0.387,18.585,1.504,0.0,4.34991,4.34991,1.3908,1.3908,2.95911,0.1646,0.05917,0.0,0.35161,0.01209,0.0,0.04984,0.27697,0.0,0.0,0.0,0.01853,0.45799,2.73752,0.22158,0.0,0.0,0.0,0.913,0.36,15.342,0.0,0.792,0.437,0.0,0.0,70.0,70.0,75.0,208.346,0.0,0.0,17.6,14.751,58.0,10.29,0.0,0.0
2007-01-01T21:00:00,2007-01-01T21:00:00,2007-01-02T02:00:00Z,27.804,0.908,24.706,0.149,0.05,0.0,0.274,0.014,0.0,0.041,0.0,0.0,0.0,0.0,0.017,0.363,19.861,4.844,0.0,4.71038,4.71038,1.0712,1.0712,3.63918,0.17539,0.059,0.0,0.32286,0.01688,0.0,0.04865,0.0,0.0,0.0,0.0,0.01958,0.42885,2.92559,0.71359,0.0,0.0,0.0,3.655,1.441,16.396,0.0,3.17,0.437,0.0,0.0,70.0,70.0,75.0,219.233,0.0,0.0,17.6,14.751,58.0,12.751,0.0,0.0
2007-01-01T22:00:00,2007-01-01T22:00:00,2007-01-02T03:00:00Z,28.098,0.85,25.197,0.165,0.05,0.0,0.214,0.017,0.0,0.04,0.0,0.0,0.0,0.0,0.016,0.348,22.099,3.098,0.0,4.72255,4.72255,1.011,1.011,3.71154,0.19668,0.05946,0.0,0.25403,0.01963,0.0,0.04799,0.0,0.0,0.0,0.0,0.01918,0.41404,3.25521,0.45634,0.0,0.0,0.0,2.072,0.817,18.244,0.0,1.797,0.437,0.0,0.0,70.0,70.0,75.0,246.942,0.0,0.0,17.6,14.751,58.0,17.224,0.0,0.0
2007-01-01T23:00:00,2007-01-01T23:00:00,2007-01-02T04:00:00Z,27.089,0.626,24.954,0.164,0.05,0.0,0.099,0.014,0.0,0.039,0.0,0.0,0.0,0.0,0.009,0.251,21.892,3.061,0.0,4.4232,4.4232,0.74754,0.74754,3.67566,0.19574,0.05973,0.0,0.11855,0.01709,0.0,0.04612,0.0,0.0,0.0,0.0,0.0108,0.29951,3.22476,0.4509,0.0,0.0,0.0,1.607,0.634,18.073,0.0,1.39,0.435,0.0,0.0,70.0,70.0,75.0,228.895,0.0,0.0,15.8,13.515,64.0,13.869,0.0,0.0
2007-01-02T00:00:00,2007-01-02T00:00:00,2007-01-02T05:00:00Z,31.375,0.601,29.323,0.188,0.05,0.0,0.044,0.01,0.03,0.036,0.0,0.0,0.0,0.0,0.008,0.235,25.139,4.184,0.0,5.02926,5.02926,0.70999,0.70999,4.31926,0.22212,0.05903,0.0,0.05191,0.01169,0.03542,0.04247,0.0,0.0,0.0,0.0,0.00943,0.27793,3.70303,0.61623,0.0,0.0,0.0,3.754,1.48,20.753,0.0,3.253,0.437,0.0,0.0,70.0,70.0,75.0,165.236,99.99,0.0,15.8,13.513,64.0,14.987,0.0,0.0
2007-01-02T01:00:00,2007-01-02T01:00:00,2007-01-02T06:00:00Z,29.147,0.484,27.494,0.181,0.05,0.0,0.015,0.007,0.0,0.035,0.0,0.0,0.0,0.0,0.004,0.192,24.212,3.282,0.0,4.61008,4.61008,0.56028,0.56028,4.0498,0.20956,0.05783,0.0,0.01684,0.00836,0.0,0.04059,0.0,0.0,0.0,0.0,0.00499,0.22212,3.56637,0.48343,0.0,0.0,0.0,2.286,0.901,19.988,0.0,1.985,0.437,0.0,0.0,70.0,70.0,75.0,250.296,0.0,0.0,15.8,13.512,64.0,17.224,0.0,0.0
2007-01-02T02:00:00,2007-01-02T02:00:00,2007-01-02T07:00:00Z,25.709,0.479,24.074,0.177,0.05,0.0,0.015,0.007,0.0,0.034,0.0,0.0,0.0,0.0,0.004,0.192,23.623,0.451,0.0,4.09243,4.09243,0.54635,0.54635,3.54608,0.20158,0.05701,0.0,0.0166,0.00824,0.0,0.03901,0.0,0.0,0.0,0.0,0.00492,0.21898,3.47961,0.06647,0.0,0.0,0.0,0.0,0.0,19.501,0.0,0.0,0.446,0.0,0.0,70.0,70.0,75.0,242.558,0.0,0.0,15.8,13.51,64.0,16.106,0.0,0.0
2007-01-02T03:00:00,2007-01-02T03:00:00,2007-01-02T08:00:00Z,23.349,0.493,21.665,0.162,0.05,0.0,0.015,0.007,0.0,0.033,0.0,0.0,0.0,0.0,0.006,0.22,21.665,0.0,0.0,3.75348,3.75348,0.56224,0.56224,3.19124,0.18473,0.05697,0.0,0.01659,0.00824,0.0,0.03798,0.0,0.0,0.0,0.0,0.00739,0.25034,3.19124,0.0,0.0,0.0,0.0,0.0,0.0,17.885,0.0,0.0,0.435,0.0,0.0,70.0,70.0,75.0,216.785,0.0,0.0,15.8,14.346,77.0,11.408,0.0,0.0
2007-01-02T04:00:00,2007-01-02T04:00:00,2007-01-02T09:00:00Z,27.349,0.507,25.618,0.181,0.05,0.0,0.015,0.007,0.0,0.032,0.0,0.0,0.0,0.0,0.006,0.216,24.147,1.471,0.0,4.35537,4.35537,0.58184,0.58184,3.77353,0.20725,0.05734,0.0,0.0167,0.00829,0.0,0.03723,0.0,0.0,0.0,0.0,0.0073,0.24773,3.55688,0.21666,0.0,0.0,0.0,0.0,0.0,19.934,0.0,0.0,0.435,0.0,0.0,70.0,70.0,75.0,238.969,0.0,0.0,14.0,13.054,84.0,14.987,0.0,0.0
2007-01-02T05:00:00,2007-01-02T05:00:00,2007-01-02T10:00:00Z,27.074,0.49,25.403,0.19,0.05,0.0,0.015,0.007,0.0,0.032,0.0,0.0,0.0,0.0,0.004,0.192,25.403,0.0,0.0,4.30676,4.30676,0.56492,0.56492,3.74184,0.21925,0.05766,0.0,0.01679,0.00834,0.0,0.03642,0.0,0.0,0.0,0.0,0.00497,0.22148,3.74184,0.0,0.0,0.0,0.0,0.0,0.0,20.971,0.0,0.0,0.441,0.0,0.0,70.0,70.0,75.0,253.64,0.0,0.0,14.0,13.052,84.0,17.224,0.0,0.0
2007-01-02T06:00:00,2007-01-02T06:00:00,2007-01-02T11:00:00Z,29.025,0.492,27.347,0.193,0.05,0.0,0.015,0.006,0.0,0.032,0.0,0.0,0.0,0.0,0.004,0.192,25.848,1.499,0.0,4.60498,4.60498,0.57677,0.57677,4.0282,0.22688,0.05864,0.0,0.01707,0.00682,0.0,0.03704,0.0,0.0,0.0,0.0,0.00506,0.22525,3.8074,0.2208,0.0,0.0,0.0,0.776,0.306,21.338,0.0,0.674,0.437,0.0,0.0,70.0,70.0,75.0,267.479,0.0,0.0,15.8,14.342,77.0,19.461,0.0,0.0
2007-01-02T07:00:00,2007-01-02T07:00:00,2007-01-02T12:00:00Z,26.699,0.569,24.759,0.174,0.05,0.0,0.059,0.006,0.0,0.033,0.0,0.0,0.0,0.0,0.007,0.239,23.255,1.504,0.0,4.32316,4.32316,0.67619,0.67619,3.64697,0.20696,0.05946,0.0,0.07066,0.00654,0.0,0.03965,0.0,0.0,0.0,0.0,0.00855,0.28438,3.42541,0.22156,0.0,0.0,0.0,0.914,0.36,19.198,0.0,0.794,0.437,0.0,0.0,70.0,70.0,75.0,235.418,0.0,0.0,15.8,14.789,84.0,14.987,0.0,0.0
2007-01-02T08:00:00,2007-01-02T08:00:00,2007-01-02T13:00:00Z,30.333,0.492,28.653,0.191,0.05,0.0,0.015,0.005,0.0,0.035,0.0,0.0,0.0,0.0,0.004,0.192,25.509,3.144,0.0,4.79759,4.79759,0.57693,0.57693,4.22066,0.22374,0.0586,0.0,0.01706,0.00626,0.0,0.04113,0.0,0.0,0.0,0.0,0.00505,0.22508,3.75751,0.46315,0.0,0.0,0.0,2.643,1.042,21.059,0.0,2.293,0.437,0.0,0.0,70.0,70.0,75.0,258.611,0.0,0.0,15.8,14.788,84.0,18.343,0.0,0.0
2007-01-02T09:00:00,2007-01-02T09:00:00,2007-01-02T14:00:00Z,27.846,0.737,25.329,0.178,0.05,0.0,0.077,0.005,0.0,0.036,0.122,0.0,0.0,0.0,0.006,0.262,23.834,1.496,0.0,4.38864,4.38864,0.65765,0.65765,3.73099,0.15907,0.04459,0.0,0.06889,0.00463,0.0,0.03208,0.10905,0.0,0.0,0.0,0.00547,0.23388,3.51069,0.2203,0.0,0.0,0.943,0.0,0.0,19.675,0.0,0.587,0.438,0.0,0.0,70.0,70.0,75.0,242.558,0.0,0.0,15.8,14.787,84.0,16.106,0.0,0.0
2007-01-02T10:00:00,2007-01-02T10:00:00,2007-01-02T15:00:00Z,31.9,0.959,28.627,0.203,0.05,0.0,0.079,0.004,0.0,0.036,0.319,0.0,0.0,0.0,0.005,0.262,27.136,1.491,0.0,4.94437,4.94437,0.72765,0.72765,4.21672,0.15406,0.03793,0.0,0.06018,0.00334,0.0,0.02729,0.24222,0.0,0.0,0.0,0.00368,0.19896,3.99716,0.21956,0.0,0.0,0.757,0.0,0.0,22.402,0.0,0.472,0.438,0.0,0.0,70.0,70.0,75.0,288.811,0.0,0.0,15.8,14.786,84.0,21.922,12.046,0.0
2007-01-02T11:00:00,2007-01-02T11:00:00,2007-01-02T16:00:00Z,27.922,0.568,25.983,0.194,0.05,0.0,0.015,0.003,0.0,0.035,0.074,0.0,0.0,0.0,0.004,0.192,25.983,0.0,0.0,4.25291,4.25291,0.42562,0.42562,3.82728,0.14563,0.03745,0.0,0.0109,0.00259,0.0,0.02628,0.05572,0.0,0.0,0.0,0.00323,0.14383,3.82728,0.0,0.0,0.0,0.0,0.0,0.0,21.45,0.0,0.0,0.432,0.0,0.0,70.0,70.0,75.0,267.479,0.0,0.0,15.8,15.294,92.0,19.461,19.02,0.0
2007-01-02T12:00:00,2007-01-02T12:00:00,2007-01-02T17:00:00Z,27.16,0.478,25.527,0.18,0.05,0.0,0.015,0.002,0.0,0.035,0.0,0.0,0.0,0.0,0.004,0.192,24.056,1.471,0.0,4.1171,4.1171,0.35692,0.35692,3.76019,0.13432,0.0373,0.0,0.01086,0.00176,0.0,0.02618,0.0,0.0,0.0,0.0,0.00322,0.14328,3.54352,0.21667,0.0,0.0,0.0,0.0,0.0,19.859,0.0,0.0,0.44,0.0,0.0,70.0,70.0,75.0,261.201,0.0,0.0,19.4,18.248,84.0,19.461,21.873,0.0
2007-01-02T13:00:00,2007-01-02T13:00:00,2007-01-02T18:00:00Z,27.553,0.489,25.886,0.163,0.05,0.0,0.015,0.002,0.0,0.037,0.0,0.0,0.0,0.026,0.004,0.192,21.741,1.504,2.641,4.17619,4.17619,0.36325,0.36325,3.81294,0.12092,0.03716,0.0,0.01082,0.0014,0.0,0.02738,0.0,0.0,0.0,0.01962,0.0032,0.14273,3.20248,0.22152,0.38895,0.0,0.0,0.914,0.36,17.948,0.0,0.794,0.437,0.0,0.0,70.0,70.0,75.0,266.776,0.0,0.0,23.0,21.125,77.0,20.804,23.141,0.0
2007-01-02T14:00:00,2007-01-02T14:00:00,2007-01-02T19:00:00Z,22.719,0.58,20.738,0.144,0.05,0.0,0.072,0.002,0.0,0.037,0.0,0.0,0.0,0.0,0.005,0.27,19.251,1.487,0.0,3.48222,3.48222,0.4275,0.4275,3.05473,0.10612,0.03683,0.0,0.05318,0.00127,0.0,0.02714,0.0,0.0,0.0,0.0,0.004,0.19896,2.83569,0.21903,0.0,0.0,0.0,0.458,0.181,15.893,0.0,0.397,0.433,0.0,0.0,70.0,70.0,75.0,233.416,0.0,0.0,24.8,22.812,77.0,17.224,22.19,0.0
2007-01-02T15:00:00,2007-01-02T15:00:00,2007-01-02T20:00:00Z,24.103,0.598,22.062,0.165,0.05,0.0,0.072,0.002,0.0,0.037,0.0,0.0,0.0,0.0,0.006,0.266,22.062,0.0,0.0,3.69134,3.69134,0.44165,0.44165,3.24969,0.12187,0.03691,0.0,0.05351,0.00128,0.0,0.0272,0.0,0.0,0.0,0.0,0.00427,0.19663,3.24969,0.0,0.0,0.0,0.0,0.0,0.0,18.213,0.0,0.0,0.445,0.0,0.0,70.0,70.0,75.0,294.074,0.0,0.0,26.6,24.497,77.0,24.159,28.213,0.0
2007-01-02T16:00:00,2007-01-02T16:00:00,2007-01-02T21:00:00Z,20.17,0.579,18.193,0.136,0.05,0.0,0.075,0.002,0.0,0.036,0.0,0.0,0.0,0.0,0.006,0.274,18.193,0.0,0.0,3.13354,3.13354,0.45366,0.45366,2.67988,0.10662,0.03915,0.0,0.05886,0.00148,0.0,0.02817,0.0,0.0,0.0,0.0,0.00462,0.21476,2.67988,0.0,0.0,0.0,0.0,0.0,0.0,15.019,0.0,0.0,0.434,0.0,0.0,70.0,70.0,75.0,254.75,0.0,0.0,30.2,27.24,71.0,20.804,22.824,0.0
2007-01-02T17:00:00,2007-01-02T17:00:00,2007-01-02T22:00:00Z,19.136,0.57,17.19,0.105,0.05,0.0,0.085,0.003,0.0,0.039,0.0,0.0,0.0,0.0,0.007,0.282,14.08,3.11,0.0,3.13965,3.13965,0.60756,0.60756,2.53209,0.11226,0.05326,0.0,0.09052,0.00318,0.0,0.04112,0.0,0.0,0.0,0.0,0.00716,0.30006,2.07404,0.45805,0.0,0.0,0.0,2.209,0.871,11.624,0.0,1.918,0.437,0.0,0.0,70.0,70.0,75.0,198.916,0.0,0.0,33.8,29.989,67.0,14.987,6.023,0.0
