Time,TimeDST,TimeUTC,Energy Use: Total,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Garage,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Ceiling Fan,End Use: Electricity: Plug Loads,End Use: Natural Gas: Heating,End Use: Natural Gas: Hot Water,End Use: Natural Gas: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Total,Emissions: CO2e: LRMER_MidCase_15: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Net,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Interior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Garage,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Exterior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Mech Vent,Emissions: CO2e: LRMER_MidCase_15: Electricity: Refrigerator,Emissions: CO2e: LRMER_MidCase_15: Electricity: Dishwasher,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Washer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Dryer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Electricity: Ceiling Fan,Emissions: CO2e: LRMER_MidCase_15: Electricity: Plug Loads,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Heating,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Hot Water,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Range/Oven,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Cooling: Delivered,Load: Hot Water: Delivered,Load: Hot Water: Tank Losses,Unmet Hours: Heating,Unmet Hours: Cooling,Temperature: Attic - Vented,Temperature: Conditioned Space,Temperature: Garage,Temperature: Heating Setpoint,Temperature: Cooling Setpoint,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
,,,kBtu,kWh,kBtu,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kBtu,kBtu,kBtu,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,gal,gal,gal,gal,kBtu,kBtu,kBtu,kBtu,hr,hr,F,F,F,F,F,cfm,cfm,cfm,F,F,%,mph,Btu/(hr*ft^2),Btu/(hr*ft^2)
2007-01-01T01:00:00,2007-01-01T01:00:00,2007-01-01T06:00:00Z,37.166,0.61,35.086,0.263,0.05,0.0,0.025,0.001,0.01,0.0,0.035,0.0,0.0,0.0,0.0,0.004,0.221,35.086,0.0,0.0,5.87326,5.87326,0.70503,0.70503,5.16822,0.30364,0.05783,0.0,0.02907,0.00068,0.01207,0.0,0.04059,0.0,0.0,0.0,0.0,0.00499,0.25617,5.16822,0.0,0.0,0.0,0.0,0.519,0.199,28.965,0.0,0.448,0.454,0.0,0.0,12.817,68.0,38.156,68.0,72.0,177.016,0.0,0.0,10.4,8.787,69.0,10.29,0.0,0.0
2007-01-01T02:00:00,2007-01-01T02:00:00,2007-01-01T07:00:00Z,39.83,0.617,37.724,0.271,0.05,0.0,0.025,0.001,0.01,0.0,0.034,0.0,0.0,0.0,0.0,0.004,0.221,36.252,1.472,0.0,6.26073,6.26073,0.70403,0.70403,5.55669,0.3093,0.05701,0.0,0.02866,0.00067,0.0119,0.0,0.03901,0.0,0.0,0.0,0.0,0.00492,0.25256,5.33986,0.21684,0.0,0.0,0.0,0.0,0.0,29.927,0.0,0.0,0.451,0.0,0.0,11.229,68.0,37.922,68.0,72.0,177.016,0.0,0.0,10.4,8.787,69.0,10.29,0.0,0.0
2007-01-01T03:00:00,2007-01-01T03:00:00,2007-01-01T08:00:00Z,39.862,0.628,37.721,0.282,0.05,0.0,0.025,0.001,0.01,0.0,0.033,0.0,0.0,0.0,0.0,0.004,0.221,37.721,0.0,0.0,6.27131,6.27131,0.71501,0.71501,5.5563,0.32159,0.05697,0.0,0.02864,0.00067,0.01189,0.0,0.03798,0.0,0.0,0.0,0.0,0.00491,0.25236,5.5563,0.0,0.0,0.0,0.0,0.0,0.0,31.14,0.0,0.0,0.454,0.0,0.0,9.667,68.0,37.566,68.0,72.0,177.204,0.0,0.0,8.6,7.44,76.0,9.171,0.0,0.0
2007-01-01T04:00:00,2007-01-01T04:00:00,2007-01-01T09:00:00Z,41.34,0.637,39.165,0.293,0.05,0.0,0.025,0.001,0.01,0.0,0.032,0.0,0.0,0.0,0.0,0.004,0.221,39.165,0.0,0.0,6.50007,6.50007,0.7311,0.7311,5.76897,0.33609,0.05734,0.0,0.02882,0.00068,0.01197,0.0,0.03723,0.0,0.0,0.0,0.0,0.00495,0.25402,5.76897,0.0,0.0,0.0,0.0,0.0,0.0,32.332,0.0,0.0,0.443,0.0,0.0,7.801,68.0,37.222,68.0,72.0,177.942,0.0,0.0,6.8,5.721,76.0,8.053,0.0,0.0
2007-01-01T05:00:00,2007-01-01T05:00:00,2007-01-01T10:00:00Z,44.091,0.646,41.887,0.302,0.05,0.0,0.025,0.001,0.01,0.0,0.032,0.0,0.0,0.0,0.0,0.004,0.221,40.415,1.472,0.0,6.91492,6.91492,0.74495,0.74495,6.16997,0.34876,0.05766,0.0,0.02898,0.00068,0.01204,0.0,0.03642,0.0,0.0,0.0,0.0,0.00497,0.25544,5.9531,0.21687,0.0,0.0,0.0,0.0,0.0,33.364,0.0,0.0,0.459,0.0,0.0,6.809,68.0,36.903,68.0,72.0,183.226,0.0,0.0,6.8,5.722,76.0,10.29,0.0,0.0
2007-01-01T06:00:00,2007-01-01T06:00:00,2007-01-01T11:00:00Z,46.23,0.648,44.02,0.306,0.05,0.0,0.025,0.001,0.008,0.0,0.032,0.0,0.0,0.0,0.0,0.004,0.221,40.91,3.11,0.0,7.24379,7.24379,0.75958,0.75958,6.48421,0.35904,0.05864,0.0,0.02948,0.00069,0.00985,0.0,0.03704,0.0,0.0,0.0,0.0,0.00506,0.25978,6.02611,0.45809,0.0,0.0,0.0,2.337,0.898,33.773,0.0,2.013,0.451,0.0,0.0,6.24,68.0,36.69,68.0,72.0,180.346,0.0,0.0,6.8,5.723,76.0,9.171,0.0,0.0
2007-01-01T07:00:00,2007-01-01T07:00:00,2007-01-01T12:00:00Z,45.622,0.807,42.868,0.3,0.05,0.0,0.103,0.002,0.008,0.0,0.033,0.0,0.0,0.0,0.028,0.007,0.276,40.118,0.0,2.75,7.27412,7.27412,0.95961,0.95961,6.31451,0.35698,0.05946,0.0,0.12199,0.00286,0.00945,0.0,0.03965,0.0,0.0,0.0,0.0327,0.00855,0.32797,5.90941,0.0,0.4051,0.0,0.0,0.0,0.0,33.119,0.0,0.0,0.447,0.0,0.0,4.892,68.0,36.473,68.0,72.0,177.693,0.0,0.0,5.0,4.0,76.0,5.816,0.0,0.0
2007-01-01T08:00:00,2007-01-01T08:00:00,2007-01-01T13:00:00Z,46.525,0.843,43.647,0.316,0.05,0.0,0.126,0.003,0.008,0.0,0.035,0.0,0.0,0.0,0.0,0.008,0.298,42.175,1.472,0.0,7.41766,7.41766,0.9884,0.9884,6.42926,0.36986,0.0586,0.0,0.14788,0.00347,0.00904,0.0,0.04113,0.0,0.0,0.0,0.0,0.00895,0.34947,6.21242,0.21684,0.0,0.0,0.0,0.0,0.0,34.817,0.0,0.0,0.452,0.0,0.0,2.189,68.0,36.227,68.0,72.0,178.324,0.0,0.0,3.2,2.545,83.0,0.0,0.0,0.0
2007-01-01T09:00:00,2007-01-01T09:00:00,2007-01-01T14:00:00Z,43.763,0.844,40.882,0.306,0.05,0.0,0.133,0.003,0.007,0.0,0.036,0.0,0.0,0.0,0.0,0.006,0.302,40.882,0.0,0.0,6.77491,6.77491,0.75306,0.75306,6.02185,0.2728,0.04459,0.0,0.11893,0.00279,0.00668,0.0,0.03208,0.0,0.0,0.0,0.0,0.00547,0.26973,6.02185,0.0,0.0,0.0,0.0,0.0,0.0,33.749,0.0,0.0,0.453,0.0,0.0,1.706,68.0,36.26,68.0,72.0,171.821,0.0,0.0,6.8,5.725,76.0,0.0,0.0,0.0
2007-01-01T10:00:00,2007-01-01T10:00:00,2007-01-01T15:00:00Z,43.842,0.836,40.991,0.296,0.05,0.0,0.137,0.003,0.006,0.0,0.036,0.0,0.0,0.0,0.0,0.005,0.302,39.52,1.472,0.0,6.67188,6.67188,0.63384,0.63384,6.03805,0.22433,0.03793,0.0,0.10389,0.00244,0.00482,0.0,0.02729,0.0,0.0,0.0,0.0,0.00368,0.22946,5.82124,0.21681,0.0,0.0,0.0,0.0,0.0,32.625,0.0,0.0,0.443,0.0,0.0,6.988,68.0,36.505,68.0,72.0,169.17,0.0,0.0,8.6,7.445,76.0,3.355,33.285,64.034
2007-01-01T11:00:00,2007-01-01T11:00:00,2007-01-01T16:00:00Z,42.479,0.808,39.723,0.274,0.05,0.0,0.133,0.003,0.005,0.0,0.035,0.0,0.0,0.0,0.0,0.005,0.302,36.594,3.129,0.0,6.45612,6.45612,0.60499,0.60499,5.85113,0.20507,0.03745,0.0,0.09987,0.00234,0.00374,0.0,0.02628,0.0,0.0,0.0,0.0,0.00372,0.22652,5.39027,0.46086,0.0,0.0,0.0,2.596,0.997,30.209,0.0,2.238,0.452,0.0,0.0,14.586,68.0,37.351,68.0,72.0,159.09,0.0,0.0,14.0,11.861,64.0,3.355,54.524,37.089
2007-01-01T12:00:00,2007-01-01T12:00:00,2007-01-01T17:00:00Z,37.37,0.792,34.668,0.259,0.05,0.0,0.129,0.003,0.003,0.0,0.035,0.0,0.0,0.0,0.0,0.005,0.307,34.668,0.0,0.0,5.69742,5.69742,0.59086,0.59086,5.10656,0.19353,0.0373,0.0,0.09605,0.00225,0.00254,0.0,0.02618,0.0,0.0,0.0,0.0,0.00379,0.22921,5.10656,0.0,0.0,0.0,0.0,0.0,0.0,28.619,0.0,0.0,0.453,0.0,0.0,21.415,68.0,38.25,68.0,72.0,156.638,0.0,0.0,15.8,13.515,64.0,4.698,64.668,40.576
2007-01-01T13:00:00,2007-01-01T13:00:00,2007-01-01T18:00:00Z,42.039,1.023,38.549,0.266,0.05,0.0,0.126,0.003,0.003,0.0,0.037,0.223,0.0,0.0,0.0,0.005,0.312,35.508,3.04,0.0,6.43852,6.43852,0.76029,0.76029,5.67823,0.19746,0.03716,0.0,0.09339,0.00219,0.00202,0.0,0.02738,0.16548,0.0,0.0,0.0,0.00369,0.23152,5.23038,0.44784,0.0,0.0,1.916,0.0,0.0,29.313,0.0,1.188,0.449,0.0,0.0,21.388,68.0,38.654,68.0,72.0,176.294,0.0,0.0,15.8,13.901,70.0,12.751,59.913,7.608
2007-01-01T14:00:00,2007-01-01T14:00:00,2007-01-01T19:00:00Z,38.277,0.926,35.117,0.24,0.05,0.0,0.025,0.001,0.002,0.0,0.037,0.346,0.0,0.0,0.0,0.004,0.221,32.007,3.11,0.0,5.85485,5.85485,0.68217,0.68217,5.17269,0.17641,0.03683,0.0,0.01851,0.00043,0.00184,0.0,0.02714,0.25468,0.0,0.0,0.0,0.00318,0.16315,4.71464,0.45805,0.0,0.0,1.082,1.562,0.6,26.423,0.0,2.018,0.451,0.0,0.0,25.121,68.0,39.197,68.0,72.0,152.742,0.0,0.0,19.4,16.437,59.0,6.935,64.985,37.723
2007-01-01T15:00:00,2007-01-01T15:00:00,2007-01-01T20:00:00Z,33.2,0.575,31.239,0.234,0.05,0.0,0.025,0.001,0.002,0.0,0.037,0.0,0.0,0.0,0.0,0.004,0.221,31.239,0.0,0.0,5.0257,5.0257,0.42414,0.42414,4.60156,0.17254,0.03691,0.0,0.01855,0.00044,0.00184,0.0,0.0272,0.0,0.0,0.0,0.0,0.00318,0.16349,4.60156,0.0,0.0,0.0,0.0,0.0,0.0,25.789,0.0,0.0,0.458,0.0,0.0,26.887,68.0,39.672,68.0,72.0,150.988,0.0,0.0,19.4,16.067,54.0,5.816,57.06,46.599
2007-01-01T16:00:00,2007-01-01T16:00:00,2007-01-01T21:00:00Z,39.786,0.787,37.1,0.243,0.05,0.0,0.13,0.003,0.003,0.0,0.036,0.0,0.0,0.0,0.0,0.006,0.316,32.522,4.578,0.0,6.08118,6.08118,0.61632,0.61632,5.46485,0.19057,0.03915,0.0,0.10162,0.00239,0.00213,0.0,0.02817,0.0,0.0,0.0,0.0,0.00462,0.24768,4.79051,0.67434,0.0,0.0,0.0,3.131,1.203,26.848,0.0,2.69,0.45,0.0,0.0,24.229,68.0,39.761,68.0,72.0,168.028,0.0,0.0,17.6,14.402,53.0,11.408,35.504,25.36
2007-01-01T17:00:00,2007-01-01T17:00:00,2007-01-01T22:00:00Z,36.406,0.831,33.569,0.229,0.05,0.0,0.147,0.003,0.004,0.0,0.039,0.0,0.0,0.0,0.028,0.007,0.325,30.653,0.166,2.75,5.83042,5.83042,0.88577,0.88577,4.94465,0.24434,0.05326,0.0,0.15627,0.00367,0.00459,0.0,0.04112,0.0,0.0,0.0,0.0293,0.00716,0.34606,4.51516,0.02439,0.4051,0.0,0.0,0.0,0.0,25.305,0.0,0.0,0.459,0.0,0.0,22.045,68.0,39.766,68.0,72.0,161.059,0.0,0.0,17.6,14.749,58.0,9.171,11.412,4.755
2007-01-01T18:00:00,2007-01-01T18:00:00,2007-01-01T23:00:00Z,41.755,1.219,37.594,0.258,0.05,0.0,0.346,0.008,0.008,0.03,0.042,0.0,0.0,0.0,0.0,0.012,0.464,34.503,3.091,0.0,7.00268,7.00268,1.46509,1.46509,5.53758,0.31021,0.06008,0.0,0.41599,0.00976,0.01009,0.03605,0.0506,0.0,0.0,0.0,0.0,0.01488,0.55744,5.08234,0.45524,0.0,0.0,0.0,2.078,0.798,28.484,0.0,1.787,0.451,0.0,0.0,19.154,68.0,39.485,68.0,72.0,98.091,99.99,0.0,15.8,13.517,64.0,6.935,0.0,0.0
2007-01-01T19:00:00,2007-01-01T19:00:00,2007-01-02T00:00:00Z,40.218,1.603,34.748,0.237,0.05,0.0,0.452,0.011,0.011,0.0,0.044,0.311,0.0,0.0,0.0,0.015,0.473,31.66,3.087,0.0,7.03476,7.03476,1.91641,1.91641,5.11835,0.28319,0.05977,0.0,0.54077,0.01269,0.01329,0.0,0.05244,0.37127,0.0,0.0,0.0,0.0176,0.5654,4.66357,0.45478,0.0,0.0,2.822,0.0,0.0,26.137,0.0,1.753,0.45,0.0,0.0,17.138,68.0,39.141,68.0,72.0,161.707,0.0,0.0,15.8,13.127,58.0,8.053,0.0,0.0
2007-01-01T20:00:00,2007-01-01T20:00:00,2007-01-02T01:00:00Z,38.604,1.589,33.183,0.237,0.05,0.0,0.513,0.012,0.015,0.0,0.042,0.258,0.0,0.0,0.0,0.016,0.446,31.676,1.507,0.0,6.76793,6.76793,1.88008,1.88008,4.88785,0.2805,0.05917,0.0,0.60701,0.01425,0.01746,0.0,0.04984,0.30513,0.0,0.0,0.0,0.01853,0.5282,4.66583,0.22202,0.0,0.0,0.0,1.039,0.399,26.149,0.0,0.895,0.452,0.0,0.0,16.992,68.0,38.961,68.0,72.0,164.278,0.0,0.0,17.6,14.751,58.0,10.29,0.0,0.0
2007-01-01T21:00:00,2007-01-01T21:00:00,2007-01-02T02:00:00Z,42.429,1.279,38.064,0.248,0.05,0.0,0.472,0.011,0.021,0.0,0.041,0.0,0.0,0.0,0.0,0.017,0.419,33.184,4.88,0.0,7.11643,7.11643,1.50963,1.50963,5.6068,0.29298,0.059,0.0,0.55739,0.01308,0.02437,0.0,0.04865,0.0,0.0,0.0,0.0,0.01958,0.49459,4.88793,0.71886,0.0,0.0,0.0,4.161,1.598,27.394,0.0,3.583,0.451,0.0,0.0,17.329,68.0,38.831,68.0,72.0,173.231,0.0,0.0,17.6,14.751,58.0,12.751,0.0,0.0
2007-01-01T22:00:00,2007-01-01T22:00:00,2007-01-02T03:00:00Z,42.463,1.174,38.458,0.264,0.05,0.0,0.369,0.009,0.024,0.0,0.04,0.0,0.0,0.0,0.0,0.016,0.402,35.346,3.112,0.0,7.06073,7.06073,1.39584,1.39584,5.66489,0.31452,0.05946,0.0,0.43855,0.01029,0.02834,0.0,0.04799,0.0,0.0,0.0,0.0,0.01918,0.47751,5.2065,0.45839,0.0,0.0,0.0,2.36,0.906,29.179,0.0,2.031,0.451,0.0,0.0,17.578,68.0,38.649,68.0,72.0,195.944,0.0,0.0,17.6,14.751,58.0,17.224,0.0,0.0
2007-01-01T23:00:00,2007-01-01T23:00:00,2007-01-02T04:00:00Z,41.701,0.85,38.8,0.267,0.05,0.0,0.171,0.004,0.021,0.0,0.039,0.0,0.0,0.0,0.0,0.009,0.289,35.728,3.072,0.0,6.73082,6.73082,1.01561,1.01561,5.71522,0.31939,0.05973,0.0,0.20467,0.0048,0.02467,0.0,0.04612,0.0,0.0,0.0,0.0,0.0108,0.34542,5.26266,0.45255,0.0,0.0,0.0,1.826,0.701,29.494,0.0,1.571,0.45,0.0,0.0,16.699,68.0,38.54,68.0,72.0,181.128,0.0,0.0,15.8,13.515,64.0,13.869,0.0,0.0
2007-01-02T00:00:00,2007-01-02T00:00:00,2007-01-02T05:00:00Z,47.081,0.783,44.409,0.296,0.05,0.0,0.076,0.002,0.014,0.03,0.036,0.0,0.0,0.0,0.0,0.008,0.272,39.515,4.894,0.0,7.466,7.466,0.92456,0.92456,6.54144,0.34908,0.05903,0.0,0.08962,0.0021,0.01688,0.03542,0.04247,0.0,0.0,0.0,0.0,0.00943,0.32054,5.82059,0.72086,0.0,0.0,0.0,4.271,1.64,32.621,0.0,3.677,0.451,0.0,0.0,16.347,68.0,38.4,68.0,72.0,121.388,99.99,0.0,15.8,13.513,64.0,14.987,0.0,0.0
2007-01-02T01:00:00,2007-01-02T01:00:00,2007-01-02T06:00:00Z,43.618,0.634,41.456,0.287,0.05,0.0,0.025,0.001,0.01,0.0,0.035,0.0,0.0,0.0,0.0,0.004,0.221,38.325,3.131,0.0,6.83947,6.83947,0.73306,0.73306,6.10641,0.33167,0.05783,0.0,0.02907,0.00068,0.01207,0.0,0.04059,0.0,0.0,0.0,0.0,0.00499,0.25617,5.64523,0.46118,0.0,0.0,0.0,2.604,1.0,31.638,0.0,2.244,0.45,0.0,0.0,16.205,68.0,38.214,68.0,72.0,198.657,0.0,0.0,15.8,13.512,64.0,17.224,0.0,0.0
2007-01-02T02:00:00,2007-01-02T02:00:00,2007-01-02T07:00:00Z,41.645,0.631,39.493,0.285,0.05,0.0,0.025,0.001,0.01,0.0,0.034,0.0,0.0,0.0,0.0,0.004,0.221,38.021,1.472,0.0,6.53643,6.53643,0.71913,0.71913,5.81731,0.3244,0.05701,0.0,0.02866,0.00067,0.0119,0.0,0.03901,0.0,0.0,0.0,0.0,0.00492,0.25256,5.60047,0.21684,0.0,0.0,0.0,0.0,0.0,31.387,0.0,0.0,0.45,0.0,0.0,16.128,68.0,38.142,68.0,72.0,192.325,0.0,0.0,15.8,13.51,64.0,16.106,0.0,0.0
2007-01-02T03:00:00,2007-01-02T03:00:00,2007-01-02T08:00:00Z,38.776,0.653,36.548,0.273,0.05,0.0,0.025,0.001,0.01,0.0,0.033,0.0,0.0,0.0,0.0,0.006,0.253,36.548,0.0,0.0,6.12743,6.12743,0.74385,0.74385,5.38358,0.31159,0.05697,0.0,0.02864,0.00067,0.01189,0.0,0.03798,0.0,0.0,0.0,0.0,0.00739,0.28872,5.38358,0.0,0.0,0.0,0.0,0.0,0.0,30.172,0.0,0.0,0.454,0.0,0.0,16.085,68.0,38.211,68.0,72.0,171.183,0.0,0.0,15.8,14.346,77.0,11.408,0.0,0.0
2007-01-02T04:00:00,2007-01-02T04:00:00,2007-01-02T09:00:00Z,40.976,0.664,38.711,0.29,0.05,0.0,0.025,0.001,0.01,0.0,0.032,0.0,0.0,0.0,0.0,0.006,0.249,38.711,0.0,0.0,6.46344,6.46344,0.76125,0.76125,5.70219,0.3322,0.05734,0.0,0.02882,0.00068,0.01197,0.0,0.03723,0.0,0.0,0.0,0.0,0.0073,0.2857,5.70219,0.0,0.0,0.0,0.0,0.0,0.0,31.958,0.0,0.0,0.443,0.0,0.0,15.071,68.0,37.988,68.0,72.0,189.354,0.0,0.0,14.0,13.054,84.0,14.987,0.0,0.0
2007-01-02T05:00:00,2007-01-02T05:00:00,2007-01-02T10:00:00Z,43.547,0.642,41.356,0.298,0.05,0.0,0.025,0.001,0.01,0.0,0.032,0.0,0.0,0.0,0.0,0.004,0.221,39.884,1.472,0.0,6.83213,6.83213,0.74037,0.74037,6.09176,0.34417,0.05766,0.0,0.02898,0.00068,0.01204,0.0,0.03642,0.0,0.0,0.0,0.0,0.00497,0.25544,5.8749,0.21686,0.0,0.0,0.0,0.0,0.0,32.925,0.0,0.0,0.458,0.0,0.0,14.672,68.0,37.767,68.0,72.0,201.361,0.0,0.0,14.0,13.052,84.0,17.224,0.0,0.0
2007-01-02T06:00:00,2007-01-02T06:00:00,2007-01-02T11:00:00Z,44.015,0.643,41.82,0.302,0.05,0.0,0.025,0.001,0.008,0.0,0.032,0.0,0.0,0.0,0.0,0.004,0.221,40.318,1.502,0.0,6.91444,6.91444,0.75438,0.75438,6.16006,0.35384,0.05864,0.0,0.02948,0.00069,0.00985,0.0,0.03704,0.0,0.0,0.0,0.0,0.00506,0.25978,5.9388,0.22126,0.0,0.0,0.0,0.883,0.339,33.284,0.0,0.762,0.451,0.0,0.0,15.545,68.0,37.708,68.0,72.0,212.696,0.0,0.0,15.8,14.342,77.0,19.461,0.0,0.0
2007-01-02T07:00:00,2007-01-02T07:00:00,2007-01-02T12:00:00Z,42.343,0.765,39.731,0.286,0.05,0.0,0.103,0.002,0.008,0.0,0.033,0.0,0.0,0.0,0.0,0.007,0.276,38.224,1.508,0.0,6.76249,6.76249,0.91004,0.91004,5.85244,0.34013,0.05946,0.0,0.12199,0.00286,0.00945,0.0,0.03965,0.0,0.0,0.0,0.0,0.00855,0.32797,5.63036,0.22209,0.0,0.0,0.0,1.041,0.4,31.555,0.0,0.897,0.451,0.0,0.0,15.891,68.0,37.826,68.0,72.0,186.476,0.0,0.0,15.8,14.789,84.0,14.987,0.0,0.0
2007-01-02T08:00:00,2007-01-02T08:00:00,2007-01-02T13:00:00Z,47.188,0.645,44.985,0.301,0.05,0.0,0.025,0.001,0.008,0.0,0.035,0.0,0.0,0.0,0.0,0.004,0.221,40.242,4.744,0.0,7.38282,7.38282,0.75646,0.75646,6.62636,0.3529,0.0586,0.0,0.02946,0.00069,0.00904,0.0,0.04113,0.0,0.0,0.0,0.0,0.00505,0.25959,5.9276,0.69876,0.0,0.0,0.0,3.012,1.157,33.221,0.0,2.592,0.45,0.0,0.0,16.032,68.0,37.759,68.0,72.0,205.454,0.0,0.0,15.8,14.788,84.0,18.343,0.0,0.0
2007-01-02T09:00:00,2007-01-02T09:00:00,2007-01-02T14:00:00Z,41.976,0.963,38.691,0.29,0.05,0.0,0.133,0.003,0.007,0.0,0.036,0.135,0.0,0.0,0.0,0.006,0.302,38.691,0.0,0.0,6.55782,6.55782,0.85859,0.85859,5.69923,0.25818,0.04459,0.0,0.11893,0.00279,0.00668,0.0,0.03208,0.12014,0.0,0.0,0.0,0.00547,0.26973,5.69923,0.0,0.0,0.0,1.038,0.0,0.0,31.941,0.0,0.646,0.451,0.0,0.0,16.119,68.0,37.786,68.0,72.0,192.325,0.0,0.0,15.8,14.787,84.0,16.106,0.0,0.0
2007-01-02T10:00:00,2007-01-02T10:00:00,2007-01-02T15:00:00Z,46.727,1.199,42.634,0.308,0.05,0.0,0.137,0.003,0.006,0.0,0.036,0.352,0.0,0.0,0.0,0.005,0.302,41.141,1.493,0.0,7.18991,7.18991,0.90988,0.90988,6.28003,0.23354,0.03793,0.0,0.10389,0.00244,0.00482,0.0,0.02729,0.26684,0.0,0.0,0.0,0.00368,0.22946,6.06012,0.21991,0.0,0.0,0.834,0.0,0.0,33.964,0.0,0.52,0.453,0.0,0.0,16.387,68.0,37.635,68.0,72.0,230.093,0.0,0.0,15.8,14.786,84.0,21.922,12.046,0.0
2007-01-02T11:00:00,2007-01-02T11:00:00,2007-01-02T16:00:00Z,44.308,0.726,41.832,0.302,0.05,0.0,0.025,0.001,0.005,0.0,0.035,0.082,0.0,0.0,0.0,0.004,0.221,40.36,1.472,0.0,6.70529,6.70529,0.54339,0.54339,6.16189,0.22617,0.03745,0.0,0.01882,0.00044,0.00374,0.0,0.02628,0.06138,0.0,0.0,0.0,0.00323,0.16588,5.94505,0.21684,0.0,0.0,0.0,0.0,0.0,33.319,0.0,0.0,0.452,0.0,0.0,16.826,68.0,37.669,68.0,72.0,212.696,0.0,0.0,15.8,15.294,92.0,19.461,19.02,0.0
2007-01-02T12:00:00,2007-01-02T12:00:00,2007-01-02T17:00:00Z,40.822,0.629,38.674,0.289,0.05,0.0,0.025,0.001,0.003,0.0,0.035,0.0,0.0,0.0,0.0,0.004,0.221,38.674,0.0,0.0,6.1663,6.1663,0.46957,0.46957,5.69673,0.2159,0.0373,0.0,0.01875,0.00044,0.00254,0.0,0.02618,0.0,0.0,0.0,0.0,0.00322,0.16524,5.69673,0.0,0.0,0.0,0.0,0.0,0.0,31.927,0.0,0.0,0.453,0.0,0.0,19.302,68.0,37.947,68.0,72.0,207.63,0.0,0.0,19.4,18.248,84.0,19.461,21.873,0.0
2007-01-02T13:00:00,2007-01-02T13:00:00,2007-01-02T18:00:00Z,42.679,0.64,40.496,0.271,0.05,0.0,0.025,0.001,0.003,0.0,0.037,0.0,0.0,0.0,0.028,0.004,0.221,36.238,1.508,2.75,6.44052,6.44052,0.47546,0.47546,5.96507,0.20152,0.03716,0.0,0.01868,0.00044,0.00202,0.0,0.02738,0.0,0.0,0.0,0.02044,0.0032,0.16461,5.33784,0.22212,0.4051,0.0,0.0,1.041,0.4,29.916,0.0,0.897,0.45,0.0,0.0,22.626,68.0,38.343,68.0,72.0,212.244,0.0,0.0,23.0,21.125,77.0,20.804,23.141,0.0
2007-01-02T14:00:00,2007-01-02T14:00:00,2007-01-02T19:00:00Z,38.139,0.788,35.45,0.254,0.05,0.0,0.125,0.003,0.002,0.0,0.037,0.0,0.0,0.0,0.0,0.005,0.312,33.96,1.49,0.0,5.80218,5.80218,0.5804,0.5804,5.22178,0.18717,0.03683,0.0,0.0918,0.00215,0.00184,0.0,0.02714,0.0,0.0,0.0,0.0,0.004,0.22946,5.00233,0.21946,0.0,0.0,0.0,0.52,0.2,28.035,0.0,0.449,0.452,0.0,0.0,24.869,68.0,38.873,68.0,72.0,185.012,0.0,0.0,24.8,22.812,77.0,17.224,22.19,0.0
