,Time,TimeDST,TimeUTC,Energy Use: Total,Fuel Use: Electricity: Total,End Use: Electricity: Heating,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Heating Heat Pump Backup,End Use: Electricity: Heating Heat Pump Backup Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Hot Water,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Ceiling Fan,End Use: Electricity: Plug Loads,Emissions: CO2e: LRMER_MidCase_15: Total,Emissions: CO2e: LRMER_MidCase_15: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Heat Pump Backup,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Heat Pump Backup Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Hot Water,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Interior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Exterior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Mech Vent,Emissions: CO2e: LRMER_MidCase_15: Electricity: Refrigerator,Emissions: CO2e: LRMER_MidCase_15: Electricity: Dishwasher,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Washer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Dryer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Electricity: Ceiling Fan,Emissions: CO2e: LRMER_MidCase_15: Electricity: Plug Loads,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Heating: Heat Pump Backup,Load: Cooling: Delivered,Load: Hot Water: Delivered,Load: Hot Water: Tank Losses,Unmet Hours: Heating,Unmet Hours: Cooling,Temperature: Conditioned Space,Temperature: Heating Setpoint,Temperature: Cooling Setpoint,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
11,2007-01-01T11:00:00,2007-01-01T11:00:00,2007-01-01T17:00:00Z,2.51,0.736,0.458,0.074,0.0,0.0,0.0,0.0,0.0,0.032,0.011,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.117,0.19398,0.19398,0.19398,0.19398,0.1207,0.01947,0.0,0.0,0.0,0.0,0.0,0.00853,0.00283,0.0,0.01046,0.0,0.0,0.0,0.0,0.00116,0.03083,0.0,0.0,0.441,0.158,6.745,0.0,0.0,0.413,0.121,0.0,0.0,70.0,70.0,70.0,44.903,0.0,0.0,1.4,0.043,62.0,10.29,23.141,227.288
12,2007-01-01T12:00:00,2007-01-01T12:00:00,2007-01-01T18:00:00Z,3.244,0.951,0.442,0.071,0.0,0.0,0.0,0.0,0.237,0.032,0.007,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.117,0.24416,0.24416,0.24416,0.24416,0.11355,0.01824,0.0,0.0,0.0,0.0,0.06084,0.00831,0.00188,0.0,0.01019,0.0,0.0,0.0,0.0,0.00113,0.03003,0.0,0.0,0.0,0.0,6.491,0.0,0.0,0.0,0.12,0.0,0.0,70.0,70.0,70.0,44.215,0.0,0.0,3.2,1.499,56.0,10.29,19.654,257.72
13,2007-01-01T13:00:00,2007-01-01T13:00:00,2007-01-01T19:00:00Z,2.344,0.687,0.419,0.067,0.0,0.0,0.0,0.0,0.0,0.032,0.006,0.0,0.042,0.0,0.0,0.0,0.0,0.004,0.117,0.16959,0.16959,0.16959,0.16959,0.10342,0.0165,0.0,0.0,0.0,0.0,0.0,0.00799,0.00145,0.0,0.01029,0.0,0.0,0.0,0.0,0.00108,0.02887,0.0,0.0,0.0,0.0,6.122,0.0,0.0,0.0,0.124,0.0,0.0,70.0,70.0,70.0,42.884,0.0,0.0,5.0,2.952,51.0,9.171,37.723,218.412
14,2007-01-01T14:00:00,2007-01-01T14:00:00,2007-01-01T20:00:00Z,2.334,0.684,0.417,0.066,0.0,0.0,0.0,0.0,0.0,0.032,0.005,0.0,0.042,0.0,0.0,0.0,0.0,0.004,0.117,0.16544,0.16544,0.16544,0.16544,0.10083,0.01607,0.0,0.0,0.0,0.0,0.0,0.00783,0.0013,0.0,0.01007,0.0,0.0,0.0,0.0,0.00106,0.02828,0.0,0.0,0.0,0.0,6.095,0.0,0.0,0.0,0.123,0.0,0.0,70.0,70.0,70.0,43.523,0.0,0.0,5.0,2.952,51.0,10.29,47.867,61.815
15,2007-01-01T15:00:00,2007-01-01T15:00:00,2007-01-01T21:00:00Z,2.25,0.66,0.396,0.063,0.0,0.0,0.0,0.0,0.0,0.032,0.005,0.0,0.042,0.0,0.0,0.0,0.0,0.004,0.117,0.16358,0.16358,0.16358,0.16358,0.09824,0.01556,0.0,0.0,0.0,0.0,0.0,0.00803,0.00133,0.0,0.01033,0.0,0.0,0.0,0.0,0.00109,0.029,0.0,0.0,0.0,0.0,5.765,0.0,0.0,0.0,0.122,0.0,0.0,70.0,70.0,70.0,41.633,0.0,0.0,6.8,4.412,47.0,8.053,27.262,0.0
16,2007-01-01T16:00:00,2007-01-01T16:00:00,2007-01-01T22:00:00Z,2.234,0.655,0.392,0.062,0.0,0.0,0.0,0.0,0.0,0.032,0.006,0.0,0.041,0.0,0.0,0.0,0.0,0.004,0.117,0.1892,0.1892,0.1892,0.1892,0.1134,0.01794,0.0,0.0,0.0,0.0,0.0,0.00936,0.00169,0.0,0.01175,0.0,0.0,0.0,0.0,0.00127,0.03379,0.0,0.0,0.0,0.0,5.709,0.0,0.0,0.0,0.121,0.0,0.0,70.0,70.0,70.0,41.633,0.0,0.0,6.8,4.411,47.0,8.053,17.752,32.651
17,2007-01-01T17:00:00,2007-01-01T17:00:00,2007-01-01T23:00:00Z,3.929,1.151,0.35,0.055,0.0,0.0,0.0,0.0,0.0,0.032,0.009,0.0,0.044,0.0,0.0,0.0,0.54,0.004,0.117,0.49651,0.49651,0.49651,0.49651,0.15112,0.02365,0.0,0.0,0.0,0.0,0.0,0.01396,0.004,0.0,0.01882,0.0,0.0,0.0,0.23266,0.00189,0.05042,0.0,0.0,0.0,0.0,5.05,0.0,0.0,0.0,0.119,0.0,0.0,70.0,70.0,70.0,42.825,0.0,0.0,6.8,4.64,52.0,10.29,1.585,22.19
18,2007-01-01T18:00:00,2007-01-01T18:00:00,2007-01-02T00:00:00Z,5.546,1.625,0.639,0.109,0.0,0.0,0.0,0.0,0.0,0.525,0.018,0.03,0.048,0.0,0.0,0.0,0.0,0.013,0.245,0.72389,0.72389,0.72389,0.72389,0.28452,0.04837,0.0,0.0,0.0,0.0,0.0,0.23373,0.00804,0.01336,0.0212,0.0,0.0,0.0,0.0,0.00561,0.10906,0.0,0.0,0.0,0.0,9.799,0.0,0.0,0.0,0.118,0.0,0.0,70.0,70.0,70.0,12.512,99.99,0.0,6.8,4.867,57.0,9.171,0.0,0.0
19,2007-01-01T19:00:00,2007-01-01T19:00:00,2007-01-02T01:00:00Z,8.369,2.453,0.278,0.043,0.0,0.0,0.0,0.0,0.894,0.641,0.024,0.0,0.05,0.258,0.0,0.0,0.0,0.015,0.25,1.12202,1.12202,1.12202,1.12202,0.12731,0.01961,0.0,0.0,0.0,0.0,0.40884,0.29345,0.01094,0.0,0.02269,0.11813,0.0,0.0,0.0,0.00685,0.11422,0.0,3.506,0.0,0.0,3.928,0.0,0.0,2.422,0.121,0.0,0.0,70.0,70.0,70.0,42.825,0.0,0.0,6.8,5.411,69.0,10.29,0.0,0.0
20,2007-01-01T20:00:00,2007-01-01T20:00:00,2007-01-02T02:00:00Z,5.288,1.55,0.28,0.043,0.0,0.0,0.0,0.0,0.249,0.647,0.032,0.0,0.048,0.0,0.0,0.0,0.0,0.016,0.236,0.66249,0.66249,0.66249,0.66249,0.1199,0.0184,0.0,0.0,0.0,0.0,0.10631,0.27645,0.01356,0.0,0.02035,0.0,0.0,0.0,0.0,0.00681,0.10071,0.0,0.819,0.0,0.0,3.989,0.0,0.0,0.565,0.121,0.0,0.0,70.0,70.0,70.0,42.884,0.0,0.0,5.0,4.295,83.0,9.171,0.0,0.0
21,2007-01-01T21:00:00,2007-01-01T21:00:00,2007-01-02T03:00:00Z,4.028,1.181,0.274,0.042,0.0,0.0,0.0,0.0,0.0,0.535,0.044,0.0,0.047,0.0,0.0,0.0,0.0,0.017,0.221,0.50154,0.50154,0.50154,0.50154,0.11645,0.01782,0.0,0.0,0.0,0.0,0.0,0.22742,0.01886,0.0,0.0198,0.0,0.0,0.0,0.0,0.00717,0.094,0.0,0.0,0.441,0.157,3.9,0.0,0.0,0.413,0.122,0.0,0.0,70.0,70.0,70.0,42.175,0.0,0.0,6.8,5.725,76.0,9.171,0.0,0.0
22,2007-01-01T22:00:00,2007-01-01T22:00:00,2007-01-02T04:00:00Z,5.496,1.611,0.287,0.044,0.0,0.0,0.0,0.0,0.551,0.404,0.051,0.0,0.046,0.0,0.0,0.0,0.0,0.016,0.212,0.73866,0.73866,0.73866,0.73866,0.13171,0.02022,0.0,0.0,0.0,0.0,0.25251,0.18509,0.02349,0.0,0.02092,0.0,0.0,0.0,0.0,0.00752,0.0972,0.0,0.0,1.762,0.629,4.102,0.0,0.0,1.652,0.121,0.0,0.0,70.0,70.0,70.0,41.633,0.0,0.0,6.8,5.725,76.0,8.053,0.0,0.0
23,2007-01-01T23:00:00,2007-01-01T23:00:00,2007-01-02T05:00:00Z,5.798,1.699,0.346,0.054,0.0,0.0,0.0,0.0,1.058,0.032,0.044,0.0,0.044,0.0,0.0,0.0,0.0,0.004,0.117,0.76501,0.76501,0.76501,0.76501,0.15568,0.02428,0.0,0.0,0.0,0.0,0.47623,0.01457,0.01999,0.0,0.01965,0.0,0.0,0.0,0.0,0.00197,0.05264,0.0,0.0,3.971,1.418,4.997,0.0,0.0,3.716,0.121,0.0,0.0,70.0,70.0,70.0,41.633,0.0,0.0,6.8,6.04,83.0,8.053,0.0,0.0
24,2007-01-02T00:00:00,2007-01-02T00:00:00,2007-01-02T06:00:00Z,4.424,1.297,0.484,0.079,0.0,0.0,0.0,0.0,0.494,0.032,0.031,0.015,0.041,0.0,0.0,0.0,0.0,0.004,0.117,0.63435,0.63435,0.63435,0.63435,0.23686,0.03842,0.0,0.0,0.0,0.0,0.24162,0.01583,0.01504,0.00734,0.01989,0.0,0.0,0.0,0.0,0.00215,0.0572,0.0,0.0,0.881,0.315,7.195,0.0,0.0,0.825,0.121,0.0,0.0,70.0,70.0,70.0,18.607,50.006,0.0,6.8,6.04,83.0,6.935,0.0,0.0
25,2007-01-02T01:00:00,2007-01-02T01:00:00,2007-01-02T07:00:00Z,3.084,0.904,0.366,0.058,0.0,0.0,0.0,0.0,0.264,0.032,0.022,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.117,0.44718,0.44718,0.44718,0.44718,0.1811,0.02849,0.0,0.0,0.0,0.0,0.13083,0.01601,0.0111,0.0,0.01963,0.0,0.0,0.0,0.0,0.00217,0.05784,0.0,0.0,1.32,0.472,5.286,0.0,0.0,1.242,0.122,0.0,0.0,70.0,70.0,70.0,41.194,0.0,0.0,6.8,6.039,83.0,6.935,0.0,0.0
26,2007-01-02T02:00:00,2007-01-02T02:00:00,2007-01-02T08:00:00Z,2.155,0.632,0.36,0.057,0.0,0.0,0.0,0.0,0.0,0.032,0.022,0.0,0.039,0.0,0.0,0.0,0.0,0.004,0.117,0.31315,0.31315,0.31315,0.31315,0.17861,0.02803,0.0,0.0,0.0,0.0,0.0,0.01605,0.01113,0.0,0.01918,0.0,0.0,0.0,0.0,0.00217,0.05797,0.0,0.0,0.0,0.0,5.202,0.0,0.0,0.0,0.12,0.0,0.0,70.0,70.0,70.0,40.909,0.0,0.0,8.6,7.782,83.0,8.053,0.0,0.0
27,2007-01-02T03:00:00,2007-01-02T03:00:00,2007-01-02T09:00:00Z,2.158,0.633,0.362,0.057,0.0,0.0,0.0,0.0,0.0,0.032,0.022,0.0,0.038,0.0,0.0,0.0,0.0,0.004,0.117,0.30876,0.30876,0.30876,0.30876,0.17666,0.02774,0.0,0.0,0.0,0.0,0.0,0.0158,0.01095,0.0,0.0184,0.0,0.0,0.0,0.0,0.00214,0.05707,0.0,0.0,0.0,0.0,5.229,0.0,0.0,0.0,0.119,0.0,0.0,70.0,70.0,70.0,40.462,0.0,0.0,8.6,8.168,91.0,6.935,0.0,0.0
28,2007-01-02T04:00:00,2007-01-02T04:00:00,2007-01-02T10:00:00Z,2.972,0.871,0.364,0.057,0.0,0.0,0.0,0.0,0.237,0.032,0.022,0.0,0.037,0.0,0.0,0.0,0.0,0.004,0.117,0.42757,0.42757,0.42757,0.42757,0.17871,0.02808,0.0,0.0,0.0,0.0,0.1163,0.01589,0.01102,0.0,0.01802,0.0,0.0,0.0,0.0,0.00215,0.0574,0.0,0.0,0.0,0.0,5.261,0.0,0.0,0.0,0.12,0.0,0.0,70.0,70.0,70.0,41.413,0.0,0.0,10.4,9.522,83.0,10.29,0.0,0.0
29,2007-01-02T05:00:00,2007-01-02T05:00:00,2007-01-02T11:00:00Z,2.155,0.631,0.363,0.057,0.0,0.0,0.0,0.0,0.0,0.032,0.022,0.0,0.036,0.0,0.0,0.0,0.0,0.004,0.117,0.30363,0.30363,0.30363,0.30363,0.17439,0.02739,0.0,0.0,0.0,0.0,0.0,0.01556,0.01079,0.0,0.01717,0.0,0.0,0.0,0.0,0.00211,0.05622,0.0,0.0,0.0,0.0,5.24,0.0,0.0,0.0,0.124,0.0,0.0,70.0,70.0,70.0,40.741,0.0,0.0,10.4,9.522,83.0,9.171,0.0,0.0
30,2007-01-02T06:00:00,2007-01-02T06:00:00,2007-01-02T12:00:00Z,2.159,0.633,0.367,0.058,0.0,0.0,0.0,0.0,0.0,0.032,0.018,0.0,0.036,0.0,0.0,0.0,0.0,0.004,0.117,0.2911,0.2911,0.2911,0.2911,0.16907,0.02659,0.0,0.0,0.0,0.0,0.0,0.01489,0.00831,0.0,0.01643,0.0,0.0,0.0,0.0,0.00202,0.0538,0.0,0.0,0.0,0.0,5.315,0.0,0.0,0.0,0.123,0.0,0.0,70.0,70.0,70.0,41.413,0.0,0.0,10.4,9.521,83.0,10.29,0.0,0.0
31,2007-01-02T07:00:00,2007-01-02T07:00:00,2007-01-02T13:00:00Z,3.869,1.134,0.343,0.054,0.0,0.0,0.0,0.0,0.266,0.232,0.017,0.0,0.038,0.0,0.0,0.0,0.0,0.01,0.174,0.52189,0.52189,0.52189,0.52189,0.15781,0.02466,0.0,0.0,0.0,0.0,0.12252,0.10677,0.00786,0.0,0.01735,0.0,0.0,0.0,0.0,0.0047,0.08021,0.0,0.0,1.389,0.496,4.928,0.0,0.0,1.302,0.121,0.0,0.0,70.0,70.0,70.0,40.915,0.0,0.0,10.94,10.043,83.0,9.843,0.0,0.0
32,2007-01-02T08:00:00,2007-01-02T08:00:00,2007-01-02T14:00:00Z,2.939,0.861,0.358,0.056,0.0,0.0,0.0,0.0,0.237,0.032,0.017,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.117,0.37727,0.37727,0.37727,0.37727,0.15691,0.02462,0.0,0.0,0.0,0.0,0.10378,0.01418,0.00727,0.0,0.01738,0.0,0.0,0.0,0.0,0.00192,0.05122,0.0,0.0,0.0,0.0,5.168,0.0,0.0,0.0,0.124,0.0,0.0,70.0,70.0,70.0,40.014,0.0,0.0,12.2,11.315,84.0,9.171,0.0,0.0
33,2007-01-02T09:00:00,2007-01-02T09:00:00,2007-01-02T15:00:00Z,2.162,0.634,0.366,0.057,0.0,0.0,0.0,0.0,0.0,0.032,0.016,0.0,0.041,0.0,0.0,0.0,0.0,0.004,0.117,0.19694,0.19694,0.19694,0.19694,0.11365,0.01787,0.0,0.0,0.0,0.0,0.0,0.01006,0.005,0.0,0.01264,0.0,0.0,0.0,0.0,0.00136,0.03634,0.0,0.0,0.0,0.0,5.284,0.0,0.0,0.0,0.124,0.0,0.0,70.0,70.0,70.0,40.698,0.0,0.0,12.2,11.315,84.0,10.29,0.0,0.0
34,2007-01-02T10:00:00,2007-01-02T10:00:00,2007-01-02T16:00:00Z,2.115,0.62,0.356,0.056,0.0,0.0,0.0,0.0,0.0,0.032,0.014,0.0,0.041,0.0,0.0,0.0,0.0,0.004,0.117,0.17135,0.17135,0.17135,0.17135,0.09841,0.01544,0.0,0.0,0.0,0.0,0.0,0.00895,0.00378,0.0,0.01124,0.0,0.0,0.0,0.0,0.00121,0.03232,0.0,0.0,0.0,0.0,5.132,0.0,0.0,0.0,0.122,0.0,0.0,70.0,70.0,70.0,40.792,0.0,0.0,14.0,12.576,76.0,11.408,28.53,35.187
35,2007-01-02T11:00:00,2007-01-02T11:00:00,2007-01-02T17:00:00Z,4.107,1.204,0.367,0.058,0.0,0.0,0.0,0.0,0.574,0.032,0.011,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.117,0.31737,0.31737,0.31737,0.31737,0.0969,0.01524,0.0,0.0,0.0,0.0,0.15142,0.00853,0.00283,0.0,0.01046,0.0,0.0,0.0,0.0,0.00116,0.03083,0.0,0.0,2.207,0.788,5.312,0.0,0.0,2.069,0.121,0.0,0.0,70.0,70.0,70.0,41.498,0.0,0.0,12.2,11.315,84.0,11.408,48.818,156.914
36,2007-01-02T12:00:00,2007-01-02T12:00:00,2007-01-02T18:00:00Z,2.119,0.621,0.363,0.057,0.0,0.0,0.0,0.0,0.0,0.032,0.007,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.117,0.1595,0.1595,0.1595,0.1595,0.0933,0.01466,0.0,0.0,0.0,0.0,0.0,0.00831,0.00188,0.0,0.01019,0.0,0.0,0.0,0.0,0.00113,0.03003,0.0,0.0,0.0,0.0,5.245,0.0,0.0,0.0,0.119,0.0,0.0,70.0,70.0,70.0,41.498,0.0,0.0,12.2,11.314,84.0,11.408,19.654,0.0
