,Time,TimeDST,TimeUTC,Energy Use: Total,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Heating Heat Pump Backup Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Range/Oven,End Use: Electricity: Ceiling Fan,End Use: Electricity: Plug Loads,End Use: Natural Gas: Heating Heat Pump Backup,End Use: Natural Gas: Hot Water,Emissions: CO2e: LRMER_MidCase_15: Total,Emissions: CO2e: LRMER_MidCase_15: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Net,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Heat Pump Backup Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Interior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Exterior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Mech Vent,Emissions: CO2e: LRMER_MidCase_15: Electricity: Refrigerator,Emissions: CO2e: LRMER_MidCase_15: Electricity: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Electricity: Ceiling Fan,Emissions: CO2e: LRMER_MidCase_15: Electricity: Plug Loads,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Heating Heat Pump Backup,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Hot Water,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Heating: Heat Pump Backup,Load: Cooling: Delivered,Load: Hot Water: Delivered,Load: Hot Water: Tank Losses,Unmet Hours: Heating,Unmet Hours: Cooling,Temperature: Conditioned Space,Temperature: Heating Setpoint,Temperature: Cooling Setpoint,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
1,2007-01-01T01:00:00,2007-01-01T01:00:00,2007-01-01T07:00:00Z,11.761,0.275,10.824,0.05,0.0,0.042,0.0,0.0,0.02,0.018,0.0,0.04,0.0,0.004,0.1,10.824,0.0,1.73022,1.73022,0.13592,0.13592,1.5943,0.02474,0.0,0.02093,0.0,0.0,0.01003,0.00903,0.0,0.01963,0.0,0.00217,0.04939,1.5943,0.0,0.0,0.0,8.803,8.803,0.0,0.0,0.444,0.0,0.0,70.0,70.0,70.0,49.617,0.0,0.0,-4.0,-4.897,68.0,4.698,0.0,0.0
2,2007-01-01T02:00:00,2007-01-01T02:00:00,2007-01-01T08:00:00Z,13.949,0.274,13.015,0.05,0.0,0.042,0.0,0.0,0.02,0.018,0.0,0.039,0.0,0.004,0.1,11.912,1.103,2.05277,2.05277,0.13573,0.13573,1.91704,0.02479,0.0,0.02098,0.0,0.0,0.01005,0.00905,0.0,0.01918,0.0,0.00217,0.0495,1.75458,0.16246,0.0,0.0,9.674,9.674,0.0,0.0,0.431,0.0,0.0,70.0,70.0,70.0,53.649,0.0,0.0,-5.8,-6.651,67.0,10.29,0.0,0.0
3,2007-01-01T03:00:00,2007-01-01T03:00:00,2007-01-01T09:00:00Z,12.683,0.273,11.753,0.05,0.0,0.042,0.0,0.0,0.02,0.018,0.0,0.038,0.0,0.004,0.1,11.753,0.0,1.86429,1.86429,0.13313,0.13313,1.73116,0.02441,0.0,0.02065,0.0,0.0,0.00989,0.00891,0.0,0.0184,0.0,0.00214,0.04873,1.73116,0.0,0.0,0.0,9.546,9.546,0.0,0.0,0.443,0.0,0.0,70.0,70.0,70.0,51.259,0.0,0.0,-5.8,-6.804,61.0,6.935,0.0,0.0
4,2007-01-01T04:00:00,2007-01-01T04:00:00,2007-01-01T10:00:00Z,14.061,0.272,13.134,0.05,0.0,0.042,0.0,0.0,0.02,0.018,0.0,0.037,0.0,0.004,0.1,12.031,1.103,2.06801,2.06801,0.13343,0.13343,1.93458,0.02455,0.0,0.02077,0.0,0.0,0.00995,0.00896,0.0,0.01802,0.0,0.00215,0.04902,1.77212,0.16246,0.0,0.0,9.769,9.769,0.0,0.0,0.431,0.0,0.0,70.0,70.0,70.0,51.904,0.0,0.0,-5.8,-6.804,61.0,8.053,0.0,0.0
5,2007-01-01T05:00:00,2007-01-01T05:00:00,2007-01-01T11:00:00Z,13.102,0.271,12.179,0.05,0.0,0.042,0.0,0.0,0.02,0.018,0.0,0.036,0.0,0.004,0.1,12.179,0.0,1.9241,1.9241,0.13019,0.13019,1.79391,0.02404,0.0,0.02034,0.0,0.0,0.00974,0.00878,0.0,0.01717,0.0,0.00211,0.04801,1.79391,0.0,0.0,0.0,9.887,9.887,0.0,0.0,0.443,0.0,0.0,70.0,70.0,70.0,51.904,0.0,0.0,-5.8,-6.649,67.0,8.053,0.0,0.0
6,2007-01-01T06:00:00,2007-01-01T06:00:00,2007-01-01T12:00:00Z,14.037,0.267,13.125,0.05,0.0,0.042,0.0,0.0,0.02,0.015,0.0,0.036,0.0,0.004,0.1,12.022,1.103,2.05625,2.05625,0.12294,0.12294,1.93332,0.02301,0.0,0.01947,0.0,0.0,0.00932,0.00676,0.0,0.01643,0.0,0.00202,0.04594,1.77085,0.16247,0.0,0.0,9.762,9.762,0.0,0.0,0.432,0.0,0.0,70.0,70.0,70.0,50.755,0.0,0.0,-5.8,-6.443,75.0,5.816,0.0,0.0
7,2007-01-01T07:00:00,2007-01-01T07:00:00,2007-01-01T13:00:00Z,15.568,0.448,14.039,0.05,0.0,0.042,0.0,0.0,0.145,0.014,0.0,0.038,0.0,0.01,0.149,11.726,2.313,2.27425,2.27425,0.20628,0.20628,2.06797,0.02302,0.0,0.01948,0.0,0.0,0.06685,0.0064,0.0,0.01735,0.0,0.0047,0.06849,1.72726,0.34071,1.77,0.632,9.525,9.525,0.0,1.66,0.438,0.0,0.0,70.0,70.0,70.0,51.162,0.0,0.0,-4.0,-4.896,68.0,8.053,0.0,0.0
8,2007-01-01T08:00:00,2007-01-01T08:00:00,2007-01-01T14:00:00Z,12.517,0.27,11.596,0.05,0.0,0.042,0.0,0.0,0.02,0.013,0.0,0.04,0.0,0.004,0.1,11.596,0.0,1.82628,1.82628,0.11826,0.11826,1.70802,0.0219,0.0,0.01853,0.0,0.0,0.00888,0.00591,0.0,0.01738,0.0,0.00192,0.04374,1.70802,0.0,0.0,0.0,9.421,9.421,0.0,0.0,0.432,0.0,0.0,70.0,70.0,70.0,49.23,0.0,0.0,-2.2,-3.355,62.0,5.816,0.0,0.0
9,2007-01-01T09:00:00,2007-01-01T09:00:00,2007-01-01T15:00:00Z,14.065,0.271,13.142,0.05,0.0,0.042,0.0,0.0,0.02,0.013,0.0,0.041,0.0,0.004,0.1,12.039,1.103,2.01996,2.01996,0.08411,0.08411,1.93585,0.01554,0.0,0.01315,0.0,0.0,0.0063,0.00407,0.0,0.01264,0.0,0.00136,0.03104,1.77334,0.16251,0.0,0.0,9.776,9.776,0.0,0.0,0.442,0.0,0.0,70.0,70.0,70.0,51.232,0.0,0.0,-2.2,-3.355,62.0,9.171,0.0,0.0
10,2007-01-01T10:00:00,2007-01-01T10:00:00,2007-01-01T16:00:00Z,9.942,0.269,9.026,0.05,0.0,0.042,0.0,0.0,0.02,0.011,0.0,0.041,0.0,0.004,0.1,9.026,0.0,1.40373,1.40373,0.07425,0.07425,1.32948,0.01382,0.0,0.0117,0.0,0.0,0.0056,0.00307,0.0,0.01124,0.0,0.00121,0.0276,1.32948,0.0,0.0,0.0,7.365,7.365,0.0,0.0,0.431,0.0,0.0,70.0,70.0,70.0,49.66,0.0,0.0,-0.4,-1.652,62.0,8.053,23.775,183.542
11,2007-01-01T11:00:00,2007-01-01T11:00:00,2007-01-01T17:00:00Z,10.475,0.265,9.57,0.05,0.0,0.042,0.0,0.0,0.02,0.009,0.0,0.04,0.0,0.004,0.1,8.454,1.116,1.47957,1.47957,0.06993,0.06993,1.40964,0.01318,0.0,0.01116,0.0,0.0,0.00534,0.0023,0.0,0.01046,0.0,0.00116,0.02632,1.24522,0.16442,0.44,0.157,6.907,6.907,0.0,0.413,0.437,0.0,0.0,70.0,70.0,70.0,50.749,0.0,0.0,1.4,0.043,62.0,10.29,23.141,227.288
12,2007-01-01T12:00:00,2007-01-01T12:00:00,2007-01-01T18:00:00Z,10.616,0.262,9.72,0.05,0.0,0.042,0.0,0.0,0.02,0.006,0.0,0.04,0.0,0.004,0.1,8.617,1.103,1.49919,1.49919,0.0674,0.0674,1.43179,0.01284,0.0,0.01087,0.0,0.0,0.0052,0.00153,0.0,0.01019,0.0,0.00113,0.02564,1.26927,0.16251,0.0,0.0,7.038,7.038,0.0,0.0,0.443,0.0,0.0,70.0,70.0,70.0,50.012,0.0,0.0,3.2,1.499,56.0,10.29,19.654,257.72
13,2007-01-01T13:00:00,2007-01-01T13:00:00,2007-01-01T19:00:00Z,9.399,0.263,8.501,0.05,0.0,0.042,0.0,0.0,0.02,0.005,0.0,0.042,0.0,0.004,0.1,8.501,0.0,1.31714,1.31714,0.06499,0.06499,1.25214,0.01235,0.0,0.01045,0.0,0.0,0.005,0.00118,0.0,0.01029,0.0,0.00108,0.02465,1.25214,0.0,0.0,0.0,6.945,6.945,0.0,0.0,0.431,0.0,0.0,70.0,70.0,70.0,48.235,0.0,0.0,5.0,2.952,51.0,9.171,37.723,218.412
14,2007-01-01T14:00:00,2007-01-01T14:00:00,2007-01-01T20:00:00Z,10.703,0.263,9.806,0.05,0.0,0.042,0.0,0.0,0.02,0.004,0.0,0.042,0.0,0.004,0.1,8.703,1.103,1.50802,1.50802,0.06356,0.06356,1.44446,0.01209,0.0,0.01023,0.0,0.0,0.0049,0.00106,0.0,0.01007,0.0,0.00106,0.02415,1.28194,0.16252,0.0,0.0,7.107,7.107,0.0,0.0,0.443,0.0,0.0,70.0,70.0,70.0,49.271,0.0,0.0,5.0,2.952,51.0,10.29,47.867,61.815
15,2007-01-01T15:00:00,2007-01-01T15:00:00,2007-01-01T21:00:00Z,9.334,0.263,8.437,0.05,0.0,0.042,0.0,0.0,0.02,0.004,0.0,0.042,0.0,0.004,0.1,8.437,0.0,1.30796,1.30796,0.06519,0.06519,1.24278,0.0124,0.0,0.01049,0.0,0.0,0.00503,0.00108,0.0,0.01033,0.0,0.00109,0.02476,1.24278,0.0,0.0,0.0,6.894,6.894,0.0,0.0,0.43,0.0,0.0,70.0,70.0,70.0,46.588,0.0,0.0,6.8,4.412,47.0,8.053,27.262,0.0
16,2007-01-01T16:00:00,2007-01-01T16:00:00,2007-01-01T22:00:00Z,10.513,0.262,9.618,0.05,0.0,0.042,0.0,0.0,0.02,0.005,0.0,0.041,0.0,0.004,0.1,8.515,1.103,1.49251,1.49251,0.07579,0.07579,1.41672,0.01445,0.0,0.01223,0.0,0.0,0.00586,0.00138,0.0,0.01175,0.0,0.00127,0.02886,1.2542,0.16252,0.0,0.0,6.956,6.956,0.0,0.0,0.444,0.0,0.0,70.0,70.0,70.0,46.588,0.0,0.0,6.8,4.411,47.0,8.053,17.752,32.651
17,2007-01-01T17:00:00,2007-01-01T17:00:00,2007-01-01T23:00:00Z,11.918,0.808,9.162,0.05,0.0,0.042,0.0,0.0,0.02,0.008,0.0,0.044,0.54,0.004,0.1,8.06,1.103,1.69785,1.69785,0.34822,0.34822,1.34963,0.02156,0.0,0.01825,0.0,0.0,0.00874,0.00325,0.0,0.01882,0.23266,0.00189,0.04305,1.18717,0.16246,0.0,0.0,6.592,6.592,0.0,0.0,0.43,0.0,0.0,70.0,70.0,70.0,48.524,0.0,0.0,6.8,4.64,52.0,10.29,1.585,22.19
18,2007-01-01T18:00:00,2007-01-01T18:00:00,2007-01-02T00:00:00Z,16.85,0.735,14.342,0.05,0.0,0.042,0.0,0.0,0.329,0.015,0.03,0.048,0.0,0.013,0.209,14.342,0.0,2.43986,2.43986,0.32728,0.32728,2.11258,0.02227,0.0,0.01884,0.0,0.0,0.14633,0.00654,0.01336,0.0212,0.0,0.00561,0.09313,2.11258,0.0,0.0,0.0,11.618,11.618,0.0,0.0,0.444,0.0,0.0,70.0,70.0,70.0,15.282,99.99,0.0,6.8,4.867,57.0,9.171,0.0,0.0
