Time,TimeDST,TimeUTC,Energy Use: Total,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Heating Heat Pump Backup Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Ceiling Fan,End Use: Electricity: Plug Loads,End Use: Natural Gas: Heating Heat Pump Backup,End Use: Natural Gas: Hot Water,End Use: Natural Gas: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Total,Emissions: CO2e: LRMER_MidCase_15: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Net,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Heat Pump Backup Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Interior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Exterior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Mech Vent,Emissions: CO2e: LRMER_MidCase_15: Electricity: Refrigerator,Emissions: CO2e: LRMER_MidCase_15: Electricity: Dishwasher,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Washer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Dryer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Electricity: Ceiling Fan,Emissions: CO2e: LRMER_MidCase_15: Electricity: Plug Loads,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Heating Heat Pump Backup,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Hot Water,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Range/Oven,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Heating: Heat Pump Backup,Load: Cooling: Delivered,Load: Hot Water: Delivered,Load: Hot Water: Tank Losses,Unmet Hours: Heating,Unmet Hours: Cooling,Temperature: Conditioned Space,Temperature: Heating Setpoint,Temperature: Cooling Setpoint,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
2007-01-01T10:00:00,2007-01-01T10:00:00,2007-01-01T15:00:00Z,26.36,0.599,24.315,0.05,0.0,0.162,0.0,0.0,0.079,0.004,0.0,0.036,0.0,0.0,0.0,0.0,0.005,0.262,24.315,0.0,0.0,4.03632,4.03632,0.45464,0.45464,3.58167,0.03793,0.0,0.12327,0.0,0.0,0.06018,0.00334,0.0,0.02729,0.0,0.0,0.0,0.0,0.00368,0.19896,3.58167,0.0,0.0,0.0,0.0,0.0,0.0,20.007,20.007,0.0,0.0,0.438,0.0,0.0,70.0,70.0,75.0,214.504,0.0,0.0,8.6,7.445,76.0,3.355,33.285,64.034
2007-01-01T11:00:00,2007-01-01T11:00:00,2007-01-01T16:00:00Z,26.388,0.596,24.356,0.05,0.0,0.162,0.0,0.0,0.077,0.003,0.0,0.035,0.0,0.0,0.0,0.0,0.005,0.262,21.241,3.115,0.0,4.0337,4.0337,0.446,0.446,3.58771,0.03745,0.0,0.1217,0.0,0.0,0.05785,0.00259,0.0,0.02628,0.0,0.0,0.0,0.0,0.00372,0.19641,3.12886,0.45884,0.0,0.0,0.0,2.284,0.9,17.548,17.548,0.0,1.98,0.437,0.0,0.0,70.0,70.0,75.0,202.141,0.0,0.0,14.0,11.861,64.0,3.355,54.524,37.089
2007-01-01T12:00:00,2007-01-01T12:00:00,2007-01-01T17:00:00Z,23.435,0.596,21.401,0.05,0.0,0.162,0.0,0.0,0.075,0.002,0.0,0.035,0.0,0.0,0.0,0.0,0.005,0.266,19.93,1.471,0.0,3.59699,3.59699,0.44464,0.44464,3.15235,0.0373,0.0,0.12123,0.0,0.0,0.05564,0.00176,0.0,0.02618,0.0,0.0,0.0,0.0,0.00379,0.19874,2.93571,0.21664,0.0,0.0,0.0,0.0,0.0,16.499,16.499,0.0,0.0,0.43,0.0,0.0,70.0,70.0,75.0,199.123,0.0,0.0,15.8,13.515,64.0,4.698,64.668,40.576
2007-01-01T13:00:00,2007-01-01T13:00:00,2007-01-01T18:00:00Z,25.853,0.801,23.119,0.05,0.0,0.162,0.0,0.0,0.073,0.002,0.0,0.037,0.202,0.0,0.0,0.0,0.005,0.27,21.603,1.516,0.0,4.00094,4.00094,0.59544,0.59544,3.4055,0.03716,0.0,0.12077,0.0,0.0,0.0541,0.0014,0.0,0.02738,0.15021,0.0,0.0,0.0,0.00369,0.20074,3.18216,0.22333,0.0,0.0,1.739,0.0,0.0,17.837,17.837,0.0,1.084,0.439,0.0,0.0,70.0,70.0,75.0,223.005,0.0,0.0,15.8,13.901,70.0,12.751,59.913,7.608
2007-01-01T14:00:00,2007-01-01T14:00:00,2007-01-01T19:00:00Z,23.932,0.776,21.284,0.05,0.0,0.162,0.0,0.0,0.015,0.002,0.0,0.037,0.314,0.0,0.0,0.0,0.004,0.192,18.187,3.098,0.0,3.70667,3.70667,0.57147,0.57147,3.13519,0.03683,0.0,0.11969,0.0,0.0,0.01072,0.00127,0.0,0.02714,0.23118,0.0,0.0,0.0,0.00318,0.14146,2.6789,0.45629,0.0,0.0,0.982,1.373,0.541,15.104,15.104,0.0,1.801,0.437,0.0,0.0,70.0,70.0,75.0,194.305,0.0,0.0,19.4,16.437,59.0,6.935,64.985,37.723
2007-01-01T15:00:00,2007-01-01T15:00:00,2007-01-01T20:00:00Z,19.526,0.462,17.95,0.05,0.0,0.162,0.0,0.0,0.015,0.002,0.0,0.037,0.0,0.0,0.0,0.0,0.004,0.192,17.95,0.0,0.0,2.98502,2.98502,0.34101,0.34101,2.64401,0.03691,0.0,0.11994,0.0,0.0,0.01075,0.00128,0.0,0.0272,0.0,0.0,0.0,0.0,0.00318,0.14176,2.64401,0.0,0.0,0.0,0.0,0.0,0.0,14.914,14.914,0.0,0.0,0.44,0.0,0.0,70.0,70.0,75.0,192.182,0.0,0.0,19.4,16.067,54.0,5.816,57.06,46.599
2007-01-01T16:00:00,2007-01-01T16:00:00,2007-01-01T21:00:00Z,25.071,0.606,23.004,0.05,0.0,0.162,0.0,0.0,0.075,0.002,0.0,0.036,0.0,0.0,0.0,0.0,0.006,0.274,19.852,3.153,0.0,3.86282,3.86282,0.47429,0.47429,3.38854,0.03915,0.0,0.12725,0.0,0.0,0.05886,0.00148,0.0,0.02817,0.0,0.0,0.0,0.0,0.00462,0.21476,2.92415,0.46439,0.0,0.0,0.0,2.749,1.083,16.436,16.436,0.0,2.38,0.436,0.0,0.0,70.0,70.0,75.0,212.902,0.0,0.0,17.6,14.402,53.0,11.408,35.504,25.36
2007-01-01T17:00:00,2007-01-01T17:00:00,2007-01-01T22:00:00Z,24.231,0.654,22.0,0.05,0.0,0.162,0.0,0.0,0.085,0.003,0.0,0.039,0.0,0.0,0.0,0.026,0.007,0.282,17.888,1.471,2.641,3.93713,3.93713,0.69654,0.69654,3.24059,0.05326,0.0,0.17311,0.0,0.0,0.09052,0.00318,0.0,0.04112,0.0,0.0,0.0,0.02813,0.00716,0.30006,2.63496,0.21668,0.38895,0.0,0.0,0.0,0.0,14.865,14.865,0.0,0.0,0.442,0.0,0.0,70.0,70.0,75.0,204.438,0.0,0.0,17.6,14.749,58.0,9.171,11.412,4.755
2007-01-01T18:00:00,2007-01-01T18:00:00,2007-01-01T23:00:00Z,26.94,0.906,23.849,0.05,0.0,0.162,0.0,0.0,0.201,0.006,0.03,0.042,0.0,0.0,0.0,0.0,0.012,0.402,21.515,2.335,0.0,4.60115,4.60115,1.08814,1.08814,3.51301,0.06008,0.0,0.19525,0.0,0.0,0.24096,0.00699,0.03605,0.0506,0.0,0.0,0.0,0.0,0.01488,0.48335,3.16913,0.34387,0.0,0.0,0.0,1.829,0.721,17.766,17.766,0.0,1.581,0.435,0.0,0.0,70.0,70.0,75.0,135.71,99.99,0.0,15.8,13.517,64.0,6.935,0.0,0.0
2007-01-01T19:00:00,2007-01-01T19:00:00,2007-01-02T00:00:00Z,25.261,1.233,21.054,0.05,0.0,0.162,0.0,0.0,0.262,0.008,0.0,0.044,0.282,0.0,0.0,0.0,0.015,0.41,18.771,2.283,0.0,4.57498,4.57498,1.47374,1.47374,3.10124,0.05977,0.0,0.19424,0.0,0.0,0.31324,0.00921,0.0,0.05244,0.33701,0.0,0.0,0.0,0.0176,0.49024,2.76492,0.33632,0.0,0.0,2.562,0.0,0.0,15.571,15.571,0.0,1.596,0.439,0.0,0.0,70.0,70.0,75.0,205.27,0.0,0.0,15.8,13.127,58.0,8.053,0.0,0.0
2007-01-01T20:00:00,2007-01-01T20:00:00,2007-01-02T01:00:00Z,24.079,1.199,19.989,0.05,0.0,0.162,0.0,0.0,0.297,0.01,0.0,0.042,0.234,0.0,0.0,0.0,0.016,0.387,18.485,1.504,0.0,4.36291,4.36291,1.41851,1.41851,2.9444,0.05917,0.0,0.19231,0.0,0.0,0.35161,0.01209,0.0,0.04984,0.27697,0.0,0.0,0.0,0.01853,0.45799,2.72281,0.22158,0.0,0.0,0.0,0.913,0.36,15.342,15.342,0.0,0.792,0.437,0.0,0.0,70.0,70.0,75.0,208.346,0.0,0.0,17.6,14.751,58.0,10.29,0.0,0.0
2007-01-01T21:00:00,2007-01-01T21:00:00,2007-01-02T02:00:00Z,27.792,0.922,24.647,0.05,0.0,0.162,0.0,0.0,0.274,0.014,0.0,0.041,0.0,0.0,0.0,0.0,0.017,0.363,19.802,4.844,0.0,4.71803,4.71803,1.08755,1.08755,3.63047,0.059,0.0,0.19174,0.0,0.0,0.32286,0.01688,0.0,0.04865,0.0,0.0,0.0,0.0,0.01958,0.42885,2.91688,0.71359,0.0,0.0,0.0,3.655,1.441,16.396,16.396,0.0,3.17,0.437,0.0,0.0,70.0,70.0,75.0,219.233,0.0,0.0,17.6,14.751,58.0,12.751,0.0,0.0
2007-01-01T22:00:00,2007-01-01T22:00:00,2007-01-02T03:00:00Z,28.101,0.847,25.21,0.05,0.0,0.162,0.0,0.0,0.214,0.017,0.0,0.04,0.0,0.0,0.0,0.0,0.016,0.348,22.111,3.098,0.0,4.72093,4.72093,1.00756,1.00756,3.71336,0.05946,0.0,0.19324,0.0,0.0,0.25403,0.01963,0.0,0.04799,0.0,0.0,0.0,0.0,0.01918,0.41404,3.25702,0.45634,0.0,0.0,0.0,2.072,0.817,18.244,18.244,0.0,1.797,0.437,0.0,0.0,70.0,70.0,75.0,246.942,0.0,0.0,17.6,14.751,58.0,17.224,0.0,0.0
2007-01-01T23:00:00,2007-01-01T23:00:00,2007-01-02T04:00:00Z,27.09,0.624,24.959,0.05,0.0,0.162,0.0,0.0,0.099,0.014,0.0,0.039,0.0,0.0,0.0,0.0,0.009,0.251,21.898,3.061,0.0,4.42244,4.42244,0.74594,0.74594,3.6765,0.05973,0.0,0.19414,0.0,0.0,0.11855,0.01709,0.0,0.04612,0.0,0.0,0.0,0.0,0.0108,0.29951,3.2256,0.4509,0.0,0.0,0.0,1.607,0.634,18.073,18.073,0.0,1.39,0.435,0.0,0.0,70.0,70.0,75.0,228.895,0.0,0.0,15.8,13.515,64.0,13.869,0.0,0.0
2007-01-02T00:00:00,2007-01-02T00:00:00,2007-01-02T05:00:00Z,31.397,0.576,29.432,0.05,0.0,0.162,0.0,0.0,0.044,0.01,0.03,0.036,0.0,0.0,0.0,0.0,0.008,0.235,25.249,4.183,0.0,5.01509,5.01509,0.67972,0.67972,4.33537,0.05903,0.0,0.19184,0.0,0.0,0.05191,0.01169,0.03542,0.04247,0.0,0.0,0.0,0.0,0.00943,0.27793,3.71914,0.61623,0.0,0.0,0.0,3.754,1.48,20.753,20.753,0.0,3.253,0.437,0.0,0.0,70.0,70.0,75.0,165.236,99.99,0.0,15.8,13.513,64.0,14.987,0.0,0.0
2007-01-02T01:00:00,2007-01-02T01:00:00,2007-01-02T06:00:00Z,29.162,0.466,27.573,0.05,0.0,0.162,0.0,0.0,0.015,0.007,0.0,0.035,0.0,0.0,0.0,0.0,0.004,0.192,24.291,3.282,0.0,4.6002,4.6002,0.53866,0.53866,4.06155,0.05783,0.0,0.18794,0.0,0.0,0.01684,0.00836,0.0,0.04059,0.0,0.0,0.0,0.0,0.00499,0.22212,3.57812,0.48343,0.0,0.0,0.0,2.286,0.901,19.988,19.988,0.0,1.985,0.437,0.0,0.0,70.0,70.0,75.0,250.296,0.0,0.0,15.8,13.512,64.0,17.224,0.0,0.0
2007-01-02T02:00:00,2007-01-02T02:00:00,2007-01-02T07:00:00Z,25.721,0.465,24.135,0.05,0.0,0.162,0.0,0.0,0.015,0.007,0.0,0.034,0.0,0.0,0.0,0.0,0.004,0.192,23.684,0.451,0.0,4.08512,4.08512,0.53006,0.53006,3.55506,0.05701,0.0,0.18529,0.0,0.0,0.0166,0.00824,0.0,0.03901,0.0,0.0,0.0,0.0,0.00492,0.21898,3.48859,0.06647,0.0,0.0,0.0,0.0,0.0,19.501,19.501,0.0,0.0,0.446,0.0,0.0,70.0,70.0,75.0,242.558,0.0,0.0,15.8,13.51,64.0,16.106,0.0,0.0
2007-01-02T03:00:00,2007-01-02T03:00:00,2007-01-02T08:00:00Z,23.348,0.494,21.663,0.05,0.0,0.162,0.0,0.0,0.015,0.007,0.0,0.033,0.0,0.0,0.0,0.0,0.006,0.22,21.663,0.0,0.0,3.75367,3.75367,0.56265,0.56265,3.19101,0.05697,0.0,0.18514,0.0,0.0,0.01659,0.00824,0.0,0.03798,0.0,0.0,0.0,0.0,0.00739,0.25034,3.19101,0.0,0.0,0.0,0.0,0.0,0.0,17.885,17.885,0.0,0.0,0.435,0.0,0.0,70.0,70.0,75.0,216.785,0.0,0.0,15.8,14.346,77.0,11.408,0.0,0.0
2007-01-02T04:00:00,2007-01-02T04:00:00,2007-01-02T09:00:00Z,27.365,0.489,25.696,0.05,0.0,0.162,0.0,0.0,0.015,0.007,0.0,0.032,0.0,0.0,0.0,0.0,0.006,0.216,24.225,1.471,0.0,4.34593,4.34593,0.56095,0.56095,3.78498,0.05734,0.0,0.18636,0.0,0.0,0.0167,0.00829,0.0,0.03723,0.0,0.0,0.0,0.0,0.0073,0.24773,3.56832,0.21666,0.0,0.0,0.0,0.0,0.0,19.934,19.934,0.0,0.0,0.435,0.0,0.0,70.0,70.0,75.0,238.969,0.0,0.0,14.0,13.054,84.0,14.987,0.0,0.0
2007-01-02T05:00:00,2007-01-02T05:00:00,2007-01-02T10:00:00Z,27.098,0.462,25.521,0.05,0.0,0.162,0.0,0.0,0.015,0.007,0.0,0.032,0.0,0.0,0.0,0.0,0.004,0.192,25.521,0.0,0.0,4.29226,4.29226,0.53307,0.53307,3.75919,0.05766,0.0,0.1874,0.0,0.0,0.01679,0.00834,0.0,0.03642,0.0,0.0,0.0,0.0,0.00497,0.22148,3.75919,0.0,0.0,0.0,0.0,0.0,0.0,20.971,20.971,0.0,0.0,0.441,0.0,0.0,70.0,70.0,75.0,253.64,0.0,0.0,14.0,13.052,84.0,17.224,0.0,0.0
2007-01-02T06:00:00,2007-01-02T06:00:00,2007-01-02T11:00:00Z,29.051,0.461,27.479,0.05,0.0,0.162,0.0,0.0,0.015,0.006,0.0,0.032,0.0,0.0,0.0,0.0,0.004,0.192,25.98,1.499,0.0,4.58813,4.58813,0.54048,0.54048,4.04765,0.05864,0.0,0.19059,0.0,0.0,0.01707,0.00682,0.0,0.03704,0.0,0.0,0.0,0.0,0.00506,0.22525,3.82684,0.2208,0.0,0.0,0.0,0.776,0.306,21.338,21.338,0.0,0.674,0.437,0.0,0.0,70.0,70.0,75.0,267.479,0.0,0.0,15.8,14.342,77.0,19.461,0.0,0.0
2007-01-02T07:00:00,2007-01-02T07:00:00,2007-01-02T12:00:00Z,26.709,0.557,24.808,0.05,0.0,0.162,0.0,0.0,0.059,0.006,0.0,0.033,0.0,0.0,0.0,0.0,0.007,0.239,23.304,1.504,0.0,4.31669,4.31669,0.66247,0.66247,3.65422,0.05946,0.0,0.19324,0.0,0.0,0.07066,0.00654,0.0,0.03965,0.0,0.0,0.0,0.0,0.00855,0.28438,3.43266,0.22156,0.0,0.0,0.0,0.914,0.36,19.198,19.198,0.0,0.794,0.437,0.0,0.0,70.0,70.0,75.0,235.418,0.0,0.0,15.8,14.789,84.0,14.987,0.0,0.0
2007-01-02T08:00:00,2007-01-02T08:00:00,2007-01-02T13:00:00Z,30.357,0.464,28.775,0.05,0.0,0.162,0.0,0.0,0.015,0.005,0.0,0.035,0.0,0.0,0.0,0.0,0.004,0.192,25.63,3.144,0.0,4.78214,4.78214,0.54363,0.54363,4.23851,0.0586,0.0,0.19045,0.0,0.0,0.01706,0.00626,0.0,0.04113,0.0,0.0,0.0,0.0,0.00505,0.22508,3.77535,0.46315,0.0,0.0,0.0,2.643,1.042,21.059,21.059,0.0,2.293,0.437,0.0,0.0,70.0,70.0,75.0,258.611,0.0,0.0,15.8,14.788,84.0,18.343,0.0,0.0
2007-01-02T09:00:00,2007-01-02T09:00:00,2007-01-02T14:00:00Z,27.859,0.722,25.397,0.05,0.0,0.162,0.0,0.0,0.077,0.005,0.0,0.036,0.122,0.0,0.0,0.0,0.006,0.262,23.901,1.496,0.0,4.38446,4.38446,0.6435,0.6435,3.74096,0.04459,0.0,0.14491,0.0,0.0,0.06889,0.00463,0.0,0.03208,0.10905,0.0,0.0,0.0,0.00547,0.23388,3.52066,0.2203,0.0,0.0,0.943,0.0,0.0,19.676,19.676,0.0,0.587,0.438,0.0,0.0,70.0,70.0,75.0,242.558,0.0,0.0,15.8,14.787,84.0,16.106,0.0,0.0
