Dependency=ASHRAE IECC Climate Zone 2004	Option=G2701405, G27001000	source_count	source_weight	sampling_probability
6A	1	932207	8.21987e+06	0.0613171
# Created by: sources\spatial\tsv_maker.py
# Description: The GISJOIN identifier for the County and the Public Use Microdata Area that the sample is located.
# Source: Spatial definitions are from the U.S. Census Bureau as of July 1, 2015.
# Source: Unit counts are from the American Community Survey 5-yr 2016.
