,Time,TimeDST,TimeUTC,Energy Use: Total,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Garage,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Freezer,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Ceiling Fan,End Use: Electricity: Plug Loads,End Use: Natural Gas: Heating,End Use: Natural Gas: Hot Water,End Use: Natural Gas: Clothes Dryer,Emissions: CO2e: LRMER_MidCase_15: Total,Emissions: CO2e: LRMER_MidCase_15: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Net,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Interior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Garage,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Exterior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Mech Vent,Emissions: CO2e: LRMER_MidCase_15: Electricity: Refrigerator,Emissions: CO2e: LRMER_MidCase_15: Electricity: Freezer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Dishwasher,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Washer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Dryer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Electricity: Ceiling Fan,Emissions: CO2e: LRMER_MidCase_15: Electricity: Plug Loads,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Heating,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Hot Water,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Clothes Dryer,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Cooling: Delivered,Load: Hot Water: Delivered,Load: Hot Water: Tank Losses,Unmet Hours: Heating,Unmet Hours: Cooling,Temperature: Attic - Vented,Temperature: Conditioned Space,Temperature: Garage,Temperature: Heating Setpoint,Temperature: Cooling Setpoint,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
1,2007-01-01T01:00:00,2007-01-01T01:00:00,2007-01-01T07:00:00Z,21.731,0.578,19.759,0.147,0.05,0.0,0.055,0.002,0.033,0.0,0.04,0.029,0.0,0.0,0.0,0.0,0.004,0.217,19.759,0.0,0.0,3.19641,3.19641,0.28593,0.28593,2.91049,0.07297,0.02474,0.0,0.02728,0.00116,0.01626,0.0,0.01963,0.01449,0.0,0.0,0.0,0.0,0.00213,0.10727,2.91049,0.0,0.0,0.0,0.0,0.527,0.202,16.31,0.0,0.504,0.455,0.0,0.0,1.732,68.0,17.516,68.0,72.0,93.751,0.0,0.0,-4.0,-4.897,68.0,4.698,0.0,0.0
2,2007-01-01T02:00:00,2007-01-01T02:00:00,2007-01-01T08:00:00Z,25.285,0.591,23.267,0.163,0.05,0.0,0.055,0.002,0.033,0.0,0.039,0.029,0.0,0.0,0.0,0.0,0.004,0.217,21.795,1.472,0.0,3.72043,3.72043,0.29324,0.29324,3.42718,0.08067,0.02479,0.0,0.02734,0.00116,0.01629,0.0,0.01918,0.01416,0.0,0.0,0.0,0.0,0.00214,0.10751,3.21042,0.21676,0.0,0.0,0.0,0.0,0.0,17.991,0.0,0.0,0.455,0.0,0.0,-1.146,68.0,16.083,68.0,72.0,100.804,0.0,0.0,-5.8,-6.651,67.0,10.29,0.0,0.0
3,2007-01-01T03:00:00,2007-01-01T03:00:00,2007-01-01T09:00:00Z,23.961,0.591,21.945,0.164,0.05,0.0,0.055,0.002,0.033,0.0,0.038,0.028,0.0,0.0,0.0,0.0,0.004,0.217,21.945,0.0,0.0,3.52094,3.52094,0.28839,0.28839,3.23256,0.07996,0.02441,0.0,0.02692,0.00114,0.01604,0.0,0.0184,0.01359,0.0,0.0,0.0,0.0,0.0021,0.10583,3.23256,0.0,0.0,0.0,0.0,0.0,0.0,18.115,0.0,0.0,0.455,0.0,0.0,-2.572,68.0,14.657,68.0,72.0,96.731,0.0,0.0,-5.8,-6.804,61.0,6.935,0.0,0.0
4,2007-01-01T04:00:00,2007-01-01T04:00:00,2007-01-01T10:00:00Z,26.072,0.594,24.046,0.169,0.05,0.0,0.055,0.002,0.033,0.0,0.037,0.027,0.0,0.0,0.0,0.0,0.004,0.217,22.575,1.471,0.0,3.83355,3.83355,0.29154,0.29154,3.54201,0.08274,0.02455,0.0,0.02708,0.00115,0.01613,0.0,0.01802,0.01331,0.0,0.0,0.0,0.0,0.00212,0.10646,3.32528,0.21673,0.0,0.0,0.0,0.0,0.0,18.635,0.0,0.0,0.446,0.0,0.0,-3.545,68.0,13.574,68.0,72.0,97.828,0.0,0.0,-5.8,-6.804,61.0,8.053,0.0,0.0
5,2007-01-01T05:00:00,2007-01-01T05:00:00,2007-01-01T11:00:00Z,25.017,0.595,22.986,0.172,0.05,0.0,0.055,0.002,0.033,0.0,0.036,0.026,0.0,0.0,0.0,0.0,0.004,0.217,22.986,0.0,0.0,3.67202,3.67202,0.28617,0.28617,3.38586,0.0825,0.02404,0.0,0.02652,0.00112,0.0158,0.0,0.01717,0.01268,0.0,0.0,0.0,0.0,0.00207,0.10426,3.38586,0.0,0.0,0.0,0.0,0.0,0.0,18.974,0.0,0.0,0.461,0.0,0.0,-4.027,68.0,12.764,68.0,72.0,97.828,0.0,0.0,-5.8,-6.649,67.0,8.053,0.0,0.0
6,2007-01-01T06:00:00,2007-01-01T06:00:00,2007-01-01T12:00:00Z,28.369,0.59,26.355,0.173,0.05,0.0,0.055,0.002,0.026,0.0,0.036,0.026,0.0,0.0,0.0,0.0,0.004,0.217,23.2,3.155,0.0,4.1537,4.1537,0.27161,0.27161,3.88209,0.07968,0.02301,0.0,0.02537,0.00108,0.01216,0.0,0.01643,0.01213,0.0,0.0,0.0,0.0,0.00198,0.09976,3.41733,0.46476,0.0,0.0,0.0,2.51,0.964,19.151,0.0,2.397,0.453,0.0,0.0,-4.05,68.0,12.182,68.0,72.0,95.874,0.0,0.0,-5.8,-6.443,75.0,5.816,0.0,0.0
7,2007-01-01T07:00:00,2007-01-01T07:00:00,2007-01-01T13:00:00Z,27.675,1.219,23.515,0.165,0.05,0.0,0.226,0.01,0.025,0.0,0.038,0.028,0.0,0.0,0.0,0.402,0.007,0.27,22.044,1.472,0.0,4.02495,4.02495,0.56118,0.56118,3.46377,0.07575,0.02302,0.0,0.10381,0.0044,0.01151,0.0,0.01735,0.01281,0.0,0.0,0.0,0.18495,0.00331,0.12428,3.24702,0.21676,0.0,0.0,0.0,0.0,0.0,18.196,0.0,0.0,0.453,0.0,0.0,-3.303,68.0,11.825,68.0,72.0,96.379,0.0,0.0,-4.0,-4.896,68.0,8.053,0.0,0.0
8,2007-01-01T08:00:00,2007-01-01T08:00:00,2007-01-01T14:00:00Z,25.098,0.897,22.037,0.165,0.05,0.0,0.278,0.012,0.024,0.0,0.04,0.029,0.0,0.0,0.0,0.0,0.008,0.292,22.037,0.0,0.0,3.639,3.639,0.39297,0.39297,3.24603,0.07206,0.0219,0.0,0.12177,0.00516,0.01064,0.0,0.01738,0.01283,0.0,0.0,0.0,0.0,0.00335,0.12787,3.24603,0.0,0.0,0.0,0.0,0.0,0.0,18.191,0.0,0.0,0.456,0.0,0.0,-2.371,68.0,11.723,68.0,72.0,92.904,0.0,0.0,-2.2,-3.355,62.0,5.816,0.0,0.0
9,2007-01-01T09:00:00,2007-01-01T09:00:00,2007-01-01T15:00:00Z,25.697,0.921,22.555,0.168,0.05,0.0,0.294,0.012,0.024,0.0,0.041,0.03,0.0,0.0,0.0,0.0,0.006,0.296,22.555,0.0,0.0,3.60856,3.60856,0.28627,0.28627,3.32229,0.05234,0.01554,0.0,0.09127,0.00387,0.00733,0.0,0.01264,0.00934,0.0,0.0,0.0,0.0,0.00191,0.09204,3.32229,0.0,0.0,0.0,0.0,0.0,0.0,18.618,0.0,0.0,0.445,0.0,0.0,-1.912,68.0,11.667,68.0,72.0,96.314,0.0,0.0,-2.2,-3.355,62.0,9.171,0.0,0.0
10,2007-01-01T10:00:00,2007-01-01T10:00:00,2007-01-01T16:00:00Z,25.93,0.914,22.811,0.159,0.05,0.0,0.3,0.013,0.02,0.0,0.041,0.03,0.0,0.0,0.0,0.0,0.005,0.296,21.34,1.472,0.0,3.61279,3.61279,0.25268,0.25268,3.36011,0.04404,0.01382,0.0,0.08302,0.00352,0.00553,0.0,0.01124,0.0083,0.0,0.0,0.0,0.0,0.00134,0.08186,3.14332,0.21679,0.0,0.0,0.0,0.0,0.0,17.615,0.0,0.0,0.461,0.0,0.0,2.395,68.0,12.255,68.0,72.0,93.448,0.0,0.0,-0.4,-1.652,62.0,8.053,23.775,183.542
11,2007-01-01T11:00:00,2007-01-01T11:00:00,2007-01-01T17:00:00Z,26.908,0.896,23.85,0.154,0.05,0.0,0.294,0.012,0.016,0.0,0.04,0.029,0.0,0.0,0.0,0.0,0.005,0.296,20.684,3.166,0.0,3.74943,3.74943,0.2363,0.2363,3.51313,0.04071,0.01318,0.0,0.07741,0.00328,0.00414,0.0,0.01046,0.00773,0.0,0.0,0.0,0.0,0.00131,0.07807,3.04671,0.46642,0.0,0.0,0.0,2.634,1.012,17.074,0.0,2.514,0.452,0.0,0.0,7.132,68.0,13.892,68.0,72.0,95.123,0.0,0.0,1.4,0.043,62.0,10.29,23.141,227.288
12,2007-01-01T12:00:00,2007-01-01T12:00:00,2007-01-01T18:00:00Z,24.138,0.877,21.146,0.147,0.05,0.0,0.282,0.012,0.011,0.0,0.04,0.029,0.0,0.0,0.0,0.0,0.005,0.301,19.675,1.472,0.0,3.34004,3.34004,0.2252,0.2252,3.11484,0.03772,0.01284,0.0,0.07254,0.00308,0.00275,0.0,0.01019,0.00753,0.0,0.0,0.0,0.0,0.0013,0.07725,2.89807,0.21676,0.0,0.0,0.0,0.0,0.0,16.241,0.0,0.0,0.454,0.0,0.0,11.093,68.0,15.922,68.0,72.0,93.679,0.0,0.0,3.2,1.499,56.0,10.29,19.654,257.72
13,2007-01-01T13:00:00,2007-01-01T13:00:00,2007-01-01T19:00:00Z,23.785,1.089,20.068,0.138,0.05,0.0,0.276,0.012,0.009,0.0,0.042,0.031,0.223,0.0,0.0,0.0,0.005,0.305,18.54,1.528,0.0,3.22495,3.22495,0.26899,0.26899,2.95596,0.03417,0.01235,0.0,0.06808,0.00289,0.00212,0.0,0.01029,0.0076,0.05498,0.0,0.0,0.0,0.00123,0.0753,2.73092,0.22504,0.0,0.0,1.916,0.0,0.0,15.304,0.0,1.322,0.453,0.0,0.0,14.523,68.0,17.985,68.0,72.0,90.448,0.0,0.0,5.0,2.952,51.0,9.171,37.723,218.412
14,2007-01-01T14:00:00,2007-01-01T14:00:00,2007-01-01T20:00:00Z,25.755,0.9,22.683,0.146,0.05,0.0,0.055,0.002,0.008,0.0,0.042,0.031,0.346,0.0,0.0,0.0,0.004,0.217,19.52,3.163,0.0,3.55891,3.55891,0.21776,0.21776,3.34115,0.03524,0.01209,0.0,0.01334,0.00057,0.0019,0.0,0.01007,0.00744,0.08363,0.0,0.0,0.0,0.00104,0.05244,2.87527,0.46588,0.0,0.0,1.082,1.582,0.608,16.113,0.0,2.254,0.452,0.0,0.0,13.963,68.0,19.214,68.0,72.0,92.223,0.0,0.0,5.0,2.952,51.0,10.29,47.867,61.815
15,2007-01-01T15:00:00,2007-01-01T15:00:00,2007-01-01T21:00:00Z,22.765,0.554,20.876,0.145,0.05,0.0,0.055,0.002,0.008,0.0,0.042,0.031,0.0,0.0,0.0,0.0,0.004,0.217,19.423,1.453,0.0,3.21234,3.21234,0.13738,0.13738,3.07497,0.03596,0.0124,0.0,0.01368,0.00058,0.00195,0.0,0.01033,0.00763,0.0,0.0,0.0,0.0,0.00107,0.05378,2.86096,0.21401,0.0,0.0,0.0,0.0,0.0,16.033,0.0,0.0,0.461,0.0,0.0,12.904,68.0,19.284,68.0,72.0,87.441,0.0,0.0,6.8,4.412,47.0,8.053,27.262,0.0
16,2007-01-01T16:00:00,2007-01-01T16:00:00,2007-01-01T22:00:00Z,26.874,0.901,23.801,0.142,0.05,0.0,0.301,0.013,0.009,0.0,0.041,0.03,0.0,0.0,0.0,0.0,0.006,0.31,18.977,4.823,0.0,3.76614,3.76614,0.26031,0.26031,3.50583,0.04094,0.01445,0.0,0.08712,0.00369,0.00248,0.0,0.01175,0.00868,0.0,0.0,0.0,0.0,0.00171,0.08949,2.79536,0.71047,0.0,0.0,0.0,3.161,1.214,15.665,0.0,3.017,0.453,0.0,0.0,11.769,68.0,18.71,68.0,72.0,87.441,0.0,0.0,6.8,4.411,47.0,8.053,17.752,32.651
17,2007-01-01T17:00:00,2007-01-01T17:00:00,2007-01-01T23:00:00Z,23.149,1.384,18.427,0.138,0.05,0.0,0.365,0.015,0.014,0.0,0.044,0.032,0.0,0.0,0.0,0.402,0.007,0.318,18.427,0.0,0.0,3.31107,3.31107,0.59683,0.59683,2.71424,0.05932,0.02156,0.0,0.15742,0.00667,0.00585,0.0,0.01882,0.0139,0.0,0.0,0.0,0.17325,0.0029,0.13714,2.71424,0.0,0.0,0.0,0.0,0.0,0.0,15.211,0.0,0.0,0.457,0.0,0.0,10.305,68.0,18.095,68.0,72.0,90.758,0.0,0.0,6.8,4.64,52.0,10.29,1.585,22.19
18,2007-01-01T18:00:00,2007-01-01T18:00:00,2007-01-02T00:00:00Z,31.433,1.755,25.446,0.167,0.05,0.0,0.894,0.038,0.026,0.03,0.048,0.035,0.0,0.0,0.0,0.0,0.012,0.454,22.327,3.119,0.0,4.52954,4.52954,0.78135,0.78135,3.74819,0.07422,0.02227,0.0,0.39822,0.01688,0.01177,0.01336,0.0212,0.01566,0.0,0.0,0.0,0.0,0.00552,0.20226,3.28873,0.45946,0.0,0.0,0.0,2.106,0.809,18.43,0.0,2.012,0.453,0.0,0.0,9.111,68.0,17.565,68.0,72.0,41.878,99.99,0.0,6.8,4.867,57.0,9.171,0.0,0.0
19,2007-01-01T19:00:00,2007-01-01T19:00:00,2007-01-02T01:00:00Z,27.58,2.225,19.989,0.126,0.05,0.0,1.093,0.046,0.035,0.0,0.05,0.037,0.311,0.0,0.0,0.0,0.015,0.463,16.875,3.113,0.0,3.96208,3.96208,1.01776,1.01776,2.94432,0.05763,0.02287,0.0,0.49996,0.0212,0.01601,0.0,0.02269,0.01675,0.14209,0.0,0.0,0.0,0.00674,0.21182,2.48573,0.4586,0.0,0.0,2.822,0.0,0.0,13.93,0.0,1.948,0.453,0.0,0.0,8.316,68.0,17.012,68.0,72.0,90.758,0.0,0.0,6.8,5.411,69.0,10.29,0.0,0.0
20,2007-01-01T20:00:00,2007-01-01T20:00:00,2007-01-02T02:00:00Z,25.94,2.165,18.551,0.127,0.05,0.0,1.102,0.047,0.046,0.0,0.048,0.035,0.258,0.0,0.0,0.0,0.016,0.437,17.037,1.514,0.0,3.65826,3.65826,0.92564,0.92564,2.73261,0.05437,0.02137,0.0,0.47101,0.01997,0.01985,0.0,0.02035,0.01503,0.11022,0.0,0.0,0.0,0.00669,0.18677,2.50955,0.22306,0.0,0.0,0.0,1.057,0.406,14.064,0.0,1.008,0.452,0.0,0.0,7.098,68.0,16.492,68.0,72.0,90.448,0.0,0.0,5.0,4.295,83.0,9.171,0.0,0.0
21,2007-01-01T21:00:00,2007-01-01T21:00:00,2007-01-02T03:00:00Z,29.691,1.702,23.882,0.129,0.05,0.0,0.912,0.039,0.065,0.0,0.047,0.034,0.0,0.0,0.0,0.0,0.017,0.41,17.242,6.64,0.0,4.24107,4.24107,0.72325,0.72325,3.51782,0.05468,0.02124,0.0,0.38747,0.01643,0.02762,0.0,0.0198,0.01463,0.0,0.0,0.0,0.0,0.00705,0.17433,2.53974,0.97808,0.0,0.0,0.0,4.222,1.622,14.233,0.0,4.034,0.453,0.0,0.0,7.306,68.0,16.113,68.0,72.0,88.953,0.0,0.0,6.8,5.725,76.0,9.171,0.0,0.0
22,2007-01-01T22:00:00,2007-01-01T22:00:00,2007-01-02T04:00:00Z,25.682,1.461,20.696,0.131,0.05,0.0,0.688,0.029,0.075,0.0,0.046,0.034,0.0,0.0,0.0,0.0,0.016,0.393,17.542,3.154,0.0,3.7186,3.7186,0.67011,0.67011,3.04849,0.06005,0.02293,0.0,0.31534,0.01337,0.0344,0.0,0.02092,0.01545,0.0,0.0,0.0,0.0,0.0074,0.18026,2.58396,0.46453,0.0,0.0,0.0,2.497,0.959,14.481,0.0,2.386,0.453,0.0,0.0,7.353,68.0,15.877,68.0,72.0,87.441,0.0,0.0,6.8,5.725,76.0,8.053,0.0,0.0
23,2007-01-01T23:00:00,2007-01-01T23:00:00,2007-01-02T05:00:00Z,24.957,0.96,21.68,0.139,0.05,0.0,0.325,0.014,0.065,0.0,0.044,0.032,0.0,0.0,0.0,0.0,0.009,0.283,18.577,3.103,0.0,3.62579,3.62579,0.4323,0.4323,3.19349,0.06243,0.02251,0.0,0.14625,0.0062,0.02927,0.0,0.01965,0.01451,0.0,0.0,0.0,0.0,0.00407,0.12742,2.73636,0.45713,0.0,0.0,0.0,1.926,0.74,15.335,0.0,1.84,0.453,0.0,0.0,7.311,68.0,15.719,68.0,72.0,87.441,0.0,0.0,6.8,6.04,83.0,8.053,0.0,0.0
24,2007-01-02T00:00:00,2007-01-02T00:00:00,2007-01-02T06:00:00Z,33.546,0.822,30.74,0.18,0.05,0.0,0.166,0.007,0.045,0.03,0.041,0.03,0.0,0.0,0.0,0.0,0.008,0.266,24.059,6.68,0.0,4.93033,4.93033,0.40236,0.40236,4.52797,0.08786,0.02446,0.0,0.08137,0.00345,0.02202,0.01468,0.01989,0.01469,0.0,0.0,0.0,0.0,0.00391,0.13003,3.54396,0.98401,0.0,0.0,0.0,4.428,1.701,19.86,0.0,4.226,0.452,0.0,0.0,7.252,68.0,15.595,68.0,72.0,39.916,99.99,0.0,6.8,6.04,83.0,6.935,0.0,0.0
25,2007-01-02T01:00:00,2007-01-02T01:00:00,2007-01-02T07:00:00Z,24.931,0.578,22.958,0.148,0.05,0.0,0.055,0.002,0.033,0.0,0.04,0.029,0.0,0.0,0.0,0.0,0.004,0.217,19.792,3.166,0.0,3.66777,3.66777,0.28605,0.28605,3.38172,0.07309,0.02474,0.0,0.02728,0.00116,0.01626,0.0,0.01963,0.01449,0.0,0.0,0.0,0.0,0.00213,0.10727,2.9154,0.46632,0.0,0.0,0.0,2.631,1.01,16.338,0.0,2.52,0.454,0.0,0.0,7.177,68.0,15.478,68.0,72.0,86.211,0.0,0.0,6.8,6.039,83.0,6.935,0.0,0.0
26,2007-01-02T02:00:00,2007-01-02T02:00:00,2007-01-02T08:00:00Z,21.609,0.575,19.646,0.147,0.05,0.0,0.055,0.002,0.033,0.0,0.039,0.029,0.0,0.0,0.0,0.0,0.004,0.217,19.646,0.0,0.0,3.17909,3.17909,0.28529,0.28529,2.8938,0.07271,0.02479,0.0,0.02734,0.00116,0.01629,0.0,0.01918,0.01416,0.0,0.0,0.0,0.0,0.00214,0.10751,2.8938,0.0,0.0,0.0,0.0,0.0,0.0,16.217,0.0,0.0,0.446,0.0,0.0,7.842,68.0,15.445,68.0,72.0,85.907,0.0,0.0,8.6,7.782,83.0,8.053,0.0,0.0
27,2007-01-02T03:00:00,2007-01-02T03:00:00,2007-01-02T09:00:00Z,23.165,0.607,21.094,0.146,0.05,0.0,0.055,0.002,0.033,0.0,0.038,0.028,0.0,0.0,0.0,0.0,0.006,0.248,19.623,1.472,0.0,3.40342,3.40342,0.29623,0.29623,3.10718,0.0715,0.02441,0.0,0.02692,0.00114,0.01604,0.0,0.0184,0.01359,0.0,0.0,0.0,0.0,0.00317,0.12108,2.8904,0.21678,0.0,0.0,0.0,0.0,0.0,16.198,0.0,0.0,0.459,0.0,0.0,8.187,68.0,15.506,68.0,72.0,84.655,0.0,0.0,8.6,8.168,91.0,6.935,0.0,0.0
28,2007-01-02T04:00:00,2007-01-02T04:00:00,2007-01-02T10:00:00Z,21.76,0.602,19.708,0.147,0.05,0.0,0.055,0.002,0.033,0.0,0.037,0.027,0.0,0.0,0.0,0.0,0.006,0.244,19.708,0.0,0.0,3.19827,3.19827,0.29532,0.29532,2.90295,0.07223,0.02455,0.0,0.02708,0.00115,0.01613,0.0,0.01802,0.01331,0.0,0.0,0.0,0.0,0.00313,0.11973,2.90295,0.0,0.0,0.0,0.0,0.0,0.0,16.268,0.0,0.0,0.452,0.0,0.0,9.255,68.0,15.647,68.0,72.0,87.793,0.0,0.0,10.4,9.522,83.0,10.29,0.0,0.0
29,2007-01-02T05:00:00,2007-01-02T05:00:00,2007-01-02T11:00:00Z,23.103,0.571,21.156,0.147,0.05,0.0,0.055,0.002,0.033,0.0,0.036,0.026,0.0,0.0,0.0,0.0,0.004,0.217,19.685,1.471,0.0,3.39066,3.39066,0.27432,0.27432,3.11635,0.07066,0.02404,0.0,0.02652,0.00112,0.0158,0.0,0.01717,0.01268,0.0,0.0,0.0,0.0,0.00207,0.10426,2.8996,0.21675,0.0,0.0,0.0,0.0,0.0,16.249,0.0,0.0,0.45,0.0,0.0,9.767,68.0,15.86,68.0,72.0,85.926,0.0,0.0,10.4,9.522,83.0,9.171,0.0,0.0
30,2007-01-02T06:00:00,2007-01-02T06:00:00,2007-01-02T12:00:00Z,23.38,0.566,21.449,0.149,0.05,0.0,0.055,0.002,0.026,0.0,0.036,0.026,0.0,0.0,0.0,0.0,0.004,0.217,19.94,1.509,0.0,3.41981,3.41981,0.26041,0.26041,3.1594,0.06848,0.02301,0.0,0.02537,0.00108,0.01216,0.0,0.01643,0.01213,0.0,0.0,0.0,0.0,0.00198,0.09976,2.9371,0.2223,0.0,0.0,0.0,0.944,0.363,16.46,0.0,0.905,0.454,0.0,0.0,10.048,68.0,16.049,68.0,72.0,87.793,0.0,0.0,10.4,9.521,83.0,10.29,0.0,0.0
31,2007-01-02T07:00:00,2007-01-02T07:00:00,2007-01-02T13:00:00Z,23.627,0.798,20.906,0.145,0.05,0.0,0.226,0.01,0.025,0.0,0.038,0.028,0.0,0.0,0.0,0.0,0.007,0.27,19.392,1.514,0.0,3.4465,3.4465,0.36712,0.36712,3.07939,0.06663,0.02302,0.0,0.10381,0.0044,0.01151,0.0,0.01735,0.01281,0.0,0.0,0.0,0.0,0.00331,0.12428,2.85637,0.22301,0.0,0.0,0.0,1.055,0.405,16.007,0.0,1.01,0.453,0.0,0.0,10.453,68.0,16.225,68.0,72.0,86.557,0.0,0.0,10.94,10.043,83.0,9.843,0.0,0.0
32,2007-01-02T08:00:00,2007-01-02T08:00:00,2007-01-02T14:00:00Z,26.396,0.568,24.457,0.147,0.05,0.0,0.055,0.002,0.024,0.0,0.04,0.029,0.0,0.0,0.0,0.0,0.004,0.217,19.637,4.82,0.0,3.85149,3.85149,0.24903,0.24903,3.60247,0.06421,0.0219,0.0,0.02416,0.00102,0.01064,0.0,0.01738,0.01283,0.0,0.0,0.0,0.0,0.00189,0.09498,2.89251,0.70996,0.0,0.0,0.0,3.128,1.201,16.21,0.0,2.992,0.453,0.0,0.0,11.196,68.0,16.417,68.0,72.0,84.394,0.0,0.0,12.2,11.315,84.0,9.171,0.0,0.0
33,2007-01-02T09:00:00,2007-01-02T09:00:00,2007-01-02T15:00:00Z,24.071,1.03,20.558,0.142,0.05,0.0,0.294,0.012,0.024,0.0,0.041,0.03,0.135,0.0,0.0,0.0,0.006,0.296,19.056,1.501,0.0,3.34819,3.34819,0.32003,0.32003,3.02816,0.04422,0.01554,0.0,0.09127,0.00387,0.00733,0.0,0.01264,0.00934,0.04188,0.0,0.0,0.0,0.00191,0.09204,2.80702,0.22114,0.0,0.0,1.038,0.0,0.0,15.731,0.0,0.718,0.453,0.0,0.0,11.598,68.0,16.643,68.0,72.0,86.294,0.0,0.0,12.2,11.315,84.0,10.29,0.0,0.0
34,2007-01-02T10:00:00,2007-01-02T10:00:00,2007-01-02T16:00:00Z,23.97,1.243,19.731,0.136,0.05,0.0,0.3,0.013,0.02,0.0,0.041,0.03,0.352,0.0,0.0,0.0,0.005,0.296,18.235,1.495,0.0,3.24983,3.24983,0.34352,0.34352,2.90631,0.03763,0.01382,0.0,0.08302,0.00352,0.00553,0.0,0.01124,0.0083,0.09725,0.0,0.0,0.0,0.00134,0.08186,2.68606,0.22025,0.0,0.0,0.834,0.0,0.0,15.053,0.0,0.576,0.452,0.0,0.0,14.172,68.0,17.176,68.0,72.0,87.029,0.0,0.0,14.0,12.576,76.0,11.408,28.53,35.187
35,2007-01-02T11:00:00,2007-01-02T11:00:00,2007-01-02T17:00:00Z,20.894,0.635,18.727,0.14,0.05,0.0,0.055,0.002,0.016,0.0,0.04,0.029,0.082,0.0,0.0,0.0,0.004,0.217,18.727,0.0,0.0,2.92595,2.92595,0.16745,0.16745,2.7585,0.03686,0.01318,0.0,0.01454,0.00062,0.00414,0.0,0.01046,0.00773,0.02161,0.0,0.0,0.0,0.00114,0.05717,2.7585,0.0,0.0,0.0,0.0,0.0,0.0,15.459,0.0,0.0,0.456,0.0,0.0,17.228,68.0,18.452,68.0,72.0,88.501,0.0,0.0,12.2,11.315,84.0,11.408,48.818,156.914
36,2007-01-02T12:00:00,2007-01-02T12:00:00,2007-01-02T18:00:00Z,21.083,0.552,19.201,0.143,0.05,0.0,0.055,0.002,0.011,0.0,0.04,0.029,0.0,0.0,0.0,0.0,0.004,0.217,19.201,0.0,0.0,2.96999,2.96999,0.14168,0.14168,2.82831,0.03681,0.01284,0.0,0.01416,0.0006,0.00275,0.0,0.01019,0.00753,0.0,0.0,0.0,0.0,0.00111,0.05569,2.82831,0.0,0.0,0.0,0.0,0.0,0.0,15.85,0.0,0.0,0.445,0.0,0.0,17.008,68.0,19.685,68.0,72.0,88.501,0.0,0.0,12.2,11.314,84.0,11.408,19.654,0.0
37,2007-01-02T13:00:00,2007-01-02T13:00:00,2007-01-02T19:00:00Z,25.493,0.955,22.235,0.143,0.05,0.0,0.055,0.002,0.009,0.0,0.042,0.031,0.0,0.0,0.0,0.402,0.004,0.217,19.206,3.029,0.0,3.51103,3.51103,0.23575,0.23575,3.27528,0.0354,0.01235,0.0,0.01362,0.00058,0.00212,0.0,0.01029,0.0076,0.0,0.0,0.0,0.0992,0.00106,0.05354,2.82904,0.44624,0.0,0.0,0.0,1.054,0.405,15.854,0.0,1.01,0.455,0.0,0.0,15.68,68.0,19.935,68.0,72.0,94.433,0.0,0.0,12.2,11.313,84.0,13.869,28.53,0.0
