occupants,lighting_interior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,plug_loads_tv,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures
0,0.049,0.049,0.25,0,0,0,0.258,0.465,0.465,0,0,0.0952
0.5,0.212,0.212,0,0,0,0,0.301,0.56,0.56,0,0,0.238
0.5,0.213,0.213,0,0,0,0,0.306,0.574,0.574,0,0,0
1,0.391,0.391,0,0,0,0,0.433,0.713,0.713,0,0,0
1,0.441,0.441,0,0,0.233,0.467,0.588,0.773,0.773,0,0.0474,0
1,0.555,0.555,0,0,0,0,0.699,0.788,0.788,0,0.351,0
1,0.729,0.729,0,0,0,0,0.743,0.743,0.743,0,0.262,0.238
1,0.872,0.872,0,0,0,0,0.788,0.698,0.698,0,0,0.143
1,0.877,0.877,0,0,0,0,0.765,0.669,0.669,0,0,0.333
1,0.555,0.555,0,0,0,0,0.654,0.594,0.594,0,0,0.638
1,0.148,0.148,0,0,0,0,0.406,0.5,0.5,0,0,0
1,0.0857,0.0857,0,0,0,0,0.351,0.493,0.493,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0507,0.0507,0,0,0,0,0.312,0.47,0.47,0,0,0
1,0.094,0.094,0,0,0,0,0.329,0.478,0.478,0,0,0.225
1,0.188,0.188,0,0,0,0,0.367,0.508,0.508,0,0,0.158
1,0.231,0.231,0,0,0,0,0.39,0.545,0.545,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.228,0.228,0,0,0,0,0.262,0.552,0.552,0,0,0.238
0.5,0.22,0.22,0,0,0,0,0.268,0.56,0.56,0,0,0.0952
0.5,0.213,0.213,0,0,0,0,0.262,0.567,0.567,0,0,0.0476
1,0.212,0.212,0,0,0,0,0.284,0.567,0.567,0,0,0
1,0.212,0.212,0,0,0.3,0,0.301,0.56,0.56,0,0.0539,0.0476
1,0.377,0.377,0,0,1,0,0.355,0.684,0.684,0,0.518,0
1,0.391,0.391,0,0,1,0,0.433,0.713,0.713,0,0.727,0.0952
1,0.441,0.441,0,0,1,0.217,0.588,0.773,0.773,0,0.46,0.143
1,0.555,0.555,0,0.633,0.25,1,0.699,0.788,0.788,0.503,0,0.0952
1,0.729,0.729,0,0.833,0,1,0.743,0.743,0.743,0,0.0618,0.238
1,0.872,0.872,0,0,0,0.167,0.788,0.698,0.698,0,0.978,0
1,0.877,0.877,0,0,0,0,0.765,0.669,0.669,0,0.347,0
1,0.555,0.555,0,0,0,0,0.654,0.594,0.594,0,0.39,0.0476
1,0.148,0.148,0,0,0,0,0.406,0.5,0.5,0,0.362,0.143
1,0.0857,0.0857,0,0,0,0,0.351,0.493,0.493,0,0.151,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.253
1,0.094,0.094,0,0,0,0,0.329,0.478,0.478,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.236,0.236,0,0,0,0,0.317,0.552,0.552,0,0,0
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.238
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.22,0.22,0,0,0,0,0.268,0.56,0.56,0,0,0
0.5,0.213,0.213,0,0,0,0,0.262,0.567,0.567,0,0,0.0952
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.143
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.213,0.213,0,0,0,0,0.306,0.574,0.574,0,0,0.0476
0.5,0.22,0.22,0.333,0,0,0,0.345,0.589,0.589,0,0,0.0476
1,0.441,0.441,1,0,0,0,0.588,0.773,0.773,0,0,0
1,0.555,0.555,1,0,0,0,0.699,0.788,0.788,0,0,0.0476
0.5,0.389,0.389,1,0,0,0,0.5,0.604,0.604,0,0,0.255
1,0.872,0.872,1,0,0,0,0.788,0.698,0.698,0,0,0.208
1,0.877,0.877,1,0,0,0,0.765,0.669,0.669,0,0,0.143
1,0.302,0.302,1,0,0,0,0.456,0.53,0.53,0,0,0.286
1,0.049,0.049,1,0,0,0,0.258,0.465,0.465,0,0,0.238
1,0.049,0.049,1,0,0,0,0.258,0.465,0.465,0,0,0.238
1,0.049,0.049,1,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,1,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,1,0,0,0,0.258,0.465,0.465,0,0,0.154
1,0.0507,0.0507,1,0,0,0,0.312,0.47,0.47,0,0,0.124
1,0.094,0.094,1,0,0,0,0.329,0.478,0.478,0,0,0
0.5,0.049,0.049,0.233,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.155
0.5,0.236,0.236,0,0,0,0,0.317,0.552,0.552,0,0,0.145
0.5,0.234,0.234,0,0,0,0,0.256,0.552,0.552,0,0,0.183
0.5,0.228,0.228,0,0,0,0,0.262,0.552,0.552,0,0,0.174
0.5,0.22,0.22,0,0,0,0,0.268,0.56,0.56,0,0,0.0681
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0952
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.212,0.212,0,0,0,0,0.301,0.56,0.56,0,0,0.0952
0.5,0.213,0.213,0.333,0,0,0,0.306,0.574,0.574,0,0,0
0.5,0.22,0.22,0.167,0,0,0,0.345,0.589,0.589,0,0,0
0.5,0.245,0.245,0,0,0,0,0.423,0.619,0.619,0,0,0
0.5,0.302,0.302,0,0,0,0,0.478,0.626,0.626,0,0,0
1,0.729,0.729,0,0,0,0,0.743,0.743,0.743,0,0,0.143
1,0.872,0.872,0,0,0,0,0.788,0.698,0.698,0,0,0.0952
1,0.877,0.877,0,0,0,0,0.765,0.669,0.669,0,0,0.19
1,0.302,0.302,0,0,0,0,0.456,0.53,0.53,0,0,0.923
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.379
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0.0833,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.234,0.234,0.167,0,0,0,0.256,0.552,0.552,0,0,0.0476
0.5,0.228,0.228,0,0,0,0,0.262,0.552,0.552,0,0,0.0476
0.5,0.22,0.22,0,0,0,0,0.268,0.56,0.56,0,0,0
0.5,0.213,0.213,0,0,0,0,0.262,0.567,0.567,0,0,0
0.5,0.212,0.212,0,0,0,0,0.284,0.567,0.567,0,0,0
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.213,0.213,0,0,0,0,0.306,0.574,0.574,0,0,0.0476
0.5,0.22,0.22,0,0,0,0,0.345,0.589,0.589,0,0,0.0952
1,0.441,0.441,0,0,0,0,0.588,0.773,0.773,0,0,0.19
1,0.555,0.555,0,0.133,0,0,0.699,0.788,0.788,0.182,0,0
1,0.729,0.729,0,1,0,0,0.743,0.743,0.743,0.62,0,0.0952
1,0.872,0.872,0,0.583,0,0,0.788,0.698,0.698,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0952
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.272
1,0.194,0.194,0,0,0,0,0.367,0.507,0.507,0,0,0.324
1,0.239,0.239,0,0,0,0,0.389,0.544,0.544,0,0,0.304
1,0.248,0.248,0,0,0.05,0,0.317,0.551,0.551,0,0,0.496
1,0.451,0.451,0,0,1,0,0.254,0.637,0.637,0,0.295,0.114
1,0.439,0.439,0,0,0.6,0.867,0.265,0.637,0.637,0,0.308,0
0.5,0.235,0.235,0,0,0,0.417,0.267,0.559,0.559,0,0.43,0
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.381
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.266
0.5,0.229,0.229,0,0,0,0,0.3,0.559,0.559,0,0,0.333
0.5,0.244,0.244,0,0,0,0,0.306,0.573,0.573,0,0,0
0.5,0.286,0.286,0,0,0,0,0.345,0.588,0.588,0,0,0
0.5,0.368,0.368,0,0,0,0,0.422,0.618,0.618,0,0,0
0.5,0.461,0.461,0,0,0,0,0.477,0.625,0.625,0,0,0.0476
1,0.947,0.947,0.267,0,0,0,0.741,0.741,0.741,0,0,0.286
1,0.843,0.843,0,0,0,0,0.785,0.696,0.696,0,0,0.0476
1,0.351,0.351,0,0,0,0,0.51,0.566,0.566,0,0,0.0476
1,0.307,0.307,0,0,0,0,0.455,0.529,0.529,0,0,0.0476
1,0.148,0.148,0,0,0,0,0.405,0.499,0.499,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0.3,0,0.258,0.465,0.465,0,0.0748,0
1,0.428,0.428,0.533,0,0.867,0.6,0.52,0.622,0.622,0,0.518,0
0.5,0.248,0.248,0,0,0,1,0.317,0.551,0.551,0,0,0
0.5,0.25,0.25,0,0,0,0.2,0.256,0.551,0.551,0,0,0
0.5,0.244,0.244,0,0,0,0,0.262,0.551,0.551,0,0,0
0.5,0.235,0.235,0,0,0,0,0.267,0.559,0.559,0,0,0.0804
0.5,0.229,0.229,0,0,0,0,0.262,0.566,0.566,0,0,0.115
1,0.405,0.405,0.533,0,0,0,0.31,0.667,0.667,0,0,0.223
0.5,0.229,0.229,0,0,0,0,0.3,0.559,0.559,0,0,0.0476
1,0.44,0.44,0,0,0,0,0.354,0.681,0.681,0,0,0
1,0.524,0.524,0,0,0,0,0.431,0.711,0.711,0,0,0
1,0.688,0.688,0,0,0,0,0.586,0.77,0.77,0,0,0.0476
1,0.874,0.874,0,0,0,0,0.697,0.785,0.785,0,0,0.407
1,0.947,0.947,0,0.383,0,0,0.741,0.741,0.741,0.305,0,0.314
1,0.843,0.843,0,1,0,0,0.785,0.696,0.696,0.326,0,0.475
1,0.351,0.351,0,0.2,0,0,0.51,0.566,0.566,0,0,0.585
1,0.307,0.307,0,0,0,0,0.455,0.529,0.529,0,0,0.238
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.201
0.5,0.229,0.229,0,0,0,0,0.262,0.566,0.566,0,0,0
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.365
0.5,0.244,0.244,0,0,0,0,0.306,0.573,0.573,0,0,0.111
0.5,0.286,0.286,0,0,0,0,0.345,0.588,0.588,0,0,0.0476
0.5,0.368,0.368,0,0,0,0,0.422,0.618,0.618,0,0,0
1,0.874,0.874,0,0,0,0,0.697,0.785,0.785,0,0,0
1,0.947,0.947,0,0,0,0,0.741,0.741,0.741,0,0,0.143
1,0.843,0.843,0,0,0,0,0.785,0.696,0.696,0,0,0.286
1,0.652,0.652,0,0,0,0,0.763,0.667,0.667,0,0,0.238
1,0.565,0.565,0,0,0,0,0.652,0.593,0.593,0,0,0.143
1,0.247,0.247,0,0,0,0,0.553,0.533,0.533,0,0,0.19
1,0.0857,0.0857,0,0,0,0,0.35,0.492,0.492,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.143
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.25,0.25,0,0,0,0,0.256,0.551,0.551,0,0,0
0.5,0.244,0.244,0,0,0.8,0.1,0.262,0.551,0.551,0,0.564,0
0.5,0.235,0.235,0,0,0.367,1,0.267,0.559,0.559,0,0.242,0
0.5,0.229,0.229,0,0,0,0.45,0.262,0.566,0.566,0,0.428,0
0.5,0.227,0.227,0.0833,0,0,0,0.284,0.566,0.566,0,0.324,0.0952
0.5,0.229,0.229,0.183,0,0,0,0.3,0.559,0.559,0,0.00431,0.143
0.5,0.244,0.244,0,0,0,0,0.306,0.573,0.573,0,0,0.143
0.5,0.286,0.286,0,0,0,0,0.345,0.588,0.588,0,0,0.19
0.5,0.368,0.368,0,0,0,0,0.422,0.618,0.618,0,0,0.0476
0.5,0.461,0.461,0,0,0,0,0.477,0.625,0.625,0,0,0.317
1,0.947,0.947,0,0.633,0,0,0.741,0.741,0.741,0.534,0,0.349
1,0.843,0.843,0,0.95,0,0,0.785,0.696,0.696,0.221,0,0.143
1,0.652,0.652,0,0,0,0,0.763,0.667,0.667,0,0,0.248
1,0.307,0.307,0,0,0,0,0.455,0.529,0.529,0,0,0.143
1,0.148,0.148,0,0,0,0,0.405,0.499,0.499,0,0,0.19
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.194,0.194,0.0833,0,0,0,0.367,0.507,0.507,0,0,0
1,0.239,0.239,1,0,0,0,0.389,0.544,0.544,0,0,0.3
1,0.248,0.248,0.267,0,0,0,0.317,0.551,0.551,0,0,0.34
1,0.451,0.451,0,0,0,0,0.254,0.637,0.637,0,0,0.322
0.5,0.244,0.244,0,0,0,0,0.262,0.551,0.551,0,0,0.477
0.5,0.235,0.235,0,0,0,0,0.267,0.559,0.559,0,0,0.42
0.5,0.229,0.229,0,0,0,0,0.262,0.566,0.566,0,0,0.0952
0.5,0.227,0.227,0,0,0,0,0.284,0.566,0.566,0,0,0.143
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.378
0.5,0.244,0.244,0,0,0,0,0.306,0.573,0.573,0,0,0.264
0,0.049,0.049,0.267,0,0.55,0.317,0.258,0.465,0.465,0,0.183,0.0476
1,0.688,0.688,0,0.383,0.15,1,0.586,0.77,0.77,0.354,0,0.0476
1,0.874,0.874,0,1,0,0.233,0.697,0.785,0.785,0.126,0,0
1,0.947,0.947,0,0.2,0,0,0.741,0.741,0.741,0,0,0.381
1,0.843,0.843,0,0,0,0,0.785,0.696,0.696,0,0,0.0476
1,0.351,0.351,0,0,0,0,0.51,0.566,0.566,0,0,0
1,0.307,0.307,0,0,0,0,0.455,0.529,0.529,0,0,0
1,0.148,0.148,0,0,0,0,0.405,0.499,0.499,0,0,0
1,0.0857,0.0857,0,0,0,0,0.35,0.492,0.492,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.194,0.194,0,0,0,0,0.367,0.507,0.507,0,0,0.477
1,0.239,0.239,0,0,0,0,0.389,0.544,0.544,0,0,0.394
0.5,0.248,0.248,0,0,0,0,0.317,0.551,0.551,0,0,0
0.5,0.25,0.25,0,0,0,0,0.256,0.551,0.551,0,0,0
0.5,0.244,0.244,0,0,0,0,0.262,0.551,0.551,0,0,0.227
0.5,0.235,0.235,0.533,0,0,0,0.267,0.559,0.559,0,0,0.238
0.5,0.229,0.229,0,0,0,0,0.262,0.566,0.566,0,0,0.0476
0.5,0.227,0.227,0,0,0,0,0.284,0.566,0.566,0,0,0.523
0.5,0.229,0.229,0,0,0,0,0.3,0.559,0.559,0,0,0.0476
0.5,0.244,0.244,0,0,0,0,0.306,0.573,0.573,0,0,0.238
0.5,0.286,0.286,0,0,0,0,0.345,0.588,0.588,0,0,0.0476
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.874,0.874,0,0,0,0,0.697,0.785,0.785,0,0,0
1,0.947,0.947,0,0,0,0,0.741,0.741,0.741,0,0,0.333
1,0.843,0.843,0,0,0,0,0.785,0.696,0.696,0,0,0.426
1,0.652,0.652,0,0,0,0,0.763,0.667,0.667,0,0,0.232
1,0.307,0.307,0,0,0,0,0.455,0.529,0.529,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.115
1,0.194,0.194,0,0,0,0,0.367,0.507,0.507,0,0,0.261
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.248,0.248,0,0,0,0,0.317,0.551,0.551,0,0,0
0.5,0.25,0.25,0,0.883,0,0,0.256,0.551,0.551,0.602,0,0.19
0.5,0.244,0.244,0,0.7,0,0,0.262,0.551,0.551,0,0,0.437
0.5,0.235,0.235,0,0,0,0,0.267,0.559,0.559,0,0,0
0.5,0.229,0.229,0,0,0,0,0.262,0.566,0.566,0,0,0.0476
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0952
0.5,0.229,0.229,0,0,0,0,0.3,0.559,0.559,0,0,0
0.5,0.244,0.244,0.0833,0,0,0,0.306,0.573,0.573,0,0,0.19
1,0.524,0.524,0.183,0,0,0,0.431,0.711,0.711,0,0,0.0476
0.5,0.368,0.368,0,0.883,0,0,0.422,0.618,0.618,0.504,0,0
0.5,0.461,0.461,0,0.7,0,0,0.477,0.625,0.625,0,0,0.165
1,0.947,0.947,0,0,0,0,0.741,0.741,0.741,0,0,0.24
1,0.843,0.843,0,0,0,0,0.785,0.696,0.696,0,0,0.0476
1,0.351,0.351,0,0,0,0,0.51,0.566,0.566,0,0,0
1,0.307,0.307,0,0,0,0,0.455,0.529,0.529,0,0,0.216
1,0.148,0.148,0,0,0,0,0.405,0.499,0.499,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.25,0.25,0,0,0,0,0.256,0.551,0.551,0,0,0
0.5,0.244,0.244,0.0833,0,0,0,0.262,0.551,0.551,0,0,0
0.5,0.235,0.235,0.183,0,0,0,0.267,0.559,0.559,0,0,0
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.227,0.227,0,0,0.8,0.1,0.284,0.566,0.566,0,0.649,0.19
0.5,0.229,0.229,0,0,0.367,0.417,0.3,0.559,0.559,0,0.431,0.19
0.5,0.244,0.244,0,0,0,0,0.306,0.573,0.573,0,0.647,0
0.5,0.286,0.286,0.533,0,0,0,0.345,0.588,0.588,0,0.492,0.238
1,0.688,0.688,0,0,0,0,0.586,0.77,0.77,0,0.579,0.0952
1,0.874,0.874,0,0.133,0,0,0.697,0.785,0.785,0.117,0.393,0
1,0.947,0.947,0,1,0,0,0.741,0.741,0.741,0.58,0.67,0.0952
1,0.843,0.843,0,0.45,0,0,0.785,0.696,0.696,0,0.0518,0.0476
1,0.351,0.351,0,0,0,0,0.51,0.566,0.566,0,0,0.202
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0952
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.333
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0.0833,0.133,0,0,0.258,0.465,0.465,0.14,0,0
1,0.248,0.248,1,1,0,0,0.317,0.551,0.551,0.371,0,0
1,0.25,0.25,0.283,0.45,0,0,0.256,0.551,0.551,0,0,0
1,0.439,0.439,0,0,0,0,0.265,0.637,0.637,0,0,0
0.5,0.235,0.235,0,0,0,0,0.267,0.559,0.559,0,0,0
0,0.049,0.049,0.0833,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.227,0.227,0.183,0,0,0,0.284,0.566,0.566,0,0,0
0.5,0.229,0.229,0,0,0,0,0.3,0.559,0.559,0,0,0.143
0.5,0.244,0.244,0,0,0,0,0.306,0.573,0.573,0,0,0.321
1,0.286,0.286,0.267,0,0,0,0.345,0.588,0.588,0,0,0
1,0.688,0.688,0,0.383,0,0,0.586,0.77,0.77,0.233,0,0.19
1,0.874,0.874,0,1,0,0,0.697,0.785,0.785,0.266,0,0.0952
1,0.947,0.947,0,0.2,0,0,0.741,0.741,0.741,0,0,0.19
1,0.843,0.843,0,0,0,0,0.785,0.696,0.696,0,0,0.433
1,0.652,0.652,0,0,0,0,0.763,0.667,0.667,0,0,0.552
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.239
1,0.339,0.339,0,0,0,0,0.476,0.548,0.548,0,0,0.11
1,0.428,0.428,0,0,0,0,0.52,0.622,0.622,0,0,0
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.143
0,0.049,0.049,0,0,0.05,0.283,0.258,0.465,0.465,0,0,0
0.5,0.229,0.229,0,0,0.183,0.233,0.262,0.566,0.566,0,0.345,0
0.5,0.227,0.227,0,0,0,0,0.284,0.566,0.566,0,0.495,0
0.5,0.229,0.229,0,0,0,0,0.3,0.559,0.559,0,0.84,0
0.5,0.244,0.244,0,0,0,0,0.306,0.573,0.573,0,0.5,0
0.5,0.286,0.286,0.0833,0,0,0,0.345,0.588,0.588,0,0.361,0
1,0.688,0.688,0.183,0,0,0,0.586,0.77,0.77,0,0,0
1,0.874,0.874,0,0,0,0,0.697,0.785,0.785,0,0,0.0952
1,0.947,0.947,0,0,0,0,0.741,0.741,0.741,0,0,0.0952
1,0.843,0.843,0,0,0,0,0.785,0.696,0.696,0,0,0.286
1,0.652,0.652,0,0,0,0,0.763,0.667,0.667,0,0,0.143
1,0.307,0.307,0,0,0,0,0.455,0.529,0.529,0,0,0.19
1,0.148,0.148,0,0,0,0,0.405,0.499,0.499,0,0,0.0476
1,0.0857,0.0857,0,0,0,0,0.35,0.492,0.492,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.244,0.244,0,0,0,0,0.262,0.551,0.551,0,0,0
0.5,0.235,0.235,0,0,0,0,0.267,0.559,0.559,0,0,0
0.5,0.229,0.229,0,0,0,0,0.262,0.566,0.566,0,0,0
