occupants,lighting_interior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,plug_loads_tv,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures
1,0.465,0.465,0,0,0,0,0.513,0.568,0.568,0,0,0.333
1,0.546,0.546,0,0,0,0,0.656,0.596,0.596,0,0,0
1,0.148,0.148,0,0,0,0,0.407,0.501,0.501,0,0,0.333
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0.0833,0,0,0,0.258,0.465,0.465,0,0,0
1,0.339,0.339,0.15,0,0,0,0.478,0.551,0.551,0,0,0
0.5,0.239,0.239,0,0,0,0,0.39,0.546,0.546,0,0,0.299
0.5,0.248,0.248,0,0,0,0,0.318,0.553,0.553,0,0,0.275
0.5,0.25,0.25,0,0,0,0,0.257,0.553,0.553,0,0,0.198
0.5,0.244,0.244,0,0,0,0,0.262,0.553,0.553,0,0,0.398
0.5,0.235,0.235,0,0,0,0,0.268,0.561,0.561,0,0,0.312
0.5,0.229,0.229,0,0,0,0,0.262,0.568,0.568,0,0,0.38
0.5,0.227,0.227,0,0,0,0,0.285,0.568,0.568,0,0,0.238
0.5,0.227,0.227,0,0,0,0,0.301,0.561,0.561,0,0,0
0.5,0.229,0.229,0,0,0,0,0.307,0.575,0.575,0,0,0
0.5,0.24,0.24,0,0,0,0,0.346,0.59,0.59,0,0,0.0952
0.5,0.272,0.272,0,0,0,0,0.424,0.62,0.62,0,0,0.0952
1,0.629,0.629,0,0,0,0,0.701,0.79,0.79,0,0,0.286
1,0.806,0.806,0,0,0,0,0.745,0.745,0.745,0,0,0.0952
1,0.921,0.921,0,0.633,0,0,0.79,0.701,0.701,0.563,0,0.286
1,0.881,0.881,0,0.9,0,0,0.768,0.671,0.671,0.195,0,0
1,0.297,0.297,0,0,0,0,0.457,0.531,0.531,0,0,0.149
1,0.148,0.148,0,0,0,0,0.407,0.501,0.501,0,0,0.0865
1,0.0857,0.0857,0,0,0,0,0.351,0.494,0.494,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.319
1,0.194,0.194,0,0,0,0,0.368,0.508,0.508,0,0,0.244
1,0.428,0.428,0,0,0.233,0.533,0.523,0.626,0.626,0,0.0331,0.16
1,0.447,0.447,0,0,0,0.233,0.378,0.641,0.641,0,0.326,0
1,0.451,0.451,0,0,0,0,0.256,0.641,0.641,0,0.605,0
1,0.439,0.439,0,0,0,0,0.267,0.641,0.641,0,0.499,0.239
1,0.421,0.421,0,0,0,0,0.278,0.656,0.656,0,0.541,0
0.5,0.229,0.229,0,0,0,0,0.262,0.568,0.568,0,0.674,0.238
0.5,0.227,0.227,0,0,0,0,0.285,0.568,0.568,0,0.457,0.0952
0.5,0.227,0.227,0,0,0,0,0.301,0.561,0.561,0,0.451,0
1,0.41,0.41,0,0,0,0,0.356,0.686,0.686,0,0.351,0.0476
1,0.43,0.43,0,0,0,0,0.434,0.715,0.715,0,0.311,0
1,0.495,0.495,0.233,0,0,0,0.59,0.775,0.775,0,0.555,0.0476
1,0.629,0.629,0,0,0,0,0.701,0.79,0.79,0,0.42,0.428
1,0.806,0.806,0,0,0,0,0.745,0.745,0.745,0,0.507,0.525
1,0.921,0.921,0,0,0,0,0.79,0.701,0.701,0,0,0.256
1,0.881,0.881,0,0,0,0,0.768,0.671,0.671,0,0,0.276
1,0.297,0.297,0,0,0,0,0.457,0.531,0.531,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.127
1,0.194,0.194,0,0,0,0,0.368,0.508,0.508,0,0,0.0926
1,0.239,0.239,0,0,0,0,0.39,0.546,0.546,0,0,0.247
0.5,0.248,0.248,0,0,0,0,0.318,0.553,0.553,0,0,0.319
0.5,0.25,0.25,0,0,0,0,0.257,0.553,0.553,0,0,0
0.5,0.244,0.244,0,0,0,0,0.262,0.553,0.553,0,0,0.143
0.5,0.235,0.235,0,0,0,0,0.268,0.561,0.561,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.19
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.143
0.5,0.049,0.049,0.233,0,0,0,0.258,0.465,0.465,0,0,0.0952
0.5,0.229,0.229,0,0,0,0,0.307,0.575,0.575,0,0,0.143
1,0.43,0.43,0.483,0,0,0,0.434,0.715,0.715,0,0,0
1,0.495,0.495,0,0,0,0,0.59,0.775,0.775,0,0,0
1,0.629,0.629,0,0,0,0,0.701,0.79,0.79,0,0,0
1,0.806,0.806,0,0,0,0,0.745,0.745,0.745,0,0,0.238
1,0.921,0.921,0,0,0,0,0.79,0.701,0.701,0,0,0.0476
1,0.881,0.881,0,0,0,0,0.768,0.671,0.671,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.19
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.143
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0512,0.0512,0,0,0,0,0.312,0.471,0.471,0,0,0.287
1,0.0966,0.0966,0.0833,0,0,0,0.329,0.479,0.479,0,0,0.288
1,0.194,0.194,0.4,0,0,0,0.368,0.508,0.508,0,0,0.189
1,0.428,0.428,0,0,0,0,0.523,0.626,0.626,0,0,0.388
0.5,0.248,0.248,0,0,0,0,0.318,0.553,0.553,0,0,0.218
0.5,0.25,0.25,0,0,0,0,0.257,0.553,0.553,0,0,0.19
0.5,0.244,0.244,0,0,0,0,0.262,0.553,0.553,0,0,0.0476
0.5,0.235,0.235,0,0,0,0,0.268,0.561,0.561,0,0,0.0476
0.5,0.229,0.229,0,0,0,0,0.262,0.568,0.568,0,0,0
0.5,0.227,0.227,0,0,0,0,0.285,0.568,0.568,0,0,0
0.5,0.227,0.227,0,0,0,0,0.301,0.561,0.561,0,0,0.0476
0.5,0.229,0.229,0,0,0,0,0.307,0.575,0.575,0,0,0.0476
0.5,0.24,0.24,0,0,0,0,0.346,0.59,0.59,0,0,0
1,0.495,0.495,0,0.633,0,0,0.59,0.775,0.775,0.509,0,0.0476
0.5,0.339,0.339,0,0.9,0,0,0.479,0.628,0.628,0.553,0,0.323
1,0.806,0.806,0,0,0,0,0.745,0.745,0.745,0.779,0,0
1,0.921,0.921,0,0,0,0,0.79,0.701,0.701,0.644,0,0.333
1,0.881,0.881,0,0,0,0,0.768,0.671,0.671,0,0,0.431
1,0.297,0.297,0,0,0,0,0.457,0.531,0.531,0,0,0.562
1,0.148,0.148,0,0,0,0,0.407,0.501,0.501,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0.0833,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.229,0.229,0.4,0,0,0,0.262,0.568,0.568,0,0,0
0.5,0.227,0.227,0,0,0,0,0.285,0.568,0.568,0,0,0
0.5,0.227,0.227,0,0,0,0,0.301,0.561,0.561,0,0,0
0.5,0.229,0.229,0,0,0,0,0.307,0.575,0.575,0,0,0
0.5,0.24,0.24,0,0,0,0,0.346,0.59,0.59,0,0,0.0952
0.5,0.272,0.272,0.233,0,0,0,0.424,0.62,0.62,0,0,0.619
1,0.629,0.629,0,0,0,0,0.701,0.79,0.79,0,0,0.0952
1,0.806,0.806,0,0,0,0,0.745,0.745,0.745,0,0,0.428
0.5,0.485,0.485,0.0833,0,0,0,0.524,0.583,0.583,0,0,0.19
1,0.465,0.465,0.15,0,0,0,0.513,0.568,0.568,0,0,0.0476
1,0.297,0.297,0,0,0,0,0.457,0.531,0.531,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.187
1,0.447,0.447,0,0,0,0,0.378,0.641,0.641,0,0,0.201
1,0.451,0.451,0,0,0,0,0.256,0.641,0.641,0,0,0.106
0.5,0.244,0.244,0,0,0,0,0.262,0.553,0.553,0,0,0.32
0.5,0.235,0.235,0,0,0,0,0.268,0.561,0.561,0,0,0.376
1,0.408,0.408,0,0,0,0,0.267,0.671,0.671,0,0,0.0952
1,0.227,0.227,0,0,0,0,0.285,0.568,0.568,0,0,0.0476
1,0.227,0.227,0,0,0,0,0.301,0.561,0.561,0,0,0.0952
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.238
1,0.272,0.272,0,0,0,0,0.424,0.62,0.62,0,0,0
1,0.339,0.339,0,0,0,0,0.479,0.628,0.628,0,0,0.0476
1,0.428,0.428,0,0,0,0,0.502,0.605,0.605,0,0,0.124
1,0.921,0.921,0,0,0,0,0.79,0.701,0.701,0,0,0
1,0.881,0.881,0,0,0,0,0.768,0.671,0.671,0,0,0.0476
1,0.546,0.546,0,0,0,0,0.656,0.596,0.596,0,0,0
1,0.247,0.247,0,0,0,0,0.556,0.537,0.537,0,0,0.208
1,0.122,0.122,0,0,0,0,0.443,0.52,0.52,0,0,0
1,0.0612,0.0612,0,0,0,0,0.334,0.478,0.478,0,0,0.162
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.231,0.231,0,0,0,0,0.389,0.544,0.544,0,0,0.431
1,0.236,0.236,0,0,0,0,0.317,0.552,0.552,0,0,0.378
1,0.234,0.234,0,0,0,0,0.256,0.552,0.552,0,0,0.127
1,0.407,0.407,0.467,0,0,0,0.266,0.638,0.638,0,0,0.0942
0.5,0.22,0.22,0,0,0,0,0.267,0.559,0.559,0,0,0.0952
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0476
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0476
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.212,0.212,0,0,0,0,0.306,0.574,0.574,0,0,0
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.219,0.219,0,0,0,0,0.423,0.619,0.619,0,0,0.0476
0.5,0.24,0.24,0,0,0,0,0.478,0.626,0.626,0,0,0
0.5,0.289,0.289,0,0,0,0,0.5,0.604,0.604,0,0,0
0.5,0.366,0.366,0,0,0,0,0.522,0.582,0.582,0,0,0.0476
0.5,0.44,0.44,0,0,0,0,0.511,0.567,0.567,0,0,0.143
1,0.325,0.325,0,0,0,0,0.456,0.53,0.53,0,0,0.637
1,0.148,0.148,0,0,0,0,0.406,0.5,0.5,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.19
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0.517,0,0,0,0.258,0.465,0.465,0,0,0
1,0.188,0.188,0.183,0,0,0,0.367,0.507,0.507,0,0,0.198
1,0.413,0.413,0.467,0,0,0,0.521,0.623,0.623,0,0,0
0.5,0.236,0.236,0,0,0,0,0.317,0.552,0.552,0,0,0
0.5,0.234,0.234,0,0,0,0,0.256,0.552,0.552,0,0,0
0.5,0.228,0.228,0,0.0667,0,0,0.262,0.552,0.552,0.156,0,0.351
0.5,0.22,0.22,0,1,0,0,0.267,0.559,0.559,0.555,0,0.143
0.5,0.213,0.213,0,0.733,0,0,0.262,0.567,0.567,0.615,0,0.143
0.5,0.212,0.212,0,1,0,0,0.284,0.567,0.567,0.65,0,0.143
0.5,0.211,0.211,0,0.167,0,0,0.301,0.559,0.559,0.692,0,0.143
1,0.374,0.374,0,0,0,0,0.355,0.683,0.683,0.665,0,0.0476
1,0.377,0.377,0,0,0,0,0.432,0.713,0.713,0.8,0,0
1,0.39,0.39,0.233,0,0,0,0.587,0.772,0.772,0.14,0,0.238
1,0.431,0.431,0,0,0,0,0.698,0.787,0.787,0,0,0.0476
1,0.529,0.529,0,0,0,0,0.742,0.742,0.742,0,0,0.0952
1,0.684,0.684,0,0,0,0,0.787,0.698,0.698,0,0,0
1,0.83,0.83,0,0,0,0,0.765,0.668,0.668,0,0,0
1,0.325,0.325,0,0,0,0,0.456,0.53,0.53,0,0,0.593
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0952
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.208
1,0.188,0.188,0,0,0,0,0.367,0.507,0.507,0,0,0.133
1,0.413,0.413,0,0,0,0,0.521,0.623,0.623,0,0,0.312
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.31
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.143
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0952
0.5,0.213,0.213,0,0,0,0,0.262,0.567,0.567,0,0,0.0952
0.5,0.212,0.212,0,0,0,0,0.284,0.567,0.567,0,0,0
0.5,0.211,0.211,0,0,0,0,0.301,0.559,0.559,0,0,0.321
1,0.374,0.374,0,0,0,0,0.355,0.683,0.683,0,0,0.0221
0.5,0.213,0.213,0.767,0,0,0,0.345,0.589,0.589,0,0,0
0.5,0.219,0.219,0.883,0,0,0,0.423,0.619,0.619,0,0,0.523
0.5,0.24,0.24,0,0,0,0,0.478,0.626,0.626,0,0,0.0476
1,0.529,0.529,0,0,0,0,0.742,0.742,0.742,0,0,0.392
1,0.684,0.684,0,0,0,0,0.787,0.698,0.698,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.286
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.143
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.188,0.188,0,0,0,0,0.367,0.507,0.507,0,0,0.229
1,0.413,0.413,0,0,0,0,0.521,0.623,0.623,0,0,0.113
0.5,0.236,0.236,0,0,0,0,0.317,0.552,0.552,0,0,0
0.5,0.234,0.234,0,0,0,0,0.256,0.552,0.552,0,0,0
0.5,0.228,0.228,0,0,0,0,0.262,0.552,0.552,0,0,0.0952
0.5,0.22,0.22,0,0,0,0,0.267,0.559,0.559,0,0,0.0476
0.5,0.213,0.213,0,0,0,0,0.262,0.567,0.567,0,0,0.286
0.5,0.212,0.212,0,0,0,0,0.284,0.567,0.567,0,0,0.238
0.5,0.211,0.211,0,0,0,0,0.301,0.559,0.559,0,0,0.19
0.5,0.212,0.212,0,0,0,0,0.306,0.574,0.574,0,0,0.0476
1,0.377,0.377,0,0,0,0,0.432,0.713,0.713,0,0,0.452
1,0.39,0.39,0,0,0,0,0.587,0.772,0.772,0,0,0.464
1,0.431,0.431,0,0,0,0,0.698,0.787,0.787,0,0,0.175
1,0.529,0.529,0,0,0,0,0.742,0.742,0.742,0,0,0.0476
1,0.684,0.684,0,0,0,0,0.787,0.698,0.698,0,0,0
1,0.83,0.83,0,0,0,0,0.765,0.668,0.668,0,0,0.0952
1,0.602,0.602,0,0,0,0,0.654,0.594,0.594,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.266
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0952
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.094,0.094,0,0,0,0,0.328,0.478,0.478,0,0,0.461
1,0.188,0.188,0,0,0,0,0.367,0.507,0.507,0,0,0.106
1,0.413,0.413,0,0,0,0,0.521,0.623,0.623,0,0,0.411
1,0.423,0.423,0,0,0,0,0.377,0.638,0.638,0,0,0.614
1,0.419,0.419,0,0,0,0,0.255,0.638,0.638,0,0,0.211
1,0.407,0.407,0,0,0,0,0.266,0.638,0.638,0,0,0.159
0.5,0.22,0.22,0,0,0,0,0.267,0.559,0.559,0,0,0
0.5,0.213,0.213,0,0,0,0,0.262,0.567,0.567,0,0,0.0952
0.5,0.212,0.212,0,0,0,0,0.284,0.567,0.567,0,0,0
0.5,0.211,0.211,0,0,0,0,0.301,0.559,0.559,0,0,0.143
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0476
0.5,0.213,0.213,0,0,0,0,0.345,0.589,0.589,0,0,0
0.5,0.219,0.219,0,0,0,0,0.423,0.619,0.619,0,0,0.143
0.5,0.24,0.24,0,0,0,0,0.478,0.626,0.626,0,0,0
0.5,0.289,0.289,0.467,0,0,0,0.5,0.604,0.604,0,0,0.0476
1,0.684,0.684,0,0,0,0,0.787,0.698,0.698,0,0,0.19
1,0.83,0.83,0,0,0,0,0.765,0.668,0.668,0,0,0.238
1,0.325,0.325,0,0,0,0,0.456,0.53,0.53,0,0,0.333
1,0.148,0.148,0,0,0,0,0.406,0.5,0.5,0,0,0
1,0.0857,0.0857,0,0,0,0,0.35,0.492,0.492,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.234,0.234,0,0,0,0,0.256,0.552,0.552,0,0,0
0.5,0.228,0.228,0,0,0,0,0.262,0.552,0.552,0,0,0
0.5,0.22,0.22,0,0,0,0,0.267,0.559,0.559,0,0,0
0.5,0.213,0.213,0,0,0,0,0.262,0.567,0.567,0,0,0
0.5,0.212,0.212,0,0,0,0,0.284,0.567,0.567,0,0,0
0.5,0.211,0.211,0,0,0,0,0.301,0.559,0.559,0,0,0.333
0.5,0.212,0.212,0,0,0,0,0.306,0.574,0.574,0,0,0.0952
0.5,0.213,0.213,0.233,0,0,0,0.345,0.589,0.589,0,0,0.0476
1,0.39,0.39,0,0,0,0,0.587,0.772,0.772,0,0,0.19
1,0.431,0.431,0,0.317,0,0,0.698,0.787,0.787,0.257,0,0.143
1,0.529,0.529,0.233,1,0,0,0.742,0.742,0.742,0.219,0,0.742
1,0.684,0.684,0,0.167,0,0,0.787,0.698,0.698,0,0,0.399
1,0.83,0.83,0,0,0,0,0.765,0.668,0.668,0,0,0.112
1,0.602,0.602,0,0,0,0,0.654,0.594,0.594,0,0,0.143
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.328,0.463,0.463,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.236,0.236,0,0,0,0,0.317,0.552,0.552,0,0,0.0476
1,0.234,0.234,0,0,0,0,0.256,0.552,0.552,0,0,0
1,0.228,0.228,0,0,0,0,0.262,0.552,0.552,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.213,0.213,0,0.383,0,0,0.262,0.567,0.567,0.256,0,0
1,0.212,0.212,0,1,0,0,0.284,0.567,0.567,0.594,0,0.238
1,0.211,0.211,0,0.1,0,0,0.301,0.559,0.559,0,0,0.333
1,0.212,0.212,0,0,0,0,0.306,0.574,0.574,0,0,0.0952
0.5,0.213,0.213,0,0,0,0,0.345,0.589,0.589,0,0,0
1,0.39,0.39,0,0,0,0,0.587,0.772,0.772,0,0,0.143
1,0.431,0.431,0,0.883,0,0,0.698,0.787,0.787,0.655,0,0.143
1,0.529,0.529,0,0.6,0,0,0.742,0.742,0.742,0.548,0,0.0476
1,0.684,0.684,0,0,0,0,0.787,0.698,0.698,0,0,0.422
1,0.83,0.83,0,0,0,0,0.765,0.668,0.668,0,0,0
1,0.325,0.325,0,0,0,0,0.456,0.53,0.53,0,0,0.143
1,0.148,0.148,0,0,0,0,0.406,0.5,0.5,0,0,0.26
1,0.0857,0.0857,0,0,0,0,0.35,0.492,0.492,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.236,0.236,0,0,0,0,0.317,0.552,0.552,0,0,0.0639
1,0.419,0.419,0,0,0,0,0.255,0.638,0.638,0,0,0.15
1,0.407,0.407,0,0,0,0,0.266,0.638,0.638,0,0,0.335
0.5,0.22,0.22,0,0,0,0,0.267,0.559,0.559,0,0,0.135
0.5,0.213,0.213,0.233,0,0,0,0.262,0.567,0.567,0,0,0
1,0.374,0.374,0,0,0,0,0.31,0.668,0.668,0,0,0.385
0.5,0.211,0.211,0,0,0,0,0.301,0.559,0.559,0,0,0.0476
0.5,0.212,0.212,0,0,0,0,0.306,0.574,0.574,0,0,0.19
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.32
0.5,0.219,0.219,0.333,0,0,0,0.423,0.619,0.619,0,0,0.0476
1,0.431,0.431,0.367,0,0,0,0.698,0.787,0.787,0,0,0.143
1,0.529,0.529,0,0,0,0,0.742,0.742,0.742,0,0,0.0476
1,0.684,0.684,0,0,0,0,0.787,0.698,0.698,0,0,0.0476
1,0.83,0.83,0,0,0,0,0.765,0.668,0.668,0,0,0.0952
1,0.602,0.602,0,0,0,0,0.654,0.594,0.594,0,0,0.19
1,0.148,0.148,0,0,0,0,0.406,0.5,0.5,0,0,0.0952
1,0.0857,0.0857,0,0,0,0,0.35,0.492,0.492,0,0,0
1,0.0612,0.0612,0,0,0,0,0.334,0.478,0.478,0,0,0.456
1,0.049,0.049,0,0,0,0,0.334,0.47,0.47,0,0,0.167
1,0.049,0.049,0,0,0,0,0.328,0.463,0.463,0,0,0.227
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.231,0.231,0,0,0,0,0.389,0.544,0.544,0,0,0.0476
0.5,0.236,0.236,0,0,0,0,0.317,0.552,0.552,0,0,0
0.5,0.234,0.234,0,0,0,0,0.256,0.552,0.552,0,0,0
0.5,0.228,0.228,0.233,0,0,0,0.262,0.552,0.552,0,0,0
0.5,0.22,0.22,0,0,0,0,0.267,0.559,0.559,0,0,0.19
0.5,0.213,0.213,0,0,0,0,0.262,0.567,0.567,0,0,0.0476
0.5,0.212,0.212,0,0,0,0,0.284,0.567,0.567,0,0,0.0952
0.5,0.211,0.211,0,0,0,0,0.301,0.559,0.559,0,0,0
0.5,0.212,0.212,0,0,0,0,0.306,0.574,0.574,0,0,0
1,0.377,0.377,0,0,0,0,0.432,0.713,0.713,0,0,0.0476
1,0.39,0.39,0,0,0,0,0.587,0.772,0.772,0,0,0.412
1,0.431,0.431,0,0,0,0,0.698,0.787,0.787,0,0,0.248
1,0.529,0.529,0,0,0,0,0.742,0.742,0.742,0,0,0.78
1,0.684,0.684,0,0.817,0,0,0.787,0.698,0.698,0.599,0,0.257
1,0.83,0.83,0,0.667,0.733,0,0.765,0.668,0.668,0.68,0.454,0
