,Time,TimeDST,TimeUTC,Energy Use: Total,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Heating Heat Pump Backup Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Garage,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Freezer,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Ceiling Fan,End Use: Electricity: Plug Loads,End Use: Natural Gas: Heating Heat Pump Backup,End Use: Natural Gas: Hot Water,End Use: Natural Gas: Clothes Dryer,Emissions: CO2e: LRMER_MidCase_15: Total,Emissions: CO2e: LRMER_MidCase_15: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Net,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Heat Pump Backup Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Interior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Garage,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Exterior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Mech Vent,Emissions: CO2e: LRMER_MidCase_15: Electricity: Refrigerator,Emissions: CO2e: LRMER_MidCase_15: Electricity: Freezer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Dishwasher,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Washer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Dryer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Electricity: Ceiling Fan,Emissions: CO2e: LRMER_MidCase_15: Electricity: Plug Loads,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Heating Heat Pump Backup,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Hot Water,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Clothes Dryer,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Heating: Heat Pump Backup,Load: Cooling: Delivered,Load: Hot Water: Delivered,Load: Hot Water: Tank Losses,Unmet Hours: Heating,Unmet Hours: Cooling,Temperature: Attic - Vented,Temperature: Conditioned Space,Temperature: Garage,Temperature: Heating Setpoint,Temperature: Cooling Setpoint,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
218,2007-01-10T02:00:00,2007-01-10T02:00:00,2007-01-10T08:00:00Z,31.16,0.511,29.417,0.05,0.0,0.082,0.0,0.0,0.055,0.002,0.033,0.0,0.039,0.029,0.0,0.0,0.0,0.0,0.004,0.217,29.417,0.0,0.0,4.58643,4.58643,0.25332,0.25332,4.33311,0.02479,0.0,0.04074,0.0,0.0,0.02734,0.00116,0.01629,0.0,0.01918,0.01416,0.0,0.0,0.0,0.0,0.00214,0.10751,4.33311,0.0,0.0,0.0,0.0,0.0,0.0,23.8,23.814,0.0,0.0,0.462,0.0,0.0,-12.166,67.996,3.378,68.0,72.0,105.364,0.0,0.0,-14.8,-15.233,74.0,8.5,0.0,0.0
219,2007-01-10T03:00:00,2007-01-10T03:00:00,2007-01-10T09:00:00Z,31.923,0.509,30.186,0.05,0.0,0.082,0.0,0.0,0.055,0.002,0.033,0.0,0.038,0.028,0.0,0.0,0.0,0.0,0.004,0.217,30.186,0.0,0.0,4.6949,4.6949,0.24854,0.24854,4.44637,0.02441,0.0,0.04011,0.0,0.0,0.02692,0.00114,0.01604,0.0,0.0184,0.01359,0.0,0.0,0.0,0.0,0.0021,0.10583,4.44637,0.0,0.0,0.0,0.0,0.0,0.0,24.428,24.429,0.0,0.0,0.45,0.0,0.0,-12.702,68.0,2.734,68.0,72.0,108.03,0.0,0.0,-14.8,-15.25,73.0,10.514,0.0,0.0
220,2007-01-10T04:00:00,2007-01-10T04:00:00,2007-01-10T10:00:00Z,33.725,0.507,31.993,0.05,0.0,0.082,0.0,0.0,0.055,0.002,0.033,0.0,0.037,0.027,0.0,0.0,0.0,0.0,0.004,0.217,30.522,1.472,0.0,4.96177,4.96177,0.24915,0.24915,4.71262,0.02455,0.0,0.04035,0.0,0.0,0.02708,0.00115,0.01613,0.0,0.01802,0.01331,0.0,0.0,0.0,0.0,0.00212,0.10646,4.49587,0.21676,0.0,0.0,0.0,0.0,0.0,24.698,24.698,0.0,0.0,0.453,0.0,0.0,-13.004,68.0,2.244,68.0,72.0,109.099,0.0,0.0,-14.8,-15.266,72.0,11.185,0.0,0.0
221,2007-01-10T05:00:00,2007-01-10T05:00:00,2007-01-10T11:00:00Z,32.166,0.506,30.441,0.05,0.0,0.082,0.0,0.0,0.055,0.002,0.033,0.0,0.036,0.026,0.0,0.0,0.0,0.0,0.004,0.217,30.441,0.0,0.0,4.72707,4.72707,0.24317,0.24317,4.4839,0.02404,0.0,0.03951,0.0,0.0,0.02652,0.00112,0.0158,0.0,0.01717,0.01268,0.0,0.0,0.0,0.0,0.00207,0.10426,4.4839,0.0,0.0,0.0,0.0,0.0,0.0,24.633,24.633,0.0,0.0,0.456,0.0,0.0,-14.042,68.0,1.833,68.0,72.0,104.652,0.0,0.0,-16.6,-16.919,79.0,6.04,0.0,0.0
222,2007-01-10T06:00:00,2007-01-10T06:00:00,2007-01-10T12:00:00Z,32.099,0.499,30.395,0.05,0.0,0.082,0.0,0.0,0.055,0.002,0.026,0.0,0.036,0.026,0.0,0.0,0.0,0.0,0.004,0.217,30.378,0.016,0.0,4.70689,4.70689,0.22974,0.22974,4.47715,0.02301,0.0,0.03781,0.0,0.0,0.02537,0.00108,0.01216,0.0,0.01643,0.01213,0.0,0.0,0.0,0.0,0.00198,0.09976,4.47473,0.00243,0.0,0.0,0.0,0.0,0.0,24.583,24.583,0.0,0.0,0.444,0.0,0.0,-14.963,68.0,1.373,68.0,72.0,103.289,0.0,0.0,-16.6,-16.933,78.0,2.461,0.0,0.0
223,2007-01-10T07:00:00,2007-01-10T07:00:00,2007-01-10T13:00:00Z,35.881,0.501,34.171,0.05,0.0,0.082,0.0,0.0,0.055,0.002,0.025,0.0,0.038,0.028,0.0,0.0,0.0,0.0,0.004,0.217,31.133,3.038,0.0,5.26413,5.26413,0.23078,0.23078,5.03336,0.02302,0.0,0.03783,0.0,0.0,0.02539,0.00108,0.01151,0.0,0.01735,0.01281,0.0,0.0,0.0,0.0,0.00198,0.09981,4.58588,0.44747,0.0,0.0,0.0,1.337,0.513,25.187,25.187,0.0,1.299,0.455,0.0,0.0,-15.403,68.0,0.889,68.0,72.0,105.124,0.0,0.0,-16.6,-16.949,77.0,6.711,0.0,0.0
224,2007-01-10T08:00:00,2007-01-10T08:00:00,2007-01-10T14:00:00Z,32.551,0.504,30.831,0.05,0.0,0.082,0.0,0.0,0.055,0.002,0.024,0.0,0.04,0.029,0.0,0.0,0.0,0.0,0.004,0.217,30.831,0.0,0.0,4.76216,4.76216,0.22081,0.22081,4.54134,0.0219,0.0,0.036,0.0,0.0,0.02416,0.00102,0.01064,0.0,0.01738,0.01283,0.0,0.0,0.0,0.0,0.00189,0.09498,4.54134,0.0,0.0,0.0,0.0,0.0,0.0,24.945,24.945,0.0,0.0,0.449,0.0,0.0,-14.915,68.0,0.595,68.0,72.0,103.551,0.0,0.0,-14.8,-15.199,76.0,6.487,0.0,0.0
225,2007-01-10T09:00:00,2007-01-10T09:00:00,2007-01-10T15:00:00Z,34.025,0.505,32.301,0.05,0.0,0.082,0.0,0.0,0.055,0.002,0.024,0.0,0.041,0.03,0.0,0.0,0.0,0.0,0.004,0.217,30.83,1.472,0.0,4.91497,4.91497,0.157,0.157,4.75797,0.01554,0.0,0.02554,0.0,0.0,0.01714,0.00073,0.00733,0.0,0.01264,0.00934,0.0,0.0,0.0,0.0,0.00134,0.0674,4.5412,0.21677,0.0,0.0,0.0,0.0,0.0,24.944,24.944,0.0,0.0,0.455,0.0,0.0,-13.139,68.0,0.614,68.0,72.0,104.082,0.0,0.0,-14.8,-15.449,61.0,7.158,14.265,45.965
226,2007-01-10T10:00:00,2007-01-10T10:00:00,2007-01-10T16:00:00Z,32.029,0.837,29.173,0.05,0.0,0.082,0.0,0.0,0.3,0.013,0.02,0.0,0.041,0.03,0.0,0.0,0.0,0.0,0.005,0.296,29.173,0.0,0.0,4.52859,4.52859,0.23136,0.23136,4.29724,0.01382,0.0,0.02272,0.0,0.0,0.08302,0.00352,0.00553,0.0,0.01124,0.0083,0.0,0.0,0.0,0.0,0.00134,0.08186,4.29724,0.0,0.0,0.0,0.0,0.0,0.0,23.619,23.619,0.0,0.0,0.455,0.0,0.0,-9.559,68.0,1.452,68.0,72.0,104.525,0.0,0.0,-13.0,-13.602,67.0,8.948,35.821,142.015
227,2007-01-10T11:00:00,2007-01-10T11:00:00,2007-01-10T17:00:00Z,44.532,1.067,40.891,0.05,0.0,0.082,0.0,0.0,0.294,0.012,0.016,0.0,0.04,0.029,0.0,0.082,0.161,0.0,0.005,0.296,32.084,1.503,7.305,6.30461,6.30461,0.2813,0.2813,6.02332,0.01318,0.0,0.02167,0.0,0.0,0.07741,0.00328,0.00414,0.0,0.01046,0.00773,0.0,0.02154,0.04249,0.0,0.00131,0.07807,4.72594,0.22133,1.07605,1.054,0.0,0.0,0.0,26.011,25.947,0.0,0.739,0.453,0.0,0.0,-6.221,67.844,2.843,68.0,72.0,58.192,86.272,0.0,-13.0,-13.601,67.0,9.843,37.089,135.041
228,2007-01-10T12:00:00,2007-01-10T12:00:00,2007-01-10T18:00:00Z,40.811,0.898,37.748,0.05,0.0,0.082,0.0,0.0,0.282,0.012,0.011,0.0,0.04,0.029,0.0,0.0,0.086,0.0,0.005,0.301,29.26,4.609,3.879,5.79083,5.79083,0.23056,0.23056,5.56027,0.01284,0.0,0.02111,0.0,0.0,0.07254,0.00308,0.00275,0.0,0.01019,0.00753,0.0,0.0,0.02198,0.0,0.0013,0.07725,4.31,0.67893,0.57134,3.505,0.0,0.0,0.0,23.632,23.688,0.0,2.452,0.453,0.0,0.0,-3.479,67.984,4.321,68.0,72.0,74.988,45.807,0.0,-11.2,-11.738,73.0,11.632,28.53,219.363
229,2007-01-10T13:00:00,2007-01-10T13:00:00,2007-01-10T19:00:00Z,33.315,0.944,30.092,0.05,0.0,0.082,0.0,0.0,0.276,0.012,0.009,0.0,0.042,0.031,0.0,0.0,0.0,0.134,0.005,0.305,26.75,3.343,0.0,4.6658,4.6658,0.23319,0.23319,4.43261,0.01235,0.0,0.02029,0.0,0.0,0.06808,0.00289,0.00212,0.0,0.01029,0.0076,0.0,0.0,0.0,0.03306,0.00123,0.0753,3.94025,0.49236,0.0,3.472,0.0,0.53,0.203,21.674,21.68,0.0,2.949,0.454,0.0,0.0,-1.187,67.998,5.813,68.0,72.0,103.398,0.0,0.0,-11.2,-11.758,72.0,9.171,33.285,201.611
230,2007-01-10T14:00:00,2007-01-10T14:00:00,2007-01-10T20:00:00Z,37.752,2.222,30.171,0.05,0.0,0.082,0.0,0.0,0.491,0.021,0.008,0.0,0.042,0.031,0.0,0.0,0.0,1.098,0.007,0.393,23.356,6.815,0.0,4.98149,4.98149,0.53733,0.53733,4.44416,0.01209,0.0,0.01987,0.0,0.0,0.11879,0.00504,0.0019,0.0,0.01007,0.00744,0.0,0.0,0.0,0.26546,0.00158,0.09507,3.44034,1.00382,0.0,1.769,0.0,3.714,1.426,18.965,18.965,0.0,4.842,0.453,0.0,0.0,0.909,68.0,7.153,68.0,72.0,100.238,0.0,0.0,-9.4,-10.184,64.0,7.606,29.481,195.588
231,2007-01-10T15:00:00,2007-01-10T15:00:00,2007-01-10T21:00:00Z,34.809,1.124,30.974,0.05,0.0,0.082,0.0,0.0,0.499,0.021,0.008,0.0,0.042,0.031,0.0,0.0,0.0,0.0,0.007,0.384,24.172,6.801,0.0,4.84121,4.84121,0.2788,0.2788,4.56241,0.0124,0.0,0.02038,0.0,0.0,0.12376,0.00525,0.00195,0.0,0.01033,0.00763,0.0,0.0,0.0,0.0,0.00179,0.0953,3.56058,1.00183,0.0,3.894,0.0,2.116,0.813,19.618,19.618,0.0,4.781,0.453,0.0,0.0,0.968,68.0,8.167,68.0,72.0,98.946,0.0,0.0,-9.4,-10.184,64.0,6.04,28.847,155.012
232,2007-01-10T16:00:00,2007-01-10T16:00:00,2007-01-10T22:00:00Z,32.739,0.841,29.869,0.05,0.0,0.082,0.0,0.0,0.301,0.013,0.009,0.0,0.041,0.03,0.0,0.0,0.0,0.0,0.006,0.31,24.997,4.872,0.0,4.64286,4.64286,0.24312,0.24312,4.39974,0.01445,0.0,0.02375,0.0,0.0,0.08712,0.00369,0.00248,0.0,0.01175,0.00868,0.0,0.0,0.0,0.0,0.00171,0.08949,3.68203,0.7177,0.0,2.568,0.0,1.587,0.61,20.278,20.278,0.0,3.338,0.453,0.0,0.0,0.55,68.0,8.592,68.0,72.0,100.602,0.0,0.0,-7.6,-8.526,61.0,9.171,18.386,154.061
233,2007-01-10T17:00:00,2007-01-10T17:00:00,2007-01-10T23:00:00Z,29.965,0.5,28.259,0.05,0.0,0.082,0.0,0.0,0.055,0.002,0.014,0.0,0.044,0.032,0.0,0.0,0.0,0.0,0.004,0.217,26.765,1.493,0.0,4.3782,4.3782,0.21572,0.21572,4.16248,0.02156,0.0,0.03544,0.0,0.0,0.02378,0.00101,0.00585,0.0,0.01882,0.0139,0.0,0.0,0.0,0.0,0.00186,0.0935,3.94255,0.21994,0.0,0.0,0.0,0.53,0.203,21.693,21.693,0.0,0.514,0.454,0.0,0.0,-2.682,68.0,8.119,68.0,72.0,101.454,0.0,0.0,-9.4,-10.096,68.0,8.724,3.487,69.74
234,2007-01-10T18:00:00,2007-01-10T18:00:00,2007-01-11T00:00:00Z,37.67,1.203,33.565,0.05,0.0,0.082,0.0,0.0,0.474,0.02,0.026,0.03,0.048,0.035,0.0,0.093,0.0,0.0,0.008,0.336,32.084,1.481,0.0,5.47991,5.47991,0.53576,0.53576,4.94415,0.02227,0.0,0.0366,0.0,0.0,0.21129,0.00896,0.01177,0.01336,0.0212,0.01566,0.0,0.04144,0.0,0.0,0.00371,0.14951,4.72594,0.21821,0.0,0.344,0.0,0.0,0.0,25.972,25.947,0.0,0.241,0.452,0.0,0.0,-5.301,67.94,6.953,68.0,72.0,53.527,99.99,0.0,-9.4,-10.249,61.0,10.961,0.0,0.0
235,2007-01-10T19:00:00,2007-01-10T19:00:00,2007-01-11T01:00:00Z,41.139,2.14,33.836,0.05,0.0,0.082,0.0,0.0,1.093,0.046,0.035,0.0,0.05,0.037,0.0,0.169,0.101,0.0,0.015,0.463,26.15,3.122,4.564,5.9631,5.9631,0.97908,0.97908,4.98402,0.02287,0.0,0.03759,0.0,0.0,0.49996,0.0212,0.01601,0.0,0.02269,0.01675,0.0,0.07739,0.04606,0.0,0.00674,0.21182,3.85184,0.4599,0.67228,2.929,0.0,0.0,0.0,21.178,21.2,0.0,2.052,0.454,0.0,0.0,-6.796,67.994,5.822,68.0,72.0,64.61,53.9,0.0,-9.4,-10.249,61.0,6.935,0.0,0.0
236,2007-01-10T20:00:00,2007-01-10T20:00:00,2007-01-11T02:00:00Z,56.419,2.187,48.955,0.05,0.0,0.082,0.0,0.0,1.102,0.047,0.046,0.0,0.048,0.035,0.0,0.022,0.302,0.0,0.016,0.437,32.084,3.165,13.706,8.14611,8.14611,0.93505,0.93505,7.21106,0.02137,0.0,0.03513,0.0,0.0,0.47101,0.01997,0.01985,0.0,0.02035,0.01503,0.0,0.00962,0.12925,0.0,0.00669,0.18677,4.72594,0.46627,2.01885,2.845,0.0,0.53,0.204,26.173,25.947,0.0,2.507,0.453,1.0,0.0,-7.85,67.441,4.961,68.0,72.0,37.956,161.861,0.0,-9.4,-10.118,67.0,6.935,0.0,0.0
237,2007-01-10T21:00:00,2007-01-10T21:00:00,2007-01-11T03:00:00Z,53.12,1.908,46.61,0.05,0.0,0.082,0.0,0.0,0.912,0.039,0.065,0.0,0.047,0.034,0.0,0.0,0.252,0.0,0.017,0.41,32.084,3.11,11.417,7.67617,7.67617,0.81047,0.81047,6.8657,0.02124,0.0,0.03491,0.0,0.0,0.38747,0.01643,0.02762,0.0,0.0198,0.01463,0.0,0.0,0.107,0.0,0.00705,0.17433,4.72594,0.45806,1.6817,2.712,0.0,0.0,0.0,25.799,25.947,0.0,1.901,0.458,0.0,0.0,-8.588,67.806,4.301,68.0,72.0,41.479,134.83,0.0,-9.4,-10.25,61.0,5.816,0.0,0.0
238,2007-01-10T22:00:00,2007-01-10T22:00:00,2007-01-11T04:00:00Z,35.153,1.413,30.333,0.05,0.0,0.082,0.0,0.0,0.688,0.029,0.075,0.0,0.046,0.034,0.0,0.0,0.0,0.0,0.016,0.393,25.532,4.801,0.0,5.11576,5.11576,0.64774,0.64774,4.46802,0.02293,0.0,0.03768,0.0,0.0,0.31534,0.01337,0.0344,0.0,0.02092,0.01545,0.0,0.0,0.0,0.0,0.0074,0.18026,3.7608,0.70722,0.0,3.35,0.0,0.53,0.204,20.635,20.706,0.0,2.862,0.455,0.0,0.0,-9.718,67.979,3.706,68.0,72.0,100.907,0.0,0.0,-11.2,-11.998,60.0,6.935,0.0,0.0
239,2007-01-10T23:00:00,2007-01-10T23:00:00,2007-01-11T05:00:00Z,36.21,0.904,33.127,0.05,0.0,0.082,0.0,0.0,0.325,0.014,0.065,0.0,0.044,0.032,0.0,0.0,0.0,0.0,0.009,0.283,26.295,6.832,0.0,5.28642,5.28642,0.40686,0.40686,4.87956,0.02251,0.0,0.03699,0.0,0.0,0.14625,0.0062,0.02927,0.0,0.01965,0.01451,0.0,0.0,0.0,0.0,0.00407,0.12742,3.87325,1.00631,0.0,1.891,0.0,3.714,1.426,21.309,21.316,0.0,4.927,0.453,0.0,0.0,-9.737,67.998,3.267,68.0,72.0,98.165,0.0,0.0,-9.4,-10.25,61.0,4.698,0.0,0.0
240,2007-01-11T00:00:00,2007-01-11T00:00:00,2007-01-11T06:00:00Z,36.897,0.725,34.423,0.05,0.0,0.082,0.0,0.0,0.166,0.007,0.045,0.03,0.041,0.03,0.0,0.0,0.0,0.0,0.008,0.266,32.084,2.339,0.0,5.42519,5.42519,0.3547,0.3547,5.07049,0.02446,0.0,0.0402,0.0,0.0,0.08137,0.00345,0.02202,0.01468,0.01989,0.01469,0.0,0.0,0.0,0.0,0.00391,0.13003,4.72594,0.34456,0.0,2.002,0.0,0.0,0.0,25.979,25.947,0.0,1.399,0.451,0.0,0.0,-9.278,67.921,3.011,68.0,72.0,47.989,99.99,0.0,-8.32,-9.124,65.0,4.698,0.0,0.0
241,2007-01-11T01:00:00,2007-01-11T01:00:00,2007-01-11T07:00:00Z,29.391,0.513,27.642,0.05,0.0,0.082,0.0,0.0,0.055,0.002,0.033,0.0,0.04,0.029,0.0,0.0,0.0,0.0,0.004,0.217,26.947,0.695,0.0,4.32531,4.32531,0.25361,0.25361,4.0717,0.02474,0.0,0.04065,0.0,0.0,0.02728,0.00116,0.01626,0.0,0.01963,0.01449,0.0,0.0,0.0,0.0,0.00213,0.10727,3.9693,0.1024,0.0,0.0,0.0,0.0,0.0,21.809,21.838,0.0,0.0,0.462,0.0,0.0,-8.612,67.992,2.952,68.0,72.0,96.652,0.0,0.0,-7.6,-8.386,67.0,4.698,0.0,0.0
242,2007-01-11T02:00:00,2007-01-11T02:00:00,2007-01-11T08:00:00Z,28.885,0.511,27.142,0.05,0.0,0.082,0.0,0.0,0.055,0.002,0.033,0.0,0.039,0.029,0.0,0.0,0.0,0.0,0.004,0.217,27.142,0.0,0.0,4.25131,4.25131,0.25332,0.25332,3.99799,0.02479,0.0,0.04074,0.0,0.0,0.02734,0.00116,0.01629,0.0,0.01918,0.01416,0.0,0.0,0.0,0.0,0.00214,0.10751,3.99799,0.0,0.0,0.0,0.0,0.0,0.0,21.991,21.994,0.0,0.0,0.45,0.0,0.0,-8.184,67.999,2.995,68.0,72.0,96.71,0.0,0.0,-7.6,-8.386,67.0,4.698,0.0,0.0
243,2007-01-11T03:00:00,2007-01-11T03:00:00,2007-01-11T09:00:00Z,30.612,0.509,28.874,0.05,0.0,0.082,0.0,0.0,0.055,0.002,0.033,0.0,0.038,0.028,0.0,0.0,0.0,0.0,0.004,0.217,27.403,1.472,0.0,4.5017,4.5017,0.24854,0.24854,4.25316,0.02441,0.0,0.04011,0.0,0.0,0.02692,0.00114,0.01604,0.0,0.0184,0.01359,0.0,0.0,0.0,0.0,0.0021,0.10583,4.0364,0.21676,0.0,0.0,0.0,0.0,0.0,22.202,22.202,0.0,0.0,0.453,0.0,0.0,-7.807,68.0,3.049,68.0,72.0,97.341,0.0,0.0,-7.6,-8.029,82.0,5.816,0.0,0.0
244,2007-01-11T04:00:00,2007-01-11T04:00:00,2007-01-11T10:00:00Z,29.21,0.507,27.478,0.05,0.0,0.082,0.0,0.0,0.055,0.002,0.033,0.0,0.037,0.027,0.0,0.0,0.0,0.0,0.004,0.217,27.478,0.0,0.0,4.29669,4.29669,0.24915,0.24915,4.04754,0.02455,0.0,0.04035,0.0,0.0,0.02708,0.00115,0.01613,0.0,0.01802,0.01331,0.0,0.0,0.0,0.0,0.00212,0.10646,4.04754,0.0,0.0,0.0,0.0,0.0,0.0,22.263,22.263,0.0,0.0,0.456,0.0,0.0,-7.522,68.0,3.097,68.0,72.0,97.341,0.0,0.0,-7.6,-8.029,82.0,5.816,0.0,0.0
245,2007-01-11T05:00:00,2007-01-11T05:00:00,2007-01-11T11:00:00Z,28.758,0.506,27.032,0.05,0.0,0.082,0.0,0.0,0.055,0.002,0.033,0.0,0.036,0.026,0.0,0.0,0.0,0.0,0.004,0.217,27.032,0.0,0.0,4.225,4.225,0.24317,0.24317,3.98182,0.02404,0.0,0.03951,0.0,0.0,0.02652,0.00112,0.0158,0.0,0.01717,0.01268,0.0,0.0,0.0,0.0,0.00207,0.10426,3.98182,0.0,0.0,0.0,0.0,0.0,0.0,21.906,21.906,0.0,0.0,0.445,0.0,0.0,-6.745,68.0,3.2,68.0,72.0,95.874,0.0,0.0,-5.8,-6.268,82.0,5.816,0.0,0.0
246,2007-01-11T06:00:00,2007-01-11T06:00:00,2007-01-11T12:00:00Z,30.248,0.499,28.545,0.05,0.0,0.082,0.0,0.0,0.055,0.002,0.026,0.0,0.036,0.026,0.0,0.0,0.0,0.0,0.004,0.217,27.073,1.472,0.0,4.43436,4.43436,0.22974,0.22974,4.20463,0.02301,0.0,0.03781,0.0,0.0,0.02537,0.00108,0.01216,0.0,0.01643,0.01213,0.0,0.0,0.0,0.0,0.00198,0.09976,3.98784,0.21679,0.0,0.0,0.0,0.0,0.0,21.939,21.939,0.0,0.0,0.461,0.0,0.0,-6.31,68.0,3.342,68.0,72.0,95.874,0.0,0.0,-5.8,-6.268,82.0,5.816,0.0,0.0
247,2007-01-11T07:00:00,2007-01-11T07:00:00,2007-01-11T13:00:00Z,29.239,0.501,27.529,0.05,0.0,0.082,0.0,0.0,0.055,0.002,0.025,0.0,0.038,0.028,0.0,0.0,0.0,0.0,0.004,0.217,27.529,0.0,0.0,4.28573,4.28573,0.23078,0.23078,4.05495,0.02302,0.0,0.03783,0.0,0.0,0.02539,0.00108,0.01151,0.0,0.01735,0.01281,0.0,0.0,0.0,0.0,0.00198,0.09981,4.05495,0.0,0.0,0.0,0.0,0.0,0.0,22.303,22.303,0.0,0.0,0.45,0.0,0.0,-5.942,68.0,3.475,68.0,72.0,97.828,0.0,0.0,-5.8,-6.269,82.0,8.053,0.0,0.0
248,2007-01-11T08:00:00,2007-01-11T08:00:00,2007-01-11T14:00:00Z,30.252,0.504,28.532,0.05,0.0,0.082,0.0,0.0,0.055,0.002,0.024,0.0,0.04,0.029,0.0,0.0,0.0,0.0,0.004,0.217,27.061,1.472,0.0,4.42362,4.42362,0.22081,0.22081,4.20281,0.0219,0.0,0.036,0.0,0.0,0.02416,0.00102,0.01064,0.0,0.01738,0.01283,0.0,0.0,0.0,0.0,0.00189,0.09498,3.98606,0.21675,0.0,0.0,0.0,0.0,0.0,21.929,21.929,0.0,0.0,0.452,0.0,0.0,-4.965,68.0,3.669,68.0,72.0,96.379,0.0,0.0,-4.0,-4.51,82.0,8.053,0.0,0.0
249,2007-01-11T09:00:00,2007-01-11T09:00:00,2007-01-11T15:00:00Z,28.722,0.835,25.873,0.05,0.0,0.082,0.0,0.0,0.294,0.012,0.024,0.0,0.041,0.03,0.0,0.0,0.0,0.0,0.006,0.296,25.873,0.0,0.0,4.07063,4.07063,0.25948,0.25948,3.81116,0.01554,0.0,0.02554,0.0,0.0,0.09127,0.00387,0.00733,0.0,0.01264,0.00934,0.0,0.0,0.0,0.0,0.00191,0.09204,3.81116,0.0,0.0,0.0,0.0,0.0,0.0,20.979,20.979,0.0,0.0,0.456,0.0,0.0,-2.438,68.0,4.173,68.0,72.0,96.314,0.0,0.0,-2.2,-2.97,75.0,9.171,12.997,56.426
250,2007-01-11T10:00:00,2007-01-11T10:00:00,2007-01-11T16:00:00Z,27.636,0.502,25.925,0.05,0.0,0.082,0.0,0.0,0.055,0.002,0.02,0.0,0.041,0.03,0.0,0.0,0.0,0.0,0.004,0.217,25.925,0.0,0.0,3.95735,3.95735,0.13865,0.13865,3.8187,0.01382,0.0,0.02272,0.0,0.0,0.01525,0.00065,0.00553,0.0,0.01124,0.0083,0.0,0.0,0.0,0.0,0.00119,0.05994,3.8187,0.0,0.0,0.0,0.0,0.0,0.0,21.02,21.02,0.0,0.0,0.445,0.0,0.0,0.379,68.0,5.169,68.0,72.0,93.787,0.0,0.0,-2.2,-2.971,75.0,6.935,29.164,51.354
251,2007-01-11T11:00:00,2007-01-11T11:00:00,2007-01-11T17:00:00Z,28.695,0.495,27.004,0.05,0.0,0.082,0.0,0.0,0.055,0.002,0.016,0.0,0.04,0.029,0.0,0.0,0.0,0.0,0.004,0.217,25.532,1.472,0.0,4.10836,4.10836,0.13065,0.13065,3.97772,0.01318,0.0,0.02167,0.0,0.0,0.01454,0.00062,0.00414,0.0,0.01046,0.00773,0.0,0.0,0.0,0.0,0.00114,0.05717,3.76093,0.21679,0.0,0.0,0.0,0.0,0.0,20.706,20.706,0.0,0.0,0.461,0.0,0.0,3.11,68.0,6.364,68.0,72.0,93.448,0.0,0.0,-0.4,-1.237,75.0,8.053,43.746,7.925
252,2007-01-11T12:00:00,2007-01-11T12:00:00,2007-01-11T18:00:00Z,26.582,0.49,24.908,0.05,0.0,0.082,0.0,0.0,0.055,0.002,0.011,0.0,0.04,0.029,0.0,0.0,0.0,0.0,0.004,0.217,24.908,0.0,0.0,3.79499,3.79499,0.12598,0.12598,3.66901,0.01284,0.0,0.02111,0.0,0.0,0.01416,0.0006,0.00275,0.0,0.01019,0.00753,0.0,0.0,0.0,0.0,0.00111,0.05569,3.66901,0.0,0.0,0.0,0.0,0.0,0.0,20.207,20.207,0.0,0.0,0.451,0.0,0.0,5.273,68.0,7.487,68.0,72.0,91.964,0.0,0.0,1.4,0.494,75.0,8.053,48.184,3.804
