Time,TimeDST,TimeUTC,Energy Use: Total,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Ceiling Fan,End Use: Electricity: Plug Loads,End Use: Natural Gas: Heating,End Use: Natural Gas: Hot Water,Emissions: CO2e: LRMER_MidCase_15: Total,Emissions: CO2e: LRMER_MidCase_15: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Net,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Interior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Exterior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Mech Vent,Emissions: CO2e: LRMER_MidCase_15: Electricity: Refrigerator,Emissions: CO2e: LRMER_MidCase_15: Electricity: Dishwasher,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Washer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Dryer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Electricity: Ceiling Fan,Emissions: CO2e: LRMER_MidCase_15: Electricity: Plug Loads,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Heating,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Hot Water,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Cooling: Delivered,Load: Hot Water: Delivered,Load: Hot Water: Tank Losses,Unmet Hours: Heating,Unmet Hours: Cooling,Temperature: Attic - Vented,Temperature: Conditioned Space,Temperature: Heating Setpoint,Temperature: Cooling Setpoint,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
2007-01-01T01:00:00,2007-01-01T01:00:00,2007-01-01T07:00:00Z,33.826,0.609,31.748,0.237,0.05,0.0,0.045,0.029,0.0,0.035,0.0,0.0,0.0,0.0,0.004,0.209,31.748,0.0,4.97783,4.97783,0.30138,0.30138,4.67645,0.1173,0.02474,0.0,0.02231,0.01431,0.0,0.01736,0.0,0.0,0.0,0.0,0.00213,0.10323,4.67645,0.0,0.0,0.0,0.462,0.182,26.207,0.0,0.446,0.424,0.0,0.0,0.202,72.0,72.0,75.0,247.904,0.0,0.0,-4.0,-4.897,68.0,4.698,0.0,0.0
2007-01-01T02:00:00,2007-01-01T02:00:00,2007-01-01T08:00:00Z,38.261,0.63,36.111,0.259,0.05,0.0,0.045,0.029,0.0,0.034,0.0,0.0,0.0,0.0,0.004,0.209,34.641,1.47,5.63155,5.63155,0.31233,0.31233,5.31922,0.12828,0.02479,0.0,0.02236,0.01434,0.0,0.01696,0.0,0.0,0.0,0.0,0.00214,0.10346,5.10266,0.21656,0.0,0.0,0.0,0.0,28.596,0.0,0.0,0.419,0.0,0.0,-2.278,72.0,72.0,75.0,262.269,0.0,0.0,-5.8,-6.651,67.0,10.29,0.0,0.0
2007-01-01T03:00:00,2007-01-01T03:00:00,2007-01-01T09:00:00Z,36.222,0.625,34.089,0.255,0.05,0.0,0.045,0.029,0.0,0.033,0.0,0.0,0.0,0.0,0.004,0.209,34.089,0.0,5.32641,5.32641,0.30503,0.30503,5.02138,0.12427,0.02441,0.0,0.02201,0.01412,0.0,0.01627,0.0,0.0,0.0,0.0,0.0021,0.10185,5.02138,0.0,0.0,0.0,0.0,0.0,28.14,0.0,0.0,0.426,0.0,0.0,-3.869,72.0,72.0,75.0,254.482,0.0,0.0,-5.8,-6.804,61.0,6.935,0.0,0.0
2007-01-01T04:00:00,2007-01-01T04:00:00,2007-01-01T10:00:00Z,36.741,0.628,34.598,0.258,0.05,0.0,0.045,0.029,0.0,0.032,0.0,0.0,0.0,0.0,0.004,0.209,34.598,0.0,5.40459,5.40459,0.30826,0.30826,5.09633,0.12686,0.02455,0.0,0.02214,0.0142,0.0,0.01594,0.0,0.0,0.0,0.0,0.00212,0.10245,5.09633,0.0,0.0,0.0,0.0,0.0,28.56,0.0,0.0,0.416,0.0,0.0,-4.954,72.0,72.0,75.0,256.572,0.0,0.0,-5.8,-6.804,61.0,8.053,0.0,0.0
2007-01-01T05:00:00,2007-01-01T05:00:00,2007-01-01T11:00:00Z,38.439,0.629,36.294,0.26,0.05,0.0,0.045,0.029,0.0,0.032,0.0,0.0,0.0,0.0,0.004,0.209,34.824,1.47,5.64837,5.64837,0.30228,0.30228,5.34609,0.12505,0.02404,0.0,0.02168,0.01391,0.0,0.01519,0.0,0.0,0.0,0.0,0.00207,0.10034,5.12952,0.21658,0.0,0.0,0.0,0.0,28.746,0.0,0.0,0.424,0.0,0.0,-5.598,72.0,72.0,75.0,256.572,0.0,0.0,-5.8,-6.649,67.0,8.053,0.0,0.0
2007-01-01T06:00:00,2007-01-01T06:00:00,2007-01-01T12:00:00Z,39.895,0.622,37.774,0.259,0.05,0.0,0.045,0.023,0.0,0.032,0.0,0.0,0.0,0.0,0.004,0.209,34.649,3.125,5.85015,5.85015,0.28604,0.28604,5.56411,0.11906,0.02301,0.0,0.02075,0.0107,0.0,0.01453,0.0,0.0,0.0,0.0,0.00198,0.09601,5.10373,0.46038,0.0,0.0,2.202,0.868,28.602,0.0,2.12,0.421,0.0,0.0,-5.863,72.0,72.0,75.0,252.856,0.0,0.0,-5.8,-6.443,75.0,5.816,0.0,0.0
2007-01-01T07:00:00,2007-01-01T07:00:00,2007-01-01T13:00:00Z,36.969,1.188,32.914,0.246,0.05,0.0,0.184,0.022,0.0,0.033,0.0,0.0,0.0,0.386,0.007,0.26,32.914,0.0,5.39533,5.39533,0.54709,0.54709,4.84824,0.11315,0.02302,0.0,0.08488,0.01013,0.0,0.01535,0.0,0.0,0.0,0.17765,0.00331,0.11961,4.84824,0.0,0.0,0.0,0.0,0.0,27.17,0.0,0.0,0.42,0.0,0.0,-5.165,72.0,72.0,75.0,252.895,0.0,0.0,-4.0,-4.896,68.0,8.053,0.0,0.0
2007-01-01T08:00:00,2007-01-01T08:00:00,2007-01-01T14:00:00Z,36.301,0.861,33.365,0.238,0.05,0.0,0.227,0.021,0.0,0.035,0.0,0.0,0.0,0.0,0.008,0.281,31.895,1.47,5.29158,5.29158,0.37696,0.37696,4.91462,0.10435,0.0219,0.0,0.09957,0.00936,0.0,0.01537,0.0,0.0,0.0,0.0,0.00335,0.12306,4.69807,0.21655,0.0,0.0,0.0,0.0,26.328,0.0,0.0,0.416,0.0,0.0,-4.155,72.0,72.0,75.0,245.362,0.0,0.0,-2.2,-3.355,62.0,5.816,0.0,0.0
2007-01-01T09:00:00,2007-01-01T09:00:00,2007-01-01T15:00:00Z,35.676,0.882,32.667,0.244,0.05,0.0,0.24,0.021,0.0,0.036,0.0,0.0,0.0,0.0,0.006,0.285,32.667,0.0,5.08593,5.08593,0.27412,0.27412,4.8118,0.07584,0.01554,0.0,0.07463,0.00645,0.0,0.01118,0.0,0.0,0.0,0.0,0.00191,0.08858,4.8118,0.0,0.0,0.0,0.0,0.0,26.966,0.0,0.0,0.428,0.0,0.0,-3.715,72.0,72.0,75.0,251.853,0.0,0.0,-2.2,-3.355,62.0,9.171,0.0,0.0
2007-01-01T10:00:00,2007-01-01T10:00:00,2007-01-01T16:00:00Z,33.424,0.866,30.467,0.228,0.05,0.0,0.246,0.018,0.0,0.036,0.0,0.0,0.0,0.0,0.005,0.285,30.467,0.0,4.7274,4.7274,0.23954,0.23954,4.48785,0.06291,0.01382,0.0,0.06788,0.00487,0.0,0.00994,0.0,0.0,0.0,0.0,0.00134,0.07878,4.48785,0.0,0.0,0.0,0.0,0.0,25.15,0.0,0.0,0.417,0.0,0.0,0.938,72.0,72.0,75.0,245.457,0.0,0.0,-0.4,-1.652,62.0,8.053,23.775,183.542
2007-01-01T11:00:00,2007-01-01T11:00:00,2007-01-01T17:00:00Z,35.988,0.849,33.092,0.22,0.05,0.0,0.24,0.014,0.0,0.035,0.0,0.0,0.0,0.0,0.005,0.285,29.433,3.659,5.0983,5.0983,0.22379,0.22379,4.87451,0.05796,0.01318,0.0,0.0633,0.00365,0.0,0.00925,0.0,0.0,0.0,0.0,0.00131,0.07514,4.33555,0.53896,0.0,0.0,2.315,0.912,24.297,0.0,2.225,0.42,0.0,0.0,5.944,72.0,72.0,75.0,247.733,0.0,0.0,1.4,0.043,62.0,10.29,23.141,227.288
2007-01-01T12:00:00,2007-01-01T12:00:00,2007-01-01T18:00:00Z,31.417,0.826,28.597,0.206,0.05,0.0,0.231,0.009,0.0,0.035,0.0,0.0,0.0,0.0,0.005,0.289,27.617,0.98,4.42461,4.42461,0.21221,0.21221,4.21239,0.05297,0.01284,0.0,0.05931,0.00242,0.0,0.00901,0.0,0.0,0.0,0.0,0.0013,0.07434,4.06798,0.14442,0.0,0.0,0.0,0.0,22.797,0.0,0.0,0.43,0.0,0.0,10.093,72.0,72.0,75.0,244.034,0.0,0.0,3.2,1.499,56.0,10.29,19.654,257.72
2007-01-01T13:00:00,2007-01-01T13:00:00,2007-01-01T19:00:00Z,30.562,1.012,27.111,0.191,0.05,0.0,0.225,0.008,0.0,0.037,0.202,0.0,0.0,0.0,0.005,0.293,25.59,1.521,4.24318,4.24318,0.24977,0.24977,3.99342,0.04719,0.01235,0.0,0.05567,0.00186,0.0,0.0091,0.04991,0.0,0.0,0.0,0.00123,0.07247,3.76936,0.22406,0.0,1.739,0.0,0.0,21.124,0.0,1.199,0.421,0.0,0.0,13.705,72.0,72.0,75.0,236.91,0.0,0.0,5.0,2.952,51.0,9.171,37.723,218.412
2007-01-01T14:00:00,2007-01-01T14:00:00,2007-01-01T20:00:00Z,32.837,0.866,29.883,0.2,0.05,0.0,0.045,0.007,0.0,0.037,0.314,0.0,0.0,0.0,0.004,0.209,26.767,3.117,4.61119,4.61119,0.20935,0.20935,4.40184,0.04835,0.01209,0.0,0.01091,0.00167,0.0,0.00891,0.07591,0.0,0.0,0.0,0.00104,0.05047,3.94274,0.4591,0.0,0.982,1.388,0.547,22.095,0.0,2.013,0.421,0.0,0.0,13.105,72.0,72.0,75.0,240.308,0.0,0.0,5.0,2.952,51.0,10.29,47.867,61.815
2007-01-01T15:00:00,2007-01-01T15:00:00,2007-01-01T21:00:00Z,29.056,0.544,27.2,0.192,0.05,0.0,0.045,0.007,0.0,0.037,0.0,0.0,0.0,0.0,0.004,0.209,25.73,1.47,4.1415,4.1415,0.13492,0.13492,4.00658,0.04766,0.0124,0.0,0.01118,0.00172,0.0,0.00914,0.0,0.0,0.0,0.0,0.00107,0.05176,3.79002,0.21656,0.0,0.0,0.0,0.0,21.24,0.0,0.0,0.419,0.0,0.0,12.051,72.0,72.0,75.0,230.221,0.0,0.0,6.8,4.412,47.0,8.053,27.262,0.0
2007-01-01T16:00:00,2007-01-01T16:00:00,2007-01-01T22:00:00Z,31.381,0.833,28.538,0.189,0.05,0.0,0.246,0.008,0.0,0.036,0.0,0.0,0.0,0.0,0.006,0.298,25.36,3.177,4.44443,4.44443,0.24083,0.24083,4.20359,0.05474,0.01445,0.0,0.07123,0.00218,0.0,0.0104,0.0,0.0,0.0,0.0,0.00171,0.08612,3.73556,0.46803,0.0,0.0,2.773,1.093,20.934,0.0,2.669,0.422,0.0,0.0,11.122,72.0,72.0,75.0,230.221,0.0,0.0,6.8,4.411,47.0,8.053,17.752,32.651
2007-01-01T17:00:00,2007-01-01T17:00:00,2007-01-01T23:00:00Z,31.105,1.286,26.716,0.189,0.05,0.0,0.298,0.012,0.0,0.039,0.0,0.0,0.0,0.386,0.007,0.306,25.246,1.47,4.48989,4.48989,0.55468,0.55468,3.93521,0.0813,0.02156,0.0,0.12872,0.00515,0.0,0.01665,0.0,0.0,0.0,0.16642,0.0029,0.13198,3.71867,0.21655,0.0,0.0,0.0,0.0,20.84,0.0,0.0,0.415,0.0,0.0,9.75,72.0,72.0,75.0,236.553,0.0,0.0,6.8,4.64,52.0,10.29,1.585,22.19
2007-01-01T18:00:00,2007-01-01T18:00:00,2007-01-02T00:00:00Z,34.076,1.53,28.856,0.204,0.05,0.0,0.731,0.023,0.03,0.042,0.0,0.0,0.0,0.0,0.012,0.437,27.309,1.547,4.93181,4.93181,0.68135,0.68135,4.25047,0.09083,0.02227,0.0,0.32561,0.01036,0.01336,0.01875,0.0,0.0,0.0,0.0,0.00552,0.19465,4.02262,0.22785,0.0,0.0,1.85,0.729,22.543,0.0,1.78,0.421,0.0,0.0,8.622,72.0,72.0,75.0,163.126,99.99,0.0,6.8,4.867,57.0,9.171,0.0,0.0
2007-01-01T19:00:00,2007-01-01T19:00:00,2007-01-02T01:00:00Z,33.787,1.94,27.166,0.18,0.05,0.0,0.894,0.031,0.0,0.044,0.282,0.0,0.0,0.0,0.015,0.446,24.071,3.095,4.88919,4.88919,0.88764,0.88764,4.00155,0.08224,0.02287,0.0,0.4088,0.01409,0.0,0.02007,0.12898,0.0,0.0,0.0,0.00674,0.20385,3.54571,0.45584,0.0,2.562,0.0,0.0,19.871,0.0,1.77,0.422,0.0,0.0,7.863,72.0,72.0,75.0,236.553,0.0,0.0,6.8,5.411,69.0,10.29,0.0,0.0
2007-01-01T20:00:00,2007-01-01T20:00:00,2007-01-02T02:00:00Z,32.7,1.889,26.255,0.185,0.05,0.0,0.901,0.041,0.0,0.042,0.234,0.0,0.0,0.0,0.016,0.42,24.746,1.508,4.67476,4.67476,0.80747,0.80747,3.86729,0.079,0.02137,0.0,0.38513,0.01747,0.0,0.018,0.10005,0.0,0.0,0.0,0.00669,0.17975,3.64516,0.22213,0.0,0.0,0.927,0.366,20.428,0.0,0.892,0.42,0.0,0.0,6.585,72.0,72.0,75.0,236.91,0.0,0.0,5.0,4.295,83.0,9.171,0.0,0.0
2007-01-01T21:00:00,2007-01-01T21:00:00,2007-01-02T03:00:00Z,35.011,1.486,29.94,0.18,0.05,0.0,0.746,0.057,0.0,0.041,0.0,0.0,0.0,0.0,0.017,0.395,24.147,5.793,5.04149,5.04149,0.63132,0.63132,4.41017,0.07661,0.02124,0.0,0.31682,0.02431,0.0,0.01752,0.0,0.0,0.0,0.0,0.00705,0.16777,3.5569,0.85327,0.0,0.0,3.712,1.463,19.933,0.0,3.569,0.421,0.0,0.0,6.771,72.0,72.0,75.0,233.101,0.0,0.0,6.8,5.725,76.0,9.171,0.0,0.0
2007-01-01T22:00:00,2007-01-01T22:00:00,2007-01-02T04:00:00Z,32.426,1.294,28.012,0.181,0.05,0.0,0.562,0.066,0.0,0.04,0.0,0.0,0.0,0.0,0.016,0.378,24.175,3.837,4.71937,4.71937,0.59322,0.59322,4.12616,0.08279,0.02293,0.0,0.25784,0.03027,0.0,0.01851,0.0,0.0,0.0,0.0,0.0074,0.17348,3.56096,0.5652,0.0,0.0,2.193,0.864,19.956,0.0,2.111,0.422,0.0,0.0,6.682,72.0,72.0,75.0,230.221,0.0,0.0,6.8,5.725,76.0,8.053,0.0,0.0
2007-01-01T23:00:00,2007-01-01T23:00:00,2007-01-02T05:00:00Z,29.529,0.88,26.528,0.187,0.05,0.0,0.266,0.057,0.0,0.039,0.0,0.0,0.0,0.0,0.009,0.272,24.989,1.54,4.30357,4.30357,0.39594,0.39594,3.90763,0.08402,0.02251,0.0,0.11958,0.02576,0.0,0.01738,0.0,0.0,0.0,0.0,0.00407,0.12263,3.68081,0.22682,0.0,0.0,1.691,0.666,20.628,0.0,1.628,0.422,0.0,0.0,6.589,72.0,72.0,75.0,230.221,0.0,0.0,6.8,6.04,83.0,8.053,0.0,0.0
2007-01-02T00:00:00,2007-01-02T00:00:00,2007-01-02T06:00:00Z,37.495,0.767,34.878,0.212,0.05,0.0,0.136,0.04,0.03,0.036,0.0,0.0,0.0,0.0,0.008,0.256,28.322,6.557,5.51274,5.51274,0.37517,0.37517,5.13757,0.10348,0.02446,0.0,0.06654,0.01938,0.01468,0.0176,0.0,0.0,0.0,0.0,0.00391,0.12514,4.17176,0.96581,0.0,0.0,3.889,1.533,23.379,0.0,3.739,0.421,0.0,0.0,6.45,72.0,72.0,75.0,158.393,99.99,0.0,6.8,6.04,83.0,6.935,0.0,0.0
2007-01-02T01:00:00,2007-01-02T01:00:00,2007-01-02T07:00:00Z,30.916,0.565,28.988,0.193,0.05,0.0,0.045,0.029,0.0,0.035,0.0,0.0,0.0,0.0,0.004,0.209,25.838,3.15,4.5495,4.5495,0.27955,0.27955,4.26995,0.09546,0.02474,0.0,0.02231,0.01431,0.0,0.01736,0.0,0.0,0.0,0.0,0.00213,0.10323,3.80594,0.46401,0.0,0.0,2.311,0.911,21.329,0.0,2.23,0.422,0.0,0.0,6.322,72.0,72.0,75.0,227.89,0.0,0.0,6.8,6.039,83.0,6.935,0.0,0.0
2007-01-02T02:00:00,2007-01-02T02:00:00,2007-01-02T08:00:00Z,27.045,0.559,25.138,0.188,0.05,0.0,0.045,0.029,0.0,0.034,0.0,0.0,0.0,0.0,0.004,0.209,25.138,0.0,3.97992,3.97992,0.27714,0.27714,3.70278,0.09308,0.02479,0.0,0.02236,0.01434,0.0,0.01696,0.0,0.0,0.0,0.0,0.00214,0.10346,3.70278,0.0,0.0,0.0,0.0,0.0,20.751,0.0,0.0,0.425,0.0,0.0,7.14,72.0,72.0,75.0,226.332,0.0,0.0,8.6,7.782,83.0,8.053,0.0,0.0
2007-01-02T03:00:00,2007-01-02T03:00:00,2007-01-02T09:00:00Z,27.007,0.589,24.996,0.187,0.05,0.0,0.045,0.029,0.0,0.033,0.0,0.0,0.0,0.0,0.006,0.239,24.996,0.0,3.96955,3.96955,0.28762,0.28762,3.68193,0.09112,0.02441,0.0,0.02201,0.01412,0.0,0.01627,0.0,0.0,0.0,0.0,0.00317,0.11653,3.68193,0.0,0.0,0.0,0.0,0.0,20.634,0.0,0.0,0.414,0.0,0.0,7.423,72.0,72.0,75.0,223.96,0.0,0.0,8.6,8.168,91.0,6.935,0.0,0.0
2007-01-02T04:00:00,2007-01-02T04:00:00,2007-01-02T10:00:00Z,28.326,0.583,26.336,0.186,0.05,0.0,0.045,0.029,0.0,0.032,0.0,0.0,0.0,0.0,0.006,0.235,24.866,1.47,4.1657,4.1657,0.28636,0.28636,3.87934,0.09118,0.02455,0.0,0.02214,0.0142,0.0,0.01594,0.0,0.0,0.0,0.0,0.00313,0.11523,3.66276,0.21659,0.0,0.0,0.0,0.0,20.526,0.0,0.0,0.427,0.0,0.0,8.673,72.0,72.0,75.0,228.957,0.0,0.0,10.4,9.522,83.0,10.29,0.0,0.0
2007-01-02T05:00:00,2007-01-02T05:00:00,2007-01-02T11:00:00Z,26.542,0.553,24.656,0.184,0.05,0.0,0.045,0.029,0.0,0.032,0.0,0.0,0.0,0.0,0.004,0.209,24.656,0.0,3.89762,3.89762,0.26577,0.26577,3.63185,0.08854,0.02404,0.0,0.02168,0.01391,0.0,0.01519,0.0,0.0,0.0,0.0,0.00207,0.10034,3.63185,0.0,0.0,0.0,0.0,0.0,20.353,0.0,0.0,0.421,0.0,0.0,9.094,72.0,72.0,75.0,225.388,0.0,0.0,10.4,9.522,83.0,9.171,0.0,0.0
2007-01-02T06:00:00,2007-01-02T06:00:00,2007-01-02T12:00:00Z,28.453,0.55,26.576,0.187,0.05,0.0,0.045,0.023,0.0,0.032,0.0,0.0,0.0,0.0,0.004,0.209,25.072,1.504,4.16779,4.16779,0.25314,0.25314,3.91465,0.08615,0.02301,0.0,0.02075,0.0107,0.0,0.01453,0.0,0.0,0.0,0.0,0.00198,0.09601,3.69312,0.22153,0.0,0.0,0.831,0.327,20.697,0.0,0.801,0.421,0.0,0.0,9.4,72.0,72.0,75.0,228.957,0.0,0.0,10.4,9.521,83.0,10.29,0.0,0.0
2007-01-02T07:00:00,2007-01-02T07:00:00,2007-01-02T13:00:00Z,28.378,0.739,25.858,0.182,0.05,0.0,0.184,0.022,0.0,0.033,0.0,0.0,0.0,0.0,0.007,0.26,24.35,1.508,4.14883,4.14883,0.34,0.34,3.80883,0.08371,0.02302,0.0,0.08488,0.01013,0.0,0.01535,0.0,0.0,0.0,0.0,0.00331,0.11961,3.58669,0.22214,0.0,0.0,0.928,0.366,20.1,0.0,0.894,0.42,0.0,0.0,9.851,72.0,72.0,75.0,226.3,0.0,0.0,10.94,10.043,83.0,9.843,0.0,0.0
2007-01-02T08:00:00,2007-01-02T08:00:00,2007-01-02T14:00:00Z,30.655,0.544,28.799,0.179,0.05,0.0,0.045,0.021,0.0,0.035,0.0,0.0,0.0,0.0,0.004,0.209,24.034,4.765,4.48043,4.48043,0.23832,0.23832,4.24211,0.07863,0.0219,0.0,0.01975,0.00936,0.0,0.01537,0.0,0.0,0.0,0.0,0.00189,0.09141,3.54016,0.70195,0.0,0.0,2.745,1.082,19.839,0.0,2.647,0.422,0.0,0.0,10.677,72.0,72.0,75.0,221.483,0.0,0.0,12.2,11.315,84.0,9.171,0.0,0.0
2007-01-02T09:00:00,2007-01-02T09:00:00,2007-01-02T15:00:00Z,28.408,0.937,25.21,0.177,0.05,0.0,0.24,0.021,0.0,0.036,0.122,0.0,0.0,0.0,0.006,0.285,23.713,1.497,4.00478,4.00478,0.29135,0.29135,3.71342,0.05505,0.01554,0.0,0.07463,0.00645,0.0,0.01118,0.03801,0.0,0.0,0.0,0.00191,0.08858,3.4929,0.22053,0.0,0.942,0.0,0.0,19.575,0.0,0.651,0.421,0.0,0.0,11.072,72.0,72.0,75.0,225.114,0.0,0.0,12.2,11.315,84.0,10.29,0.0,0.0
2007-01-02T10:00:00,2007-01-02T10:00:00,2007-01-02T16:00:00Z,27.889,1.127,24.045,0.168,0.05,0.0,0.246,0.018,0.0,0.036,0.319,0.0,0.0,0.0,0.005,0.285,22.553,1.492,3.85328,3.85328,0.31148,0.31148,3.5418,0.04657,0.01382,0.0,0.06788,0.00487,0.0,0.00994,0.08827,0.0,0.0,0.0,0.00134,0.07878,3.32209,0.2197,0.0,0.757,0.0,0.0,18.617,0.0,0.522,0.419,0.0,0.0,13.888,72.0,72.0,75.0,225.559,0.0,0.0,14.0,12.576,76.0,11.408,28.53,35.187
2007-01-02T11:00:00,2007-01-02T11:00:00,2007-01-02T17:00:00Z,25.698,0.608,23.624,0.176,0.05,0.0,0.045,0.014,0.0,0.035,0.074,0.0,0.0,0.0,0.004,0.209,23.624,0.0,3.64006,3.64006,0.16027,0.16027,3.47979,0.04652,0.01318,0.0,0.01189,0.00365,0.0,0.00925,0.01962,0.0,0.0,0.0,0.00114,0.05502,3.47979,0.0,0.0,0.0,0.0,0.0,19.501,0.0,0.0,0.429,0.0,0.0,17.26,72.0,72.0,75.0,229.36,0.0,0.0,12.2,11.315,84.0,11.408,48.818,156.914
2007-01-02T12:00:00,2007-01-02T12:00:00,2007-01-02T18:00:00Z,25.857,0.532,24.042,0.18,0.05,0.0,0.045,0.009,0.0,0.035,0.0,0.0,0.0,0.0,0.004,0.209,24.042,0.0,3.67802,3.67802,0.13668,0.13668,3.54134,0.04612,0.01284,0.0,0.01158,0.00242,0.0,0.00901,0.0,0.0,0.0,0.0,0.00111,0.0536,3.54134,0.0,0.0,0.0,0.0,0.0,19.846,0.0,0.0,0.418,0.0,0.0,16.827,72.0,72.0,75.0,229.36,0.0,0.0,12.2,11.314,84.0,11.408,19.654,0.0
2007-01-02T13:00:00,2007-01-02T13:00:00,2007-01-02T19:00:00Z,29.251,0.922,26.105,0.184,0.05,0.0,0.045,0.008,0.0,0.037,0.0,0.0,0.0,0.386,0.004,0.209,24.596,1.508,4.07288,4.07288,0.22768,0.22768,3.8452,0.04536,0.01235,0.0,0.01113,0.00186,0.0,0.0091,0.0,0.0,0.0,0.09529,0.00106,0.05153,3.62304,0.22216,0.0,0.0,0.929,0.366,20.304,0.0,0.894,0.42,0.0,0.0,15.429,72.0,72.0,75.0,240.899,0.0,0.0,12.2,11.313,84.0,13.869,28.53,0.0
2007-01-02T14:00:00,2007-01-02T14:00:00,2007-01-02T20:00:00Z,28.236,0.796,25.52,0.179,0.05,0.0,0.224,0.007,0.0,0.037,0.0,0.0,0.0,0.0,0.005,0.293,24.031,1.489,3.9516,3.9516,0.19246,0.19246,3.75914,0.04341,0.01209,0.0,0.05409,0.00167,0.0,0.00891,0.0,0.0,0.0,0.0,0.00131,0.07098,3.53981,0.21934,0.0,0.0,0.463,0.183,19.837,0.0,0.447,0.424,0.0,0.0,14.888,72.0,72.0,75.0,235.28,0.0,0.0,12.2,11.702,91.0,12.751,18.069,0.0
2007-01-02T15:00:00,2007-01-02T15:00:00,2007-01-02T21:00:00Z,24.868,0.77,22.239,0.155,0.05,0.0,0.226,0.007,0.0,0.037,0.0,0.0,0.0,0.0,0.006,0.289,20.768,1.47,3.46683,3.46683,0.19109,0.19109,3.27573,0.03847,0.0124,0.0,0.05615,0.00172,0.0,0.00914,0.0,0.0,0.0,0.0,0.00143,0.07179,3.05919,0.21654,0.0,0.0,0.0,0.0,17.144,0.0,0.0,0.414,0.0,0.0,16.928,72.0,72.0,75.0,213.569,0.0,0.0,15.8,14.34,77.0,9.171,30.115,1.902
2007-01-02T16:00:00,2007-01-02T16:00:00,2007-01-02T22:00:00Z,24.127,0.804,21.385,0.16,0.05,0.0,0.246,0.008,0.0,0.036,0.0,0.0,0.0,0.0,0.006,0.298,21.385,0.0,3.38224,3.38224,0.23225,0.23225,3.14999,0.04616,0.01445,0.0,0.07123,0.00218,0.0,0.0104,0.0,0.0,0.0,0.0,0.00171,0.08612,3.14999,0.0,0.0,0.0,0.0,0.0,17.653,0.0,0.0,0.429,0.0,0.0,17.345,72.0,72.0,75.0,221.728,0.0,0.0,15.8,14.787,84.0,11.408,15.85,0.0
2007-01-02T17:00:00,2007-01-02T17:00:00,2007-01-02T23:00:00Z,28.522,0.879,25.523,0.167,0.05,0.0,0.298,0.012,0.0,0.039,0.0,0.0,0.0,0.0,0.007,0.306,22.382,3.141,4.13852,4.13852,0.37903,0.37903,3.75948,0.07208,0.02156,0.0,0.12872,0.00515,0.0,0.01665,0.0,0.0,0.0,0.0,0.0029,0.13198,3.29686,0.46262,0.0,0.0,2.362,0.931,18.476,0.0,2.277,0.421,0.0,0.0,16.748,72.0,72.0,75.0,233.644,0.0,0.0,15.8,14.787,84.0,13.869,1.268,0.0
2007-01-02T18:00:00,2007-01-02T18:00:00,2007-01-03T00:00:00Z,30.096,1.501,24.973,0.175,0.05,0.0,0.731,0.023,0.03,0.042,0.0,0.0,0.0,0.0,0.012,0.437,23.484,1.489,4.34715,4.34715,0.66862,0.66862,3.67853,0.07811,0.02227,0.0,0.32561,0.01036,0.01336,0.01875,0.0,0.0,0.0,0.0,0.00552,0.19465,3.45923,0.21929,0.0,0.0,0.464,0.183,19.386,0.0,0.447,0.421,0.0,0.0,16.296,72.0,72.0,75.0,163.621,99.99,0.0,15.8,14.788,84.0,13.869,0.0,0.0
