Time,TimeDST,TimeUTC,Energy Use: Total,Fuel Use: Electricity: Total,End Use: Electricity: Heating,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Hot Water,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Ceiling Fan,End Use: Electricity: Plug Loads,Emissions: CO2e: LRMER_MidCase_15: Total,Emissions: CO2e: LRMER_MidCase_15: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Hot Water,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Interior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Exterior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Mech Vent,Emissions: CO2e: LRMER_MidCase_15: Electricity: Refrigerator,Emissions: CO2e: LRMER_MidCase_15: Electricity: Dishwasher,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Washer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Dryer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Electricity: Ceiling Fan,Emissions: CO2e: LRMER_MidCase_15: Electricity: Plug Loads,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Cooling: Delivered,Load: Hot Water: Delivered,Load: Hot Water: Tank Losses,Unmet Hours: Heating,Unmet Hours: Cooling,Temperature: Conditioned Space,Temperature: Heating Setpoint,Temperature: Cooling Setpoint,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
,,,kBtu,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,gal,gal,gal,gal,kBtu,kBtu,kBtu,kBtu,hr,hr,F,F,F,cfm,cfm,cfm,F,F,%,mph,Btu/(hr*ft^2),Btu/(hr*ft^2)
2007-01-01T01:00:00,2007-01-01T01:00:00,2007-01-01T06:00:00Z,13.874,4.066,3.821,0.0,0.0,0.0,0.035,0.025,0.0,0.04,0.0,0.0,0.0,0.0,0.004,0.142,4.70265,4.70265,4.70265,4.70265,4.41883,0.0,0.0,0.0,0.03998,0.02854,0.0,0.04589,0.0,0.0,0.0,0.0,0.00499,0.16443,0.0,0.0,0.455,0.179,13.037,0.0,0.396,0.123,0.0,0.0,70.0,70.0,70.0,104.479,0.0,0.0,10.4,8.787,69.0,10.29,0.0,0.0
2007-01-01T02:00:00,2007-01-01T02:00:00,2007-01-01T07:00:00Z,14.093,4.13,3.886,0.0,0.0,0.0,0.035,0.025,0.0,0.039,0.0,0.0,0.0,0.0,0.004,0.142,4.70956,4.70956,4.70956,4.70956,4.43088,0.0,0.0,0.0,0.03942,0.02814,0.0,0.04411,0.0,0.0,0.0,0.0,0.00492,0.16211,0.0,0.0,0.0,0.0,13.259,0.0,0.0,0.12,0.0,0.0,70.0,70.0,70.0,104.479,0.0,0.0,10.4,8.787,69.0,10.29,0.0,0.0
2007-01-01T03:00:00,2007-01-01T03:00:00,2007-01-01T08:00:00Z,14.587,4.275,4.032,0.0,0.0,0.0,0.035,0.025,0.0,0.038,0.0,0.0,0.0,0.0,0.004,0.142,4.87088,4.87088,4.87088,4.87088,4.59354,0.0,0.0,0.0,0.03939,0.02811,0.0,0.04294,0.0,0.0,0.0,0.0,0.00491,0.16198,0.0,0.0,0.0,0.0,13.757,0.0,0.0,0.118,0.0,0.0,70.0,70.0,70.0,104.6,0.0,0.0,8.6,7.44,76.0,9.171,0.0,0.0
2007-01-01T04:00:00,2007-01-01T04:00:00,2007-01-01T09:00:00Z,15.923,4.667,4.187,0.0,0.0,0.237,0.035,0.025,0.0,0.037,0.0,0.0,0.0,0.0,0.004,0.142,5.35192,5.35192,5.35192,5.35192,4.80222,0.0,0.0,0.27168,0.03965,0.0283,0.0,0.04209,0.0,0.0,0.0,0.0,0.00495,0.16305,0.0,0.0,0.0,0.0,14.288,0.0,0.0,0.122,0.0,0.0,70.0,70.0,70.0,105.035,0.0,0.0,6.8,5.721,76.0,8.053,0.0,0.0
2007-01-01T05:00:00,2007-01-01T05:00:00,2007-01-01T10:00:00Z,15.57,4.563,4.322,0.0,0.0,0.0,0.035,0.025,0.0,0.036,0.0,0.0,0.0,0.0,0.004,0.142,5.26251,5.26251,5.26251,5.26251,4.98408,0.0,0.0,0.0,0.03987,0.02846,0.0,0.04118,0.0,0.0,0.0,0.0,0.00497,0.16396,0.0,0.0,0.0,0.0,14.747,0.0,0.0,0.124,0.0,0.0,70.0,70.0,70.0,108.042,0.0,0.0,6.8,5.722,76.0,10.29,0.0,0.0
2007-01-01T06:00:00,2007-01-01T06:00:00,2007-01-01T11:00:00Z,17.587,5.154,4.36,0.0,0.0,0.557,0.035,0.02,0.0,0.036,0.0,0.0,0.0,0.0,0.004,0.142,6.04511,6.04511,6.04511,6.04511,5.11374,0.0,0.0,0.65386,0.04055,0.02328,0.0,0.04188,0.0,0.0,0.0,0.0,0.00506,0.16674,0.0,0.0,2.052,0.809,14.877,0.0,1.781,0.121,0.0,0.0,70.0,70.0,70.0,106.403,0.0,0.0,6.8,5.723,76.0,9.171,0.0,0.0
2007-01-01T07:00:00,2007-01-01T07:00:00,2007-01-01T12:00:00Z,16.876,4.946,4.178,0.0,0.0,0.0,0.141,0.019,0.0,0.038,0.0,0.0,0.0,0.386,0.007,0.177,5.88166,5.88166,5.88166,5.88166,4.96872,0.0,0.0,0.0,0.1678,0.02233,0.0,0.04482,0.0,0.0,0.0,0.45893,0.00855,0.21051,0.0,0.0,0.0,0.0,14.257,0.0,0.0,0.123,0.0,0.0,70.0,70.0,70.0,104.906,0.0,0.0,5.0,4.0,76.0,5.816,0.0,0.0
2007-01-01T08:00:00,2007-01-01T08:00:00,2007-01-01T13:00:00Z,16.473,4.828,4.397,0.0,0.0,0.0,0.174,0.018,0.0,0.04,0.0,0.0,0.0,0.0,0.008,0.191,5.65791,5.65791,5.65791,5.65791,5.15337,0.0,0.0,0.0,0.20341,0.02138,0.0,0.0465,0.0,0.0,0.0,0.0,0.00895,0.22431,0.0,0.0,0.0,0.0,15.004,0.0,0.0,0.122,0.0,0.0,70.0,70.0,70.0,105.279,0.0,0.0,3.2,2.545,83.0,0.0,0.0,0.0
2007-01-01T09:00:00,2007-01-01T09:00:00,2007-01-01T14:00:00Z,15.676,4.594,4.152,0.0,0.0,0.0,0.183,0.018,0.0,0.041,0.0,0.0,0.0,0.0,0.006,0.194,4.09682,4.09682,4.09682,4.09682,3.70259,0.0,0.0,0.0,0.16358,0.01579,0.0,0.03626,0.0,0.0,0.0,0.0,0.00547,0.17313,0.0,0.0,0.0,0.0,14.167,0.0,0.0,0.12,0.0,0.0,70.0,70.0,70.0,101.555,0.0,0.0,6.8,5.725,76.0,0.0,0.0,0.0
